milliseconds,U,I,V,C
0,99.45715160657913,9.799855719971562,10.017593041355934,30.025223439793518
100,99.80935888943353,9.579414510031366,10.140817955590123,31.998272470646832
200,97.92398771401598,8.942243064309508,10.251446217971711,33.441720287436866
300,97.68480022827734,8.155635411259132,10.35492549259003,34.20582009805414
400,96.99371121925567,7.639182384050921,10.492244197947933,34.801494705810555
500,95.41834327071209,7.300537850355243,10.513967458261128,35.24561666944538
600,96.4146906778843,6.847095641550936,10.570634610548991,35.48375546895019
700,95.77400628589092,5.908443211215444,10.558211275322641,35.54645339502219
800,93.61167992682185,5.821990728955587,10.590532788857061,35.73477010384431
900,92.46917902880837,5.285721486626546,10.576592103220742,35.86780557902415
1000,91.64448457795498,4.755045515832958,10.71179443859111,35.963882776165484
1100,91.62630321157093,4.435983195373893,10.611587387743525,35.95132756167996
1200,91.30451421756537,4.321999543346859,10.600285118245992,35.95878746063336
1300,90.16612432669459,4.137790375519616,10.647896563627553,35.935467479307945
1400,89.79055374403293,3.9872915514841023,10.579362868750533,35.935012997875546
1500,89.29708663148025,3.6545371694298705,10.606814342557135,35.88095903585632
1600,87.80580944792572,3.108179854380151,10.593204391490362,36.00324286645444
1700,88.15621432058524,3.1606398206790853,10.531686300863981,36.043301606073065
1800,86.80457436940785,2.804425446363691,10.45915787931703,35.97306632311243
1900,85.66301368628706,2.9172305969348296,10.52947285284094,36.01984303261773
2000,84.96701298807668,2.6116156998537186,10.415040380932657,36.00874845330056
2100,85.2539115600534,2.3377556167272817,10.418696056528896,36.00152726892604
2200,84.06777027713943,2.185992893120567,10.372589134958409,35.98296954864296
2300,82.09871205903622,2.186542909713288,10.18412468684782,35.96341401537045
2400,82.22491606441665,2.160097912849506,10.220828636763262,35.91895296965809
2500,81.15990989768655,1.8587501668974726,10.144027386788741,36.02893638534758
2600,80.43823324762313,1.6869280961178887,10.098140163002512,36.045168403437
2700,80.45299022561743,1.6736393917020584,10.036826827038299,35.99578013363559
2800,79.9071417514429,1.3399903305757899,9.864141623726745,36.02242880375662
2900,78.42634141044982,1.287715259036002,9.906296816974066,35.937874937010115
3000,77.39220077042668,1.508828593285616,9.686312141957462,36.03532378229607
3100,78.10484458867978,1.0542618805740693,9.684424968771923,36.057020157631925
3200,77.41507682761025,1.2668828851890421,9.614755185325611,36.01762253373027
3300,77.00209506487984,0.9161449430765194,9.522276125308585,36.0166158323858
3400,75.88624769922548,1.2124936554237669,9.433370717272613,36.065640569196006
3500,75.39340334417024,1.1872672382438445,9.425850554111065,35.87384394949162
3600,74.62844054326314,1.0492207190064005,9.285651655509609,36.072379696725015
3700,73.96784765849918,0.9857748277123414,9.174278220484473,35.98037684680497
3800,73.64115417837067,0.9776143032348926,9.17528103510362,35.922658083468406
3900,71.74357281298532,0.7956947030446987,9.059924623872309,36.04920799946463
4000,71.13638844455986,0.9433314695476737,8.959596592160873,36.02111747489665
4100,70.87040156091777,0.5711632535199072,8.866289788099888,35.968351429933236
4200,70.66370545432574,0.5435806736509982,8.80994366146258,35.884783577873556
4300,69.03974599598514,0.36944720856611246,8.80883925559304,36.019326306906486
4400,69.4125362841096,0.7077201227715353,8.588178928180895,35.93611430117162
4500,69.3575209108417,0.5931401770339214,8.502472753039646,35.92987285942711
4600,69.14128672554986,0.54782070513048,8.418248728860288,35.89331628699157
4700,68.60254950454049,0.3338654804203893,8.476287408838234,35.928284948113536
4800,66.75166661229922,0.61998808597949,8.398253595108251,35.866539679208046
4900,65.60487397284278,0.4509918368275019,8.290169867057537,35.906631655450866
5000,66.35655537681654,0.20494320664858662,8.206856151196828,36.02097551666085
