milliseconds,U,I,V,C
0,100.35830600979916,9.865638417003888,10.009931163230876,29.931557130290823
100,100.13351147522617,9.28448634598575,10.103480388280913,32.101080322962694
200,98.6726377780156,8.86153560181115,10.322130669715564,33.421118209236646
300,96.9567766999215,8.28093581642483,10.312116234074388,34.275947017801776
400,97.89117709375162,7.81484231201528,10.422188729878181,34.92219881104895
500,96.42361657514164,7.12785552309117,10.555039715927391,35.21254833209475
600,96.52171266861208,6.741636201226204,10.582812780747272,35.39093173981637
700,94.42762297615147,6.202469124474889,10.664915235114199,35.59936501098625
800,94.37640535492376,5.759090445461893,10.699856972077589,35.669367348166645
900,92.54579797432574,5.386112740474286,10.697231290834342,35.85502735297328
1000,92.8536500345139,5.138460033021525,10.612412679608525,35.97724524207283
1100,91.95960198100529,4.820228812225034,10.667184946060628,35.80850344076743
1200,90.53733981191861,4.5808882884692155,10.669056384395583,35.86303714242599
1300,90.636478553097,4.191464878142908,10.69674930691838,35.8782636047849
1400,88.56686332134099,3.7639813025395923,10.62314747293461,35.85991162977158
1500,89.5296555426968,3.7844491781664025,10.648462125446438,35.861768999191675
1600,88.15299842041199,3.554752394364178,10.586998288234332,35.987254015035695
1700,86.58307171607444,3.1613234143374624,10.555360411037846,35.9752183223732
1800,86.36440258976738,2.695208632159491,10.520181550567694,35.89008134640775
1900,86.4254411385634,2.9574614926931417,10.516161521993595,35.98522412147725
2000,85.50496461367351,2.7429428098518236,10.457416878374648,36.02256938591654
2100,85.00194266458544,2.125833812859241,10.316547284397057,35.89984508453328
2200,84.19172191913083,2.3626243715928417,10.311782495522415,36.002414290773515
2300,83.37359480109309,2.2669965858301278,10.284630082760396,35.99999065043685
2400,81.54432289109256,1.8756314429767706,10.222403203350842,36.00778384692157
2500,82.08521919935048,1.926075011040627,10.064189151021697,36.06820207804391
2600,80.3284251291528,1.9511348420812307,10.041087785250802,36.061786626768644
2700,80.9725528924667,1.7918103526536895,9.927396635608508,35.87130325845792
2800,79.6381194530125,1.7358445738220387,9.986022665013708,35.97143640008702
2900,78.03879818440012,1.3476843405137189,9.850609115419855,35.94747174720024
3000,78.6561727472831,1.4945972731243977,9.807927139044523,36.07295763893132
3100,76.74059195371275,1.0110164304986051,9.62294579817673,35.98643529038111
3200,77.80389481837383,0.9304806884596384,9.641302396066546,35.90849140854468
3300,76.00219595515846,0.9938748000327624,9.542744907887316,35.99017989747806
3400,75.05586861615794,1.0300333729235094,9.430159079506486,35.889780225953885
3500,74.80896465648017,0.9127815767459928,9.37090587641675,35.87164913718793
3600,74.0309902368036,1.1429547823825175,9.264942577952839,36.05580099915453
3700,74.16356143919744,0.5769403949770737,9.252846878687121,35.91912241150453
3800,73.61302046716176,0.9967022114821632,9.13656202818717,36.05881854779681
3900,73.28045472818522,0.7919364877336867,9.086576714461668,35.96997664476666
4000,72.62804743761114,0.5851214544670794,8.998030449153232,35.99790162913413
4100,71.88083634252148,0.6725837649282338,8.891659845394482,35.99687712393191
4200,70.22941334727733,0.37197950826794485,8.748877488660252,35.88011577393969
4300,69.72690990555135,0.369463741546615,8.7000861079485,35.93033786329018
4400,68.66661464924523,0.7452980980025975,8.705225758395407,35.966918863620165
4500,69.44892335111342,0.5837276683727352,8.53780120695256,35.96604739822582
4600,68.41240448394572,0.4558177819673564,8.414943714147629,36.01875052544383
4700,67.81356641732658,0.631065006254371,8.369866810494447,35.95047491307388
4800,67.81543370670272,0.7007590260747707,8.322137817988782,35.94223372555098
4900,67.26904053054572,0.1861955235961559,8.229724465498055,36.07151278125604
5000,65.3902982630014,0.46949664454931095,8.144573572358036,36.07578916176531
