milliseconds,MP,CN,C,T2,T1,T0,MT,P0,P1,P2
0,0.3126919916006433,0.8660991777710357,0.13174169430494032,0.032195463032010666,0.0951644930877214,0.1123695762475623,0.4653843472248351,0.07506435433594272,0.06538193495574565,0.03246929717832564
100,0.3218782201761902,0.858485674759101,0.1306198193398476,0.033113743656434595,0.09837652133919587,0.11617968265278851,0.48012174063895563,0.07738602385984328,0.06738851458841717,0.03322796508255038
200,0.33125901054791085,0.8509419253460432,0.12951044225107136,0.034064137683342634,0.1016789135925928,0.12009521186447164,0.4951977722656872,0.07976454670091229,0.06944583872799269,0.03401166925199539
300,0.34083478504119574,0.8434676243447584,0.1284136254594476,0.03504747332804527,0.10507304594368541,0.12411770574297806,0.5106133706787631,0.08220053962554572,0.07155453383621212,0.03482096414680309
400,0.35060529700877635,0.8360623243746325,0.12732941891814065,0.03606454813863681,0.10856009526597409,0.12824846370570636,0.526368310259672,0.0846944677644238,0.07371510096495534,0.03565637110264733
500,0.36057024886429584,0.8287255868468288,0.12625787526010174,0.03711615960780684,0.11214121741607291,0.13248876322417874,0.5424622767998544,0.08724678275148406,0.07592802875480431,0.03651840958885065
600,0.370729102204836,0.8214569900273014,0.12519905754377292,0.03820311107500717,0.11581750478157166,0.1368398060412737,0.5588945384890468,0.08985788412208492,0.07819376352428783,0.03740759701392772
700,0.38108102436498986,0.8142561327834035,0.12415304251953133,0.03932622315339304,0.11958997895840325,0.14130271305724385,0.5756638725608869,0.09252811166731466,0.08051270249258845,0.03832445331154485
800,0.3916251513210269,0.8071226168423705,0.12311990899524083,0.04048631832695989,0.12345965308472703,0.14587859634811914,0.59276900614568,0.0952577976770868,0.08288523632354006,0.03926949844076333
900,0.40236028640402566,0.8000560683084306,0.12209975186207056,0.04168423506006944,0.12742745667826524,0.1505684720407195,0.6102081098932844,0.09804720370711682,0.08531169721668105,0.040243252882090304
1000,0.4132848394312322,0.7930561454769774,0.12109268712958782,0.0429208276668006,0.13149421631732433,0.1553732369828393,0.6279787128798592,0.10089650166731834,0.08779234247110254,0.04124623371866548
1100,0.4243975104138831,0.7861224834860004,0.12009881558090615,0.04419693813181653,0.13566083374861776,0.16029387484494484,0.6460788201270677,0.10380592850614982,0.09032748361256174,0.04227895977484284
1200,0.435696503760357,0.779254760127626,0.11911826667535684,0.04551343910106219,0.13992807866312026,0.16533122225171276,0.6645056367364159,0.10677560740921789,0.09291733537856049,0.04334194956906202
1300,0.4471798056759513,0.7724526722806432,0.11815118274998569,0.04687121747938816,0.14429666224247736,0.170486051101954,0.6832560169302182,0.10980561116497474,0.09556206946223525,0.044435721650354656
1400,0.45884561367215965,0.7657158991056716,0.11719769426456068,0.0482711472999016,0.14876735176950587,0.17575919573365126,0.7023271572913509,0.11289606063401181,0.0982618984010848,0.04556079457863856
1500,0.4706913690425571,0.7590441954996899,0.11625798361489116,0.04971416023731045,0.15334070606730285,0.18115126212627217,0.7217150680730728,0.11604689299204125,0.10101687589466954,0.046717686164545164
1600,0.4827147879486723,0.7524372858056714,0.11533221201657924,0.05120116449528588,0.15801736149516124,0.18666294055943997,0.7414161814157086,0.11925811502475202,0.10382711640637687,0.04790691479035158
1700,0.49491321324672416,0.7458949368287993,0.11442056989952851,0.05273310532438621,0.16279785431957292,0.1922948036592238,0.7614263895182115,0.12252963724871374,0.10669265396916372,0.04912899629879724
1800,0.507283758056251,0.7394169417366908,0.11352326579691129,0.05431095174399784,0.16768266010484112,0.1980473510565092,0.7817412583652905,0.12586131057186695,0.10961347343369779,0.050384444648928946
1900,0.5198234278830481,0.7330031007267388,0.11264051292440329,0.0559356742332357,0.1726722224570542,0.20392105321612475,0.8023561504026122,0.12925296379778084,0.11258953846171474,0.051673775072083664
2000,0.5325291983035821,0.7266532488867523,0.11177254802000429,0.057608253834243124,0.1777669529477896,0.209916344219997,0.8232664467638378,0.13270438477078086,0.11562077335802388,0.05299748899673801
2100,0.5453977266815639,0.7203672343134435,0.11091961699632474,0.059329695650173264,0.18296719413100967,0.21603357731295003,0.8444670152555012,0.1362153036547415,0.11870705747399257,0.054356095319577295
2200,0.5584256429233625,0.7141449322573299,0.11008198409674357,0.06110101746577504,0.1882732619955619,0.2222730816341478,0.8659527101756627,0.13978542231169427,0.12184824057571589,0.055750096492996
2300,0.5716095205077899,0.7079862432926107,0.10925993071821231,0.0629232523489837,0.19368544231091211,0.2286351581778522,0.8877183189208548,0.14341441284606046,0.1250441423475031,0.05717999113533628
2400,0.5849456738941775,0.7018910858724774,0.10845375054944977,0.06479744816871881,0.19920395774865715,0.23512003101883494,0.909758234309059,0.1471018887020755,0.1282945357540784,0.058646276710463005
2500,0.5984304746182936,0.6958594161802022,0.10766376433136927,0.0667247133016887,0.204829033202989,0.2417279321821384,0.9320669974581088,0.15084745482168566,0.13159918095611528,0.060149455573562834
2600,0.6120600649379486,0.6898912040723906,0.10689030119424749,0.06870614207326797,0.2105608262757072,0.24845901829196515,0.9546387826697726,0.1546506584726223,0.13495778871826433,0.061690021952287996
2700,0.6258305390862947,0.683986452598968,0.1061337142447864,0.07074287533391241,0.21639947780528213,0.25531342495022574,0.9774677355217769,0.1585110207247933,0.13837004660456614,0.06326847164923052
2800,0.6397379341474867,0.6781451988161344,0.10539438136770236,0.07283610076196806,0.22234511187943068,0.26229126401736963,1.0005479598919402,0.16242803450211515,0.1418356186799841,0.06488530130059383
2900,0.6537781273754818,0.6723674962475272,0.10467269067049823,0.0749870064478709,0.22839779798418883,0.26939259274066657,1.0238733118320604,0.16640114806336445,0.14535412698837835,0.0665410037924509
3000,0.6679470327494842,0.6666534465833852,0.10396906579237537,0.07719682139519553,0.2345576136591287,0.27661746564198747,1.047437756562244,0.170429792680885,0.14892518155385695,0.06823606591797163
3100,0.6822404021399866,0.6610031686291278,0.10328394165976568,0.07946679948339268,0.2408245862245376,0.28396588573142945,1.0712350267590764,0.17451335665562756,0.15254835286301746,0.06997097645039171
3200,0.6966539617902917,0.6554168184510915,0.10261777962574484,0.08179822040420996,0.24719872832271594,0.291437836745787,1.0952588430431698,0.17865120341851884,0.1562231890211926,0.07174621919108716
3300,0.7111834568377102,0.6498945951727026,0.10197107142097997,0.08419238623385852,0.2536800467780299,0.2990332933134904,1.1195029778792043,0.1828426780208079,0.15994922044103588,0.07356227058239376
3400,0.7258244725325791,0.644436716958448,0.10134432234484538,0.08665063163217883,0.2602685044070706,0.30675217980020236,1.1439609913121451,0.1870870816304698,0.16372594014770608,0.0754196091796014
3500,0.7405726919924749,0.6390434570767592,0.10073807656362425,0.08917434207126133,0.2669640756476565,0.3145944320478451,1.1686266049099374,0.19138371292679354,0.16755283470107182,0.07731870724621318
3600,0.7554236851421222,0.6337151134730808,0.10015289569326745,0.09176491965869538,0.2737667004286148,0.3225599454067648,1.1934933988740217,0.19573183160340565,0.17142935734060644,0.07926003461038802
3700,0.7703730104765248,0.6284520249312094,0.09958937059571732,0.09442381274673918,0.28067630872084487,0.330648600737418,1.2185549580516999,0.20013067743316829,0.17535494273290625,0.08124405766127496
3800,0.7854162862368664,0.623254583919166,0.09904813119351047,0.09715254752268515,0.28769284029063585,0.3388602833734198,1.2438049748179263,0.20457948471200182,0.17932901904004508,0.08327123893455136
3900,0.8005490186326247,0.618123204897776,0.09852982208439301,0.09995264690769594,0.29481619587334157,0.34719483700864756,1.2692370004395346,0.2090774469042739,0.1833509780102319,0.08534203798426726
4000,0.8157668031854985,0.6130583667560355,0.09803513553521959,0.10282571277630531,0.3020463000551992,0.3556521185208959,1.294844735554167,0.2136237590071992,0.18742021321306213,0.08745690452240043
4100,0.8310651901916946,0.6080605816597546,0.09756478714801992,0.1057733801510599,0.30938305641791247,0.3642319610180668,1.3206218367415485,0.21821758888889536,0.19153609294341367,0.0896162864085991
4200,0.8464397284657356,0.6031304068445583,0.09711952466052531,0.10879732020185943,0.31682636219310717,0.37293418585294685,1.346561977834998,0.22285808660790443,0.19569796916163348,0.09182062502864531
4300,0.8618860444119149,0.5982684671700494,0.09670014436288693,0.11189923475832829,0.3243761342850765,0.381758624279515,1.3726589591950498,0.2275444011920042,0.19990519349712807,0.0940703454374799
4400,0.8773996981779335,0.5934754123402115,0.09630746051297434,0.11508088171797572,0.33203226259022983,0.39070507814306366,1.3989065111157115,0.2322756502092836,0.2041570883563123,0.09636587641621941
4500,0.8929763371419159,0.588751967482143,0.09594233997931388,0.1183440452801472,0.3397946562641342,0.399773361836505,1.4252984983204704,0.23705095276605545,0.20845297677600205,0.09870762831407173
4600,0.9086116085011431,0.5840989021458272,0.09560568161897752,0.12169055167053848,0.34766321904826514,0.408963278385664,1.4518288057945843,0.24186941043164423,0.2127921658765192,0.10109600569545998
4700,0.9243011727636237,0.5795170372972553,0.09529842111416409,0.12512228297451464,0.35563785344178067,0.4182746233212808,1.4784913554401553,0.24673011062976108,0.21717394957938663,0.1035314049737054
4800,0.9400407920273092,0.5750072863052121,0.0950215588512943,0.1286412286375158,0.36371848668341006,0.427707209582435,1.5052802167961161,0.2516321478210037,0.22159762587564538,0.10601419992241087
4900,0.9558261825084559,0.5705705817063377,0.09477610958472513,0.13224936046111338,0.37190502603458764,0.437260825483321,1.5321894238181364,0.2565745871100774,0.22606246746512612,0.10854476687266833
5000,0.9716531052460389,0.5662079210046898,0.09456313399335353,0.13594871566560424,0.3801973864914015,0.4469352606347766,1.559213087294939,0.26155648678929766,0.23056773989659496,0.11112346905765864
