miliseconds,X1,Y1,Z1,V1,X2,Y2,Z2,V2
0,4.26320623103827,3.2549461928682497,2.2538010904801857,2.5259120651386344,0.037974456001210355,0.009899509536190815,0.003915268862147944,0.005292865993643826
100,4.162096887435586,3.260073377048749,2.2738474562209805,2.4854154917427005,0.4716632867585143,0.010988740109973395,-0.0005720230949997748,-0.00782091052560238
200,3.9438100395717473,3.2741097378171875,2.2943633183137444,2.5065033623896125,0.7161762254509669,0.028067316310493987,-0.007597571497037317,0.02904906252051847
300,3.8599140242265917,3.2961085387472444,2.3150585623168585,2.5029197466586726,0.8761556328097225,0.0034630812396312417,0.006937966323746715,0.025105789894762913
400,3.705062008450219,3.3223210996943506,2.340143371830671,2.5308787541973525,1.1112959442628307,0.04308625695113077,0.009312525473780458,0.07938027265784223
500,3.461958902261242,3.312358602674339,2.366006854270689,2.5152343063306386,1.2528321164140583,0.06270686444121097,-0.004717342289163045,0.09481210713252564
600,3.354311088157863,3.342675653284192,2.384372838188614,2.4721370014204846,1.3975324480286035,0.07659105371554502,0.009025870099150153,0.10945142856195961
700,3.209656458995523,3.3381917065756475,2.4115440298568958,2.451132309514247,1.4952089596729974,0.09032274116379117,0.00041247792263913053,0.13857519377078126
800,2.9650120413333325,3.3539257629432084,2.4344887781497278,2.4613163864107994,1.6658212744184429,0.10350569731215216,0.002331971856938466,0.1523356197085541
900,2.8614061942180617,3.3349677163417284,2.454750469567983,2.4521889662636993,1.7135169714696081,0.12349918990654665,0.0073450161542461265,0.19585338049693077
1000,2.6479272793356086,3.343400275023841,2.463598219351343,2.3933075642865584,1.8584794555100932,0.12111647022262537,0.019389309171224303,0.21543842503831306
1100,2.427516584770843,3.332088220362364,2.4941844891935308,2.3735536562170036,1.889920403945922,0.16425536445412323,0.012428561998708624,0.2776630638210359
1200,2.309089036679025,3.3279799661401053,2.5082768482093525,2.3359675750252826,1.9838081901959819,0.1662391150462475,0.019461330827720186,0.30563560066890794
1300,2.1081534525104506,3.3237049095591376,2.5271966629436013,2.348433960340522,2.116383488787133,0.19607506252722878,0.02499792628008874,0.3095413635603487
1400,1.8649623947839682,3.3243814275240124,2.5390914282810626,2.2778424138467277,2.2110607977369985,0.22914621421710313,0.03226713656090537,0.35946685515005766
1500,1.7142650327358746,3.308516183654969,2.5614131978538035,2.2228247947926767,2.331259938725787,0.23205276058306426,0.04076516402235139,0.36813175680155064
1600,1.593733394531047,3.315027837315545,2.575077286573663,2.1814409890600426,2.409703636758072,0.2616897155156958,0.05234100555410552,0.40361524899163215
1700,1.4658042068996682,3.2989228621254125,2.5858119570948883,2.147031872186703,2.4551574128087648,0.30678765110249495,0.05274980077452538,0.46332189201949375
1800,1.2675712025344643,3.273089668591947,2.598390456738958,2.101698636618551,2.48332820374917,0.33107436624192194,0.05338365599787934,0.4742845248114605
1900,1.0701074148449476,3.260451211393631,2.6135608411585016,2.0691347242964513,2.5758023192996884,0.3343209805573082,0.07192007561802292,0.5468723325462199
2000,1.0284584655776912,3.2371613550097695,2.6231071387141642,2.006706831687116,2.6315552122972248,0.37773930685816637,0.08438375619262771,0.5453723667555472
2100,0.8792429835696421,3.216914660114075,2.644615061289016,1.9371531711845145,2.7310655549410012,0.37987600669375926,0.08705254516630606,0.6196061663754338
2200,0.7559658878670175,3.2035212783286124,2.6478386706959944,1.8865225524724254,2.7553020566780337,0.4021979603908886,0.09238898522401805,0.6341855377694153
2300,0.6001279998417794,3.1700367877061084,2.6561901087542084,1.8371498141574478,2.8018215169746723,0.4407459730487392,0.09844291259225388,0.6679655506109249
2400,0.5537240866150781,3.1414505666501213,2.6626827670087794,1.815212931592252,2.8779486473855944,0.464865199478167,0.1114897994984302,0.7340744637422943
2500,0.5493544253694834,3.1206836548887584,2.671712033206413,1.7407062067825096,3.0115394002077833,0.5014960385396243,0.13170465231193995,0.7550546664653935
2600,0.480052459430607,3.1112730529054295,2.6740116088918895,1.6977967946108925,2.9669348018373967,0.5227375339470559,0.14019587234896647,0.7998637293164672
2700,0.47153923891087346,3.0691557029555967,2.681923383050518,1.6490860658457973,3.087623831216949,0.5741191358948666,0.14681230635981057,0.8293766466064232
2800,0.4632339859299745,3.0528474926812414,2.68871631420488,1.5554474201974497,3.113448173920104,0.5952541440064949,0.16534125974014174,0.8544391626804038
2900,0.43737180157612177,3.0319067980641914,2.6874255749059883,1.5459239125265556,3.1623519537223426,0.6147482890362244,0.18226023474650002,0.9053690924169286
3000,0.41465492671962284,2.998986340057373,2.6915060660201875,1.4650967945483289,3.1953302369431955,0.6496334263659139,0.1815653560891219,0.9190697960639764
3100,0.40914152801700193,2.974890498127879,2.6889859858739835,1.415377874950397,3.210621967482552,0.6647674602705135,0.20701971731671528,0.9585698122743399
3200,0.36591916443359884,2.9585406150728235,2.691177441555916,1.400509213800471,3.2544215095942817,0.696282262910659,0.21134826907563672,0.9853724036493671
3300,0.3917141335399139,2.947900183840699,2.6936327580011477,1.3652674234582562,3.332163176995248,0.7505352642318845,0.22167725857446696,1.032812457740765
3400,0.43685845275561286,2.923412001818315,2.6942159958980234,1.269907756215603,3.3386146396476293,0.7563896548555444,0.24493622987577898,1.0764341340511638
3500,0.401518112254007,2.8890239624367973,2.68857555800393,1.228036604335992,3.4465429270072305,0.7819365540206304,0.26589279793064463,1.0961262185649536
3600,0.3540674601921659,2.8623887124138476,2.692791187719301,1.2226928684845204,3.445705497403883,0.8431499484752003,0.28064950303405845,1.1100421107336005
3700,0.3674081075344461,2.832769829808473,2.679365843963348,1.1526488224195235,3.527686572187164,0.8547020591545372,0.29478010762338036,1.1534395911786182
3800,0.38145645268527906,2.825180774494844,2.684005427424962,1.1298598364116232,3.553020742634252,0.8861146202759657,0.29851146450952454,1.2034555197819918
3900,0.43704234756256144,2.7829550206451152,2.6725344794068455,1.1116774247365302,3.5503935227782346,0.9204991376156615,0.32506327699215437,1.2087363688597987
4000,0.45803354216336856,2.773225270068471,2.6654784822942674,1.0642309202943805,3.5805799788068255,0.9441327300901354,0.3316734749592888,1.237067538362955
4100,0.4566335819864053,2.7402424171704154,2.6621704931247576,1.0290274770923789,3.6261593709359072,0.995542039740881,0.34941122143626707,1.3035242827554163
4200,0.4433780819072068,2.7255975218311455,2.6606004703054684,0.9924606361910036,3.7161369734279255,1.0078486566348033,0.3792958186931646,1.2976708097440952
4300,0.4554981996493154,2.7063960882369384,2.65627632557945,0.942213247550713,3.676798680221588,1.0660225885327053,0.397824632605341,1.3365855345879212
4400,0.3810324147139523,2.682447052498905,2.648851601354837,0.9400602687374057,3.729208779367695,1.087375636358555,0.41283754564025676,1.3909671390368368
4500,0.4767065503387038,2.6488354155952614,2.637112152756958,0.8930642918518424,3.803275984343418,1.0950382645366668,0.42659844173476275,1.4273140379551519
4600,0.4247602034709864,2.6480038238261616,2.625094906092079,0.8824429376102216,3.809211742824041,1.1451358691448357,0.44267125356882464,1.4512170775191275
4700,0.40424776433158105,2.624840088010344,2.6149433429824103,0.8182174540375834,3.7971003428268513,1.1882267868108756,0.4555284143093074,1.4559862395277814
4800,0.3815343998630186,2.5962144414226023,2.6040271092243366,0.8032137687740599,3.9137291904794846,1.2207331941645143,0.47706902423260805,1.5207084617770708
4900,0.4726886528004484,2.5860931991174145,2.598464004951428,0.801427971233129,3.92203786111743,1.2504201833522433,0.5008204190505197,1.5060755249370628
5000,0.4282246305845516,2.542983081120991,2.5934224961385266,0.7996094048816536,3.9062440015016744,1.2596510282221323,0.5144238348804061,1.563474460819202
