milliseconds,EC,Z,Y,X
0,0.00036386791004505904,3.532812353621697e-06,0.001222384681927354,0.501036355049094
100,-0.002920218555120947,0.0021491039247940645,0.03338129588568931,0.46096544429497066
200,-0.006068337573697472,0.0024758907768139943,0.07298007881873311,0.42004088780778054
300,-0.008726994179805504,0.002719479202063629,0.121667735502002,0.39446437241586124
400,-0.009080561924894247,0.0028878984868803245,0.15339132212779275,0.359111033519838
500,-0.011393784138771606,0.0029738073805001125,0.1906091336792351,0.329731453023841
600,-0.013403086301022602,0.003079363035534541,0.22020536271551613,0.30079689036292745
700,-0.01730562286735722,0.0031222524669539896,0.24334646844134597,0.2643792988393225
800,-0.017988335637403607,0.0031428353568066746,0.26938169020469077,0.2396805161048571
900,-0.02135133454504208,0.003137525190756756,0.3016590351835889,0.21439539118235734
1000,-0.025641611074954652,0.003143261766617808,0.32566380316069726,0.19169723354030432
1100,-0.025888679341859934,0.0031443737525746977,0.34174691426082904,0.1840609401285598
1200,-0.029190940392408077,0.003075019625011434,0.36656790332186834,0.16307745609073204
1300,-0.031076345292673415,0.0030481732762498116,0.3822081957349722,0.14315384220784239
1400,-0.03398271265769622,0.0029716088920764554,0.40561210485402166,0.12536382550257594
1500,-0.035104783171854864,0.0029414589791491395,0.4173782168782478,0.10587997865953604
1600,-0.04028655888900594,0.002875888067266585,0.43489901451359575,0.10579391928180978
1700,-0.04234617259117624,0.0028018499161369245,0.45143529182653375,0.08875508019447725
1800,-0.0439353218536804,0.002774408314272489,0.45486385320764594,0.081757600339542
1900,-0.04634949940404836,0.002731633702788802,0.47024455184059427,0.06780109191995155
2000,-0.048460183862972066,0.0026648848205648133,0.4825405662083869,0.06932170999046272
2100,-0.051493176150154606,0.002648892117913595,0.4889407405065245,0.054434719554029946
2200,-0.052608590038082326,0.002606513344336026,0.4978087575947733,0.050443589852740285
2300,-0.05416343459101134,0.002564818142969325,0.5123771924431383,0.04638152971490907
2400,-0.05782406700186161,0.0025599246343009385,0.5040511215160762,0.039276314646241886
2500,-0.060967161999632924,0.002561597601955199,0.5107231887371209,0.03497154814691582
2600,-0.06433422447870782,0.002533436066809186,0.5234416232691683,0.03143922070811643
2700,-0.0639602140715591,0.0025269765206346055,0.534817737861903,0.038708528228639905
2800,-0.06856608619499838,0.002516672721023109,0.5392784991808162,0.03847520452961267
2900,-0.07041783270026325,0.00251971523876196,0.5424736539994318,0.02952676376629812
3000,-0.07219176121250202,0.002521304477023294,0.5357700358833609,0.029475305698259045
3100,-0.07489994620210906,0.0025459953085730583,0.5487473061958625,0.029723779038293457
3200,-0.07582700037937462,0.00251897668190704,0.5498645211425255,0.026929945009949705
3300,-0.08066705199205018,0.002512687517227701,0.551909142454073,0.028279914069334826
3400,-0.08103594488343499,0.0025162129374397806,0.5511536160592299,0.018550332841753274
3500,-0.08596141205311733,0.002525029347939997,0.5535227263102737,0.027367171812290314
3600,-0.08787516775017484,0.0025467978224981594,0.5678683468230648,0.029140516885351297
3700,-0.09014157488804812,0.002535904010249222,0.5648480045089876,0.02414515078172261
3800,-0.09378412732572675,0.002547085551490658,0.5729232780456845,0.018559972468621195
3900,-0.09580875019819053,0.0025632616813903823,0.5676653695693578,0.016298506067848138
4000,-0.09847174473037314,0.0025454028890253663,0.5737475825121677,0.02052251788014864
4100,-0.10064324057716524,0.0025650733354481555,0.5680319025459757,0.025310210735057553
4200,-0.10058043488760213,0.0025879306947341105,0.5824733617480125,0.025555588594402805
4300,-0.10379693028726292,0.0025758583695925973,0.5791556938826642,0.020230057442082488
4400,-0.10634057776384848,0.002573725495044055,0.578986463933329,0.01978741337092159
4500,-0.10971099675084629,0.0026098509334481954,0.5850574439364233,0.018180493757543673
4600,-0.1131872293077661,0.0026094622921141158,0.5921987220381612,0.015325648550237263
4700,-0.11433152541364265,0.002635894030994765,0.5861069782177087,0.016279594694962006
4800,-0.11774104121438071,0.0026286294637490465,0.5922810331784011,0.018489360247038844
4900,-0.11872486247691671,0.002631031467592386,0.5920666193771481,0.022687865105798226
5000,-0.11999128946620076,0.00265964286271654,0.5944028941551447,0.01804884132150461
