miliseconds,EC,Z,Y,X
0,0.00156134226604372,-9.705759196522436e-06,0.005083718390043025,0.49966915378582927
100,-0.003973455262935629,0.002146247092033908,0.03324671845187342,0.46496084967460216
200,-0.0037635324273111977,0.002462655432731564,0.08097078366856372,0.4252961507139675
300,-0.007996905322775546,0.0027081477763921387,0.11082116442368395,0.3910915249684375
400,-0.008371565394725163,0.0028800114142283643,0.1563669930003566,0.35069969478061214
500,-0.012559272368493548,0.002984948678673623,0.18255768541310743,0.3188302024959067
600,-0.01498429973887198,0.003072547666437985,0.22314668689327188,0.29269694069378
700,-0.01733755168016691,0.0031284750973330916,0.23691029839172956,0.27102080262246603
800,-0.017986558761979552,0.0031390500484592384,0.2659638834132263,0.24714498921624908
900,-0.02073593313816755,0.0031517298038657225,0.2978449869963267,0.21960911429138133
1000,-0.023477583848313045,0.003155152666591784,0.33068838186543287,0.19527252959457608
1100,-0.026016689515395076,0.003109811206879352,0.3535383206759137,0.1765555526016229
1200,-0.02722084168946666,0.003089707408090414,0.3609996813320302,0.15688462355882718
1300,-0.03183979643387432,0.00304343903966081,0.3815244551819522,0.13818191161140903
1400,-0.03496841194928296,0.0029974701947440316,0.41026539624506747,0.12783835260271506
1500,-0.035978234183856844,0.0029452785177194302,0.4221684910972579,0.11006317931627228
1600,-0.038673014800788365,0.002889585821213312,0.4411936249837923,0.10441711741574478
1700,-0.041376462779429836,0.002819144765044845,0.45710406096924133,0.09010945827096394
1800,-0.041854349170636705,0.0027585116221102318,0.46703456891257944,0.07628251423594572
1900,-0.04617169536017537,0.0026986882435267824,0.4690127826605932,0.06745151886307336
2000,-0.048107686772123875,0.0026810278603591124,0.48037136653523593,0.05764910256868003
2100,-0.05142674910136044,0.002655332392012301,0.48838249582105486,0.05363966571140459
2200,-0.054112072349699725,0.002586786330558302,0.492928652103021,0.04962135697340325
2300,-0.05454496108623277,0.002584611722951187,0.5068351911859926,0.053291148618730605
2400,-0.058886482905375265,0.0025852245488407117,0.5117875730832901,0.041323751919704894
2500,-0.061202335722980686,0.0025644622689816716,0.511065965425276,0.046367497964472704
2600,-0.061950935804185425,0.002526994199750591,0.521392592567817,0.03569994979163648
2700,-0.06713773025665018,0.002527985475720132,0.5324363344832342,0.029865405399697575
2800,-0.06759046878546106,0.0025346037175103787,0.530121297584743,0.031858736113468254
2900,-0.07146560595550608,0.0025368074451710913,0.5393116235443205,0.03139923355170247
3000,-0.07422518057204208,0.0025153945229851736,0.5415386011789199,0.02761570362206249
3100,-0.07462287790823675,0.0025162451784072506,0.5457112820690078,0.026469113836272005
3200,-0.07866135269677836,0.0025134815439635774,0.5531112828683172,0.026853613712978997
3300,-0.0787274741103692,0.0025530635748779672,0.5593147196349398,0.02542095478759605
3400,-0.08111108854803148,0.0025550907909859793,0.5623276749892441,0.018865209364221893
3500,-0.08633422264826625,0.00252663470030141,0.5641726640485607,0.025707173208785402
3600,-0.08725381562319846,0.002566109795284862,0.5644743655889171,0.023439354683999363
3700,-0.09152794943333317,0.00255796822617132,0.5635258853330958,0.026833309000287124
3800,-0.09108279652463347,0.0025335287334594028,0.5643731568901852,0.017208845759120423
3900,-0.09333191417422836,0.0025628977014749634,0.575615999438866,0.02015582895442883
4000,-0.09549102556520069,0.0025449106541868853,0.5732857585475445,0.026373117869239855
4100,-0.09915223428375251,0.002569688556684368,0.5814719588783831,0.015213588280746673
4200,-0.10105104798688562,0.002571304990604161,0.5714985332988172,0.026738225876321763
4300,-0.10516303191607582,0.0025842412563453184,0.5734605478465091,0.020723904545561014
4400,-0.10623531651666578,0.0025912851726551276,0.5785844074620975,0.02508970320432906
4500,-0.10932837798611317,0.002604397608487991,0.5896988071320021,0.020744779693066335
4600,-0.11221091277004505,0.0026277194615804828,0.5827015766202093,0.025524964803770544
4700,-0.11488190976927339,0.002600862487254486,0.5960293736190428,0.018892916439395877
4800,-0.11770251376992154,0.0026373498469317936,0.5895989393753028,0.021616337355028197
4900,-0.12045853379625629,0.0026335350843112375,0.592734434784625,0.019657956102962545
5000,-0.12035383638862024,0.0026298497140235734,0.6074403089473223,0.014473251239709566
