milliseconds,BCG,Effector_cells,Tumor_infected_cells,Tumor_uninfected_cells
0,0.003526091756466797,0.03907244067271767,0.011374145044228755,0.5620320522789282
100,0.17903791310949915,0.03909405776921703,0.011553009884360903,0.5526126015292293
200,0.3452560848206914,0.035559650306758145,-0.004517326883230279,0.5666348310803713
300,0.5100308573710466,0.04717279869635386,0.01933011766784621,0.5534039163883565
400,0.5695975985294297,0.05472607528609101,0.020699839919143835,0.5493866379830006
500,0.7018935586372574,0.03539769843024457,0.0209836798488567,0.5537277551431693
600,0.8257350526567527,0.03723615410527504,0.04468632808618691,0.5509529826768107
700,0.9047907276519854,0.045293499901878365,0.05244953820017215,0.5349010309667313
800,0.9553834421096496,0.04183071331565534,0.08052702846088097,0.5431272734234862
900,1.0735868947281617,0.05350183420778486,0.07723498144863036,0.5222922580681032
1000,1.1208046007123547,0.06316577025420854,0.09086207515665719,0.5153602370509656
1100,1.1325199501714227,0.05977774720761205,0.10886633171819826,0.5098877511598995
1200,1.2113136401243783,0.06691648553203065,0.14010091320976428,0.4900972935135721
1300,1.2419386611478858,0.055550031859340515,0.15180177158510144,0.4722646709429601
1400,1.2637052434051006,0.0776341361766269,0.17072261831904956,0.4571463569971134
1500,1.2829677406166013,0.08401851587100995,0.17923059921380952,0.4632827468682452
1600,1.3116556823360683,0.09468905544141427,0.19864894497216656,0.4591010133094971
1700,1.3709846041706273,0.0827645534277119,0.2108736718242478,0.4448029321692119
1800,1.3735924589672195,0.0958273105507107,0.21153252241776688,0.424688232168659
1900,1.4175291681688067,0.1072347210148207,0.24544793698200384,0.4138879849432813
2000,1.4414782329052915,0.12584884841331728,0.2515334711623532,0.3933403127759692
2100,1.451651402000005,0.12873673360803012,0.26310859682655435,0.3889637366968178
2200,1.455678409040975,0.13577197541770772,0.26782623764887475,0.3770139052609824
2300,1.4322771543923594,0.15708660762801752,0.28844181348592607,0.36599047586897004
2400,1.4530048942451945,0.16378282046069445,0.29316400784783203,0.3605788660422226
2500,1.4263276201023296,0.17605406574440105,0.3039992825756112,0.34814434824767965
2600,1.4509264669474786,0.17230115428296,0.30035058717367363,0.32618919764905757
2700,1.4215186815060181,0.19639177587634565,0.3114000817794571,0.33102907302481543
2800,1.457528162767757,0.203350590678622,0.3176883173968997,0.31347958497774203
2900,1.4285652920989178,0.22024661291849448,0.3282782997591057,0.3037189824875652
3000,1.3975133727573985,0.21774673169224937,0.32316870418245697,0.2980874837158657
3100,1.4412487145549457,0.23720843054573282,0.33775050292268566,0.2835489184782489
3200,1.4122039937929327,0.25755364069714337,0.3446908832184315,0.28884256552390936
3300,1.4306290055268214,0.2534747215788695,0.3435891656792632,0.2813948153417185
3400,1.4180385095734143,0.2706043173555143,0.3461826133003639,0.2662923732935582
3500,1.4258464316568082,0.280880813287981,0.34414105465549183,0.2500268700525552
3600,1.365063238261177,0.2909061194467392,0.3358122139114218,0.2511766798514248
3700,1.3590236137610239,0.2980057751431927,0.34633231430346995,0.2424604192513289
3800,1.334126405572628,0.3094423774224769,0.3290847428682003,0.2452052366249056
3900,1.3714060946302458,0.31796397846302527,0.3411916724555403,0.23528140315777007
4000,1.3691172806951366,0.3285111890255116,0.3255163864238139,0.2325414699076123
4100,1.3433705789327601,0.3242741552432979,0.3407738901540465,0.22783995544170846
4200,1.361589627448706,0.33143760274957007,0.329052761548778,0.2203805216309634
4300,1.314051002780601,0.33798548658106614,0.3200467379954814,0.2100608482514917
4400,1.334599469082816,0.3565098363700689,0.3290254607848779,0.20086377843433
4500,1.2823420963718455,0.34547225908630524,0.30370343126512217,0.20674885513546312
4600,1.284622152977191,0.3528550413081478,0.31439958344563507,0.20046604149703656
4700,1.2845464890271459,0.36972356835944636,0.311975936928638,0.18380034485882443
4800,1.2634471192973107,0.3710648607345093,0.29092191677762447,0.17713402365073344
4900,1.2746749223788867,0.3659648453883099,0.29293287068701124,0.17586944181992753
5000,1.2737069588804297,0.36932558085019956,0.27592987230641036,0.18259855836931646
