milliseconds,PIP2_PHGFP_PM,PH_GFP_Cyt,PI_PM,IP3_PHGFP_Cyt,PIP2_PM,PIP_PM,DAG_PM,PLC_PM,PLC_act_PM,IP3_Cyt
0,0.0,0.0,142904.96321659692,0.0,3961.554104051162,2856.6070438089537,1946.1273193185905,99.99957775932118,-0.0003888827003537917,82.46247800201823
100,0.0,0.0,142745.35382511167,0.0,4095.9475465943246,2861.5311531408074,1985.666482669981,99.99671001620584,0.0019833612695683684,128.19705840615268
200,0.0,0.0,142546.2602195402,0.0,4388.799018318736,2867.7964980384727,2062.03642202776,99.99362085173915,0.006804348479699868,69.09876065251123
300,0.0,0.0,142241.36308888672,0.0,4591.999283523408,2873.4598447045237,2003.9172384587014,99.98850615421402,0.011323265358882477,135.73605435994315
400,0.0,0.0,142095.260827264,0.0,4748.822673240577,2877.680973637313,2043.6972636120352,99.98613100670245,0.014001820455348266,98.91968609314145
500,0.0,0.0,141904.23389376668,0.0,4899.944802755675,2881.0092264393534,1988.6768875688203,99.98239235537896,0.017982831263543168,138.99634695579007
600,0.0,0.0,141688.09672524946,0.0,5063.731770721605,2883.454005092748,2135.814120592993,99.97944067795613,0.020945485741657242,109.83326075934211
700,0.0,0.0,141526.85528632783,0.0,5128.221297294901,2884.863885460708,2105.543346123387,99.97736665431573,0.02379619098134251,149.57853724300446
800,0.0,0.0,141434.60181706047,0.0,5263.503306687922,2886.288138393735,2179.6601968223626,99.97494981222067,0.02433945831658516,135.67376012450887
900,0.0,0.0,141267.12944516793,0.0,5361.7717910447855,2888.4973649316566,2099.4727869553485,99.97189479997571,0.0275804341821921,153.64477423251128
1000,0.0,0.0,141260.43687670399,0.0,5436.768567421761,2889.4068420164836,2240.8496472860043,99.97045374370525,0.02948141393458422,190.6269055731228
1100,0.0,0.0,141168.5047127013,0.0,5458.637617997503,2889.742673122869,2243.3291629776613,99.96981044574217,0.02990668750758453,224.43461497065513
1200,0.0,0.0,140949.53497817993,0.0,5545.7467689887835,2891.369352124038,2325.9609310318333,99.96829049830164,0.03257227824772355,274.194920083741
1300,0.0,0.0,140953.03770357557,0.0,5562.930788292638,2890.596549598022,2361.839777025657,99.96672572811951,0.032325033562165116,261.8022936092862
1400,0.0,0.0,140826.444898302,0.0,5586.409540767002,2891.0943020276504,2376.407523516228,99.96634521565461,0.03453069488201006,272.13008448603813
1500,0.0,0.0,140829.4838183445,0.0,5651.011596990154,2892.729211406169,2406.6308346848678,99.965103672918,0.03548952591252845,325.945405748929
1600,0.0,0.0,140801.5995745559,0.0,5655.612785744416,2892.8177272567273,2465.2649409488554,99.96419488233089,0.03629926473350589,314.7073649827023
1700,0.0,0.0,140640.30464835,0.0,5595.605140750854,2893.456906312191,2519.680222721867,99.96378802306793,0.03589249466153317,341.76839107732764
1800,0.0,0.0,140674.43236012448,0.0,5597.958558299897,2892.347581234717,2558.2306862495752,99.9639705754632,0.03618036916249829,420.8542729291647
1900,0.0,0.0,140533.7965047534,0.0,5645.830636425061,2893.0096662817296,2648.545647213247,99.96192230851955,0.0377524910810327,421.25129761894
2000,0.0,0.0,140580.63852652122,0.0,5610.590496037214,2893.6304831476627,2649.140438088412,99.96190004979923,0.03705306510382981,427.8364888899791
