milliseconds,PIP2_PHGFP_PM,PH_GFP_Cyt,PI_PM,IP3_PHGFP_Cyt,PIP2_PM,PIP_PM,DAG_PM,PLC_PM,PLC_act_PM,IP3_Cyt
2100,0.0,0.0,140542.21388193103,0.0,5612.832192572634,2893.2997722273835,2657.6935201755828,99.96109512006207,0.03778505261829977,487.5290860820281
2200,0.0,0.0,140431.42181088432,0.0,5596.955878995465,2893.913421984724,2787.0385450478816,99.96242216271501,0.037763307700567704,479.1064914799991
2300,0.0,0.0,140405.9355358481,0.0,5546.0903919088405,2894.19549425172,2760.672495058436,99.96200267850301,0.037975945780247544,529.0014885106164
2400,0.0,0.0,140379.31358919482,0.0,5565.868419864916,2893.138033804949,2865.8988957981337,99.96175342617016,0.03900034364351782,543.8551286219107
2500,0.0,0.0,140332.80928202524,0.0,5508.086798668841,2893.837340238747,2862.618444362194,99.96037114238364,0.03866992203583013,595.5039206293001
2600,0.0,0.0,140417.63833484074,0.0,5497.947798420381,2893.8779174104866,2948.938777201824,99.96094798232787,0.03890247016582603,582.985652350789
2700,0.0,0.0,140308.22069839548,0.0,5430.173084052318,2893.1493900696096,3026.068779532855,99.96037051954869,0.03947049435022,609.5739253552566
2800,0.0,0.0,140319.95528606433,0.0,5440.622544037143,2893.376938349954,3082.469479152673,99.96163781081574,0.03847435766336621,624.5675235103934
2900,0.0,0.0,140358.33103276274,0.0,5396.097936215599,2893.6716871211665,3141.352015119197,99.96061768575083,0.037794637850255546,658.7001565763686
3000,0.0,0.0,140343.63240470804,0.0,5383.512303614592,2893.0735556882605,3112.706815978897,99.96164915855603,0.039389507120490226,695.0330419952154
3100,0.0,0.0,140290.49866328514,0.0,5274.392213865901,2893.10288325578,3166.659939096582,99.96209140081909,0.0385555800483636,678.2849019456592
3200,0.0,0.0,140309.0814409059,0.0,5275.595770694316,2894.085677548662,3305.227138856375,99.96106782571128,0.03726200647462347,722.3077624150887
3300,0.0,0.0,140343.6906401199,0.0,5227.515714829636,2894.0254227214145,3357.4186063836996,99.96198295407129,0.037108299314589394,778.1325089921924
3400,0.0,0.0,140318.81171167424,0.0,5235.414294763664,2893.4836742137336,3420.7045000595963,99.96142159544345,0.03690462800362238,753.6883405035677
3500,0.0,0.0,140288.31295702813,0.0,5158.855050127127,2893.872113011288,3393.943669872674,99.96256590682718,0.0370738884613587,777.9463580246055
3600,0.0,0.0,140195.66095432927,0.0,5134.685971760859,2893.7637159526435,3451.6321040695516,99.96233354107193,0.03717350432323977,800.050694923567
3700,0.0,0.0,140285.29385561938,0.0,5055.098364687611,2893.1700097495036,3462.113593662615,99.96279664196294,0.03736970942695953,823.0060749490693
3800,0.0,0.0,140187.2927953814,0.0,5041.757322405895,2893.2895271654465,3500.2872247308246,99.96267962765118,0.036613004625326157,867.5876023834454
3900,0.0,0.0,140199.95879560887,0.0,5026.198151478639,2893.8579508417356,3565.615058695466,99.96318913346202,0.035947238152278675,857.8617484993249
4000,0.0,0.0,140218.63761158983,0.0,4932.872039100977,2894.429637734946,3683.194116379826,99.9636741985591,0.03563661723427374,917.7926457674762
4100,0.0,0.0,140234.97378452966,0.0,4954.417762172021,2894.4527747214215,3612.1198393009895,99.96392893266773,0.03662248558544204,933.9815431961416
4200,0.0,0.0,140176.82935318825,0.0,4930.3201178596,2893.2549123839417,3712.410458255467,99.96408690606562,0.036200636552451745,937.2036742513184
4300,0.0,0.0,140188.1453826762,0.0,4891.206958014169,2893.8668543012914,3701.067961293937,99.96453273014785,0.035815818480623075,957.8994686280423
4400,0.0,0.0,140228.01019811787,0.0,4843.096315157038,2893.6829994578184,3807.4634738683553,99.9640532274219,0.034658801184589146,954.6474507604314
4500,0.0,0.0,140192.07560610212,0.0,4809.059025018489,2893.7876381887368,3796.1779334372973,99.96522320916719,0.03433617916635465,966.8285784242347
4600,0.0,0.0,140179.59667990953,0.0,4755.930549007877,2893.064587012342,3835.8195847497586,99.96588404148268,0.03470939296283329,986.5952694165455
4700,0.0,0.0,140231.5947624043,0.0,4689.559847913888,2893.2444266984253,3918.3664050939424,99.96590335277364,0.034019942893966315,995.4359218529423
4800,0.0,0.0,140229.77320701964,0.0,4663.483865657432,2893.725228563871,3955.692201224217,99.96542740391298,0.03491877585663989,1027.1514581151127
4900,0.0,0.0,140138.84695036747,0.0,4628.587257052812,2893.7421222276107,3987.468206921058,99.96644199825906,0.0344776778739292,1006.2184926046116
5000,0.0,0.0,140198.1760596586,0.0,4578.895067554559,2893.876898732419,4048.340099624438,99.96593024875735,0.033397563954833655,1041.570977617045
