milliseconds,PIP2_PHGFP_PM,PH_GFP_Cyt,PI_PM,IP3_PHGFP_Cyt,PIP2_PM,PIP_PM,DAG_PM,PLC_PM,PLC_act_PM,IP3_Cyt
0,0.0,0.0,142897.19951217234,0.0,4011.1195562059347,2856.6683146104397,1996.2169186305466,100.00028489642037,0.0001755598875703424,69.23911868786675
100,0.0,0.0,142734.32944585328,0.0,4099.5697903666105,2861.5951037460954,2027.880830606902,99.99821750540015,0.0014945582603488044,67.33341519697827
200,0.0,0.0,142523.53762279803,0.0,4321.896978112734,2868.303394467175,2063.0072521687694,99.99320619892663,0.006961611460687392,82.84962643827873
300,0.0,0.0,142209.84138271367,0.0,4537.614902127004,2872.7370835766965,1963.55439068462,99.9893159697343,0.010103773538900067,102.14198377555051
400,0.0,0.0,142105.36249659734,0.0,4764.856981430694,2876.9355024504066,2080.402928228962,99.9857325879626,0.01430583054060539,85.83840390104001
500,0.0,0.0,141909.8750529024,0.0,4918.3735658123915,2880.9286708235936,2083.8498961795062,99.98150600800189,0.016846857013178045,98.59294396940766
600,0.0,0.0,141783.5977940462,0.0,5077.191106187903,2883.835620258854,2109.8866589655677,99.97978244319597,0.020440939972164666,114.20263748184114
700,0.0,0.0,141560.59050705942,0.0,5174.357881649081,2884.7456303643175,2087.7167017238185,99.9767248913371,0.02317691323002704,157.42632173190464
800,0.0,0.0,141447.16342505912,0.0,5226.440470760856,2886.7038187724434,2112.5495305121317,99.97517435417726,0.02517203113108505,160.51358106182533
900,0.0,0.0,141378.32568013694,0.0,5361.779299897333,2888.3748949234187,2150.570358979109,99.97331707135218,0.028224281906725115,180.6025317397518
1000,0.0,0.0,141191.89747429703,0.0,5420.002312613238,2889.398796804412,2255.958825958676,99.97011401557003,0.02862825495491482,186.65615311786004
1100,0.0,0.0,141088.52681972948,0.0,5447.634299392033,2890.5368011430005,2275.4962420433785,99.96970410854539,0.03102755903544402,194.59268192372
1200,0.0,0.0,141013.49344003716,0.0,5569.765233608265,2890.9828841006647,2324.4958046202864,99.96754729229838,0.03210578949637097,230.5280413303246
1300,0.0,0.0,140872.12962586893,0.0,5591.653765003075,2891.990950899863,2383.708225838907,99.96604654720669,0.03213975258393136,237.32004948174628
1400,0.0,0.0,140806.69955799298,0.0,5619.759821821991,2892.4753329897317,2378.5618551911657,99.96624546200404,0.03385371886172366,282.6692634044217
1500,0.0,0.0,140740.96513177291,0.0,5647.543930225851,2891.4450854115184,2439.815133830664,99.96475397333214,0.034656042042417914,293.48091948225004
1600,0.0,0.0,140666.4048884875,0.0,5640.590578256013,2892.4169342098917,2416.4625417517723,99.96387023477787,0.03555326007224106,327.8398825618724
1700,0.0,0.0,140701.41914188914,0.0,5624.72994930137,2892.5611484680985,2565.453068926108,99.96313990508045,0.03736224700465898,378.22086582514913
1800,0.0,0.0,140585.37050203476,0.0,5667.560754187103,2892.1711994325856,2583.746880706935,99.96221879714446,0.036399064824995844,387.33228906168097
1900,0.0,0.0,140610.95707375728,0.0,5644.518371331567,2893.408984062417,2652.4332553755025,99.96268576990943,0.038046211686077636,412.9070985140237
2000,0.0,0.0,140503.03839115924,0.0,5627.341959584728,2893.518601815525,2693.632413932837,99.96206722588263,0.037518560032829065,418.46805358674834
2100,0.0,0.0,140557.25376650572,0.0,5618.112044357458,2892.598173823504,2659.639719042557,99.9616289318811,0.038742208195894995,451.5192116014886
2200,0.0,0.0,140409.53815825915,0.0,5543.904964032126,2893.3641081872443,2763.5638443230023,99.96129453438277,0.03736577182620946,495.99411954954184
2300,0.0,0.0,140518.90282103364,0.0,5597.293711124949,2893.4189743762254,2835.4877006820316,99.96128550076327,0.03893347075844886,492.9227130357843
2400,0.0,0.0,140414.5878346714,0.0,5542.165949663876,2892.934499002637,2855.3843409939773,99.96145410339707,0.03929402225556208,536.2733118430402
2500,0.0,0.0,140336.46767049065,0.0,5487.945407996186,2892.969058052917,2908.260724565799,99.96190509233807,0.038480868136407574,587.0420074701356
2600,0.0,0.0,140318.30154700152,0.0,5482.531543574847,2893.9762754295352,2952.345002280984,99.96111729595349,0.03782871181952343,579.037236427407
2700,0.0,0.0,140391.2593594898,0.0,5438.950318402771,2892.853232189723,3072.5258960428055,99.96060121004037,0.03851742321532898,611.5859418201246
2800,0.0,0.0,140321.2003543856,0.0,5414.773616443534,2892.951227280691,3025.6319084516235,99.96089031741914,0.038300591349718756,640.7229848977016
2900,0.0,0.0,140327.43156165117,0.0,5415.07918906427,2894.541096695307,3112.5228093189453,99.96078539017381,0.03855100788258967,663.4498637796211
3000,0.0,0.0,140327.8584440157,0.0,5322.521958008944,2894.4344101774573,3175.6743622398544,99.96183807564087,0.03916329791422103,670.4334518290979
3100,0.0,0.0,140228.90200131695,0.0,5329.344158938986,2893.450745532141,3278.7897531379554,99.96206910923863,0.03862592221131857,733.9853733487736
3200,0.0,0.0,140303.7417160428,0.0,5244.020910235985,2893.0933164963035,3291.861714705376,99.96158742256546,0.038363028898609076,750.5988462565302
3300,0.0,0.0,140298.988635854,0.0,5199.438214087722,2894.3747285000873,3316.6956933312613,99.96157653559887,0.03880365720809014,729.2332786147839
3400,0.0,0.0,140227.305979127,0.0,5205.450207060868,2894.606061270437,3296.076755027111,99.96195931600093,0.038410929682991334,765.5607923752999
3500,0.0,0.0,140287.2834634561,0.0,5167.200635508029,2893.2432449861617,3391.1754243190053,99.96288183951073,0.037371580401338596,768.8896393823617
3600,0.0,0.0,140214.57849948906,0.0,5114.657177671704,2894.4197511257457,3514.73301158193,99.96287705727285,0.03779579195802988,786.3324317192566
3700,0.0,0.0,140278.33834726101,0.0,5058.626726176049,2893.739743525067,3444.9469459566894,99.96325059743917,0.037271282596116895,857.6656497736225
3800,0.0,0.0,140227.2220388434,0.0,5065.198876299193,2894.326375451221,3514.651140285924,99.96329432975273,0.037133281280178336,822.098600486477
3900,0.0,0.0,140239.9705530564,0.0,4979.747282578576,2894.6375682827697,3596.290691052671,99.96397275033914,0.03732305179380238,891.0068560357854
4000,0.0,0.0,140246.4059654989,0.0,4961.967796664102,2894.109849924023,3632.3825751920576,99.96381222232253,0.03564997345403279,904.4764762781466
4100,0.0,0.0,140190.43448388815,0.0,4905.213664142446,2893.960554553764,3716.9680356401113,99.96380878521828,0.03635990591818626,921.6525981742867
4200,0.0,0.0,140206.79073949155,0.0,4915.319047367805,2894.2922847795194,3725.3297318743835,99.96358427861429,0.03652346102039889,915.8469866119246
4300,0.0,0.0,140167.9796765475,0.0,4888.9230705635355,2893.050010966174,3703.351327426657,99.964847276607,0.03558827511813634,963.0997376282589
4400,0.0,0.0,140263.78348252183,0.0,4836.413395207669,2893.49811981294,3816.964674634997,99.96472483285174,0.0348614815679455,972.1014055634272
4500,0.0,0.0,140238.24312181372,0.0,4766.831604836687,2894.3676973769752,3890.0407937982354,99.96451025842397,0.034950471079017414,969.1151094412128
4600,0.0,0.0,140209.60080558748,0.0,4721.337953679614,2893.012280490603,3907.816853407238,99.96517729297632,0.03462481099274734,979.8178768493628
4700,0.0,0.0,140248.80684913523,0.0,4685.52548465711,2893.7173978916203,3898.3399607230986,99.96617956565157,0.03446930171460158,1023.8287997925083
