milliseconds,Enz,Ts,Tt
0,0.00025660779475468015,-0.000441602356758318,13.461280408197084
100,0.002393506545248649,0.00018923414547178667,13.46161235978464
200,0.0030849516774935654,0.0004157702470424073,13.462112372379467
300,0.00363331267004604,0.0008381916837673111,13.461983024905699
400,0.003950644288565314,0.0007910544660092837,13.462879257329037
500,0.005498224224891772,0.0012687074801001161,13.463072381712882
600,0.008518260874217738,0.0017960747484270085,13.463721392106063
700,0.009380233840093491,0.0019141989871172178,13.463783450562039
800,0.011309859749450365,0.002809827823018767,13.464383829598503
900,0.014192511706564302,0.002669720569902787,13.464666545233388
1000,0.01576977372659811,0.0028987584644741,13.464551957360943
1100,0.014961702806845915,0.0036325092487191255,13.464987240928384
1200,0.017134993247050655,0.0035397413659494594,13.465081691787416
1300,0.02008740159902505,0.003482842646245442,13.465235590237956
1400,0.021822020010430522,0.004624441151780365,13.46549234856228
1500,0.02215125739483452,0.0043780132029192275,13.46641494789239
1600,0.024391055079622116,0.004692711309631168,13.466104626927589
1700,0.02550929800245328,0.004736032422312078,13.466338768662471
1800,0.025063968587433393,0.00580249359800586,13.466591767244449
1900,0.02867239132800962,0.005817815024922084,13.466991831433264
2000,0.028407921809785554,0.006445697881423497,13.46753363590915
2100,0.032329064329976634,0.006465019904850798,13.46752971263998
2200,0.031995082290528776,0.0063896294321040955,13.468519102168012
2300,0.03574709739791668,0.00678609381756617,13.468879488239795
2400,0.03597861193311071,0.007317938106253044,13.468865897807033
2500,0.03857407783770302,0.007896429644834703,13.469415733562496
2600,0.03929599299422094,0.008185921082576935,13.469265308654585
2700,0.039272858449273446,0.007958041888616008,13.469575120177387
2800,0.04106848741929525,0.008928935836271022,13.469667032794042
2900,0.04358902300303099,0.00912108616614612,13.470485329764744
3000,0.04290143387793965,0.009115048117921423,13.471084879414539
3100,0.04712506604351277,0.009900469074147884,13.471303888346702
3200,0.048284206310689574,0.009452315518136519,13.471132256689167
3300,0.048901573724212805,0.010295384474724882,13.471987894933216
3400,0.05191828586018775,0.010316930826852857,13.472174347043977
3500,0.05076967812460078,0.011072415049297325,13.472423805395232
3600,0.055659566685836735,0.01106821251414379,13.472785523991334
3700,0.05583822443784613,0.01134814668494048,13.473258152452651
3800,0.05467163202406534,0.011589629475531906,13.473715588973757
3900,0.06034440610735717,0.011928057164444929,13.473858496867905
4000,0.0613081347221395,0.01218878001267204,13.474256357029782
4100,0.061555060496257946,0.012862111725395909,13.47429993403412
4200,0.06108685133292329,0.012684123718449439,13.47490109262197
4300,0.06553711315940428,0.013054727979105783,13.474662953123486
4400,0.06533649281106613,0.013554448987486574,13.474858839676058
4500,0.06658989712119016,0.014274201753497008,13.475271231467323
4600,0.06933789918470075,0.014544430149620577,13.476103246842351
4700,0.06796194091974102,0.0145529284238579,13.476361720755106
4800,0.07092110367414789,0.015135290887189127,13.476988554298812
4900,0.07181804382078504,0.015860333436694206,13.476552735836117
5000,0.07488486313284502,0.01603796255867124,13.47692916336829
