miliseconds,x_0,y_0,y_1,L_0,v_0,z_a,m_0_0,m_1_0,m_2_0,m_3_0,m_4_0,m_5_0,m_6_0,m_7_0,m_8_0
0,1.1763822352563547,0.004280874882119576,4.520566322535453e-05,0.012785285383171049,1.0041721418001004,319699.43099495774,0.9994413359297661,-0.009140375323059821,0.008477572179067793,0.016056997025742516,-0.04916698856301874,0.06589025553101759,-0.04917233092802555,0.18148011594953045,0.1521655717782197
100,1.7359425035836957,0.021603533186255262,-2.3937543195101168e-05,0.10084082785588491,0.910179686555357,94896.22338527798,0.9125045464266545,0.1794952901467423,0.017679457373018695,0.028795245216045973,-0.06046302806737147,-0.027855171396406173,-0.00871381144954904,0.10407050040865724,-0.18293119649513734
200,2.2598687494630783,0.034537941708384895,-5.9825644756395196e-05,0.1590841479201089,0.8223605517240798,-145022.4501053114,0.821024333775855,0.3211320917101567,0.05589939806234566,-0.008666750082998359,0.01034486364885905,-0.03594897155022305,-0.1218668754992158,-0.09280701256680834,-0.05421332794541301
300,3.121157836021717,0.05879522727923847,-3.514402668737525e-05,0.3249320213925299,0.7316152074937878,-387114.11019732733,0.7374576980917679,0.4434113015356782,0.12966186903302643,0.009468203624778907,-0.0027317492308997163,-0.038528586594718,0.06811181567351954,-0.15666337040144987,-0.12956825200248287
400,4.149705705696467,0.09966600686482946,0.00014800463811364583,0.41477924717489245,0.6628269614702073,191949.46416706298,0.657498574321495,0.5329863982907815,0.21813272227955566,0.05977442861684211,-0.013288328518064524,-0.06369900488731682,-0.014851807325291073,0.12895173539826418,0.20326546214316468
500,5.056641143421318,0.12257249290217725,0.0002811894860915684,0.551021490492611,0.6130185737986311,68424.58980265768,0.5951871072837124,0.6033068388801586,0.2949293571751002,0.11742426471151238,0.05366046041610571,-0.08294363428212709,0.0008823915215335597,0.04348089318119175,-0.14570702816085546
600,6.2818862225275875,0.16128620059893903,0.0004685780522723472,0.7234668882782137,0.5563077256754086,-420785.2450094531,0.5615137060186384,0.6471528749364925,0.39418524026162766,0.1400194548205699,0.020374425743976226,0.08121791247407883,-0.10674275898047313,-0.15697752577326207,0.04791505305729835
700,6.333413113849364,0.19205657179278376,0.0005287656227091138,0.890582918246292,0.48969051105946615,137804.9235674916,0.4904788371573852,0.703287972585452,0.4717680643750461,0.1995584703563584,0.11425154334136464,0.02517722253843928,0.12303183655372849,0.1485964917023957,-0.08080664634364472
800,7.793656805227064,0.24099602414499488,0.0008224173028567264,1.0192111849786494,0.44863246698533804,397893.27262035734,0.4503293217942237,0.7108790184546431,0.5851000839398771,0.33531830890187286,0.15807536462684846,0.07461042867913734,0.15948045931386484,0.08676731323561152,0.19181455295213154
900,7.6658892729286086,0.2752513419347004,0.000954703338712175,1.129195741029171,0.4138745940509404,-462282.72144619346,0.39924995044869577,0.7208406068395512,0.6461082789749356,0.37463994244574,0.1500983358450974,0.07539146628966227,-0.13238259065547492,-0.19599110847305257,0.22204821037470057
1000,8.571822107046433,0.31859211401500276,0.0013261633834748554,1.292007951259049,0.362453533060438,-329442.90363927116,0.3715220834940749,0.7415922372959863,0.7374421483928932,0.4936477223813531,0.21853405144051657,0.04386899530138509,-0.041679782030907206,-0.14724982137903464,-0.22444282055037615
1100,9.801944368313325,0.3648247755750859,0.0016262916371115486,1.4286708043115626,0.324822721223884,-341698.98301838106,0.33600452243093293,0.7286769702189501,0.8180744397398504,0.5812740819256221,0.30459581298805605,0.18649140423471794,0.07125567027994413,0.20830054833559064,0.14859228727093587
1200,10.238056246405213,0.3982823476143235,0.0020458032328682396,1.5767366420561357,0.31448043475680804,-84324.03132745741,0.2961983787732854,0.7280772066534584,0.8766793723835126,0.6794869326995154,0.36101397291275933,0.11236148568123601,0.21704061423967452,0.025603449674627198,-0.19940903779666663
1300,10.561183795501277,0.45694590149157144,0.002318213505512132,1.6999639626242906,0.28164647980969393,60675.8505367536,0.2841508805048645,0.7113030731299773,0.9236572736339173,0.8016890130143212,0.4790986462330393,0.316337578420222,0.11417772519091696,0.23842281338615046,-0.001094782372717885
1400,11.165481534962897,0.48432845777328765,0.0026541125364235615,1.8093388873490623,0.25055559593400817,-165343.6290405155,0.2458723819224302,0.6986412297065914,0.9792551779560497,0.8993315187693011,0.6563087882185438,0.4570316233540461,0.06489312077475631,-0.08205030843470087,-0.22076999982634007
1500,11.97278698063154,0.5360818544286403,0.003322525686114433,1.8822069300467605,0.22239733526270208,-33382.146887693314,0.22917539778840373,0.6644596938626155,1.0048756387747115,0.987100704203001,0.8104018488619436,0.5589957880174694,0.23427836075357555,-0.07452827935743332,-0.12375310347759375
1600,13.24752854809054,0.5652548982353452,0.003641045295470551,2.003920919138914,0.2130803169177022,300723.22739838244,0.21441329948076168,0.6538674592485614,1.0378729780026363,1.1306416139006938,0.8565697840282284,0.6504145744243355,0.26212046767922975,-0.017143700376907767,0.014677491795218205
1700,13.534090868717309,0.6054462384107138,0.004122534701352906,2.0475392788079665,0.1816145844351353,67288.39336962467,0.19422577808303232,0.6204505890976356,1.0595136608754328,1.224783121960466,1.0642505890258596,0.6141894047876395,0.2887922554379561,0.004119520739597149,0.21319815843153483
1800,14.586533498654461,0.6597894014175358,0.004677867109644423,2.133247922703002,0.16993218161469112,30813.25309940891,0.15866594027307307,0.604174492646346,1.0665237846114122,1.2648125878549497,1.149151278937849,0.7540212257036802,0.4099304693088588,0.1806960681576718,0.006118261248791015
1900,15.367982287961908,0.687543617961351,0.005295396536914268,2.263456911531346,0.14544690483863626,158083.6617013372,0.15725897525970692,0.5594470767466677,1.08169020495282,1.3765701849225356,1.3171240185492294,1.0532166753230718,0.6919415814651906,0.1615014000655135,0.15169598203725201
2000,15.853843143224267,0.7222682821385197,0.005892434720430817,2.325846747355693,0.145087841067311,435448.4543512042,0.14409001005071786,0.5489346124365517,1.0956070014606902,1.4162879869296632,1.421763014641077,1.0501566122990065,0.668601965206192,0.256021325499824,0.07481752107896669
2100,16.480402630788287,0.747678193894317,0.006462666834785802,2.338989474138095,0.11957169710823519,-158027.3959417338,0.13163978870276552,0.5258946978808511,1.0778195474804921,1.4864953263529146,1.6254901069914878,1.2816375897973753,0.9991045265589426,0.4449153373501841,0.3027973940280024
