milliseconds,x_0,y_0,y_1,L_0,v_0,z_a,m_0_0,m_1_0,m_2_0,m_3_0,m_4_0,m_5_0,m_6_0,m_7_0,m_8_0
0,1.3904951123121883,0.013231029589566505,-8.557313033418332e-05,0.02774253847571506,0.997330659171096,-279421.6423751534,0.9878156598752115,0.002098606132686302,0.0020899396804884667,0.009923499027717988,-0.004467353653710357,-0.08602625676578089,0.12780399302872472,0.044178218432436245,-0.13695141813742537
100,1.5855864709696337,0.01837994839535032,-6.625568530436535e-05,0.08007217356155637,0.9037485402514746,-214294.90927277348,0.9040107473197769,0.18382639304421305,0.02115904028780915,-0.020399806252915223,-0.00012506749997781837,0.04339593471202966,-0.07233349831592487,0.03157915611292683,0.08050912130812564
200,2.8947968707940177,0.04540584778066268,-3.955687091025189e-05,0.17783556240245288,0.8141466965513368,-423176.42605031934,0.8163086528450374,0.3342033406030402,0.07242483454626227,0.022273542414680242,0.01591289449767487,-0.012782074158288251,-0.1146280059924404,-0.14524058976574003,0.22891732956130467
300,3.3855944748151168,0.06961581075944248,0.00015337936707909058,0.29760007766434976,0.7497665483985194,-264859.1333125986,0.7321727160162422,0.4512052774449612,0.12181862550724695,0.05099885992186692,-0.02198141294019647,0.05368083734619309,-0.05028780259384106,-0.057351796470636505,-0.18303084787706128
400,4.750056437447163,0.08687187383116682,0.00017851629191422826,0.4524959247073956,0.6595147287485204,-38250.63482195514,0.6776317895551943,0.5341897163811489,0.2254849171543899,0.050934529048444435,0.028443246208999608,0.04811973486443838,0.029175751673372028,0.19487347719713488,-0.008086005864954627
500,5.2150715861373556,0.1316255535185692,0.00016711646989512436,0.5417440295810579,0.60495265609511,281385.5919785769,0.6114795999918629,0.6105706696083131,0.28976142023436685,0.07623998351567858,-0.018196531821232625,-0.07783792632178413,0.043868254623574174,0.17975356319636648,-0.028480550631925148
600,6.073687703043669,0.15496596648052552,0.00032076792120632635,0.7058365877493196,0.5408287891257056,228328.3341835702,0.5439804357688771,0.6682939188465533,0.38007306247200223,0.1686363245533034,0.022621700787900847,0.07804075342211439,0.05428107104895298,-0.08730134497789846,0.19418725452419894
700,6.59486586670102,0.20308929607031043,0.0005925628202012661,0.85389524338825,0.49313401246729005,-470376.63954094745,0.4902488691889078,0.6850210811070515,0.4979948258487394,0.24146489887166153,0.033558667369206326,0.10963759810791582,0.027643362720594818,0.2136768475705179,0.09476744866173142
800,7.049338937931737,0.24135609405132988,0.0007083201271139727,1.0343377986218683,0.4385858457336124,80898.29488323913,0.4456932290931828,0.7118680928122485,0.5667882481763568,0.331267652640691,0.17243430779851007,0.11116254902688764,-0.017479618720155403,-0.2031150229638477,0.05748468952905897
900,7.85360999386249,0.29101423048995345,0.0010253438593712996,1.1319306905044924,0.40801533787235783,185438.20693949814,0.3966936097352851,0.7435153073861321,0.6682857032059536,0.39729963642220684,0.15569604058802453,0.130827610456815,0.017234504673913242,-0.007316912724102878,-0.14035274731949957
1000,8.465042864453116,0.3297431933119896,0.0012898812582172391,1.2774099665496181,0.3680073440848408,32576.610874732705,0.369984199800527,0.7353431651116741,0.7494571737759426,0.47690053237567026,0.25160346623382873,0.07987165845873745,-0.03565994837277149,0.046857394944914914,0.20532468068136667
1100,9.485397549907272,0.36342048410799854,0.0015994733371260807,1.40931548890642,0.333854340242918,429187.21526633296,0.3441164082143971,0.7396731506189791,0.8083340671929465,0.5810459351182157,0.37309581128525954,0.04086189274737066,-0.1037260242993375,-0.13334948169359087,-0.11646841132558633
1200,10.589071278800967,0.41419793463086635,0.0018936196859608834,1.5732344225536319,0.3143097858800834,-427722.41206803994,0.30750559130035565,0.7275508308484409,0.8752687414214664,0.7212113404463244,0.38557604771405485,0.1442621316829527,0.14700034542266976,0.20269145340999603,-0.09172632422027575
1300,10.472439167898536,0.4469722172157843,0.0023076025369349233,1.6711032277888846,0.2802366445804016,143750.14288757415,0.2819502163269451,0.71423040569366,0.9314787210177153,0.8071606520714009,0.5233333797450431,0.17441943795156492,0.17996091001494197,-0.13320525087147211,-0.04844697951892965
1400,11.743283826473824,0.4957321546643136,0.0028238118828993026,1.8029087187956712,0.24034075159604648,111216.14391247946,0.2433530250205764,0.6900131000761162,0.9811656002803091,0.8797115265538663,0.6588224455669774,0.2501246929761415,0.3191222887746763,0.12370282916104201,0.15363657435117162
1500,12.757433569497524,0.5224590318585353,0.003185358505214082,1.8541803155549257,0.2329719008936781,460120.32138981397,0.22679462284611054,0.6680013982388758,0.9971567200886039,1.0292690078576245,0.7375246985883019,0.4591526963921957,0.36743243011507737,-0.058039124140212076,0.15191108805214748
1600,13.173954313893036,0.5824176534833874,0.003662629011095509,1.9803167628741412,0.21474176332505038,70456.68511610568,0.20166124850187703,0.6397922183105573,1.0200869827699117,1.1318500899451023,0.8541801651325683,0.5647447559622749,0.41479744972523874,0.20062027462747672,0.1146539787842066
1700,13.423361631961294,0.6194321134159301,0.004117409221689087,2.0558214849634933,0.17902072957387025,77042.88903425423,0.17020490980695518,0.6212906907232714,1.0655687956301905,1.1792297844741646,1.061151987837027,0.7781221159880575,0.47267790256368186,0.2839244287570562,-0.059168334181256985
1800,14.303483375395341,0.6589890087260669,0.004756681810836881,2.1760226407885246,0.1585045539534185,86816.3487296983,0.1729912639144835,0.6021543680727569,1.0766518661604807,1.2651469988154327,1.1982443714277662,0.9397702281916839,0.6262741524427697,0.3921124078018472,-0.0956308138931949
1900,15.044908887055483,0.6987665898249508,0.005420938433262516,2.222959140884151,0.14062126201193176,-20534.094149170764,0.15848639599292985,0.5588873170743812,1.0661125906869375,1.3951869312681249,1.2742774879207508,0.9266000463539175,0.6284261617849015,0.227562590400331,0.01923752118722616
2000,16.24679929841371,0.71263284419705,0.0060128812370877464,2.298596183890761,0.14256273313473614,-412044.8801766246,0.1348896923691585,0.5524516019161948,1.0826638983220023,1.421222175911096,1.4407450190245257,1.0631201670337913,0.856883919397423,0.3051367975759088,0.20161665123743028
2100,16.442051667723103,0.7438217647146991,0.006379381967396336,2.344840499732402,0.13517950993794164,411621.3238812197,0.11785586600467662,0.5026916684233396,1.0913289554997077,1.5229108424513467,1.6058040182843447,1.2894308598866566,0.7951967134621533,0.460086091934144,0.30498940030718524
2200,17.36243536972778,0.7705521235967832,0.006927544325878125,2.404004357655729,0.12412433573538612,128130.13412296688,0.11133836194454977,0.47655461430236057,1.0837773825513208,1.5641654652715233,1.7351633236494919,1.496316774672879,1.1118142125169301,0.8673760025402315,0.22178379810166596
2300,18.20128232743206,0.7696381332062187,0.007180539333261409,2.490062346437802,0.0926333305973149,1230642.6915181805,0.09109918078915479,0.4693049246744348,1.0592882034901425,1.6191725455619104,1.8211285495662948,1.722357172137735,1.2411736468890602,0.8568925298801198,0.5610261028941004
2400,18.795392691884697,0.678022349914004,0.006663054479832441,2.534371962358116,0.09140769502069539,3164524.4035696313,0.09695936013313627,0.4385426799725772,1.0370931260179157,1.6678952410973962,1.9566902671258444,1.9229178961821993,1.3821102765993476,1.0437689167872723,0.5770381747332692
2500,19.8011159946468,0.4390130380979672,0.00434579763429629,2.507082205205387,0.09882837466440461,7017222.021833894,0.08143191858782182,0.41083679153704195,1.0167117681126059,1.7233234221799432,2.106902630094623,2.123058107004981,1.7134901425656919,1.073503066973979,0.7529825727594891
