milliseconds,x_0,y_0,y_1,L_0,v_0,z_a,m_0_0,m_1_0,m_2_0,m_3_0,m_4_0,m_5_0,m_6_0,m_7_0,m_8_0
0,1.2211376413916917,0.004609334053183118,8.099842335561762e-05,-0.002599508211251851,0.9882057820231668,-461549.9344062277,0.9997444264129821,-0.0004145408644969367,0.0056814411752458905,0.0089114346200047,0.043740445048180636,0.09231376476142744,-0.06946017113184337,0.1520849199465771,0.22372954064122277
100,2.254292012119593,0.011485733949648016,4.387528921016858e-05,0.10866272769581647,0.9023609225118521,-89460.08143633183,0.9084895068414629,0.17590702105604594,0.01966133859181227,-0.0016364426457361806,0.015748952522532562,-0.03434200792137884,-0.0825733347771291,-0.19719888728575638,0.14446287372069022
200,2.9153310264716965,0.02394556944199127,-5.179551080560279e-05,0.19800874289484816,0.8262573641748894,313063.1114681673,0.8314476461870943,0.31774362714543847,0.05970118551372408,-0.016169590524149482,0.020579525350328715,-0.07988936740693275,-0.11502398368868537,-0.16254653924644916,-0.12327522189438027
300,3.2711872658455596,0.06673404496474322,0.00013421506721799487,0.28585652977876075,0.7410126135318438,-65732.87702717887,0.7445747664128923,0.44111442214975516,0.1395638782020939,0.04467483079200664,-0.02742106288530831,-0.07556882224279463,-0.014396876781958496,-0.13253868096148602,-0.24201315853442426
400,4.685593994379978,0.08465966208824054,0.0002068029956073752,0.41379739821698264,0.6819674197387733,222050.29379017718,0.6731376703751203,0.5269766554036454,0.22172291542069433,0.07287822496775215,0.002747906461079178,-0.01562711655175211,0.01251590665223315,-0.10691280033760413,-0.23468151107022994
500,4.642937792124368,0.13467386924072514,0.00018807964629974572,0.5774187049125384,0.5997737721191913,253775.0538258713,0.6084562989333039,0.6102508480143745,0.31248173132886237,0.07788417981759897,0.08241736057737434,-0.08311901372098754,-0.03772006214354826,0.11101174956371797,0.01553671045634295
600,6.2853964978946015,0.15252959410117842,0.00045042478446522986,0.6674521443021345,0.5454207375274787,152824.9768043454,0.5383612199466612,0.6483810522593297,0.3991968989712889,0.1612616987749987,0.014802987877802466,-0.09496865033183197,-0.11003029880385681,0.20172670740779985,0.1686629227212124
700,6.914900646628165,0.18873629448392082,0.0005528665313272622,0.8884444821843269,0.5095619694576474,146395.83160553433,0.5018294082898596,0.6910927313045517,0.4950154452118605,0.19983857967115515,0.022746527516250795,0.06201098437550477,0.15105574499477306,0.1218452738623061,-0.06354332019915998
800,7.681530611858282,0.24299108465880698,0.0006640853240188528,1.0082617367012607,0.461541763732898,378128.1719949886,0.45909777314123473,0.7192156128574884,0.5838117843517909,0.33569988529302514,0.13247717104002743,0.07474096917929166,0.11747785272978647,-0.18042029046027855,-0.022295466608001822
900,8.291770304663492,0.2846826754900141,0.0009080108414362547,1.1160574418520743,0.41954780830752203,-53637.9682206119,0.40924051511284404,0.7214541429966823,0.6548188690222237,0.40725269922081403,0.21924464043483943,0.041969534087381,0.1550016703766302,0.10747513295036627,-0.1388422935317306
1000,8.37352558991925,0.3272417642273966,0.0012919180246528388,1.321802336679259,0.35577447265757833,-334559.4708046563,0.35628008743530243,0.7253857697764494,0.7204582613080686,0.51415321451795,0.23224828917755114,0.19244976923792884,0.18183819884697017,-0.06909557411019976,0.11727075024263345
1100,9.368763673491177,0.3623441236961581,0.00153531697345073,1.4242474466987345,0.3453160159891646,127907.64856487249,0.34342755179681755,0.7380766348766353,0.8117514922598457,0.5680829391328285,0.37188359147384037,0.08613066982959097,0.16284472477975487,-0.11719824929172645,-0.1604007901595783
1200,10.461281763029861,0.42032994650484956,0.00205436191044367,1.574493060755662,0.30623891159972516,451839.98003944295,0.31243257025851195,0.716905732075511,0.8638214732299712,0.6682889615023876,0.4619256589025483,0.2272386366828381,0.004795126622697446,0.10583970084853474,0.14628393674702755
1300,10.798212579411004,0.43812029453360574,0.0023138464099787363,1.6432921075081925,0.27728353433163594,466992.78481859947,0.2828161272995282,0.6988577053813401,0.9143561096619895,0.7817813856182021,0.5061355420416942,0.25161537605839424,0.11232997650267057,0.008397303651735327,0.04624691108760643
1400,11.8221928323075,0.48872025530776547,0.0026777020461443836,1.7737667318784114,0.24169941581734977,-156520.7744884498,0.25246496133757634,0.6833607246464192,0.9730782118878425,0.920507768267827,0.6376764526392393,0.35275649380250884,0.23190776120540857,-0.05037814057444287,0.08652349960324213
1500,12.328207375351578,0.5267485191299824,0.0031761150523581844,1.864849688107095,0.2175897621795478,372114.5861854185,0.22902058794689933,0.6714532512079924,1.0025975319571483,0.9871805659354476,0.7996797066072037,0.4351929943272314,0.0714996495423397,0.1651083645309134,0.2357831346738568
1600,12.692867271613828,0.5703872370178467,0.003636886490635861,1.9702364101846925,0.2042310073203161,98290.85716196707,0.19180463493340633,0.6358461518477984,1.0318675223568106,1.1010688397376645,0.8714422663217309,0.6481740917703169,0.40614398215235525,0.32958416880628655,-0.011447016627670281
1700,13.628988680065227,0.6152082002540848,0.004117731996196561,2.0502499503694387,0.18264386169178387,72267.94511894652,0.174999204969851,0.6237089048741485,1.0621914269650956,1.1934146263802103,1.062224037310666,0.7628181156628674,0.3814329056474393,0.08540145300450636,0.29342646641641884
1800,14.855048141836267,0.6473926396328961,0.004659470350101513,2.1537551983520564,0.16389001829454808,243023.50435630497,0.17273563774300765,0.6004395314504228,1.0832859617516777,1.2833113120723252,1.1039429751296121,0.7703341499398827,0.4478546485513097,0.07505116270276072,0.08427293384038928
1900,15.534370263255019,0.7008600150692863,0.005240411496814483,2.213638530635159,0.15242571701725344,69027.07227960521,0.14506534948807792,0.5684795108227193,1.0751952720981048,1.380981029398273,1.3379908457835306,1.080073435532745,0.5425645215347433,0.2363595107339354,-0.00399300947941697
