miliseconds,x_0,y_0,y_1,L_0,v_0,z_a,m_0_0,m_1_0,m_2_0,m_3_0,m_4_0,m_5_0,m_6_0,m_7_0,m_8_0
1000,9.249400921447368,0.3274414545452643,0.001361239659760525,1.2841970882445908,0.3703054869783226,276827.2806960028,0.367162752098027,0.7392261537475134,0.7446337168632646,0.5069692597486899,0.20224543257174726,0.035660816285107845,-0.09262473286289201,-0.1301751573477225,0.05152353501406171
1100,9.278765534712814,0.3521117023310548,0.0015193014421290793,1.4553892868044174,0.333588437847109,346122.8805732026,0.3267675463566174,0.7378604905866314,0.8028463998756981,0.5817978060502378,0.31752956710336205,0.1589471193706773,0.12929141513349168,-0.17505278212387315,-0.01501966166763952
1200,10.324704309227833,0.4012932449560679,0.0019681425190708787,1.5548857795617426,0.3044463970787265,-453957.1731117564,0.31135303045946977,0.7149457807177803,0.8673688126838036,0.7156874187607216,0.4086205643165607,0.1498610204318719,0.05293544495984995,-0.002450955892465974,-0.13170401911559737
1300,10.9007218135746,0.45127901800346415,0.002359727666317476,1.678034582382418,0.2621975698999194,-428828.04837465764,0.2677865434542368,0.7146999958518018,0.9287823717530828,0.7924845084950749,0.5083672115927409,0.3646159772722214,0.05265225727790794,0.1561306354864861,-0.07022634078457327
1400,11.928005978924578,0.4802964805022133,0.002867098774293537,1.7732227008834782,0.24812128738460865,432823.2104722785,0.24118639635230382,0.7004387216766541,0.9594321043251008,0.881073359812336,0.6242996948231535,0.32898492882540986,0.3231347349630088,0.24782908212253152,-0.08357608166067043
1500,12.307523064845677,0.5399346574030061,0.003181082961772272,1.8634330674763975,0.2344434754870385,-115477.60670522672,0.21911218747448483,0.6700921161369823,0.9922133730921707,1.0042982347614111,0.7220581223098479,0.46014077741379683,0.3854408965031571,-0.0895454500894531,0.026682527106330442
1600,13.189632276902406,0.5800073588950329,0.003612164584123684,2.0093942735322625,0.20509670331613922,253648.82893592678,0.20454043917568882,0.6552359052826535,1.018534139535792,1.077524308649861,0.8920622461412611,0.5880321009661346,0.36674594500381197,0.21768000226827666,0.03869192382859568
1700,13.650726669615555,0.6128253262675569,0.004114785432912026,2.106891423337322,0.17904611532917988,-6186.671300421139,0.18926414492833943,0.6281827271404562,1.071528586713563,1.203865706014215,1.0036631632351556,0.5909316784006603,0.4568872268721088,0.38557720648143795,-0.021327303765514394
1800,14.536149359115193,0.642336032723595,0.004829197203252737,2.110789306098681,0.17452904676961425,398674.2769953154,0.16972810509506128,0.6050556190965337,1.0703193528552084,1.2658147364526298,1.111317895544984,0.7399153390158408,0.521992825094911,0.3342041401196909,-0.09021656970951454
1900,15.686184663770879,0.6888739258344138,0.00530481475294445,2.2097861986366913,0.1437618915397751,152915.92255923938,0.15265220614810604,0.5779546370744383,1.0892293902482098,1.3944476069515628,1.2671028866776326,0.8975797441527417,0.6658713339874028,0.5412495500778105,0.1320113136538999
2000,15.892843058628701,0.711383113254859,0.0058118032981241295,2.290145985271745,0.13778920227249017,-409164.1224106659,0.12964173741032678,0.5326528295867616,1.0698434813956483,1.448179588962009,1.4980483655293857,1.1164582438681776,0.7356276787622275,0.3637693852259678,0.42097201168383297
2100,16.207711337993388,0.7664661066665879,0.0065521880119521645,2.3884152155950717,0.12595309618128922,-266008.4961885301,0.1312853899902611,0.5235183292540367,1.0892337688322684,1.517496389948778,1.5734270731600766,1.3053538409075671,0.7863434652101325,0.6664661571436395,0.4967460804161672
2200,17.304964450537234,0.7816922229676176,0.007106092382657221,2.388952200911728,0.11871349685849415,-186484.11567227432,0.11955307877686587,0.4947302025658466,1.0840763322999203,1.5930475880101789,1.6747513233982174,1.5687503273306054,1.093989280356256,0.884062840488264,0.1994103635779773
2300,18.270983530334792,0.7712223342266278,0.007291041933907192,2.4225407603498987,0.10435076141810867,1125383.524191051,0.10288186431869972,0.4698213110087305,1.0558549120029541,1.64783195956297,1.8731307812847355,1.7854498504336294,1.170207133312482,0.7970686095356855,0.7411989415065856
2400,18.248772902191348,0.6788205558031953,0.006654116457899145,2.5309700248576883,0.1060193179382869,3247430.579036955,0.09777481113936864,0.440993370065762,1.0365591698261158,1.6808762878150858,1.9846642813993405,1.8836251101361228,1.5411281670194938,0.9494813912515467,0.8497968317107418
2500,19.086303577253357,0.4393665170363016,0.004423103078741761,2.5510346548942042,0.08941450297992783,7409823.393509176,0.07843347453933026,0.4159962923795754,1.0240701107240204,1.6949743483358883,2.0809517378705533,2.055366844247856,1.7908939037579155,1.4218146318207368,0.6181239976582914
2600,20.058692098690063,0.19943309505446793,0.0018144983147404356,2.5408246765620772,0.08831931692098921,11294716.38976102,0.07773069802634618,0.37966645140924676,1.0029533360471283,1.7247801790139339,2.2437527429388857,2.400780949524807,2.087675788485078,1.6621958162697483,1.227267835405197
2700,21.24265227672224,0.06930569202091003,0.0006718580404403802,2.6260587905554025,0.07102282467011903,13428493.444258086,0.06898673147015501,0.3743787249740456,0.9878790706966744,1.7496441703433028,2.3687295779588817,2.6253320806708023,2.4223055297431473,1.9273133750878269,1.278316635975767
2800,21.71283245090739,0.030574797204923287,0.00012649477381430655,2.640053773531838,0.05606853726936875,15020806.475018164,0.06792047456769768,0.3371891367345585,0.9549385952157693,1.7513880736902103,2.44920821327209,2.8370584498352582,2.6139380417974194,1.9513951064367794,1.28252136133935
2900,21.981482473847713,0.03605797206909546,0.00013282322249987352,2.589970136543308,0.06782303215880843,15432122.87772278,0.042509197822368894,0.3144688299279825,0.9105307492408294,1.782128630999987,2.5857279331702574,2.922283018632659,2.900431893910068,2.25711725528069,1.8458688886958503
3000,23.002543307583696,0.03221491788035412,6.722935550220325e-05,2.6687494670679692,0.045809340649341446,16509766.87452552,0.044696008085236445,0.30148153696734975,0.8836970341254735,1.7999675572754807,2.6824576042432047,3.3208547073589316,3.211871134018848,2.719176309893113,2.3107783434903943
3100,23.655291609935716,0.033348644749194425,6.381758950285749e-05,2.6128362538058036,0.044920285901629595,16811357.00232266,0.05172979535750082,0.2788485345341183,0.8518571227869849,1.7926850908604122,2.737516336032485,3.4440961806766874,3.5217376445413997,3.2591998697823854,2.627089429241343
3200,24.29771691291423,0.02937268520269063,9.597759730834237e-05,2.6789758189328756,0.04822350035463666,16826407.49765076,0.04025808441638548,0.2693177382660085,0.8469699514094126,1.7955344720981803,2.908026836430365,3.6433321445716045,3.9138652050170104,3.4075135463958026,2.7200513160211894
3300,25.490995050622423,0.03380161337858283,4.112974380120828e-05,2.6483757652182973,0.02928842708230959,17542742.689572576,0.030471260262453066,0.24367340806728965,0.8074277788680702,1.7863675191813329,2.949721923057322,3.817293706253814,4.220602828785543,3.81059394261141,3.1278462160892375
3400,25.914274111162094,0.028039420707236404,-2.1537857286384826e-05,2.5927251024402627,0.04299493969470948,17700940.155534077,0.022640815811550936,0.2320407981230917,0.7783198272211753,1.7475837402822851,3.0092797153748556,4.062788193974317,4.559035828030328,4.412914174570734,3.7423774854509886
3500,26.27965561521853,0.020464431265281465,-4.9084765256677575e-06,2.6339617045609613,0.04173895625267472,18338180.870768983,0.02180715096458085,0.21714661699673996,0.7435862827350231,1.7032385590886283,3.0045006129944962,4.21398300476388,5.078887926917383,4.728853771677456,4.27418854499427
3600,27.065047023243036,0.02601951427464178,-1.60302173128403e-05,2.581825099217008,0.03420921374969446,18575447.93288834,0.02164142281152258,0.20035112025614035,0.7211399290926983,1.679820668758092,3.070634767193741,4.430810652746294,5.190539179091899,5.618386019626432,4.810597715180787
3700,27.73080007971128,0.024750679358480382,4.073742911904991e-05,2.6201997801060593,0.037900492359200205,18424462.70999471,0.016343925883793936,0.19374871221614254,0.6923485128135747,1.6510814776452847,3.0837499209296815,4.577947838669353,5.693634538239165,6.04476034720094,5.514731714868448
3800,28.6864314833461,0.017146243706179266,-4.408712640545119e-05,2.6155338200031037,0.03198181598869254,18920673.73270276,0.032586264341411056,0.16763531547331884,0.6547750814039791,1.608861690117997,3.110624641207983,4.795788577718964,5.890079737196859,6.700353067426908,6.17170256732364
3900,29.146952041212526,0.02850536802362199,4.246460015679563e-06,2.5357911855378763,0.01271518501667855,19622271.090654947,0.029825156795005178,0.1635770388736108,0.6236774153344206,1.6265329338501107,3.0701281096046205,4.841421797111223,6.361236470995971,7.059648158761166,6.818087120957172
4000,29.831459433673203,0.009462224329145726,-8.135576181591159e-05,2.561933825946329,0.02066692858315477,19929573.052160762,0.02612589299668994,0.14485415469704796,0.582541205951388,1.5398720634849454,3.1445542819977166,4.951888553954572,6.806489110739172,7.739366380360685,7.693273676628459
4100,30.872005276639296,0.028220332096718155,9.814995908189258e-05,2.484502713074124,0.009630229231673719,20358379.264562342,0.02910616303581158,0.12634932655452924,0.559501311810693,1.51389982754007,3.100984309317053,5.043666772725195,6.926279560588622,8.402795191747146,8.39912975920054
4200,31.52308447348133,0.004755606408864851,7.128822451330362e-05,2.5193268020053883,0.019679036306640182,20559185.267903246,0.018122918585033867,0.1240987354634998,0.5207516546981414,1.4677938275832325,3.1612448323219087,5.31155216741845,7.454866124589457,8.60956189514197,9.460751152584914
4300,32.14823545705509,0.027391201404597023,-8.12463708454216e-05,2.429342465557628,0.024172923942860608,20115437.662148442,0.012479873023118314,0.12660485928176846,0.4921102450734174,1.4420692100643315,3.12216367026271,5.288068419404567,7.491013444632136,9.52411789745631,10.090456591949518
4400,32.16215981263868,0.026406073476042968,0.00010754357843229788,2.414370661005922,0.007454972534194101,20688745.795652352,0.008258188760231645,0.10110540620797216,0.46686179862693616,1.393338546327847,3.0687566640100474,5.356584364804681,7.8158428328361875,9.976831459241257,11.118621779127652
4500,33.277531403339715,0.008800686559488936,-6.027476488879362e-05,2.4482693783007137,0.02050738850152245,20612737.520103093,0.006008585032623454,0.10581684470880731,0.4351420002130487,1.3637150069293469,2.9791706212252076,5.38303664602661,8.319066185812583,10.51750621455201,12.010564992653084
4600,33.630266096896705,0.020052753875968717,8.801864602880411e-05,2.392383445227242,0.012040330967877565,21008124.2919799,0.015425619017350222,0.10307368839869198,0.4346075011929522,1.2901453192579275,3.0285368369859578,5.626321008877844,8.412153927034058,11.269849894618082,12.982404822932448
4700,34.19941905283956,0.00024433153245620627,-8.400458626384715e-05,2.3311084898328516,0.00575603623999456,21713479.349568043,0.008398547627123984,0.09136187323505265,0.3951215468466848,1.2543028772770353,2.973972154043307,5.659572426860585,8.721081335616407,11.721370451833053,13.901082483241899
4800,34.83965777822846,0.011111074210043282,9.180913691988903e-05,2.35072204707519,0.0010008092203660068,21661968.1675923,-0.003402958996686318,0.0809833463775235,0.37558879348206264,1.199194716190904,2.9668597424357612,5.682044601155505,9.019700522651092,12.14822905931139,14.581546010335332
4900,36.15836147741469,0.021250825403022526,-6.729335290047355e-05,2.302785942986673,0.02052527032774589,22048904.662573714,0.004231250618082711,0.07088852768732395,0.3693426857765279,1.1633326272162212,2.8592150541007544,5.687941956309834,9.174357186796998,12.798032047818978,15.72770194083929
5000,36.58371965307991,0.0015175527867546702,-2.161984590455964e-05,2.276239083591867,0.016552104115262218,22133275.359795015,-0.0014743630573135127,0.07402707731246688,0.33604014581782177,1.1081696166577724,2.8387934484950192,5.546849262273785,9.445773592027987,13.351671061131658,16.692265756160772
