milliseconds,x,I,y,z
0,194.33670468423492,0.0,790.7592205117567,87.28669239736374
100,190.64963491763086,0.0,568.6730707001672,405.76659913197716
200,188.4526734822848,0.0,271.50286634681794,884.0397477170625
300,204.477099907772,0.0,92.45910289864246,1170.285709175075
400,206.1697746570516,0.0,21.60688338451828,1195.3709752402574
500,203.16127857960137,0.0,-2.0966947456532745,1193.8093788450665
600,199.9388906858863,0.0,13.269530740446104,1136.1281565206764
700,208.1833980563514,0.0,-3.1524813842706636,1077.538416620499
800,208.569995506618,0.0,5.05485234564978,1012.2415300895184
900,224.58841807114536,0.0,12.888959462495448,964.7002248835945
1000,223.90609690692324,0.0,-1.7192577198927093,976.0077772666624
1100,235.00241689404052,0.0,9.65687175739654,898.5836435486211
1200,237.9915127559943,0.0,6.712835243205573,871.5339223304171
1300,238.90502906491528,0.0,1.5932368172033127,820.9083214840415
1400,247.43909081369065,0.0,-12.823525343267901,771.053675281127
1500,242.3333775852111,0.0,-1.3661179957693408,713.6407232533818
1600,256.27126486521024,0.0,13.655927537309523,676.4109702125453
1700,248.03653686564505,0.0,-12.076296014470234,659.7225910329076
1800,260.2993613517989,0.0,6.805487952106043,605.0012115317419
1900,262.41261037274427,0.0,9.771454914153892,587.2350595126479
2000,261.71188332694356,0.0,-4.878407938894634,583.7660915620181
2100,270.21808366191505,0.0,-10.426525619486794,575.0841355773889
2200,278.31467202685053,0.0,-0.177841892141001,500.74527801722996
2300,278.73808968695346,0.0,-7.065298405115852,517.0945900695336
2400,280.98288031026124,0.0,-3.2432564253648,457.67400150368775
2500,287.5730818609003,0.0,-3.800734110372323,472.5885623623604
2600,293.0639726088667,0.0,-12.011531239606336,435.9818979000086
2700,302.8257303840466,0.0,-2.8468002762768823,399.2658415852316
2800,315.04131390719544,0.0,-9.558651404222253,357.30101071705724
2900,317.14906875933417,0.0,6.338161642463249,374.342083794515
3000,323.10437458199476,0.0,-12.949739654112028,330.2093399914039
3100,319.2999783697612,0.0,7.791481090517841,357.9866450198769
3200,326.0719878312359,0.0,2.8389446579785655,327.6502195325953
3300,334.26660872780036,0.0,-11.227050834239128,302.98701959651163
3400,343.26213914419424,0.0,5.678643431516728,302.683237720856
3500,355.20189256343417,0.0,-2.780787621778816,301.8761266082663
3600,359.6246157502806,0.0,1.418447853973063,251.81023461547963
3700,367.0619077153829,0.0,10.187936949590616,258.6853911629344
3800,361.57733064924844,0.0,2.792727891047735,210.86733839633501
3900,373.6673856695079,0.0,-6.868114151088151,212.9232014631225
4000,385.2921532792253,0.0,-7.588514363978085,236.94503921710358
4100,387.9301362599693,0.0,-5.1973102157830615,170.78616170378697
4200,396.1602846789625,0.0,-1.4303644347925542,177.46184292357924
4300,403.94751321197504,0.0,-2.8948831635341152,206.52245423255636
4400,414.92314353429924,0.0,5.900145345386946,173.0193557191382
4500,420.9302728608654,0.0,-9.1660630656177,191.47865361862506
4600,415.37614026707956,0.0,-2.9679457593658434,160.69071294867416
4700,432.8870366617905,0.0,-10.45378944574824,158.98191271118532
4800,442.85332895384994,0.0,7.818947647870168,174.42230237041164
4900,444.47637235242877,0.0,9.336985102810305,114.30530815626577
5000,451.92284106358284,0.0,-5.81517230704759,138.01758738472168
