milliseconds,A_b,O_b,P_b,L_b,S_b,NAPE_b,NOPE_b,NPPE_b,NLPE_b,NSPE_b,FAAH_b,FAAHinh_b,A_r,O_r,P_r,L_r,S_r,NAPE_r,NOPE_r,NPPE_r,NLPE_r,NSPE_r,FAAH_r,FAAHinh_r,A_m,O_m,P_m,L_m,S_m,FAAH_m,FAAHinh_m,A_p,O_p,P_p,L_p,S_p,PFM_gut,PFM_p,PFM_r
0,1.45713378944598,45.6398711522583,5.638890806143374,1.43759924116008,10.133139370084619,4.159391730477992e-05,0.0009598529698072918,0.00018247508188120476,8.331263686338675e-05,0.00012167655669458521,15.254404973673614,-0.11190711953472932,0.6174490336195029,13.02919485097517,4.402105659467776,1.9527449611871879,2.3544832785012137,4.262704080326463e-06,9.593364526789977e-05,1.880272958707336e-05,8.243567829053145e-06,1.4045464249087327e-05,2.1738243676991047,0.00991527031254432,1.2290660260297002,10.531789112944391,9.27820747270735,0.0,-2.057445265291303,10.675357295852058,-0.07928197824828391,0.8346261002113974,4.354585496518922,4.575227763906482,1.9302956240305131,0.2260306212987958,-148379.92657301985,34215.942598385656,-39392.65744172047
100,0.8190114691997821,24.599941657105575,7.385219089795194,7.5903969330402825,10.251272902275563,4.840454694045017e-05,0.001009483970196573,0.00021954136107165363,7.7706347135258e-05,0.0001494592264544242,0.27469374286191434,14.914995680123633,0.7593597542326976,17.62281741414857,4.788029853926212,2.4597192584469534,3.7203995599783837,4.2905029188159075e-06,9.733541108944496e-05,1.9322920673017908e-05,8.372283122113972e-06,1.4252737451293851e-05,0.0030241442366986462,2.1173824291088037,1.9987791227374494,48.68435147786826,13.269639084317657,0.0,1.960177318611911,0.15305940089161021,10.465237446168835,1.0166229851150534,6.084384387250763,5.3406397412813424,1.925875064044484,0.3844454847615148,-1447552.3699097442,1400017.575204681,-8990.392026843652
200,3.687290743537373,136.97282449047856,27.1477983452939,13.113761377424106,23.104828053791532,5.6112761343378804e-05,0.001253657570386042,0.00025870957206599357,0.00010558907719539136,0.00017382160335382244,0.17933790787538256,15.304969231587519,0.903654201699448,25.175262294188027,5.438606451483153,2.3322935821318884,4.367589892536476,4.373078116491421e-06,9.983224460287723e-05,1.9517152537179248e-05,8.513851767431502e-06,1.451355389181821e-05,0.01666881005794729,2.17522759114222,3.2872709232138004,84.60392851273639,16.12764003336597,0.0,7.07061718050526,-0.021157152792608932,10.542549646328533,1.4928543079894228,7.762171721613465,6.935598643716543,3.1714908345314976,0.4973815652211684,-2732072.543053,2437724.958487135,128733.6084390308
300,7.287473761220319,184.92750581778196,38.49795177194558,21.59491399483713,24.606045937267886,6.0111410535232844e-05,0.001518660612780229,0.00029830102096631565,0.00011689065134666902,0.00020190414354897778,-0.19479242544157627,15.307275301582719,1.2219967992485559,26.96538179513787,6.7447808255560835,3.348705983766307,4.401540072213506,4.518687128911631e-06,0.0001030054449474546,2.0270175434747242e-05,8.708177891714687e-06,1.4859992070938879e-05,0.016432099193375713,2.140654013491687,3.725810704908844,112.28533996353501,24.115618250749066,0.0,22.875776561508037,-0.012898672332092766,10.574975273153873,1.6678663397243993,9.640273852060506,7.758354443630255,3.7591246615866654,0.5040694929136401,-3501165.676946525,3306115.062735694,59054.831028999586
400,7.587767885072037,232.5096102330955,40.8395502890353,30.444780938218432,27.589688942334654,6.926345541359311e-05,0.0015502793578899905,0.00031437881683835545,0.00013221976122135149,0.00023730836689063445,0.14420388954945962,15.250667189651798,1.437309767934414,32.39839938310832,7.427511664382226,3.5911672677307696,6.128945594763066,4.589874005701501e-06,0.00010378112611548,2.050676156135821e-05,8.920786180876108e-06,1.507266126517926e-05,-0.0044328456635847075,2.1603247135040147,4.488930070137169,132.7431966667537,33.9921282789397,0.0,24.944714048851516,0.030777698175469874,10.752889799571154,2.0461764364922557,11.317828717316964,8.307083652359815,4.3518104151281065,0.669503029440218,-4359661.307738594,4017376.6560777337,102674.80153047456
500,12.848179501726431,251.4242991164515,61.27969237977272,33.29400137686068,42.06397079837846,7.847204202021828e-05,0.001851228851293814,0.00037464204074785513,0.00016251132068045986,0.0002569600770465294,0.20938004242127314,15.347954812022603,1.4443203363428332,37.24840931933807,8.004133602877076,4.5403000987394835,6.705070889910262,4.651931517034874e-06,0.00010656861546829628,2.100466509219338e-05,9.08324387632407e-06,1.5404905262303175e-05,-0.02344906861659539,2.1712476853919154,5.422603280130314,167.46074712175826,34.98995446276867,0.0,34.167937970244154,0.010534084563274367,10.769525504889598,2.0667453684676906,13.853923358219355,9.914064318189242,5.420480812700811,0.6882182723236913,-5012476.759628753,4641566.729239684,258530.96397088846
600,12.328442036302821,294.68800404773725,70.90568472247733,38.643646496334995,49.18714349239085,9.244578826106894e-05,0.0019484195786501639,0.0003724468362919004,0.0001788200061138954,0.0003075921429718792,0.12832707683224734,15.371793905077118,1.715617737491479,42.26949413248371,9.098398333035515,5.000831663828097,7.142867282532405,4.754359525787933e-06,0.0001071808393033052,2.129695774772647e-05,9.292701142114506e-06,1.559987327920293e-05,-0.0022330373149536432,2.1502229102727934,6.819979913633227,196.6166748337328,41.67958353730652,0.0,32.991371556845465,0.12003384145199221,10.5938286186317,2.6474900474660163,14.043851747724204,10.733012912524025,5.843259466968221,0.8532146412790191,-5233852.266275068,4902484.258818763,391458.41129889304
700,16.908617046403144,382.9732367498281,76.796338842016,48.3072770491284,61.73377549279372,9.641387696408833e-05,0.002258411051053902,0.00042972121965089035,0.0001986928594033725,0.00031775475002108425,0.17752549243293897,15.257229111805966,1.9402773311793886,43.42165748204284,9.78823649737237,5.947969774105141,7.768562376329194,4.8112993310914925e-06,0.00011022911487028978,2.1532444184407043e-05,9.441247066531508e-06,1.5939346315751807e-05,0.017339167815954903,2.170189502239311,7.728363522119741,238.89419298135107,52.898826725759974,0.0,37.3828398917444,-0.028986893934590585,10.778954575561233,2.767232517013252,16.35168462068146,11.021710511463233,6.294418203184439,0.8570719592504848,-5621979.599083935,5252678.639932862,421096.8665262927
800,17.773738125233773,395.7890789789262,87.19698788927059,53.223459875395974,60.85152701467819,0.00010146143929835599,0.002375848178195321,0.00045099366427792657,0.00020870818412175828,0.0003400690463735821,-0.14143329468743313,15.319137063657507,1.969436175790081,48.74219684572725,10.036755149670368,6.070190576254477,9.593641797863384,4.895224650799634e-06,0.00011040203816091761,2.1875101835207052e-05,9.473406153012954e-06,1.5905413595422594e-05,-0.01833585670056138,2.1487303728496965,8.999463625022823,285.7900909177042,59.121619533647035,0.0,42.47596838130905,-0.1487284112687839,10.689606424728419,2.912345666453713,16.98124113052661,11.63553347773958,6.481990552910608,0.9751538536848228,-6081499.932641189,5348564.774314659,473031.4459422015
900,18.65209045104189,476.598925552954,99.66182645271876,59.13286524105197,68.48486925494993,0.00011498838974843045,0.002652230492361441,0.00047481166740358065,0.00021609223742513143,0.00035779888873785966,0.09843297348984262,15.235137165931228,2.3112721063164425,52.34912819294686,10.804585746944753,6.357953205957356,10.13634804049527,4.911348660035181e-06,0.0001115542259724186,2.2083403709820543e-05,9.701950333634294e-06,1.6283779248762563e-05,0.021994906349683884,2.1743247447640646,9.582926078375742,299.27029321458014,60.92340085800571,0.0,51.53101969892166,-0.13120250918898238,10.672105114513744,3.283380005718149,18.11376653497002,12.62129871652187,7.874076470280873,1.0076594245439456,-6309742.422349928,5496403.572711687,598703.2527234817
