milliseconds,A_b,O_b,P_b,L_b,S_b,NAPE_b,NOPE_b,NPPE_b,NLPE_b,NSPE_b,FAAH_b,FAAHinh_b,A_r,O_r,P_r,L_r,S_r,NAPE_r,NOPE_r,NPPE_r,NLPE_r,NSPE_r,FAAH_r,FAAHinh_r,A_m,O_m,P_m,L_m,S_m,FAAH_m,FAAHinh_m,A_p,O_p,P_p,L_p,S_p,PFM_gut,PFM_p,PFM_r
0,1.6169103000477678,3.015098088067287,0.30669035733477124,4.069979905791399,1.6919365008597114,3.399477101472372e-05,0.0007924186963584448,0.0001873412476918467,6.874626168732235e-05,0.00013195215580089778,15.526256435912433,0.09843635413870372,0.6425120708627501,12.83697771098607,4.388951554524057,1.8097865097695176,2.3699629495246093,4.216787273370146e-06,9.604034390031211e-05,1.9129168094754383e-05,8.202447083771021e-06,1.391449517051017e-05,2.1493770242945858,-0.013440307691583513,0.787512530714724,27.593301250339756,5.737196365589965,0.0,3.973182506999163,10.650820464672355,0.1491123309069722,0.6842868593448663,5.6414529621679605,5.293711656628285,2.2797391197811216,0.22048985705874738,-57031.63076034665,-61852.029702637985,83493.5970261124
100,2.4638556783050163,70.10245739132365,16.88332208966373,0.23675347866624108,12.950961349184192,4.4231899582465414e-05,0.0009138194277840231,0.0002218425722246528,9.390926454174601e-05,0.00015630487789467808,0.3216482769045732,15.102204347427897,0.6343371520384536,17.82767163588409,5.036033739438003,2.2202106144624794,3.007476441476512,4.290237232871448e-06,9.748636507400794e-05,1.9212937517742944e-05,8.435952018194402e-06,1.4195640775931197e-05,0.039571096585612295,2.1268201433021092,1.5041352985678444,44.95762453030143,11.877614362261346,0.0,4.536813174796,0.31505778212482644,10.480366336092736,0.9025211758709898,5.574489082209377,5.224091355819593,2.7875153418288647,0.3739812717285502,-1467903.9335070092,1317436.8292557525,81125.75050283929
200,4.3218774284192305,138.14610375189653,28.770082682154303,8.517249846627353,15.841455549542879,4.9762645083197257e-05,0.0012595128988780574,0.00023912296370219178,9.412484936872472e-05,0.00018702502000916826,-0.19037758454653958,15.198694555412466,0.9474916035791711,23.65107245746172,5.432169153898305,3.0866458393754352,4.338722011307349,4.394788884065602e-06,0.00010094912238029258,1.9731103453470465e-05,8.543751099547695e-06,1.4344260874947584e-05,0.022057526586594208,2.14905021741315,2.2526856042954018,89.65954512839313,20.758259829270198,0.0,15.529734020538003,0.10080425423338442,10.75728961821835,1.4137935064070968,7.957335537665467,6.344932614491217,3.271159672867673,0.4547073649987641,-2533053.091206596,2568595.1356214527,-25637.040112127077
300,7.4761551839183005,137.53240817005556,41.67488847497252,22.006179319089973,18.512625403281,6.844035849625794e-05,0.001490460932666615,0.00025923865807938766,0.0001225042815875027,0.00022421742639528906,0.16043233810329716,15.240337224827734,1.1810590933413228,30.00164604867649,6.2961961677369285,3.76334214235911,4.740522039907553,4.491715057858681e-06,0.00010289799961497002,2.014854282052973e-05,8.796279029935359e-06,1.4653952885378614e-05,-0.01005082743463379,2.1875295568773527,3.9893753244366104,113.20258877501743,20.823694047153857,0.0,23.106946579202596,-0.06535241528825475,10.712501325577113,1.5417449450376761,10.562417570520836,7.465856009835181,4.201050164050446,0.5036543440046299,-3441324.394640436,3443477.3371821656,36726.19176784218
400,8.527127157916524,251.15892719071914,42.57210117823699,27.44997537570798,29.28285711771524,7.234958501738234e-05,0.0015365027831199306,0.00030636203451935327,0.0001295785076436637,0.000246805645881919,-0.08870680874666695,15.304010813426084,1.2265652679290657,31.476396963513594,7.295273875324354,4.388031856478948,6.372423067072335,4.5669808646963285e-06,0.00010456545537134687,2.0659678982015726e-05,8.89521232042807e-06,1.5139317042070392e-05,0.023853533832221347,2.171367491400523,5.5996362844695415,139.13478896954635,29.528193701438095,0.0,28.87873708210561,0.021364901604516987,10.750395317737645,1.904763567834172,12.01049841789931,8.233507772336313,4.087978241076519,0.614378529172056,-4188157.3917278494,4037338.5461100284,118498.91205321101
500,10.571989563475096,306.22242464077107,55.12259426110703,33.638234763802785,46.00738199714982,7.517816781507723e-05,0.0019552928356090992,0.0003409513736828763,0.0001542070334788611,0.00026078314059919396,-0.10056932408241274,15.213323250232332,1.618157558483395,39.29061628756404,8.1081171391586,4.931047803140903,6.180975838217511,4.690302081974758e-06,0.00010578362688431521,2.077164471878853e-05,9.063124089491345e-06,1.5234339806523604e-05,0.014308076168829858,2.157988569536035,5.820692720036544,160.5371679983134,41.58352785088062,0.0,28.974011188037185,0.08715622230324058,10.737142012488327,2.201816105428553,13.503289919580231,9.743101478274335,5.1863094986241185,0.7302937508254839,-4761272.029172293,4553436.304519965,229605.82269650648
600,11.63337354901596,326.8519892255242,61.6875666213761,36.06371743758294,55.79493482089929,9.166224916480904e-05,0.002043734362853534,0.0004137053195701784,0.00016762232266329596,0.00029055111936962606,0.0024215841408352806,15.233463105085518,1.614495872901216,42.99810775668049,8.61822929330356,5.284799598806913,7.566307087642279,4.7102575176897215e-06,0.00010729521580390526,2.1204472932040798e-05,9.318009282675624e-06,1.5693367174617473e-05,0.012568499770467256,2.1434461782653647,7.586732969983741,226.44822716969537,46.156443908803276,0.0,36.43265790984244,-0.1171098691297897,10.834194468840037,2.5991381971127128,14.11239551814125,10.411762645407128,5.595051993311255,0.8587157619549282,-5303207.572411982,4928071.524646464,376860.66751931707
700,14.05107465945171,389.8888296319523,75.84568028519425,43.90109187749471,64.44254509552592,9.25559340409335e-05,0.0020632919114870725,0.0004175342518039037,0.00017661501404571183,0.0003170161136864982,-0.036470185763249216,15.434581727574994,1.947301908287384,43.499027571544815,9.38309109043968,5.789107253841289,8.03490118842936,4.808994476374888e-06,0.00011003233470184916,2.169878915783368e-05,9.341983118517082e-06,1.5732815783703794e-05,0.016657169541506315,2.144364423092489,7.821742634988625,235.36144370607616,52.84008807088736,0.0,38.45754004882791,0.13541170765527544,10.656769253664413,2.940345908779043,16.235693847832724,11.537756962422929,5.980368163979288,0.8737064322984085,-5612390.102333298,5229442.58440892,423766.90053288714
800,16.0912569632806,404.9748525430465,87.68896448902274,49.9267290725157,67.4343487638177,0.00010276727517710514,0.0023241209447423562,0.00047107337145365605,0.00019395124696355807,0.00035490883803421556,-0.1684811190859483,15.349649042361301,2.066596584459672,46.72048016810827,10.09624501919243,6.160841469866663,9.078282949877572,4.923847448161647e-06,0.00011091989858811653,2.1807711340923397e-05,9.468479178799241e-06,1.6128236100573898e-05,0.0007677481895307925,2.15264387111675,8.94719203545142,276.7161509515964,53.73622942368806,0.0,43.02314260375278,-0.04400396484202912,10.625449829275759,3.1651706169207605,17.0029068920109,12.043983399131067,6.538552516786463,1.0211762205056194,-6088670.508637833,5302357.348145933,432754.0718401603
900,18.872458792020524,473.90641315435107,95.46768609504454,59.37748882297254,78.83329143680501,0.00010970224920871459,0.002638151621156142,0.0004738273326494493,0.00021920338997599118,0.0003548365506449182,0.15180249601705897,15.24886501326106,2.1290835066236125,53.223975524852136,10.866473831618478,6.277934878925303,9.905550784200528,4.9662822497645375e-06,0.00011217372609807958,2.201225181698634e-05,9.673610534298013e-06,1.623772521194362e-05,0.02808651142192994,2.1471226931836704,9.637090080408054,289.0527810302352,60.472291253401664,0.0,55.46970363877732,-0.13038093883583618,10.545940347844624,3.4784089124967688,18.61630939279621,12.313956957613636,7.022038784573502,1.1211524993122222,-6364434.820218621,5505134.833419011,542941.1380949315
