milliseconds,A_b,O_b,P_b,L_b,S_b,NAPE_b,NOPE_b,NPPE_b,NLPE_b,NSPE_b,FAAH_b,FAAHinh_b,A_r,O_r,P_r,L_r,S_r,NAPE_r,NOPE_r,NPPE_r,NLPE_r,NSPE_r,FAAH_r,FAAHinh_r,A_m,O_m,P_m,L_m,S_m,FAAH_m,FAAHinh_m,A_p,O_p,P_p,L_p,S_p,PFM_gut,PFM_p,PFM_r
0,0.7319593343762952,-8.896664188230275,0.4912751314193633,0.05524314206741554,9.60907982917885,3.3341451617520045e-05,0.0008398652208787376,0.00015385120323811277,7.636998223785643e-05,0.00014070863018920263,15.508647693430918,0.07409716454456323,0.6263933863527753,15.956469334419678,4.1946867861955495,1.7271709510500544,3.0178044822875654,4.278062440127073e-06,9.6453900124332e-05,1.9003685627230623e-05,8.258582667792183e-06,1.3926639897990043e-05,2.1755527595528483,0.027982444468567076,0.926821720457015,24.50476199850337,2.1584460011518307,0.0,-0.5599168817966897,10.588921553006687,-0.08853431925003845,1.0464182682981045,5.584090962264369,5.141128931539867,1.5034642184199896,0.2823432243559912,150918.0973693164,24738.823986946423,24919.310974231143
100,3.0830966566575126,28.159036167400167,6.468743724176766,6.912741737657204,4.430199109760396,4.142131348041668e-05,0.0008952428723428841,0.0002028982923472188,8.065206919251404e-05,0.0001505612003884394,0.20298985051069252,15.014592906981058,0.5848309356805358,18.878536468720057,4.594047591580839,2.0786700734255104,2.675484879318372,4.3045001212394e-06,9.85522480271766e-05,1.9271605763829935e-05,8.299035563679005e-06,1.4079985365314644e-05,0.020908682480495794,2.160592008853542,1.8242191175747764,53.32654899186371,13.53355364186423,0.0,8.232488457046529,0.19226337177301128,10.550654360187709,1.0069205481268806,6.120976536562293,5.403483395632823,2.479921843003279,0.36682855429715333,-1567767.5440637188,1374562.4887034856,-41635.673648343465
200,3.6169859434528084,112.82522955764351,26.12415561212038,8.638571615825107,24.526143270326585,5.2393599084941965e-05,0.0011507065992127532,0.00025743522912819567,9.847401378279945e-05,0.00018570854563134523,-0.03296970522703868,15.481667089506997,0.9793420006419992,21.476901687056888,5.476765591002656,2.9141885278056003,3.928709857546986,4.399846188748245e-06,9.930732837345309e-05,1.9669889955017084e-05,8.581947607461811e-06,1.4349781495968302e-05,0.02261299932125897,2.1443118459222013,2.8980279357282503,82.056608763217,17.2345943381482,0.0,7.669204761307103,0.085971831530108,10.688666765108698,1.1931981199985602,8.31481071677148,6.503019717287273,2.5039007171938867,0.42640833687292806,-2503717.625087755,2617386.0577890766,135183.0142585464
300,7.943486488746657,159.45194655774182,33.89309953162872,13.293388651022624,27.383989953660258,6.664915056428461e-05,0.0015638144008883112,0.0003066988059936075,0.00011305693555787761,0.00020635973870298909,0.03045172263939005,15.232674077964063,1.2162095054928679,28.09895349157737,6.692685122175197,3.5215412494941623,4.372236047613488,4.535005913875619e-06,0.00010297888442158199,2.029225432814783e-05,8.790479050310575e-06,1.4714772438989567e-05,-0.01186492037579598,2.18809593025374,4.338675404222027,92.93966533704393,21.75094645119841,0.0,19.438118469019035,-0.010483004845429739,10.640836801415677,1.799240645510561,10.314398182146528,7.915544900129619,3.48464065494404,0.6033242713209853,-3523081.757744332,3411705.418577293,78826.76482996295
400,8.072134616998705,236.8795408367907,46.06476666616029,27.452299145645163,30.601128637137617,6.90244271709699e-05,0.001525266629020975,0.0003426183423217183,0.00014870640646640792,0.000229079797845561,0.11152874952528156,15.527804385603378,1.3793415741656885,33.03166579071172,7.206968375490151,4.233263924551806,6.241704671166325,4.62910123949051e-06,0.00010350017390461023,2.068817874427627e-05,8.919336464480501e-06,1.5022070978089176e-05,0.009876314253947215,2.1622010493532464,5.930172596155115,142.0595605179007,30.360438990293513,0.0,22.477506007969097,0.13434432191142395,10.785503699412457,1.7609698779793008,12.434807809196853,8.642451256373796,3.904781700356261,0.6914162587851443,-4223812.842663422,4119688.3806709326,145485.93978613822
500,11.430462007841404,277.32058529608906,52.80383932926138,33.344243860214256,46.235899026278084,7.94122118558913e-05,0.0018411094015520699,0.00034408836112183403,0.00014800874613363598,0.00026676185859001323,0.038230628905747396,15.205643610159505,1.5891851854650414,38.74018998295234,8.137095999740946,4.4550333536624205,6.726882120556601,4.687828481011402e-06,0.00010662788835828818,2.075544103807265e-05,9.053577133842845e-06,1.5281652403615613e-05,-0.01144713763147666,2.159996701636561,6.045871494500804,199.93535550603002,36.51556328041924,0.0,34.085892532048234,0.11308506013382286,10.82390610930511,2.44665861770705,13.481195918859443,9.554997852212177,5.188061042719277,0.738387728968878,-4881783.49166503,4644334.844396081,289062.431780708
600,12.199180207847615,337.93942053374843,65.54014156648142,40.610992927629496,50.61772934352525,9.447359211976849e-05,0.0019793156160632197,0.00039197012848191446,0.00018156752464584377,0.0002825231868659007,0.0046292368943046565,15.465814345113547,1.8430544028204552,39.35185967601561,8.980891762197095,5.019142503898561,6.981103921336336,4.7100239555133405e-06,0.00010775931322492146,2.1206995254184774e-05,9.170601349008179e-06,1.55274214487549e-05,0.01723125799761086,2.183804442894665,6.793819718396551,198.6954430189452,47.14992231915853,0.0,39.875282195999695,0.13669760255442925,10.560922000852688,2.4461452065168294,15.37779106516336,10.096378216770864,5.999469448462737,0.8547496737139094,-5322951.545070419,4985662.183937623,402104.4472195356
700,14.56949678711392,353.4490522530435,77.6409919012236,48.714709457337015,62.22716773385812,9.809074647339188e-05,0.002093008494546946,0.0004183793106699348,0.0001778757005497067,0.0003315277554913077,-0.016128751220842785,15.424643791178745,2.023720459395335,45.74312920064312,9.540906547863154,6.033469499468592,7.850253553961521,4.83332246821967e-06,0.00010953223945320255,2.135464294536803e-05,9.371279620349375e-06,1.591817352573177e-05,-0.022168119306203278,2.14469943862338,7.581103877178911,258.15905035790786,51.02842711983572,0.0,36.815023490425645,0.11718029366859502,10.779251421400742,2.867064616868612,15.401668207366612,10.866632001972159,6.279552002855792,0.8855222460481315,-5860956.677031438,5099072.520624247,491779.81630408
800,16.07519445572378,436.40057725202564,90.36975289397094,50.15145054567368,70.86933726060403,0.00010084304059583335,0.002438777980080807,0.00045317502301595627,0.00020830381911045873,0.00032780240694835894,-0.15104750254164895,15.507873237575998,1.997226348653519,46.49481100356007,10.004809921817829,6.5621429735712296,9.075210153025061,4.877628673573291e-06,0.00011154596498261816,2.1663367934597228e-05,9.468878460216053e-06,1.6071888045314296e-05,-0.005354713312745881,2.1615958296998192,8.984401896520842,279.44542259991994,54.420159834240735,0.0,48.344734717882474,0.107575209084178,10.573933786219273,3.13352866445968,17.106971389494216,11.989274116552558,7.1321528050091425,1.0095647299141577,-6206418.707837887,5310510.601267278,482544.7686746273
900,20.95602388634341,423.74528647699015,94.57632713233447,49.05613032330413,83.50098956606891,0.00011576718372680016,0.0025580531069934057,0.00050104058978956,0.00022440738839621757,0.00036400757376256346,-0.07623213321400311,15.468405526035996,2.354627619759782,50.37878923436153,11.020139264505017,7.019616656224899,9.943114243828688,4.925391754492346e-06,0.0001130163796142326,2.225316379869426e-05,9.619569153110621e-06,1.6279431005429536e-05,0.008487785704437336,2.1916144270445117,9.454340409642917,312.84886767941094,57.924567773984535,0.0,48.96887766440669,0.02004792135999357,10.633460683194542,3.516395882103533,18.242911787858002,12.759115442165402,7.1026290817408215,1.0216860919450248,-6465895.169603206,5418230.462101373,506576.88526748226
