milliseconds,A_b,O_b,P_b,L_b,S_b,NAPE_b,NOPE_b,NPPE_b,NLPE_b,NSPE_b,FAAH_b,FAAHinh_b,A_r,O_r,P_r,L_r,S_r,NAPE_r,NOPE_r,NPPE_r,NLPE_r,NSPE_r,FAAH_r,FAAHinh_r,A_m,O_m,P_m,L_m,S_m,FAAH_m,FAAHinh_m,A_p,O_p,P_p,L_p,S_p,PFM_gut,PFM_p,PFM_r
0,-0.02928613896392207,54.065945059745275,4.963386787806854,-0.5523594760179869,2.467726728128772,3.463565775460322e-05,0.0008484859686400232,0.00015719478797532517,6.824777119067645e-05,0.00013269097471782488,15.378373528428957,0.005583292943039746,0.44506206613146104,13.176352909753357,4.394425883994564,1.9844402832997152,1.9723584896170199,4.2162504257548536e-06,9.713994287043927e-05,1.9026516804070937e-05,8.31157315009661e-06,1.403681990794604e-05,2.186028195907852,-0.00972975390376124,1.4328956928923466,6.757020449956807,6.0704822519478965,0.0,0.991095955602751,10.555119743955363,0.0943628315309522,1.0034715247183634,5.315547064279293,4.7345194643256,2.119383326362902,0.33641979439904224,-146713.4865145108,59284.441653796726,-78221.2792234064
100,1.1410919997852567,53.44768213712032,14.820776366722836,0.636103987234856,8.790450506611768,4.023633430652603e-05,0.0008908945616506052,0.00017048516945752338,9.07383900070314e-05,0.00015530075866082804,0.40078376043460806,14.927076208741537,0.772563196423994,16.818347769947717,4.871222117213401,2.1787054207194405,3.615705079542674,4.326110494093007e-06,9.716252849448502e-05,1.9256396858163004e-05,8.39912596875199e-06,1.4015809015816469e-05,0.0500676053094321,2.12435077028762,1.6353315417061856,31.329713027815703,12.726082810062412,0.0,7.90510135982771,0.12190533259894183,10.626260928541278,1.170542914755673,5.7378414146911,5.723179808182821,2.5860090191282437,0.30613414222228363,-1364697.9636244487,1406603.9525527982,89945.17480731748
200,3.168758957162768,95.68137737895614,30.389862745402887,6.647007434989976,13.07783256571394,5.412195227571609e-05,0.001189426435112224,0.00025443752853463955,9.924379241338663e-05,0.00016206213405372044,0.10328879976684896,15.316594258258531,1.014334424344696,22.12214864246063,5.909160026347796,2.633837532465222,4.281693516049756,4.429464568400681e-06,9.95308210240366e-05,1.9586348020699978e-05,8.59396132593836e-06,1.4522566643931517e-05,0.016096453045826842,2.1764550971130125,3.2500462280102793,62.003019246044715,16.33143321038791,0.0,14.546225482632236,0.04357598962962286,10.694723826204353,1.2337897527745232,8.729372257564956,6.196981777693205,2.7704158294483205,0.4040371031752559,-2672218.0630360423,2471734.0853603072,60348.92267137086
300,6.20253066827464,180.52703026540206,35.34731999586474,16.862070763734557,31.972476061580174,5.815699810331791e-05,0.0013739107445513183,0.00028274569494461346,0.00011342600941443659,0.00022511886891624468,0.004831556748178319,15.297606630459631,1.0175814534270047,29.811777799150587,6.445333960922881,3.5862148493520944,5.111594671018114,4.535363250828336e-06,0.00010243288830727943,2.002091455976756e-05,8.697920229885457e-06,1.46418921889951e-05,-0.022737809044993906,2.174313366220647,3.8024726111730853,117.20372857999227,24.981748702701037,0.0,22.467402337537735,-0.1432246974161988,10.71761847030258,1.5145318085604167,10.608675294585062,7.861633213729337,3.2617570949466215,0.5607730167419939,-3567692.256062459,3400711.8949911906,104349.1675927549
400,7.598350204773668,217.85509565054102,44.12025600065462,26.26710422496624,32.214092865101165,7.147793887101337e-05,0.001558826374070512,0.00032073262204500996,0.0001457052598689743,0.00024200263225784705,0.04526364280617618,15.439197122731343,1.4114855275132099,34.688569072320405,7.148417163297236,3.9595184411137874,5.789006975371605,4.627208387629476e-06,0.00010403615044391171,2.0580321002651167e-05,8.929746100259737e-06,1.5036285716512523e-05,0.005036105513955297,2.153544933721101,5.611484292010997,167.6309576371442,34.80177651468855,0.0,21.348282551529852,-0.09151885145349642,10.572824695722552,1.9202555254971594,11.613342662465445,8.785850373623802,4.614786215167537,0.5648013917932113,-4427074.1650232505,4060503.6992933536,131815.24559669397
500,10.659064490834096,280.9400236069056,61.112028924704006,34.21164635916458,44.238566070491,8.107899913065744e-05,0.00182817110352398,0.0003490259847026397,0.0001470997279727979,0.00025950770567731657,-0.17948743008733278,15.224887159840392,1.5699998563779174,38.0420799865023,8.348470072586235,4.463507076058897,6.1669204426838675,4.696787202857874e-06,0.00010696399021721524,2.0931807448121498e-05,9.126930328480542e-06,1.5250953458106341e-05,-0.029011996233060076,2.156751967756236,6.971765945437792,195.00264087842402,40.47153657415859,0.0,34.437528609344746,-0.027693274240749684,10.63437297822488,2.138769393665636,13.81432977277325,9.410659743615737,5.028885433279531,0.6777943867597941,-4835948.887121465,4599825.988269213,262825.7252767552
600,12.362981050167459,300.7739868150067,64.03210029880462,31.62139605725719,47.57314874533414,9.46281120925662e-05,0.001890044163275041,0.0003719000074984054,0.0001715218139013674,0.00028957764599059637,-0.1514828733161557,15.223156162115773,1.807991782562095,42.70955313662578,8.838558702118473,4.759016020956688,7.883192821874566,4.7771042701421186e-06,0.00010823454919921167,2.1375918803529063e-05,9.242212772723308e-06,1.5473882355177823e-05,-0.022748688557408334,2.195434834315019,6.528465999242625,212.78858930741683,46.685418044690536,0.0,35.097597113895034,0.14762467412697272,10.798666452002138,2.3882124131110385,15.166209746961869,10.478051888311219,5.47182431567465,0.8303832814959364,-5536173.017090772,4810672.58980106,309648.20304523705
700,16.29629170137204,367.0211610235699,76.26887188968219,40.03091600213035,66.55297664213451,9.494508604400758e-05,0.0020701128521766732,0.0004259979394429245,0.00018735807543574336,0.000304678303816996,-0.06994543737803148,15.161915561338382,1.9229066126269974,44.358336765890755,10.003789599022594,5.971522794837608,8.019764750297654,4.844739667719208e-06,0.0001102444053248533,2.1633790474609127e-05,9.412787080783769e-06,1.5736200280657452e-05,-0.012587374766197009,2.182127937936105,7.380905453732238,260.03402222476495,51.89258001730054,0.0,41.17447807600799,-0.05468073477932122,10.689449710823837,2.8679796014869168,15.80740178910184,11.067839269569722,6.113597186474259,0.8635898680671741,-5688125.599098222,5227761.609477554,364346.0846973993
800,18.228259985598665,413.8698488656517,89.0586031968188,48.55649990208299,71.18748474027814,0.00010056570094727201,0.00223096141592224,0.00047230377727731676,0.00020049078116873387,0.00033943554889478603,0.13102458289481814,15.37034785235603,1.9646599591698903,49.27763363752161,10.3863990035892,6.105968928499874,8.764654112780113,4.855170215013536e-06,0.00011185522038845715,2.1922124493887646e-05,9.574466533592078e-06,1.6034650913877756e-05,0.001722702289992055,2.1383131302649736,8.634410339038613,267.43111581015734,52.22018401746993,0.0,51.45734573078567,0.06785592640441791,10.59941093618245,3.23538438717246,17.487186274393743,11.76496126717468,7.03351065733283,0.9336392346726147,-6171933.135967426,5437868.083764145,517033.137120275
900,20.808709859975835,450.1261287181344,94.52156362796907,52.086027304107894,83.73681067133421,0.00010641043819581154,0.0024793771339896315,0.0005001849102856983,0.00022706404054395604,0.00038176559871165133,-0.1533370507806726,15.306078920963662,2.2334598839074613,52.031698571801925,11.11860567473846,6.3011449648300415,9.577027602967663,4.979812186299708e-06,0.00011339789421457551,2.2057824235082912e-05,9.65117945533062e-06,1.6198983395322174e-05,0.025665267913994292,2.1368133819127326,9.345502416299821,303.13964602396874,59.117327288408156,0.0,53.41341071874833,-0.10787431308983875,10.664116865563674,3.274039162276191,17.899596543807597,12.697344586592562,7.699352635588394,1.0804933613046463,-6172225.373979004,5374698.773444081,676087.0551769907
