milliseconds,s1,s2,s16,s22,s23,s24,s25,s26,s27,s28,s39,s40,s41,s42,s65,s29,s30,s31,s32,s62,s36,s45
0,0.01074566468792389,0.04006753869272059,0.01002104344905768,0.010217565033451078,0.009947415183875086,0.0100425784214203,0.009895614275457612,0.009843272754153677,0.010223943412436516,0.01011758787600157,0.009997601262140486,0.012604233651654641,0.005055040780480125,0.01328367464828236,0.009763748743048853,0.009971033393358985,0.01030613494573538,0.010096245876218192,0.010101271924684827,0.009993575482391246,0.009952129161012846,0.010064133131306455
100,0.035536285060628725,0.030414400468302127,0.009100919571709146,0.01486356164185126,0.0014053288431090365,0.008006032059994768,0.008776128267632124,0.0026394673136848033,0.0036226557217891803,0.014222795965401885,0.010021677797840621,0.016176061438341608,0.02027408820836378,0.009120872112105254,0.007726167439006887,-1.5512788946210848e-05,0.034604261029770995,-5.8822696818872284e-05,3.135544712358158e-05,0.014139984207133489,0.010899933323221957,0.005031052203614525
200,0.04454151585703499,0.02319327356255124,0.008126367638770457,0.01771661966228775,0.0008636165807668409,0.004546404423276243,0.00575943868626958,0.0037047782575234177,0.0038660647786545954,0.009926231953121555,0.010036300521481056,0.014617857632237665,0.02111171174174336,0.019427434063569612,0.0061028034025517935,0.00012022070807264358,0.03201573664857776,-6.579847961064023e-05,0.00010438916703155606,0.01561867282129134,0.011705669922771573,0.00251817275244718
300,0.05226374348983982,0.08872183078571463,0.007489170743256583,0.01888840423599532,0.0005303569767335266,0.0024716247799451635,0.0030348022799066474,0.004595155061276776,0.005322040725410317,0.0068909777886148665,0.010047446892400598,0.024514453070621084,0.028215525193522606,0.024461813810019793,0.004887465057026189,-3.369378585368962e-05,0.02983114360966365,9.20885091978182e-05,-2.2610208363481968e-05,0.016077403089322876,0.012293720086974498,0.0013865554355533285
400,0.05766223206602891,0.10523212709558324,0.0071378787480580914,0.019584512157543886,0.0005670066297608896,0.0011663965364432935,0.0013143403447226896,0.005531849637987217,0.006874957830689084,0.004810150518219818,0.010055363113399027,0.02094965206806453,0.02976871896594834,0.03018877612783122,0.004614965527096077,7.323499921187468e-05,0.02704787255136409,0.0001267636374913373,6.551213878570242e-05,0.01630967348311383,0.012499985044917422,0.0008770444485781158
500,0.06047585526328976,0.1382217989106036,0.007003288870298592,0.020178120064661992,0.00025351437034354927,0.000505409478561754,0.000742454741693214,0.006219282546781342,0.008757254685500237,0.0035692689668002783,0.01005877867459257,0.02518947928776745,0.030464283238651024,0.029877244044926463,0.004116411387506481,0.00014598908336047804,0.02213271053260653,-0.00010481079583728458,-1.9091744554943196e-05,0.01649111156990961,0.012612951637441881,0.0004598112620283473
600,0.06304055228799915,0.1425658593790139,0.006877982352252718,0.020037618291378796,0.0002498185714097656,0.00026922245808829294,0.0002461234383908614,0.007317551934998502,0.009352362168940857,0.0024737983170317833,0.010061231649782548,0.02834281337776562,0.03851356210572331,0.034146662497888364,0.00440468483771318,-1.165713886237511e-05,0.018741571353645924,0.00012326378706282884,9.071973747865327e-05,0.016461227613829343,0.012713202574824844,0.00020818703334165927
700,0.06478416688646553,0.13803953328785667,0.006800452681881641,0.020411189340132845,0.00015167710912406812,0.0001869608101079082,8.040896763009879e-05,0.007596264463936538,0.009609218916745967,0.002049686275091075,0.010067063483027754,0.0352385557413671,0.04193489522562774,0.04335457010251506,0.004267938068361122,0.00015624136651564287,0.014811016124822603,1.7705778031497607e-05,0.00014413889164130819,0.016434091017136714,0.012558997918674738,0.000270798466544184
800,0.0653015554139283,0.18572568031667352,0.0067359628087964125,0.020572107855360205,8.534168235430322e-05,0.00047185538365848495,0.00031565169130056694,0.008132893322049379,0.009511379477976945,0.0011921859336791786,0.010068058153684318,0.041164617867569746,0.045570191687902134,0.03884998791623415,0.004346428742726335,-2.6234408340672866e-05,0.011617899608788089,-7.855801302955908e-05,2.8639444877394934e-05,0.01638436273124409,0.012522502058304564,0.00011119754128327966
900,0.06444879105309308,0.21374591267633428,0.006598729518203784,0.02072738153991221,0.00013293662439732755,0.00037878634106412897,0.00011321449828595277,0.008393793775464094,0.00867302485979961,0.0009473056279315324,0.010065533486692842,0.04035809921866618,0.05557795386719625,0.04762609487899546,0.0051309119433243615,-6.668147949871926e-05,0.009333197272013398,0.00013567377793456843,0.00011485665409441969,0.016419154297587082,0.012462899525229495,0.00017629310079331909
