miliseconds,x,y,z
0,0.8809428471774942,0.7035785332102928,0.16417976371054804
100,0.8775388463607768,0.7017430916054075,0.16423481260448455
200,0.8745486047640426,0.6990275568738494,0.16423574030807853
300,0.8698281347084005,0.6975805527520718,0.1643026387263139
400,0.8694048824611091,0.6976046241993863,0.16432979045061583
500,0.8642491502920754,0.6959761145910617,0.16445452365468405
600,0.8664550248681028,0.6944123002828747,0.16447510909577276
700,0.8640688469372164,0.6915568918243767,0.1645089137499352
800,0.857174467636317,0.6900567109002672,0.16459085250407132
900,0.8561834336952223,0.6878522717080773,0.16462461026014524
1000,0.8553410466880174,0.6884848843118186,0.16466453004120635
1100,0.8544629642066506,0.6861180499747017,0.16477111560478508
1200,0.8500706280250946,0.6836323658509534,0.16477283467080253
1300,0.8473934014188685,0.6818566149873947,0.16491488863132622
1400,0.8472045420792715,0.6814396131042861,0.16494007839049082
1500,0.8420279156690094,0.6806718879049035,0.1649392341315931
1600,0.8430512314966405,0.6794476997229184,0.16501759328525337
1700,0.8425816831957834,0.6771996447470121,0.16506378460376675
1800,0.8373985241315128,0.674652445415489,0.16515417129191118
1900,0.8363561556564544,0.6732287003508546,0.16517363316207703
2000,0.837477835157336,0.6730790082532713,0.16523517840791094
2100,0.8326511765981695,0.6714973213071588,0.16534602481577904
2200,0.8289359102605698,0.6691392728547289,0.1653722914475983
2300,0.8319342508961926,0.6683696533626269,0.16537973828347313
2400,0.8288836682589841,0.6664908555193824,0.16546902253650966
2500,0.8273384889024946,0.6652831015287903,0.16552656172493496
2600,0.8250066426555088,0.6628016046188372,0.16554810603565775
2700,0.8213665487282443,0.6614742636481664,0.1656386194652519
2800,0.8219520880390381,0.6599363941589123,0.165647384485523
2900,0.8191910675999409,0.6598824642031551,0.16574052562823763
3000,0.8151090514586076,0.6578939290265063,0.1657592923942419
3100,0.8181325911205023,0.6559758857153752,0.16584403877166262
3200,0.8161407951298902,0.6544483291644482,0.1658369048386239
3300,0.8134787250427322,0.653436623968136,0.16594019619441705
3400,0.8136331874364175,0.6515074259716858,0.16597194657980463
3500,0.8119594509372443,0.6506214434170972,0.16605734159445076
3600,0.8077237708024431,0.6490669086435088,0.16609935161437359
3700,0.8081027637323213,0.6466143572481483,0.16615775618542344
3800,0.8062934925048112,0.6472132495071692,0.16621160274616176
3900,0.805974247366156,0.6443003438944679,0.1662687882951901
4000,0.8031578874590797,0.6431570931325795,0.16629347827459487
4100,0.7995609048424319,0.64201629607869,0.1663396499123756
4200,0.8029390407141866,0.6401189936628047,0.16637635592427072
4300,0.798237514518109,0.6399949982042548,0.1664722122220971
4400,0.7985203264418399,0.6390117326670083,0.16651630708277249
4500,0.7961475484442458,0.6364443738808715,0.16649022728954593
4600,0.7934039699425135,0.6345022292463728,0.166625173747299
4700,0.7948337241465708,0.6330905655945235,0.16660776051516163
4800,0.7916045731248649,0.6332725354200172,0.16669464337304374
4900,0.7899517818696994,0.6318670778292825,0.16668802109984407
5000,0.792541342805733,0.6297185672427142,0.16677510513776064
