milliseconds,PCdk2_CycE,Cdk2_CycE,Wee1_a,Cdk2_CycErem,PCdk2_CycErem,Deg_a,Xic,Xic_Cdk2_CycE,Xic_PCdk2_CycE,Xic_Cdk2_CycErem,Xic_PCdk2_CycErem,Xicrem,Kin_a
0,0.9335544501243177,0.05972749061367508,1.0039303801395474,-1.7068830053525004e-06,-5.7530533663770665e-06,0.0,3.009595126485592,0.0012489191407081825,0.007488544058921569,-1.9281118177544842e-06,-1.733015574837921e-05,0.0,0.5980111751988021
100,0.910173835005231,0.05905906234771817,0.9911235648005402,4.9384016144353226e-06,5.905089106460494e-05,0.0,2.9784699215087134,0.0029307201839510943,0.0346393161656996,-2.5201755709107986e-06,2.9740533518950966e-05,0.0,0.6139349043325459
200,0.8746659491839994,0.05740729244637143,1.0008976388360595,8.591519726783845e-06,0.00013764123340964502,0.0,2.940401619445036,0.005918291904581548,0.05185914720292318,1.478646863477862e-06,-6.275522214872958e-06,0.0,0.6242171267019165
300,0.8524642629466529,0.05557906579402866,0.9771671008802592,1.4566837897281376e-05,0.00020237585260790106,0.0,2.9226615729332686,0.002649281177201981,0.07679474938001306,-4.03847965930452e-06,1.7376420646425025e-05,0.0,0.6298742393843239
400,0.8388803837420372,0.055311778441311785,0.9369498683588078,1.6531229326389765e-05,0.0002638483492936656,0.0,2.8830867264478792,0.004804507685048876,0.101929972981013,-2.7704100281676182e-06,4.477271358854014e-05,0.0,0.6396394341734418
500,0.8095670154716471,0.054251048001060155,0.9202784115647676,2.2386737963396323e-05,0.00032336833846497473,0.0,2.8703416406530504,0.009254032338114124,0.12701540045465456,1.7734409988579075e-06,3.442295290902036e-05,0.0,0.6497973042728086
600,0.7882448108406899,0.05314059636934429,0.9234006610940356,2.5582543428713504e-05,0.0003632604276822853,0.0,2.8343534916317936,0.00785749482919469,0.15232156817119633,1.4961276614798906e-06,9.980303247173467e-05,0.0,0.6694447930518127
700,0.7595222733312473,0.05156124709200307,0.8757649094203918,2.89015285684303e-05,0.00042395779313682513,0.0,2.807404579508431,0.01400976107899435,0.17602917299065826,1.0608755107282185e-06,9.622265619341372e-05,0.0,0.6810103995154473
800,0.7365301134123198,0.05146696155942159,0.8453697005415736,3.09831959995192e-05,0.0004692569123233415,0.0,2.795636395041893,0.011334657969571494,0.19077850952926978,1.2538766345778781e-05,0.00011610495288493613,0.0,0.6903523632612384
900,0.7179301359119169,0.050956631389761906,0.8359788560000114,3.4411006812905796e-05,0.0005223447113923681,0.0,2.762402720559254,0.016466823203438386,0.21540984838519578,7.82475010880977e-06,0.00012892790064742343,0.0,0.7031325308746891
1000,0.7040210929048979,0.04998081327023396,0.8050119756802349,3.467187697746477e-05,0.0005555789993414064,0.0,2.7482590604065873,0.019968452755297995,0.22819680714748272,1.4438968541372009e-05,0.0001915669805855166,0.0,0.7096646492929445
1100,0.682495758700046,0.05047247899601289,0.760724372357962,4.035774384682828e-05,0.0005908393577116677,0.0,2.7336672031469407,0.018871946807821907,0.24515836068397123,1.307345585867467e-05,0.00022022149817248026,0.0,0.7240407424832365
1200,0.6646050575794938,0.05000988055414716,0.724472847350543,4.16927332257109e-05,0.0006187506663566926,0.0,2.70296021234533,0.022130563208707352,0.2678804192611162,1.8772618417568405e-05,0.0002751188975251012,0.0,0.7418014077055071
1300,0.6362758591667067,0.04971141717853974,0.7010288640386837,4.5886443433908984e-05,0.0006476720930501083,0.0,2.683340302792749,0.020042651469270742,0.27852117244345037,1.7966522201228826e-05,0.0002934039070633546,0.0,0.7504280324377722
1400,0.6337107727269786,0.04914010829146753,0.6681337182281096,4.889817853219661e-05,0.0006788871866764629,0.0,2.6750925974209934,0.024059208436372742,0.2948670035680898,2.885423471648454e-05,0.00032722508065096843,0.0,0.7535286871975329
1500,0.6112751507444283,0.049395194571270916,0.6159051406377773,5.151855489994956e-05,0.0007190791508059474,0.0,2.6628727388044053,0.02336571858320879,0.31115357704156793,2.41109070371853e-05,0.00040785764759206577,0.0,0.7679577757760365
1600,0.5788923865785156,0.04957617994809569,0.5846433774285554,5.4510171797331106e-05,0.0007431526736450097,0.0,2.6371728862478974,0.029879336249357076,0.32730170781072526,3.4995287388280396e-05,0.0003865959493859487,0.0,0.7885934324848938
1700,0.5690515134739103,0.049749315257311355,0.5583107692025128,5.4259980777043005e-05,0.0007819645990323721,0.0,2.613768658733228,0.032723614098535775,0.3442375250822163,2.834723675070651e-05,0.0004356100339241818,0.0,0.7969804555873996
1800,0.5498344865424775,0.050671588923735605,0.4965143556023523,5.848207120436482e-05,0.0007955322167879464,0.0,2.600667463620728,0.03366981751867187,0.3596534822806278,4.025274289204987e-05,0.0004940730145451732,0.0,0.7989574962829494
1900,0.5307652340407835,0.050863944131421486,0.4603955754916359,5.9297297131556066e-05,0.0008186385396744763,0.0,2.582960914945244,0.03398152158726069,0.3771129119508943,4.109189238747902e-05,0.0005869830758428269,0.0,0.810543643501102
2000,0.5271770089462279,0.05132709953139678,0.40911102672900374,6.0901122296371806e-05,0.0008344751465397571,0.0,2.5808237374922904,0.03972488768997169,0.3879691111294172,4.5579620695949233e-05,0.0006108783680512558,0.0,0.8330515423832419
2100,0.5142890703854671,0.05263913531534005,0.34198602502768566,6.45921693997855e-05,0.0008499074088226796,0.0,2.570937994542293,0.04262018250384778,0.3936365894178985,5.145477772974179e-05,0.0006533721786926718,0.0,0.8417093730617343
2200,0.49191516966225474,0.0531838089407752,0.3092188126899828,6.918827174166261e-05,0.0008745253482575017,0.0,2.5476576868636363,0.04132020613089607,0.40499891142542727,5.971130199401708e-05,0.0007039869351577503,0.0,0.8538485218886489
2300,0.4835177807156943,0.054306031376960946,0.27697891999562646,7.116135170641854e-05,0.0008940622047115823,0.0,2.5310172643350914,0.049200976084940444,0.41454720581016496,6.49021352754108e-05,0.0007423015167430829,0.0,0.8666787044460517
2400,0.45370486109516356,0.05601072052829554,0.21701014983170241,7.424772258141057e-05,0.0009218509224819598,0.0,2.5262702298999846,0.050026806320324614,0.4346435139474511,6.230164216592422e-05,0.0008607237905702682,0.0,0.876842428739284
2500,0.4525483168723225,0.05691020495106491,0.16273149075399307,7.559558844371541e-05,0.0009315743265718091,0.0,2.515358607975779,0.057709621716219454,0.433327284197301,7.271265024535759e-05,0.0008753472767195741,0.0,0.8762554877153915
2600,0.42540163975395345,0.059242348057710816,0.10667101642772116,7.80727720945164e-05,0.0009241049757050125,0.0,2.4861661230781937,0.062048689937662355,0.4449290930987991,8.148630691779856e-05,0.000920142588573556,0.0,0.8860681357831405
2700,0.4240490404076332,0.06122193851001858,0.05401705670122305,8.297807073136683e-05,0.000933829761880174,0.0,2.4843416227261352,0.0686238895538956,0.45017578413298276,9.002995722171383e-05,0.0009991022473240943,0.0,0.8968902379541527
2800,0.3978301361866346,0.06372296356570514,0.017116884669965263,8.473454412549079e-05,0.0009476997691826022,0.0,2.470105861494055,0.07372155128104492,0.46076907801834643,9.861662800725559e-05,0.0010654989808808236,0.0,0.9081334719863522
2900,0.38361034822006046,0.06592951563352675,0.027798841152265618,8.747148931936041e-05,0.0009596110244210117,0.0,2.467588253419385,0.07631854577375002,0.4580914474108283,9.791440081848742e-05,0.0011378701569196737,0.0,0.9273466202742678
3000,0.37303773381251326,0.06708139715044584,0.020356232951322523,8.89095345569506e-05,0.0009784814662900842,0.0,2.4509999411631127,0.08401719818623553,0.4657968550935368,0.00011368649813000863,0.0011632797270907996,0.0,0.9306914164535963
3100,0.36889523130613333,0.06906542014838031,0.01762108021759593,9.408529025670565e-05,0.0009745739193773511,0.0,2.4417239252617096,0.08713636064617669,0.47094895804018916,0.00011395076153891588,0.0012438337304024878,0.0,0.935187160434883
3200,0.34720931647373887,0.07199687214287251,0.007998147578854024,9.54808891344718e-05,0.0009850411374703009,0.0,2.422552468547948,0.09348641217036606,0.4685895157387251,0.00012570627829455562,0.001265805145560933,0.0,0.9444879484412989
3300,0.34819039069457797,0.07312757603155048,-0.006862271173687078,9.912818963475681e-05,0.0009974818157766447,0.0,2.419688847614184,0.10428121341637057,0.47894135001865984,0.0001326045992500614,0.001383018557004519,0.0,0.9556738595076687
3400,0.3365581877872413,0.07428610323793979,0.02164836763492293,0.0001037892730396013,0.0009851090857688422,0.0,2.4161031359187866,0.10771067773195116,0.48801853055359823,0.00014826802858847237,0.0014345695653587317,0.0,0.9587785943804371
3500,0.3310112501964529,0.07596387159471481,0.019858251918515278,0.0001086061114134759,0.0010055182782243114,0.0,2.3967708596792154,0.11218922453457456,0.48075015464502013,0.00016025329171874924,0.00150269069671531,0.0,0.9646748688177753
3600,0.30985121797274584,0.07742998857071236,0.019922846117721625,0.0001120795250627244,0.000991533860559829,0.0,2.388388487054052,0.12457008068692067,0.4824927639293338,0.00017232954623750432,0.0015510916837834822,0.0,0.9800299548781986
3700,0.2977425590589965,0.07788798602671561,2.950763242247703e-05,0.0001127370861972747,0.0009990485535445147,0.0,2.381897313226524,0.12808773866928108,0.49590695022499,0.00018171475149416762,0.0015786685112099616,0.0,0.9870113518958133
