milliseconds,PCdk2_CycE,Cdk2_CycE,Wee1_a,Cdk2_CycErem,PCdk2_CycErem,Deg_a,Xic,Xic_Cdk2_CycE,Xic_PCdk2_CycE,Xic_Cdk2_CycErem,Xic_PCdk2_CycErem,Xicrem,Kin_a
0,0.9308142052896102,0.059813638025427884,1.0179274194971317,3.637865699247844e-08,-1.094060491761093e-05,0.0,3.0089420545578576,-0.0024648339489041285,0.005185543145983944,4.411825386049071e-06,-3.302884706152205e-05,0.0,0.5989996689626468
100,0.9045957041746647,0.058611077460451355,0.988433599261644,5.074923048682034e-06,7.149783198319059e-05,0.0,2.977973889883369,-0.0005113505169672035,0.023065310317610575,5.639268433397252e-06,2.6295985360961247e-05,0.0,0.6092875092581542
200,0.8873157787596344,0.056891229181875155,0.983553572735454,9.511053674909523e-06,0.00014453660187180236,0.0,2.951317091664956,0.005418333992318428,0.0543790432822412,2.1828049039155005e-06,1.0703637482561199e-05,0.0,0.6174829413237589
300,0.8485580818281053,0.05524001094155293,0.9797468097968648,1.5091429677005e-05,0.00020746729878423436,0.0,2.908555313231978,0.006626149563078522,0.0723430160407381,3.9289457007625905e-06,4.0359444138053806e-05,0.0,0.6388977253224513
400,0.8299523584911664,0.054452920303647144,0.9545461836990232,1.6565796771003265e-05,0.00026200348445454166,0.0,2.888727399588606,0.008335298771985647,0.10742009886574623,-1.9095061986587082e-06,3.951343606639719e-05,0.0,0.64753589317837
500,0.8066975341101639,0.0540933671910603,0.9465960477204852,2.2429134481018977e-05,0.0003275008326560008,0.0,2.8534600183651144,0.005863267245677616,0.1275619634633482,-7.115982040546471e-08,7.272952916879812e-05,0.0,0.6613008603971589
600,0.7774979363223472,0.05256386847398062,0.8875070758351529,2.1861726380198066e-05,0.00037157465919601733,0.0,2.843825114710819,0.008615523000780117,0.14436205659234788,2.006418151017125e-06,6.472649689678273e-05,0.0,0.6732149032739879
700,0.7528661126140243,0.052310137977166125,0.866922855639371,2.7432811844729532e-05,0.00043319214403149067,0.0,2.8235990831661546,0.00998947057951592,0.17943891637777215,4.947175642782037e-06,0.00012591025252821494,0.0,0.6748644055604761
800,0.7478998035985852,0.051038401667610166,0.8367395411374293,3.056413816219541e-05,0.0004611345934909067,0.0,2.7931093559002464,0.012896434687399354,0.18561472159650766,2.5125022774699345e-06,0.000106018486533675,0.0,0.69427379533361
900,0.7215741024902627,0.05048810942891421,0.83006842811555,3.376322556627284e-05,0.0004982652349916649,0.0,2.7790405529046502,0.013452956396324815,0.21953492244488085,9.974417142115092e-06,0.00018544595222480466,0.0,0.7041923046979783
1000,0.6953134170538389,0.051015063250846815,0.8076653660188605,3.5256654919525725e-05,0.000547652658820349,0.0,2.7487667649986642,0.019488366876136434,0.2274080910624228,1.5257551054449308e-05,0.0002191234191418608,0.0,0.7071442785026327
1100,0.6812082294415402,0.04951445426929122,0.7633417803677501,4.0674762191692455e-05,0.0006000551854869059,0.0,2.7275130765834112,0.019804407032038538,0.24412809745984482,1.3400466285341031e-05,0.00020227570145620142,0.0,0.72014037280333
1200,0.6558229927340752,0.04987139795195869,0.7349170988599525,4.076130746177431e-05,0.0006204978995370993,0.0,2.7149285218861543,0.018693283174096006,0.26950026613410016,1.6964500753709818e-05,0.00021579301521272207,0.0,0.7362053513205145
1300,0.6518216189984797,0.04984332547400992,0.7056765531003659,4.4747712625495625e-05,0.000671398857687423,0.0,2.6840587253546064,0.02385908339191442,0.2789311283812818,2.1239742692711372e-05,0.00027564557086625654,0.0,0.7524511446530553
1400,0.6309123293775166,0.04942110178591273,0.6602945404933235,4.9497469990076734e-05,0.0007038727396868337,0.0,2.6755868814584076,0.022000100538408354,0.29994076241019735,1.780624023529677e-05,0.0003163315838381392,0.0,0.7643143048851205
1500,0.6122124073004364,0.05015868542741516,0.6255922985387588,4.9642830011213226e-05,0.0007154145130288566,0.0,2.6601384151043383,0.022902642957905377,0.32078385922210145,2.491854250629848e-05,0.0003517840825084863,0.0,0.7734006269086897
1600,0.5868533937485346,0.04946064041814873,0.5781699722756394,5.19095077688516e-05,0.0007494036688949439,0.0,2.6403837390908937,0.031344612738538,0.3281947030958345,3.25192580165889e-05,0.00040816323238054505,0.0,0.7823588408998657
