miliseconds,PCdk2_CycE,Cdk2_CycE,Wee1_a,Cdk2_CycErem,PCdk2_CycErem,Deg_a,Xic,Xic_Cdk2_CycE,Xic_PCdk2_CycE,Xic_Cdk2_CycErem,Xic_PCdk2_CycErem,Xicrem,Kin_a
1100,0.676341080052304,0.05009260917432586,0.7529812512598321,3.857853375149242e-05,0.0005897814932012443,0.0,2.72358196320365,0.016693343472999878,0.25394476926255427,1.889183357375648e-05,0.00023401638796177935,0.0,0.7194137606183353
1200,0.6661952137100032,0.05000738743995438,0.7289484223006564,4.3754459292949364e-05,0.000628048188847002,0.0,2.7088689698970914,0.020435487406888154,0.26901899649767563,2.260905289924708e-05,0.0002564655441274921,0.0,0.7406479474868388
1300,0.6474930117148187,0.04987869787180847,0.6946249191409544,4.442881459005205e-05,0.000664731724886062,0.0,2.6977352375052535,0.020999337382347202,0.2852512186664253,2.3438189315166992e-05,0.00026362253249522004,0.0,0.7460653772248355
1400,0.6233437850334553,0.04994031051176425,0.6457906449214103,4.805352048958601e-05,0.0006935549445860014,0.0,2.6801439175501756,0.023093961158392073,0.29851277588220415,2.649341659777778e-05,0.00033254749747341694,0.0,0.7574430417153285
1500,0.6143981402014616,0.04953535936107221,0.6160655961379544,5.09570878206259e-05,0.0007098825080462258,0.0,2.6651695916912472,0.023917227495209692,0.3233348982327383,2.3766518552921904e-05,0.00040343941442320263,0.0,0.7772897679078393
1600,0.5984080134753849,0.050193077345402876,0.5976419566362557,5.323104471333817e-05,0.0007445057069243161,0.0,2.6329505606302765,0.028715574982302018,0.3279088286937685,2.4982083619019995e-05,0.00043766406835835526,0.0,0.7889387198521665
1700,0.5734815721543862,0.05071398816872981,0.5392011426855199,5.6750136271023596e-05,0.0007594150814295156,0.0,2.6122173158694277,0.02914224593978444,0.3399400159707755,2.9535741660493397e-05,0.00046490875771969183,0.0,0.7939874686273327
1800,0.5574685121585037,0.05068029023152376,0.4888633662355468,5.947225003271474e-05,0.0007965265038212465,0.0,2.6070238183770797,0.030689844840364567,0.3668996112504496,3.72442482388998e-05,0.0004939587578158793,0.0,0.8099168310794476
1900,0.5359041122594572,0.05059194356910124,0.45439147748738395,6.128117454730425e-05,0.0008116234235814942,0.0,2.5841005618467565,0.03511191306455599,0.3799643231461785,3.813109958805959e-05,0.0005524021465949037,0.0,0.815225559416343
2000,0.5165708813542472,0.051533682261155546,0.3966054351069504,6.0986766561322335e-05,0.0008459626167117271,0.0,2.5848961038079756,0.03764392214826826,0.3853606093581144,4.586749465176145e-05,0.0006326809307810734,0.0,0.8235566893106485
2100,0.5032056763463111,0.05259886220165489,0.36311583265938485,6.590281491637881e-05,0.0008492067692990157,0.0,2.569820192514619,0.041019605630607726,0.3955297658840124,5.204023778861474e-05,0.0006385550670565982,0.0,0.8390410436874223
2200,0.49961754079341036,0.054031689200712454,0.3231635883895452,6.849518457616872e-05,0.0008890893267226062,0.0,2.5542976523626137,0.044595749180058306,0.4083216848134444,6.126576077998787e-05,0.0007348598750587924,0.0,0.8432375106034024
2300,0.47590986190130474,0.054476409866830465,0.2474641749829889,7.13342509339007e-05,0.0008929949207956496,0.0,2.540821574475858,0.050786499009830975,0.4170899089391914,5.6815479737241635e-05,0.0007396803183302588,0.0,0.8579169701121059
2400,0.4568539711192702,0.05583370642724541,0.20405796457279285,7.218899395627626e-05,0.0008993101624973556,0.0,2.5200445177355486,0.054085337595635205,0.4255350043114204,6.466538249790973e-05,0.0008020272362722787,0.0,0.8662309649956489
2500,0.4397064629952783,0.057409401256528145,0.16275028783719303,7.58868409706221e-05,0.0009335316129922772,0.0,2.5021609051231204,0.05723827086981961,0.42867695100528475,6.740311265859868e-05,0.0009003507165213244,0.0,0.8785385408115605
2600,0.4342681011133959,0.05974208920422471,0.1055351616599157,7.655085464829352e-05,0.0009416029445372257,0.0,2.489087379201817,0.060045164763674004,0.43876374056382145,7.746755434575235e-05,0.0008999120043892887,0.0,0.8862592398497114
2700,0.424591105670249,0.061274010367690014,0.05867345242365143,8.114892019473778e-05,0.0009404925777974882,0.0,2.490423048618178,0.06469985842685609,0.45544649351447025,8.911455127793815e-05,0.0009786053779569461,0.0,0.9071033605116874
2800,0.4033600686438872,0.06402860751689997,0.020242158312657264,8.59453227068103e-05,0.0009671271122884952,0.0,2.4791060990978657,0.06840221919071009,0.4611994347550065,9.741804097402233e-05,0.0010506370414304653,0.0,0.913259780344916
2900,0.3848094121321559,0.06544721818076718,0.028841554490669802,8.758449843993415e-05,0.0009514234894829193,0.0,2.4683068556031595,0.07453551745766891,0.46773372444928213,0.0001045155869935132,0.00107692191205017,0.0,0.9271035696191633
3000,0.38764329735398406,0.06706195050280955,0.024367883176433396,8.974704006388184e-05,0.0009754442601573762,0.0,2.452181941306795,0.08311302533938285,0.4688682205854952,0.00011195701550460322,0.0011435643925831167,0.0,0.9335554087088098
3100,0.3638258020534312,0.069039302580864,0.019712308218990435,9.489328629207886e-05,0.0009878495345725716,0.0,2.433548066287111,0.08862436339122937,0.4706713185482931,0.00011350509891714714,0.0012615255751504894,0.0,0.9361246168506445
3200,0.3633028732618367,0.07090155000703616,0.011702176686947136,9.719914589791672e-05,0.0009782408573056713,0.0,2.423677050247343,0.09531053191690722,0.47131147156636405,0.00013088342213778164,0.001260679136869043,0.0,0.9506281666087834
3300,0.3457881919977582,0.07247414045912537,-0.002451189915398515,0.000101230900948643,0.0009959419068038004,0.0,2.415811292474618,0.10259000144956429,0.48359718911633476,0.00013666394969109053,0.0013255551911421826,0.0,0.9532455437157193
3400,0.3321889123004967,0.07515232645814704,-0.0005448411989452361,0.00010590174569975017,0.0009829380454324632,0.0,2.4018048837508568,0.10714931152195928,0.47890271752478064,0.00014435882534214343,0.0014016880438809671,0.0,0.9641227634658992
3500,0.3118529875444579,0.07650565667108501,0.024908308868914597,0.00010596221303943143,0.0009979583524310587,0.0,2.3965768870719937,0.11397975417523064,0.48451900611800874,0.0001533806076783582,0.001468577360742522,0.0,0.9720758118553593
3600,0.31909284407076294,0.07657473286095888,0.0010556639002848832,0.00011103809937783948,0.0009889528480191308,0.0,2.3891704206938624,0.12025710448780605,0.4827638019333093,0.00016820232372534563,0.001558864837397321,0.0,0.9706479461504198
3700,0.29784570037599456,0.0776935162093563,0.004884346081597149,0.0001143972538222473,0.000985488358551627,0.0,2.3870608577431662,0.1284538505455316,0.4946599248981222,0.00018168402112358998,0.001621254366436173,0.0,0.989063250025038
3800,0.2802458035041916,0.07917784684822973,0.006006597358360999,0.00011606391608305185,0.0009902800734561076,0.0,2.371898266507971,0.13256300448101804,0.49835744966180673,0.0001945454170440946,0.001680695006903825,0.0,0.9888603501030537
3900,0.28275268297156597,0.08028849042750266,0.009342587086436264,0.00012258145232402757,0.0010032245305333688,0.0,2.359138466725915,0.1435836953881738,0.5026375492382431,0.00021185272883397871,0.0016934791527406247,0.0,0.9898544432725556
4000,0.27507146136755983,0.08044119830488952,0.02750945127786144,0.00012403198712846044,0.000991003076754727,0.0,2.362827717421909,0.14448265319858286,0.4895293250243745,0.00022065280950035203,0.0017581911087242066,0.0,0.9968813177543406
4100,0.25581198747561207,0.08181332971889559,0.026960578638506157,0.000129767575560794,0.0010075770678483478,0.0,2.339333871699762,0.1575082383509497,0.49196736306892824,0.00023828069290682583,0.0018086380173012485,0.0,0.9974548721588372
4200,0.2541357619947666,0.08249971922852042,0.019686118782196258,0.00013247441471619153,0.0010035282276576157,0.0,2.3394626576585624,0.163491881874792,0.49677539098570245,0.00025493926322639856,0.0018679646912501632,0.0,0.9909715751805503
4300,0.24203641490978473,0.08257848884853974,0.027620096963772982,0.00013372969931989563,0.000986112134956988,0.0,2.331810268363556,0.1669187035750912,0.5051629693811471,0.00026755193827092627,0.001978675578302594,0.0,0.9929640671688523
4400,0.2468607375663257,0.08219440114677588,0.0022694461155624516,0.0001408706625745399,0.0010002486078094395,0.0,2.317702619222818,0.17512237253608373,0.5004150895104116,0.0002797786301873162,0.0020395795333790997,0.0,0.9922381566195826
4500,0.23115163846692388,0.08317755466540094,-0.004800619730292761,0.00014092610922238112,0.0009961635940178154,0.0,2.3234196146769825,0.17902624644170312,0.5059825083824085,0.00030589994243486555,0.0020836973472524805,0.0,0.9916210273709545
4600,0.2252385244581253,0.08381256377903935,0.027628831892770433,0.0001453778704926651,0.0009901481549625698,0.0,2.306607093989706,0.18723196230220066,0.49623878848813835,0.0003203567227913831,0.002142815295776963,0.0,0.9956415249703324
4700,0.210997424064087,0.0832443416408228,0.028609157779038594,0.00014779016955330973,0.001000086150775414,0.0,2.2928538476891775,0.19230340284741496,0.501575925470934,0.00034218396494069747,0.002179323749565838,0.0,0.9952016987591799
4800,0.20509630206552992,0.08328692426741645,-0.0042617436758039615,0.00015543672834251643,0.000992183249412291,0.0,2.2923440822272667,0.20082120785717128,0.49950661640506244,0.0003587916672591332,0.002239324675668274,0.0,0.9975283133111499
4900,0.20848670684923346,0.08368052085425202,-0.003081530844740282,0.00015815196383661527,0.0009856553329203196,0.0,2.284650709550728,0.20885242639417806,0.5076415131687931,0.0003742289298287584,0.0022881335435921135,0.0,0.9892799597607466
5000,0.20151059337603686,0.08331397653011992,0.017983924972864652,0.00015936498435199602,0.0009617518921688412,0.0,2.290680907339852,0.21517095165417724,0.5083905972287753,0.00038889258668882285,0.0023617374274533085,0.0,0.9968185388006613
