miliseconds,OCT4,SOX2,NANOG,GATA6,CDX2,GCNF,OCT4_SOX2,Protein
0,0.01085293854057703,0.009999470099601372,0.009903791633890609,0.009633259844253514,-0.004166177828263803,0.01070117259479605,0.1,0.0
100,0.011549037080273411,0.00999981544401597,0.010321279403119946,0.010181835647927214,0.003509482610806424,0.0097912668704131,0.1,0.0
200,0.013731866608074513,0.010002018843512825,0.010277294964946415,0.010779936170290145,-0.0024512234516595923,0.009873591279766763,0.1,0.0
300,0.015870171279896355,0.0100021572205899,0.010610540515090989,0.011261720325484408,0.018051762713195297,0.007372579863993867,0.1,0.0
400,0.017454740844477505,0.010002146663394749,0.010768781432806268,0.012284519062531708,-0.0014638493274628656,0.011557833899481926,0.1,0.0
500,0.01879364602196786,0.010003711367672117,0.010883986062505893,0.012681053234061317,0.017026027227076433,0.01397314997351322,0.1,0.0
600,0.019055269266319293,0.010004868860205863,0.011119055208346733,0.013274730184319402,0.034659804171465754,0.010287738213997517,0.1,0.0
700,0.02129583483979629,0.010004733062956813,0.011395546205350006,0.013604493820181031,0.013762511031170203,0.014493826010982801,0.1,0.0
800,0.023087565551352853,0.010005890395559096,0.01146039444021931,0.01416084863923729,0.052875554262854896,0.011535934396103977,0.1,0.0
900,0.02408563400618158,0.010008595679599235,0.011812904846030864,0.014754148356455929,0.048574172314204724,0.01369525357115275,0.1,0.0
1000,0.02688802168929124,0.010008800356443496,0.011857272091001025,0.014928397033307785,0.07607411583794298,0.013340191202807388,0.1,0.0
1100,0.02852324841897492,0.010009837437989952,0.012072983716773638,0.015328417351027421,0.09087188286472835,0.014079598108501356,0.1,0.0
1200,0.029018373111047855,0.01001065771033239,0.012349121935568934,0.0158845290305564,0.06559100516326163,0.014877836905724034,0.1,0.0
1300,0.03084397532980778,0.01001246386872786,0.012550492629283158,0.01644022110863871,0.0961049275854497,0.013911079156252377,0.1,0.0
1400,0.03151142512986151,0.01001399417506218,0.01259949165256502,0.01681140666750102,0.13674696918001572,0.01913882889141639,0.1,0.0
1500,0.033669734263342035,0.010015660393386588,0.01294942559950588,0.01713892229340645,0.14676833854207935,0.01788676189986166,0.1,0.0
1600,0.035981380673861994,0.010016238974361028,0.012899795658781023,0.0176781891927394,0.13463578915384813,0.021069411546261428,0.1,0.0
1700,0.03723234392794042,0.010018505072763908,0.013132323417935039,0.018697230172366686,0.20265989353426517,0.023924613599740973,0.1,0.0
1800,0.03757482026616244,0.010021686235297934,0.013429272233452805,0.01889744726081733,0.20836763630148583,0.023078877416767618,0.1,0.0
1900,0.04018898745832565,0.01002282269536395,0.013545130711938677,0.01947604320800956,0.25553050737477223,0.029091807950129722,0.1,0.0
2000,0.03984374459225454,0.010023486446249797,0.01367051633972687,0.020021402958622807,0.2502546565233974,0.026246177572531875,0.1,0.0
2100,0.042199403907891474,0.010025416860270447,0.013838015433346555,0.020515404382981613,0.2909043249134434,0.03221071736294049,0.1,0.0
2200,0.04350538365137646,0.010028584560104071,0.014241852199122948,0.020895036871965495,0.3265378427801219,0.03608899277431076,0.1,0.0
2300,0.045264287423593126,0.010028591133683868,0.014305869784466884,0.021804802411621506,0.3536111521243683,0.035021583157382186,0.1,0.0
2400,0.04539417685979452,0.01003234723460806,0.014482338729550272,0.021995507107079048,0.41460523786587217,0.03962489223709513,0.1,0.0
2500,0.04662789056318903,0.010034392720713122,0.01484172495122342,0.02251351156095351,0.4266942565199563,0.045685667062187726,0.1,0.0
2600,0.04801154340569242,0.010034592461824718,0.01477695861940875,0.023284366343517517,0.4822955035640781,0.04803635232917171,0.1,0.0
2700,0.04999223828025995,0.010039112461242478,0.015178688605076636,0.02371716436054056,0.5207033606616437,0.05789333594761387,0.1,0.0
2800,0.05014032779964572,0.01004083958656975,0.015334048931051098,0.023824754221870702,0.5582059956970364,0.057309569055603075,0.1,0.0
2900,0.05138172815252679,0.010043043642539195,0.015573782456036573,0.024276720811802963,0.6086434762121449,0.06079766020148843,0.1,0.0
3000,0.05293526950972628,0.010043442641074969,0.01555990103263041,0.02537498436319247,0.651387945415038,0.06760947048028672,0.1,0.0
3100,0.05468717293384021,0.010046759884637404,0.01576662157556716,0.02540226514962541,0.7092112470107531,0.07310082600122164,0.1,0.0
3200,0.05636420928393459,0.010050233311582142,0.016112590256519517,0.02571084457591908,0.7792560305157775,0.08474661723107595,0.1,0.0
3300,0.056198343500663654,0.01005204604469483,0.01619741631698938,0.026625938265818033,0.8057314027774813,0.08585649440708883,0.1,0.0
3400,0.05683952410086228,0.010053461638523973,0.01653080275319874,0.027013971803984457,0.852465397727491,0.09591205738398195,0.1,0.0
3500,0.05853928308485535,0.010056303208703087,0.016601269082831455,0.027639333164810913,0.8789505207581692,0.10630862350870927,0.1,0.0
3600,0.05949789908656002,0.01005744904977264,0.01665068673095133,0.02830579827159377,0.9302889530927696,0.10848912391373465,0.1,0.0
3700,0.061409623628622116,0.01005998675565975,0.01703355155925097,0.02865663459761802,1.003566922651884,0.12076336008842622,0.1,0.0
3800,0.061014451535149075,0.010062371286365482,0.017085439381460923,0.02937664472886959,1.0432440674416579,0.12887421509612118,0.1,0.0
3900,0.06192420816269004,0.010066938880232459,0.017353536591001688,0.029771792447549465,1.097553237291379,0.13606695110174336,0.1,0.0
4000,0.06402927029886449,0.010068613286660342,0.017631649480296906,0.03027182496241182,1.175369097728236,0.14202367565777216,0.1,0.0
4100,0.06382303381088167,0.010071533815148461,0.017814465371041283,0.030289707085222276,1.184981656214743,0.15270294652951177,0.1,0.0
4200,0.06440948510216878,0.010074529154924353,0.017905663581589206,0.03105547212866276,1.2525864787905086,0.16122281476822356,0.1,0.0
4300,0.065605162826438,0.010074650852875955,0.018063191416236444,0.03190785754574582,1.285631620674839,0.174041884307982,0.1,0.0
4400,0.06671703611152568,0.010078769112396668,0.01812331443003829,0.03184208932841744,1.3598385220811648,0.182183653614063,0.1,0.0
4500,0.06745158578571284,0.010080760256976214,0.018367638375973782,0.03281509229374783,1.4000106716696648,0.19647242266309464,0.1,0.0
4600,0.06854212379093833,0.010083283280346814,0.01859579830405844,0.03278563330983525,1.4421451578482312,0.20527101726703365,0.1,0.0
4700,0.06815907687933767,0.010086636376189699,0.018836138314122872,0.03345909900942619,1.5142256354083572,0.2180092894365187,0.1,0.0
4800,0.06972822234014328,0.010087864863344809,0.01905474139860881,0.03446983313947842,1.5703433985687667,0.22558302124608692,0.1,0.0
4900,0.07033467890666235,0.010092566558476472,0.01924062228596423,0.034281256711882625,1.642127903137712,0.24344929903022858,0.1,0.0
5000,0.07061387303089829,0.010093661961326605,0.01926775396734337,0.03529379900682242,1.6599677901464127,0.25236539800978847,0.1,0.0
