miliseconds,II_f,II_l,mIIa_f,mIIa_l,V_f,V_l,Va_f,Va_l,VII_f,VII_l,VIIa_f,VIIa_l,VIII_f,VIII_l,VIIIa_f,VIIIa_l,IX_f,IX_l,IXa_f,IXa_l,X_f,X_l,Xa_f,Xa_l,APC_f,APC_l,PS_f,PS_l,VIIIai_f,VIIIai_l,Vai_f,Vai_l,PC_f,PC_l,TF_l,TF_VIIa_l,TF_VII_l,TF_VIIa_IX_l,TF_VIIa_IXa_l,TF_VIIa_X_l,TF_VIIa_Xa_l,TF_VII_Xa_l,IXa_VIIIa_l,Xa_Va_l,IXa_VIIIa_X_l,V_Xa_l,VIII_Xa_l,IIa_f,V_IIa_l,VIII_IIa_l,Xa_Va_II_l,Xa_Va_mIIa_l,XI_f,XI_IIa_l,XIa_l,APC_PS_l,APC_PS_VIIIa_l,TFPI_f,AT_f,IIa_AT_f,TFPI_Xa_l,TFPI_Xa_TF_VIIa_l,APC_PS_Va_l,IXa_AT_f,Xa_AT_f,VII_Xa_l,V_mIIa_l,VIII_mIIa_l,TM_l,IIa_TM_l,IIa_TM_PC_l,mIIa_AT_l,XIa_IX_l,LIPID,alpha2M_l,alpha2M_IIa_l,alpha2M_Xa_l,AT_XIa_l
1000,594.0697827613859,811.0310528921942,5.080853879318327e-13,-1.6914272340096602e-11,0.06983579341074145,19.73238004546099,2.4624856686046224e-10,-4.509441430640738e-10,0.43539050316530925,9.602843353096311,0.0007517991495146193,0.09781171962642553,0.00303590990606498,0.6996378895653794,3.825828706192262e-11,-1.5329964082652611e-09,0.06244814084852657,89.80374641839425,3.156662463740278e-08,4.382292417740011e-06,61.10363468346113,109.02742058126145,1.242188947944346e-06,2.933496469403704e-06,1.0848083434451001e-14,2.6849668572449333e-14,3.5192934546076318,298.4771324999274,4.639201370573073e-24,-3.1289284727835703e-24,-1.1308014782137782e-22,1.6160628316041624e-20,24.734512377938287,35.30204347902699,0.004557599828701395,0.0001384862589692394,0.00022480030579709692,3.156360121796387e-05,0.0,4.1481191243320894e-05,2.1989192639316803e-05,2.3765753701333323e-12,8.132625295108098e-15,-7.250688739544937e-13,3.349209975777223e-15,4.101994475159726e-06,4.893920267378725e-08,9.771792902288647e-13,-5.757570659583218e-13,-3.6189336109373805e-15,2.4479175156738396e-12,-1.5298726948137016e-13,29.99999999999899,9.4533747210599e-13,3.038489371855517e-13,2.4741321624575462e-14,8.575188270930587e-22,2.500000008876637,3399.9999999906195,-2.741967442793839e-14,1.5546957030235512e-08,2.282991705826701e-13,2.205209643591907e-20,-9.77906088629022e-12,1.1520453457703402e-08,5.141170960060669e-08,-6.1161186979985485e-12,-4.791495366277187e-14,1.0000000000014135,1.4381510438219434e-12,-2.1019716595633527e-13,7.285476896297174e-15,-4.779628553251684e-14,31951.92511840911,2599.9999999991815,4.460069131822912e-15,1.9224046365091707e-09,4.442789682125423e-16
1100,582.8949482392419,806.9318916683176,-6.527906252034927e-14,-2.6874143602702953e-12,0.15438538615889075,19.887363286148968,1.88681368646356e-09,1.0881222131842404e-07,0.40376772975749586,9.671648034215309,0.0015006643545589886,0.09888114530513027,0.0016510475759473685,0.6955982090319974,-3.203508838644386e-11,-1.0267112242938159e-09,0.2070400374424819,88.84418871959461,4.5081732852062265e-08,5.8778349661111695e-06,61.14455781394488,108.04125921778272,1.8568157137970028e-06,6.3445073629805425e-06,3.0284257880893802e-15,-4.308056410908303e-14,3.705963950253423,297.1500747534052,-4.0325961136354393e-25,3.257752636041642e-22,-1.4304807662468773e-22,-8.902214990432393e-21,24.561741162343836,35.44637319989818,0.004494131013127564,0.0001468014907584364,0.0002560445720085537,3.701497521758048e-05,0.0,4.368025218364826e-05,3.060676988362489e-05,7.769706985941389e-13,-5.488408546874199e-15,6.118347858210035e-12,5.123974084636859e-15,-9.161600170692017e-08,1.0680899718231535e-07,-1.5540237142307858e-12,8.82488703579997e-13,5.555956675101339e-15,5.142742229583145e-12,7.144755330324653e-13,30.00000000000153,3.0387854840688895e-13,2.009609696627676e-13,1.324439393022782e-13,1.3299499778194875e-22,2.4999999333326954,3400.000000004347,-3.934020572506229e-14,3.081363070048228e-08,6.760175915020391e-14,8.276817340216367e-20,2.1351745219695563e-11,6.163975014991874e-09,6.671813173895647e-08,-5.40895068621219e-12,-3.820022304203003e-14,1.0000000000013127,3.6568067395939785e-13,1.5704874835541195e-13,1.0689429954063985e-15,1.8443371351201917e-15,33149.43605601787,2599.999999999029,-1.1062158113979371e-14,1.9888781134072623e-09,2.92895618253272e-16
1200,583.3055402839547,818.9133554144807,-3.0368137908717813e-13,4.882680424078244e-12,0.1743926794807377,19.84578117425999,7.692439656186456e-10,1.0624980724600599e-07,0.44136054508648326,9.671971916261352,0.0008732419977017357,0.09825731275885435,-8.565755437805241e-05,0.698041582170848,-1.3969257953520687e-11,2.0664494673073025e-09,0.9758103296554779,89.82297418725412,3.464034654756861e-08,8.93681099963296e-06,61.50609135790356,107.35577602804176,2.524560509825359e-06,7.969971766879426e-06,-6.446476004174707e-15,3.461223665512497e-14,2.577295595170791,295.5011478204522,2.1355080784831555e-24,2.5469229136987075e-22,1.6702875942398858e-22,1.5367045573925895e-20,25.03243934740978,35.37203645833829,0.004474988591622352,0.0001586605407386205,0.0002794527396479252,4.0125449655212044e-05,0.0,4.8944136155635714e-05,3.4677665740568955e-05,2.3430458545425502e-12,1.6263204153874272e-15,-5.4865493308378986e-12,-2.3348775166810644e-15,3.183687120993972e-06,9.061770040593506e-08,-2.678687646005944e-12,1.0728142394527254e-13,-6.4160796795979144e-15,2.7954229729280837e-12,-8.556070578669465e-13,29.999999999998476,5.144905897535405e-13,3.558932560068363e-13,2.4859537549617334e-13,1.9612392119008893e-21,2.4999999703946743,3399.999999986621,2.0397060611024703e-14,-1.5835473988140597e-08,8.526026574461057e-14,3.308500677350692e-20,2.316000444398562e-11,-2.267862563106699e-09,7.752003102483027e-08,3.876503593288728e-12,-1.27196638516397e-13,1.0000000000006013,-4.799408650459783e-13,-3.539000880414928e-13,4.776189443529356e-15,9.552284730516185e-14,32360.810560970862,2599.999999996219,-9.271487061897457e-15,6.415364026946052e-09,-3.4116050032220424e-16
1300,579.0932031493728,809.9721266401332,-7.238023512461355e-13,2.397795092817305e-11,0.16670059951474261,19.870058751732522,1.255575740411005e-09,6.421029587293863e-08,0.4116846028799047,9.55923373005326,0.001936703556787068,0.09845413613800628,0.007723379382821471,0.6964019267736145,5.371180122596569e-11,5.157745836777135e-10,0.5563065767568866,89.36529542876968,4.483288198617097e-08,8.128421007857753e-06,61.63350790579378,107.473288954298,2.555859503760144e-06,1.058030791463054e-05,-4.285870962058445e-15,-4.854938707669034e-14,2.87237377293285,297.7279342129671,-1.1186447529108142e-25,1.3967378936109994e-22,-9.75022108634767e-23,2.056740097915134e-20,24.8954305601893,35.385509751651796,0.004404134253223721,0.0001664518227842524,0.00028511754547344976,4.242628855619591e-05,0.0,5.009457734395928e-05,3.3345890230462704e-05,3.6256910305241446e-12,-4.560043579062517e-15,6.264155064402264e-12,-4.879830515500117e-15,2.2894547203834615e-06,1.2501380082807092e-07,4.467158508537552e-12,-9.488123397623626e-13,1.7962372163229513e-14,1.1207956296113358e-12,-6.899311621917168e-13,30.000000000000583,6.950819674825477e-13,-4.1931379190359263e-14,9.08060478549936e-14,2.6488333852085914e-22,2.4999999453944586,3399.9999999882984,3.739962448985755e-14,2.3430665899022998e-08,-3.799437654638415e-14,8.207885687171945e-21,3.746261525848376e-11,5.19798928720219e-10,9.09090507734561e-08,-5.3467216469953656e-12,-1.0971194350977976e-13,0.9999999999981505,-6.024117058392377e-13,-4.014943200504641e-13,3.655102079304214e-15,-9.924788447832647e-14,32582.625783961008,2599.99999999904,1.2239616877707242e-14,2.386530218540351e-09,-1.5832124539435209e-15
1400,582.2391938195352,816.9730276023766,1.67555864174839e-13,1.7933885205525e-11,0.19262491140867172,19.812000271160755,-2.475958567788756e-10,1.8493809266233527e-07,0.44794957184172,9.555612760975844,0.0020586612945823054,0.09886874686282124,0.0041053130625243505,0.6932684783123304,-1.3405257069700847e-11,3.6373503009716185e-09,1.0842844115140058,89.01128061437183,5.847603086933789e-08,9.076589572793073e-06,62.62864996038663,108.25675289478649,3.5612764097335174e-06,1.1061389813021935e-05,-1.1922142141167742e-16,4.699560542819689e-15,1.6887009952355672,297.6466827455066,-4.701140004208087e-25,1.8059759791088322e-22,1.8575496867835793e-22,-2.0680562071569005e-20,24.574033829760303,34.918988969756484,0.004394764334815074,0.0001705736638443019,0.0003098535759581225,4.743593758612593e-05,0.0,5.449997639797724e-05,3.810800722821665e-05,3.80887050247608e-12,1.0843479901818073e-14,4.516029256305702e-12,-1.1390610722223433e-15,9.853395387118776e-06,2.499288443552579e-07,-3.3211035043292643e-12,4.239541388455154e-13,1.360188410753266e-14,-3.489076988257891e-12,4.179205473561891e-13,29.999999999999734,2.4663386487327497e-13,4.309008597177001e-13,-8.520499611892243e-13,-1.217625840806465e-21,2.4999999444491707,3399.999999981578,-4.441091786515235e-14,8.250825220646153e-08,-1.6754126168353543e-13,-1.8633705010133577e-20,2.0096070399104012e-11,8.501136856183376e-10,1.0647265928837622e-07,2.314688402977404e-12,7.137231878876472e-14,1.000000000000152,-1.338463024810607e-12,3.5246747733354383e-13,7.798235846454545e-15,1.515783206096452e-13,32308.01848141568,2599.999999997517,1.1234307543079071e-14,5.601105927604419e-10,-1.1030507052124411e-15
1500,582.8599983958059,815.8731688639873,-3.2208529805916767e-13,-1.5657535969153178e-11,0.19239384908013474,19.827612203664405,2.066399331136793e-09,-1.4956080095021735e-08,0.45290293305894685,9.655057697340238,0.0014384089961635813,0.09844788530574362,0.008958213373343245,0.6955260760300525,3.925034572174635e-11,1.6747319098277038e-10,0.17396856582872233,89.46904032682431,8.602067835582132e-08,1.0160623761524372e-05,62.46816703998562,108.03550677066555,4.0498205679900175e-06,1.1039975475364905e-05,2.3477668901412846e-15,-1.376014036676946e-14,2.289526522294753,298.36065944844904,5.694761469276154e-24,2.6340133481196645e-22,1.2312235314123864e-22,6.4186241526742205e-21,24.849806994249803,35.00392680406955,0.004321254169695892,0.00018021561095418043,0.00032714537368205767,5.2442012869797625e-05,0.0,5.971970296557803e-05,4.64701146531962e-05,3.304959845379477e-12,-7.525550527888204e-15,-2.815198851231437e-12,-2.2666634936055477e-15,9.793116298636881e-06,2.417960114925502e-07,3.388420587195333e-12,-9.120435379537128e-13,8.03506275104117e-15,3.4374291800678575e-12,3.5852998352665523e-13,30.00000000000036,-4.964291871989072e-13,-5.316626542807358e-13,-5.649144306157492e-13,-1.2009051197153634e-21,2.499999961025257,3399.9999999904776,5.277781617659304e-14,2.0696807498902477e-08,1.344690969648208e-13,-1.3448879098851306e-19,4.5446866964302946e-11,1.8386922107721792e-08,9.281807998543382e-08,7.328862983509178e-13,7.00261368914551e-14,1.0000000000016738,1.523133358647632e-12,-4.643715134947037e-13,1.7155931037659746e-16,-1.4171584441247605e-13,32265.790317151444,2599.999999989861,-1.4940142878328953e-14,7.173315350271186e-09,-2.707880898206994e-16
1600,586.208501791114,815.3983315860869,-6.503765386576363e-13,-2.3090907755977928e-11,0.14504232874695397,19.820216055304055,1.4485895763704225e-09,1.868665868694995e-07,0.3579423478414298,9.628658471950702,0.0016966017185457245,0.09775208848933191,0.007383550215096678,0.6909897633499154,7.359599525716611e-11,3.982138718866543e-10,0.9547434699437892,89.76213220459799,8.039087759054928e-08,1.3942533882340499e-05,62.36359854961145,106.90548134875725,4.548595527773215e-06,1.7513804405653364e-05,-5.383661176184981e-15,6.345867373451843e-14,1.7575191059261566,297.6278227457671,-4.9649258537367e-24,2.235709309962288e-22,-3.357565331550584e-24,-1.3781853325148097e-20,25.023168382107446,35.267219868369935,0.004307793189579554,0.00019334974642156875,0.00035851925853550134,5.695776404073325e-05,0.0,6.127211427138666e-05,5.1294906945018036e-05,3.151996324725228e-12,9.394325051801133e-15,-4.961752421739975e-13,6.5425539349018245e-15,8.52460351118164e-06,3.423929642040844e-07,-8.777500374318553e-13,1.003538535576997e-12,-1.2712186937325868e-14,1.0628494794438206e-12,3.4541360533543905e-13,30.000000000001407,-9.133011358348576e-13,5.883646567049839e-13,-2.108835026730855e-13,7.29096946588196e-22,2.4999999344309694,3399.9999999772685,7.88414229371506e-15,1.1851629492950342e-07,1.0936647471627425e-13,1.7659898996719001e-19,8.679623056977381e-11,1.1199584317683253e-08,1.308427577314512e-07,-7.049508338565842e-13,-8.437552714468341e-14,0.9999999999984112,-1.639093669599126e-12,3.28914748879068e-13,-3.556010342989395e-15,1.417730170374391e-15,32489.49661856717,2599.9999999950574,-1.2289623709469294e-14,6.386075680881454e-09,1.6077434428399797e-15
1700,587.8357483934286,822.0263133906357,-2.855757588933534e-14,9.187659782577164e-13,0.2514991229893877,19.874342170615364,1.3315566655231736e-09,3.22558015370351e-07,0.3442235395688299,9.649755499282202,0.0007803718308062216,0.09763073599839402,0.0035074447857228364,0.6943425364598448,5.847685599557915e-11,2.613810826243041e-09,0.7499398004701608,89.70877247380022,1.0777351692694782e-07,1.4516864879384181e-05,63.29326957761505,106.96866776300065,5.006038968350276e-06,1.851259931414684e-05,-7.58844706045762e-15,3.1066785320900045e-14,3.6533533357477177,297.42650419020214,-3.0239786102873537e-24,-7.485948845108059e-23,-1.7407765946320238e-22,1.4693530896551777e-20,24.730879044898437,35.310323047157006,0.004269481851516161,0.0001984666422406983,0.000373505689234678,5.7704083256827236e-05,0.0,6.511745499524872e-05,5.357254817538291e-05,6.765539781691022e-12,-6.951802466405407e-15,-7.150567799292934e-13,-2.102034456900218e-15,1.065805420952602e-05,3.6915635932702034e-07,4.167788971926516e-12,-9.059337446840609e-14,5.1108718678302466e-15,5.3548915231563785e-12,2.0354665096121407e-13,30.00000000000175,7.308387302627879e-13,5.782751847219093e-16,-3.300561010709412e-13,6.919300982377149e-22,2.499999891674653,3399.9999999812976,-1.5163389273714515e-14,1.4965012781812951e-07,5.45686978042296e-14,-1.353096042346397e-20,4.839219620173526e-11,2.256983856510166e-08,1.4345887031903265e-07,8.767651049988395e-13,1.052467583900796e-14,0.9999999999979725,-1.0028561625452567e-12,-2.2419942759861358e-13,8.63314952757824e-15,2.5404738451124996e-14,31873.605506563013,2599.999999992952,1.0775441945529987e-15,1.2181821460620835e-08,-7.638718156491995e-16
1800,585.1568615417838,813.8775607578317,-3.9055692222729785e-13,2.077788758076308e-11,0.10253616060246944,19.909656874469498,3.623349713503352e-09,1.844281141162987e-07,0.4242533241281472,9.604965626000363,0.0008525361297631277,0.09770884579850306,0.001357708526767397,0.6921985428836971,3.370984879866964e-11,5.885394297761938e-09,0.11586010520659973,88.92500019660852,1.2181693172208248e-07,1.7840638542561293e-05,61.970567604114756,106.72471418759177,6.202915021579738e-06,1.7759170305311744e-05,1.2137230748716242e-14,-1.779555412949205e-14,2.509520670129442,294.99283915025194,3.1329367501316044e-24,4.390671540339042e-24,1.6674148025392922e-22,7.401631150152965e-21,24.63284902074585,35.221132655636495,0.004175979082543163,0.00021872075468651336,0.00039792900379724284,6.485980710491897e-05,0.0,6.825862658776424e-05,5.762305352867603e-05,7.562463502777208e-12,-8.429630280962497e-15,-6.349203481028112e-12,4.200596761369075e-15,1.3508565482527537e-05,4.230010234155945e-07,-2.640893980974092e-12,-5.26089881463888e-13,-1.6739597738004567e-15,-2.210066021773084e-12,-5.648614593758587e-13,30.00000000000123,-4.4101941100691414e-13,4.081427893762254e-13,4.972486996199294e-13,-2.5061988115830665e-21,2.499999856724211,3399.99999997146,9.685561184859833e-15,1.3200879197079585e-07,2.635413488501459e-13,-1.2095084021914941e-19,9.006111470524321e-11,3.2146392470622935e-08,1.7355100267109994e-07,-3.3282628229032953e-12,-4.225130895579583e-14,1.0000000000018525,-1.4614420300312589e-13,-2.2861541723916675e-13,-5.133532467153651e-15,-1.2034244525584325e-13,32635.91762633187,2599.9999999886822,-1.0339449081545056e-14,8.478230244401201e-09,1.156790527106195e-15
1900,584.4301874058705,816.9555488566357,-3.1917887373151537e-13,3.541573799805152e-12,0.15193721213671146,19.840210729780498,3.098511356502071e-09,3.3039376701242633e-07,0.40708064764583957,9.655321250336222,0.0010438790868194721,0.09796003884470013,0.004598886685190162,0.6968071552915216,1.238012045898597e-10,4.223352563928785e-09,0.525468329139523,89.9223399299512,1.2864894906922104e-07,1.794465930396534e-05,62.427480925326726,106.70095676537312,7.573874391199646e-06,2.075567369728506e-05,2.2234745873477268e-15,-4.662177214566e-14,1.624252547667854,294.9157907994434,2.800097039988043e-24,-1.4659346231839251e-22,9.369878683574105e-23,1.6553207235966496e-20,25.07293685972222,35.08613160741758,0.004186089197084618,0.0002270273743116676,0.00040683098679137545,6.630166040427955e-05,0.0,7.013030253213119e-05,6.390382533220151e-05,7.23699256897824e-12,4.316818385990072e-15,3.670834818216265e-12,-2.663198819390724e-15,1.5743759169775118e-05,4.0526814063213487e-07,-4.2525886822603385e-12,-2.658809040747688e-14,7.171108567081295e-15,-1.672902836684137e-12,-3.7611409620042956e-13,29.9999999999998,6.264701525265993e-13,-5.037866622611447e-13,7.078367916247219e-13,5.623564569729814e-22,2.499999868224926,3399.99999996592,-9.827332203429493e-16,1.438338435245757e-07,1.204807350357856e-13,-6.198879964296559e-20,1.0433498185801689e-10,2.5625971218008286e-08,1.7487797521346032e-07,6.394547356394125e-12,4.5625175078935916e-14,1.0000000000011198,-1.3995311950579402e-12,1.3414818866960247e-13,7.556515290590793e-15,-3.4270098530940774e-15,33075.04598219868,2599.999999986038,8.116827848655441e-15,9.296574011403698e-09,6.405823383782489e-16
2000,579.9668410611906,810.1509973495034,-6.938009189291979e-13,3.116093101317935e-11,0.29626662963117767,19.79772780853089,2.981564012286879e-09,2.3581124908220322e-07,0.4497261765724614,9.563615502982861,0.0008426155392157215,0.09807218692238799,0.00906724545373866,0.6988188023127553,1.310674226885781e-10,5.403821473497545e-09,0.3159130516148976,89.91580803301513,1.5586647572907586e-07,2.4157390756648704e-05,62.156266724000076,107.14061364325654,7.284613936362455e-06,2.397612321806051e-05,9.698956802733692e-15,-6.018543100743143e-14,5.685125962252426,296.5330594317534,-3.16545290313276e-24,-7.498731523627433e-23,2.0922998232935624e-22,-5.29419316026454e-21,25.102208265250816,35.36283892933353,0.004118690832379599,0.00023133537490661033,0.00043766647685834905,6.980060688616809e-05,0.0,7.131453662164983e-05,6.79862195547524e-05,8.51300433623723e-12,-4.80117967796741e-15,-2.4781218889168774e-12,1.7583493398134293e-15,2.2534158074749042e-05,5.440765507004683e-07,-1.7216532481343372e-12,-4.620573572862776e-13,-1.996705891953259e-15,3.6078021374792943e-12,-1.0716525644756313e-13,29.999999999999734,-3.177522238520778e-13,6.880107944670501e-13,-4.569145404213491e-13,2.5213546345950814e-21,2.4999997846501274,3399.999999960775,-4.6658182456196475e-14,1.5022345688803855e-07,2.789510402091163e-13,-5.3110413691508706e-20,1.5197246504890422e-10,2.995786562592151e-08,2.1400107042962734e-07,-6.156890416508138e-12,-7.839397292607673e-14,0.9999999999978245,1.5591145423869845e-12,-1.0827200581291198e-13,7.951012484260626e-15,-1.6651552207711747e-13,32884.90017090969,2599.99999998369,1.3771196205707235e-14,1.8078445905970344e-08,-2.390132593786517e-17
2100,584.4522894287777,820.3457565372335,-2.980101265473186e-13,3.0017911526011085e-11,0.18943555726183123,19.9596000806059,4.405326444359653e-09,6.158882636642888e-07,0.405745215669911,9.579915381308375,0.0011182677453894882,0.09856050976277823,0.008441575801821904,0.6922068947186879,1.5282825360916157e-10,5.648405899833421e-09,0.8480896516977161,89.2921601014534,1.6815897029737973e-07,2.614160513783416e-05,61.92584162450992,107.67300155167686,8.76912429579363e-06,2.591849481466604e-05,-1.1865373807643973e-14,8.120718563326375e-15,1.9305931199727306,295.65228984591545,5.6681449155342444e-24,1.0930833718257707e-22,2.548976773908073e-23,6.569460511936904e-21,24.828336420107142,35.38745656882937,0.004077107229880169,0.00023768190039608945,0.00044504503656732033,7.620045436607144e-05,0.0,7.778217525379166e-05,6.737243469675525e-05,1.1374401338523741e-11,7.135544415529835e-15,-8.971075140800622e-13,-3.677932330926455e-15,2.5196265418919018e-05,6.252368532385895e-07,2.6913464351874185e-12,1.0303077461601298e-12,-3.200443964582162e-15,4.401310325285733e-12,7.058940587688203e-13,30.000000000001677,-7.626217769391839e-13,6.414569287916754e-13,5.431896801188914e-13,-8.227086331014801e-23,2.4999998197885085,3399.999999950996,2.6422971564163508e-14,2.3947824883662394e-07,2.512814125408986e-13,-1.0194363257247406e-19,1.380890215171433e-10,4.796708372486174e-08,2.28465487158194e-07,4.39434057928604e-12,-1.103326162695807e-13,0.9999999999983884,-1.452605967200839e-13,4.3319573136472933e-13,-3.74453524883761e-15,-1.1932231477910765e-13,31689.159972544006,2599.999999976934,4.849618123305247e-15,2.2588190488588835e-08,-1.2502023737685048e-15
2200,586.8235044902983,822.3357444062151,7.34012208630914e-13,-1.0153739998363589e-11,0.20961674568148214,19.745475571711978,6.6751634649303216e-09,6.375904708019346e-07,0.3785488428754088,9.649061968171354,0.0018235406614752368,0.09816773203231319,0.004471512841371563,0.7003965355852336,1.633269001455145e-10,7.23018160854117e-09,1.0807030429592817,89.31157279665373,1.7122419503237886e-07,2.7204583984481584e-05,63.41364362935195,107.12794257913175,9.111906311663125e-06,3.0103093980128838e-05,-8.628882458389887e-15,-1.1862513972232668e-14,2.6598979734427575,297.0562534433024,-2.2630998232088026e-25,2.97109814352677e-23,-2.1018183053018773e-22,1.9627780737193158e-20,24.659191386474266,35.1433225980243,0.004070434475812528,0.0002507622649351842,0.00046961018343188646,8.026000423480013e-05,0.0,7.962343930613934e-05,7.3968845458746e-05,1.0546064552921702e-11,6.2054087891124536e-15,-2.0768231523620714e-12,-4.111819761172443e-15,2.4436499194035458e-05,7.028523498593543e-07,4.005836025640547e-12,9.563123303237018e-13,1.5763086752175374e-14,-9.97248973092535e-13,-2.497064122180762e-13,29.999999999998277,3.3396621159207383e-13,5.01368203527684e-13,-7.387289665429419e-13,2.426595871520458e-21,2.4999997272811485,3399.999999951997,4.316877431948993e-14,2.1642457183816852e-07,1.3411788158630178e-13,1.6812502301572074e-19,1.6139590426315562e-10,5.0209215008803924e-08,2.488939377316649e-07,2.661291991464048e-13,1.8698208245245274e-14,1.0000000000015086,-1.2961436022036732e-12,-4.146098147159201e-13,3.554237358435823e-15,-7.232636348837972e-14,32836.84560213917,2599.9999999790325,1.6939967684929048e-15,2.0454881524241395e-08,-1.1972172282585364e-15
2300,584.4961194553397,822.0838871621942,-6.545817051504096e-13,-4.823612672597954e-12,0.21119579009192788,19.832972459106934,6.815140565691646e-09,5.941942317342471e-07,0.4454969717410231,9.599510702849546,0.001874301729016141,0.09759116362140512,0.0030184288849243214,0.6941546725438729,2.1553547682346462e-10,9.674131524983857e-09,1.1337563966121085,89.77202476517455,1.99524949974619e-07,2.9943232718291202e-05,61.9189404685605,106.98144715771147,9.83204391010009e-06,3.175124987096662e-05,2.9637806919948708e-15,6.715430877732735e-14,2.12827630746317,295.10162310128646,-5.175449732063244e-24,3.6394102924980405e-23,-1.6807048150708233e-22,9.35816175295663e-21,24.62519816411418,35.39394676212616,0.00401864177200283,0.0002593736253087872,0.0004859300039431749,8.352353509215554e-05,0.0,8.092213517641498e-05,7.91954022396174e-05,1.2457181821895178e-11,5.163818545437133e-15,-3.3970853934725976e-12,-7.741842347566675e-16,3.15671928017198e-05,7.448888745894574e-07,-2.1535399341490094e-12,-3.528660320075528e-13,7.17206864549679e-15,7.556780463092434e-12,-3.139048332541823e-13,29.999999999997964,1.294518841640288e-13,4.0096495623166417e-13,2.160020258569891e-13,1.0358478486385086e-21,2.4999997059634693,3399.999999945915,6.09942910941129e-14,3.064471152926237e-07,2.2985253711329647e-13,5.875336239155471e-20,2.5468112739716046e-10,6.577096497584162e-08,2.7010615731532057e-07,-3.612248993853971e-12,1.19433561690333e-13,1.0000000000012141,-2.969321973345088e-13,2.4470042150650845e-13,-4.917494816642722e-15,8.944158720630765e-15,32982.02921344198,2599.9999999747793,2.5190918799101453e-15,2.291008788495752e-08,1.315065854350315e-15
2400,587.9577594114987,820.0466300241894,-2.4273439238416086e-13,2.1053350995654885e-11,0.20389209461279487,19.807217933281088,6.3896043960748345e-09,8.621914472633119e-07,0.4460885047227812,9.605332550694907,0.000985260598904098,0.09762448695459752,0.0049116703125119425,0.6909374118237259,2.032427604199442e-10,1.184705739970327e-08,0.06991774855743549,89.30471644314198,2.0579613412949292e-07,3.300530476670772e-05,62.807446430957754,106.77857025933632,1.0880695704542582e-05,3.803658439278343e-05,-2.3499548905051153e-16,2.922134266213171e-14,4.515450013190776,296.13263444015877,-2.8211399659049257e-24,2.503743829321702e-22,-1.9241183554187337e-22,1.4159314730028467e-20,24.757140858886448,35.09318247535128,0.003966234297318313,0.00027575020632878734,0.0005147137414336794,8.516976398222014e-05,0.0,8.637227694997372e-05,8.449642314292364e-05,1.612494603569148e-11,2.297262450382735e-15,9.98282982397037e-12,9.949879456314615e-15,3.301426956627434e-05,7.794038879792701e-07,5.761812164217387e-12,-7.515118123977012e-15,2.412274649476966e-14,-1.0319185544203977e-15,1.4105196211524695e-12,30.000000000000796,9.560336882088752e-13,7.068879983804994e-13,4.787424861108836e-13,-1.362971448836071e-21,2.499999702555546,3399.999999939984,2.0213717897630495e-14,3.3930181193633355e-07,2.2041412706126512e-13,-6.143358526384865e-21,3.006640320369863e-10,6.686055029472958e-08,2.9445778467733134e-07,6.9006160893825555e-12,-2.110525154849035e-14,0.9999999999978566,1.6549603730572903e-12,5.510945364338826e-13,-3.155075518153941e-15,-4.720102442848034e-14,33161.06566189844,2599.9999999730617,-7.963237651512795e-15,2.8029708847995302e-08,-5.909675022357636e-16
2500,579.9379907027952,818.6507077045293,-2.1405942926096154e-13,4.4169308982060084e-11,0.26149345857706735,19.747090703212454,8.834744459077245e-09,9.458560109418232e-07,0.4398750410254474,9.62459274038209,0.0011601862694767286,0.09812571055293741,0.008650444333162158,0.6976001790919458,2.9511498012582517e-10,1.3660294777150844e-08,0.9359259438650385,89.60637191963889,2.2763590719324596e-07,3.7478449043350954e-05,62.367972222012426,107.98180259612492,1.3263036253989584e-05,3.781962775820422e-05,1.0151256144816296e-14,6.952941802542293e-14,3.6383422175745777,295.9986246402526,2.982343446111022e-24,2.1450490549370605e-22,-2.19800971942238e-22,6.44788576062696e-22,24.734159079531338,35.38280311547083,0.003944462508864771,0.00027587439240203275,0.0005336078541003939,8.63379891579896e-05,0.0,8.669613439025642e-05,8.855045794991213e-05,1.8733704582744194e-11,7.462187991079284e-16,-1.2909519420500025e-12,9.425222457254009e-15,3.604456354239629e-05,9.442060126987714e-07,5.151102372961187e-12,2.377710427865584e-13,2.1761674691018975e-14,9.047809177491846e-12,1.5783905151180153e-12,30.000000000001315,6.108647394358614e-13,-5.318426511284513e-13,-9.747012924205921e-14,2.4920488842082413e-21,2.4999995810316045,3399.99999992951,2.0170601937818534e-14,4.0715738409643225e-07,6.036806291690644e-13,8.744361843762688e-20,3.260811894529543e-10,7.43392371886803e-08,2.982523353156862e-07,4.661833071125507e-13,8.005341703955072e-14,0.9999999999989877,7.19403953594295e-13,-3.85389678398111e-13,8.289901439201355e-15,-8.858432505285281e-14,31539.953597301428,2599.9999999671622,-4.5568326661481175e-15,3.6611909972230344e-08,2.196391747004454e-15
