miliseconds,II_f,II_l,mIIa_f,mIIa_l,V_f,V_l,Va_f,Va_l,VII_f,VII_l,VIIa_f,VIIa_l,VIII_f,VIII_l,VIIIa_f,VIIIa_l,IX_f,IX_l,IXa_f,IXa_l,X_f,X_l,Xa_f,Xa_l,APC_f,APC_l,PS_f,PS_l,VIIIai_f,VIIIai_l,Vai_f,Vai_l,PC_f,PC_l,TF_l,TF_VIIa_l,TF_VII_l,TF_VIIa_IX_l,TF_VIIa_IXa_l,TF_VIIa_X_l,TF_VIIa_Xa_l,TF_VII_Xa_l,IXa_VIIIa_l,Xa_Va_l,IXa_VIIIa_X_l,V_Xa_l,VIII_Xa_l,IIa_f,V_IIa_l,VIII_IIa_l,Xa_Va_II_l,Xa_Va_mIIa_l,XI_f,XI_IIa_l,XIa_l,APC_PS_l,APC_PS_VIIIa_l,TFPI_f,AT_f,IIa_AT_f,TFPI_Xa_l,TFPI_Xa_TF_VIIa_l,APC_PS_Va_l,IXa_AT_f,Xa_AT_f,VII_Xa_l,V_mIIa_l,VIII_mIIa_l,TM_l,IIa_TM_l,IIa_TM_PC_l,mIIa_AT_l,XIa_IX_l,LIPID,alpha2M_l,alpha2M_IIa_l,alpha2M_Xa_l,AT_XIa_l
0,1405.3091019142253,-3.9654704607081186,3.428859937660218e-13,-2.270024667678119e-11,19.957883626134535,0.08311312063395218,-1.5104524454130517e-09,1.5721658334750609e-07,9.954235869081149,-0.027856211894374792,0.0996232340787595,0.0005585338541596977,0.6981882495288938,-0.004590440856069718,3.1476122224332934e-11,7.747612851804091e-10,90.14496378240783,0.5682401349984032,-7.147760282750864e-09,-1.515400961582328e-06,169.44952155589087,-0.42068844872346817,1.8566979369284416e-07,-2.287235549176797e-06,-4.245331887963846e-15,4.108166099227619e-14,298.33043216185314,-1.0898052042369133,-8.772090241355485e-25,2.9944326864395114e-22,1.80244278643981e-22,4.58238648631069e-21,60.06694629432809,-0.21457483759792617,0.005017863225290585,5.674533105292968e-06,8.41615424426553e-06,-2.0128703571719974e-06,0.0,9.801700021397558e-07,1.7788316696214876e-06,1.4926686479308448e-12,-2.781536271571603e-16,7.97354916630282e-12,-3.13801616150331e-15,-2.2473900872225397e-07,-5.85013007047993e-10,-2.8978119992829763e-12,6.579299936359873e-13,1.7677534997455683e-14,-3.629449146574442e-12,-8.066410984784136e-13,30.000000000001382,6.14242496975829e-13,-3.995000830687571e-13,6.526655267841906e-13,-1.3664977437486158e-22,2.500000031642951,3400.0000000068903,1.7857874159817385e-14,-4.8538021848906377e-08,-4.0924119121096416e-14,-8.615745847113076e-20,-1.9079321918299616e-11,7.708205502675689e-09,-4.132282269334434e-09,-5.077869583689825e-12,-8.516366376305177e-14,1.0000000000007165,-1.4094298063378866e-12,9.029305017771238e-14,-5.5707062942049466e-15,1.1913563349415462e-13,170412.18985778245,2600.000000001317,-1.52446800161845e-14,1.0807285302796908e-09,5.368294316521075e-16
100,946.0358526494344,448.88797390453095,2.092941997363031e-13,-2.890930037752907e-11,0.16028595275942753,19.890931765014113,4.014573494278786e-10,3.1456582981602297e-08,0.30700215179026014,9.753344162588157,0.0016083845792070912,0.09794555784466931,0.0026501776695394023,0.6883441637413213,1.84762406149137e-11,-1.8165120858443496e-09,1.2083060154917107,88.68121982321732,-1.0700114538863531e-08,1.9665151867055534e-06,74.09108106846836,95.2701811547929,5.993095234566083e-07,1.0748313571661085e-06,6.453841151901038e-15,1.6385738351908702e-14,5.684640218301119,294.46382119544285,3.214421307745386e-24,-1.5676334677336705e-22,-1.9388387583870438e-22,-2.51231365053603e-20,13.869701767157212,45.675514761231064,0.004975978157469027,1.3818248824092829e-05,8.468251329121774e-06,-1.7374764085319433e-06,0.0,4.145419316392592e-06,-1.7485478507961978e-06,7.401723011379525e-14,-6.831139501237511e-15,-6.928060786770045e-12,-3.067237600085866e-15,-1.1594737300114469e-06,2.2516257779173757e-08,3.7418906847123e-12,-3.2914901275308477e-14,1.9678103877037248e-15,2.13091304177826e-12,-7.692904016958612e-13,30.000000000001638,-6.190567991129192e-13,-4.3707815787294415e-13,-2.6871659048754033e-13,-1.6415923993541806e-21,2.499999957166709,3399.9999999993806,2.777228874474722e-14,2.0315468175598057e-08,-6.01560591474056e-14,6.705778310898394e-20,3.270639064134871e-11,-1.7991146561893666e-09,4.733692693837204e-09,-1.3246085940686398e-12,-1.3209767955386354e-13,0.9999999999989057,1.4520295176158541e-12,6.561314106116802e-14,7.022683050678506e-15,-5.758731388409619e-14,68493.3638250238,2600.000000003256,-1.716370452301331e-14,-2.2439981450052795e-09,1.73818587697794e-16
200,783.1895237708547,619.415260764581,-5.967071427511846e-13,2.4646686680316375e-11,0.13069538375931378,19.976022976298818,-7.2327442810960196e-12,-1.7789565467684178e-07,0.20840242085712674,9.712513437607923,0.0003044519266042078,0.0988316239643247,-0.001946858128792684,0.7010440355919013,-4.302965781898949e-11,-1.8509417259024842e-09,0.019956565292971296,89.98312141476264,-4.4139001148583826e-09,-4.049069043763008e-07,56.0079312896106,113.21319756595899,-3.021653654948322e-07,2.50180999593169e-06,-2.5732520360455525e-15,6.050174281541354e-14,1.0899621927530108,295.93913545736063,-9.449599810057593e-25,2.4711800625459303e-22,1.8919827365314353e-23,-2.7012036328165363e-20,17.67728478361786,42.48760296573388,0.004917948845199881,3.512385326434046e-05,5.425361305327095e-05,4.744269032949768e-06,0.0,9.320675542561773e-06,2.6266702202309085e-06,2.5522035735364927e-13,-7.29277059483605e-15,2.88051894068241e-12,5.643621653774664e-15,-3.183106552351383e-07,5.258024576013439e-08,2.3879781503082692e-12,-5.157461605387244e-13,1.0747467224832272e-14,3.9110993018250075e-13,-8.642401291588572e-13,29.9999999999986,-8.02666885294087e-13,-2.3608005918708816e-13,-2.8857277502392077e-13,1.6217706973946616e-23,2.499999988447466,3400.000000002926,-2.342848536979554e-15,3.641682579438567e-08,-6.3824047966655856e-15,-1.2709178768685507e-19,1.1973009624903625e-11,-4.5184105538739255e-09,-1.6574437508270746e-08,4.334500851478714e-12,-5.137138494606476e-14,1.0000000000016669,-1.1190404694956889e-12,1.5223921868958468e-13,-7.32019119425954e-15,-3.6919972669292476e-14,51017.35093888715,2600.000000004428,3.861589964012597e-15,-3.917912458289584e-09,-1.107532737208244e-15
300,701.561152100018,692.7607754837334,2.0546199157557431e-13,1.7097562922063236e-11,0.024348806532376574,19.8310610990509,1.4211301484348356e-09,9.25830893239513e-08,0.23104770129017838,9.784673182284935,0.000939028505628552,0.09866003417177617,0.0022553647317184082,0.6983637038912107,-2.018811075099755e-12,1.6113493073257204e-09,0.35727341898268533,89.91748200272849,1.1435958936721311e-08,9.590717200686446e-07,53.08269941294633,116.66439959470799,6.840148048016597e-07,1.3530519089724746e-06,-7.67394354212878e-15,3.0727829634671426e-14,4.636340356727898,297.9533154570877,3.3737094835215476e-25,1.3654141921650335e-22,-4.2657294647305446e-23,-6.177959569663302e-21,20.42464963604469,39.738096201246506,0.004836365247032519,4.432605817020543e-05,6.0906578423777e-05,5.583148400783942e-06,0.0,1.658591991128821e-05,6.09820143803899e-08,1.8914334320174818e-12,7.235033608826773e-15,5.166080683422208e-12,5.959162761672128e-15,2.512244701504397e-06,3.9689694413833294e-08,-2.741584645563257e-12,-9.544261172877448e-13,1.0884117517639855e-14,1.200671892965481e-12,-3.671887887414284e-13,29.999999999998256,-9.012551776754438e-13,-2.2088812122562445e-13,7.975725648379446e-13,1.3402161331778585e-21,2.500000037585203,3400.000000006104,-5.185122472288482e-14,-4.451123031540009e-08,1.5187157364339029e-13,-1.0529909016928589e-19,2.7634685507330163e-13,1.1452805315768413e-09,-7.06873196171405e-09,1.268840322095073e-12,1.0537280862394244e-13,1.0000000000010305,-1.0086455802298185e-12,-4.152441359874283e-13,8.641620412023569e-15,-5.296901176257769e-14,41976.0755232888,2600.000000000381,6.464112308551564e-15,-6.653932314243257e-10,1.785924900649199e-15
400,651.6876180220492,742.4355707469953,-6.11398456868645e-13,3.6319948091849534e-12,0.1625767264138718,19.744134394460467,-2.3581710290564657e-11,-7.227056763720862e-08,0.29713899298925356,9.730990955745972,0.0016259617825431804,0.09909495769894736,0.000736328286791287,0.6934539388010212,5.441803185671067e-12,-7.043604469971939e-10,1.1166772828167502,89.60598650960866,2.050007956324283e-09,2.0735577291289356e-07,53.041640630285315,116.10129588292504,7.626670834853717e-07,2.520310020553731e-06,1.609405218115833e-15,5.164420082056616e-14,4.384020387073785,298.33980385367937,-2.7589790505685624e-24,1.195250608650177e-22,1.7743752717963687e-22,1.1987992980601351e-20,22.124725746948954,37.91524019671137,0.004821359293376874,5.686904909477207e-05,0.00010212585268774648,8.028183120049503e-06,0.0,2.0834491960873553e-05,2.071069150030459e-06,-1.3545804125436993e-12,4.686614132800756e-16,-3.226900784461147e-13,-5.698218712703897e-15,-2.2048904890865566e-06,-5.4513132968026795e-08,1.6951050816009841e-12,-1.0340795860195543e-13,-1.8794613297383144e-14,6.060590887728226e-13,5.778640562169789e-14,30.000000000000504,8.260226288221641e-13,2.295857837751228e-13,3.0166804555949747e-13,1.0368161983917796e-22,2.4999999829303854,3399.9999999971596,-1.1263768738386365e-14,-3.4707713147320186e-08,-1.1344254496991988e-14,6.944752500851996e-20,3.362988621492846e-11,-7.67817252777102e-09,1.886943402537558e-08,1.3024084328917958e-12,-5.5904942049172875e-14,1.000000000000444,7.945572963906238e-13,-2.7794238904010215e-13,7.420184101600441e-15,-1.6629436819237994e-13,39078.40578096817,2599.999999997911,-7.088950951111268e-15,-4.149208938594434e-09,1.987581942177811e-15
500,626.6521513326937,766.1795442056089,3.768625593714328e-13,-5.044215529769182e-12,0.041714371589825314,19.885358363793905,-1.3561312325734658e-09,1.0213465402651308e-07,0.37480035070000634,9.67617665032289,0.0015376725639977666,0.09855982178945825,0.007504340424663817,0.6948544582707361,-3.6858046624550345e-11,-1.39063993257693e-09,-0.020650331011815015,89.37187465412129,1.8121524429436382e-08,7.789338270668367e-07,55.48118695465713,114.04080446609098,-6.042112808931115e-07,3.0900003667248628e-06,8.958523935993515e-15,-1.3991741515699043e-14,3.795366867496972,296.8676718549838,-2.0248899663338118e-24,1.17898681248278e-22,-1.15625782286887e-22,-8.31024951721402e-21,22.968415643363365,37.08175998101121,0.004744134847149615,7.832546939444937e-05,0.00010800545813755776,1.1506523902423097e-05,0.0,2.420980170300463e-05,6.123760709029247e-06,1.0394586505176896e-12,3.599993699767012e-15,-2.9607258173058152e-12,3.3838086809759305e-15,1.7008584199113197e-06,-2.4385172721691745e-09,-9.57466429658428e-14,5.323063977757234e-13,-6.5826425251908305e-15,4.52550938338068e-12,8.825767913625181e-13,29.999999999998874,5.828082184142251e-13,-1.2227258565795533e-13,-6.972980155694308e-13,1.8891012554150956e-21,2.50000002879562,3399.9999999981983,-2.9928912138864856e-14,3.892793323752131e-09,9.390158077727031e-14,1.1346524127434246e-20,1.0541828721721339e-11,6.975897333837157e-09,2.5318046565646197e-08,-8.739120830676979e-13,-4.9200062195934996e-14,0.9999999999999224,-6.513298240365408e-13,4.639214875651345e-13,-7.078586285263339e-15,-3.632205102176223e-14,36142.866846882745,2600.000000002744,-5.221175936382375e-15,-2.560575258845342e-09,-4.366515368858022e-16
600,619.1360951566254,787.7816535808056,3.1263909687019656e-13,7.808556024461059e-13,0.09480676432760816,19.912263417063834,5.040914210477274e-10,6.287312894733661e-08,0.30414901032980424,9.63438949108808,0.0015524588142732361,0.09920038394423406,0.008558559232209786,0.6926294909186314,-3.061775119941302e-12,1.6098546526854807e-09,0.17230682632259264,89.62300625060043,9.053835740939071e-09,1.5339458950254432e-06,57.22797487130437,112.23939917003972,5.003959604230337e-07,9.57155105446971e-07,-1.0847085977437583e-14,-5.705782238564762e-14,1.776774069388411,297.52085477440573,-2.6664647489104036e-24,1.0053281154705912e-22,-1.3156310648706535e-22,6.649687298437756e-21,23.45485078722235,36.35642861275145,0.0047416935014809175,8.61933288129892e-05,0.00013939106041574177,1.69885574532662e-05,0.0,2.938047917960748e-05,1.0452776443102247e-05,-9.281550178987646e-13,3.443927873615959e-17,1.4041655610432234e-12,-3.4213864162711796e-15,-4.6390099363205685e-08,7.24726885901732e-08,-3.0700618684054704e-12,5.368270299265895e-13,1.4196346866735448e-15,5.78091751543634e-14,-1.9579365528065793e-13,30.000000000000252,-9.38444183697314e-13,-6.123224966536409e-13,-5.914012101075872e-13,8.438297870732036e-23,2.4999999912943327,3399.9999999914194,-4.210561877502404e-14,5.175157384869848e-08,9.586283613022028e-14,-1.9070430378606014e-19,3.9166146296804557e-11,-9.650365275224216e-09,2.9494033267173154e-08,3.701482833135692e-12,2.377751080057008e-14,1.000000000000649,1.4073093289242476e-12,-4.436242562319179e-13,2.1704722042164615e-15,1.4582368633912515e-13,35312.88024858009,2599.9999999955244,1.5617904632671062e-14,2.367655417194989e-11,-1.8017631926545912e-15
700,606.9266373913451,793.691831637052,1.2697360364830387e-13,2.8055199230267656e-11,0.2917448732008452,19.75572971485375,6.53839981253865e-10,1.5136143741322523e-07,0.39489231204645386,9.610571466685224,0.0018042414148909743,0.098070825520399,-0.000624371882946605,0.6944403313251697,-1.9918894426363137e-11,2.0540318356683133e-09,1.0642196645254614,89.31219958606793,1.1213205766868245e-08,3.044438643765727e-06,58.47827391027403,112.02144436673353,5.99009317736728e-07,1.059915556005149e-06,1.1732430586808689e-14,-4.7691614111224985e-14,3.4652541520009112,297.6968488506147,2.085061577793249e-24,-2.4952526511108062e-23,-2.0541995265759583e-22,-1.6663390209378538e-20,24.109822913723765,36.00479662947453,0.00469592000983834,0.00010138281340396437,0.00015468318637016206,1.837194234606324e-05,0.0,3.258290890172431e-05,1.4648293791019415e-05,-1.2387168204013728e-12,-9.546390052769288e-15,-4.224648455604309e-12,3.5753071409265036e-15,8.598671908069537e-07,8.15461664590278e-08,1.5316671622433663e-12,-1.2501209793421468e-13,-1.5396202130790732e-14,-4.552752842406815e-12,-5.018493789263746e-13,29.9999999999984,-5.967931846911667e-13,-2.0181381472196147e-13,4.003563391489717e-13,1.0407052001347696e-21,2.499999955717542,3400.000000005925,2.3983026027362016e-14,3.554950790546396e-08,-1.8088231814689156e-13,1.649958393608544e-19,-1.7864347440357485e-11,-5.629280507926957e-09,2.6462789991161234e-08,3.6659155266253255e-12,-4.3628442227386426e-14,1.0000000000002636,-1.4803233820951569e-12,-3.3774688305264877e-13,4.682391485689879e-15,1.5617104971684655e-13,33362.20967499245,2599.9999999976462,1.6383621792684066e-14,-1.3689573673038702e-09,2.135660135474717e-15
800,595.7346581727683,798.6387781743588,-5.719331273997362e-13,2.606009672956803e-11,0.29704683615087146,19.85960125835063,-6.634817690117874e-10,1.8497472968753405e-07,0.33766838347048966,9.60745182402082,0.0009268852940028996,0.09783749273042902,0.008824805703139956,0.6943526413406801,1.328559729631762e-11,-4.5084983033327124e-10,0.9696353217448546,89.590820861702,1.754238043011053e-08,4.057242355437559e-07,59.01360630441669,110.9252976292692,1.2544939048099686e-06,1.1502669242298522e-06,8.512909992121788e-15,2.3180009647207715e-14,3.3654868718653845,297.0514794518762,2.7515845753899573e-24,-3.192013918959229e-22,9.439054752254983e-23,-1.5096996000901946e-20,24.46551391021036,35.51502181562706,0.004641547164819454,0.00011365357661206897,0.00017916165703342262,2.498315744612494e-05,0.0,3.547291467648893e-05,1.799712211553905e-05,1.6983284497909903e-13,4.569061452262864e-15,-5.003034767179885e-13,-4.146841563713692e-15,3.391497980626842e-06,6.452091778258568e-08,-1.5528767879916566e-12,-9.369799744827234e-13,4.791145046728848e-15,-1.7856794046864473e-12,4.4677225462194615e-13,29.999999999999048,4.4843141655850104e-13,-6.154888250070319e-13,-6.647851923044946e-13,1.1996111007581983e-21,2.5000000376336184,3399.999999999577,-4.1229976206588045e-14,-4.5077607087616134e-08,-1.8642844586496045e-13,1.23940262157794e-19,3.70645197287123e-11,-6.628874861332198e-09,3.903183392095509e-08,2.7897643656451197e-12,-4.980533557931159e-14,0.9999999999988646,-5.568502934104002e-13,3.240907124760651e-13,-7.631360470595708e-16,-1.0258905000049821e-13,34302.467649150974,2599.9999999949746,1.4826256496627923e-14,2.3911750091212272e-09,6.89724622108973e-16
900,594.5068575506116,803.2016572992258,-5.14561017539335e-13,-1.3089044729553937e-11,0.27294720452441446,19.697172219560386,-8.451727141141069e-10,1.532303407242411e-07,0.3969603461455089,9.553846031888444,0.0009113653988854425,0.09860291048751903,0.0016119451642635902,0.6986402188699085,-2.3719614521688708e-11,-8.844765257167042e-10,0.5825410710527547,88.77417029900036,2.351102583375175e-08,5.524059458498363e-06,60.381146174504245,109.31553660849788,1.7304205800586288e-06,4.185503804852114e-06,1.57476428057562e-15,-6.417067028214492e-15,4.520633804710686,298.1745367437564,2.331787322959908e-24,-2.92602886440747e-22,3.490970117684358e-23,1.0441107364721157e-20,24.820228072287552,35.66519893621813,0.0045918034298773735,0.0001254384499609514,0.00019686300933778893,2.677346726591864e-05,0.0,3.8686224301167736e-05,2.341704617374565e-05,-3.7109521621788935e-13,-1.0836247737717645e-14,-1.389662859503544e-12,-6.619248741835e-15,-7.107322608429477e-07,3.582132855222793e-08,1.5177308602165858e-12,-1.0088916640292676e-12,9.081537179513314e-15,5.3942498160878336e-12,4.660418277690153e-13,30.000000000000455,8.321684101940345e-13,-5.557578555751793e-13,2.959034313340376e-13,1.6955975831510764e-21,2.499999990447375,3399.9999999942515,7.85043138922337e-15,4.154097857402862e-09,-2.2145521204760673e-13,7.904103066515395e-20,-3.077321457248853e-11,8.308324662574354e-09,4.338248031409662e-08,-3.675253121701598e-12,4.4887780259008746e-14,1.0000000000017921,5.016439911124857e-13,-3.0967194424101277e-13,-4.581734516674541e-15,6.368463327377449e-14,33764.33186807141,2600.0000000014775,7.271935299264643e-15,4.582869685210144e-09,2.245372374429297e-15
