milliseconds,II_f,II_l,mIIa_f,mIIa_l,V_f,V_l,Va_f,Va_l,VII_f,VII_l,VIIa_f,VIIa_l,VIII_f,VIII_l,VIIIa_f,VIIIa_l,IX_f,IX_l,IXa_f,IXa_l,X_f,X_l,Xa_f,Xa_l,APC_f,APC_l,PS_f,PS_l,VIIIai_f,VIIIai_l,Vai_f,Vai_l,PC_f,PC_l,TF_l,TF_VIIa_l,TF_VII_l,TF_VIIa_IX_l,TF_VIIa_IXa_l,TF_VIIa_X_l,TF_VIIa_Xa_l,TF_VII_Xa_l,IXa_VIIIa_l,Xa_Va_l,IXa_VIIIa_X_l,V_Xa_l,VIII_Xa_l,IIa_f,V_IIa_l,VIII_IIa_l,Xa_Va_II_l,Xa_Va_mIIa_l,XI_f,XI_IIa_l,XIa_l,APC_PS_l,APC_PS_VIIIa_l,TFPI_f,AT_f,IIa_AT_f,TFPI_Xa_l,TFPI_Xa_TF_VIIa_l,APC_PS_Va_l,IXa_AT_f,Xa_AT_f,VII_Xa_l,V_mIIa_l,VIII_mIIa_l,TM_l,IIa_TM_l,IIa_TM_PC_l,mIIa_AT_l,XIa_IX_l,LIPID,alpha2M_l,alpha2M_IIa_l,alpha2M_Xa_l,AT_XIa_l
0,1399.5349914531903,2.885369444640756,-5.12423347415052e-13,1.045699192640252e-11,20.019390361794084,0.12682311473644398,-8.591419725938635e-10,-5.633869093100204e-09,10.046306143524504,0.02092710657283007,0.10003789993637398,0.00016485805379473943,0.7023022583501497,-0.00013959139806846537,-2.3239840025842693e-11,4.86398669891372e-11,90.4886078050088,-0.09826222011815049,2.1073225408583734e-09,-1.6377082169940418e-06,169.9970706793705,-0.09981301301770805,-1.7079679070835144e-08,2.4749075174215555e-06,3.2764542577743953e-15,6.539094966327792e-14,300.63751289677907,0.7703828198383846,-1.0969960414809194e-24,3.2815043733977124e-22,1.4007577046077782e-22,-1.5586574164468718e-20,59.88552881172207,-0.06793129342063915,0.005006241205580301,-6.153656954905768e-06,2.2413858777235014e-06,-1.7572998157219393e-06,0.0,-6.020394217386591e-07,-1.1811163513342484e-06,-1.2180014600382173e-13,-5.633256277575143e-15,-5.394632862099759e-12,6.0120525427673334e-15,-2.7579568895848228e-06,-4.902648403307904e-08,-2.29848832557074e-12,-1.600246990953154e-13,1.0325986884933525e-14,5.7936149514927456e-12,5.686237473852132e-13,30.00000000000073,3.5130352652050043e-14,6.3144870597559386e-15,-2.7302687559373863e-13,-1.9780295955517414e-21,2.5000000190790086,3400.0000000086634,1.6874939948437147e-14,3.434665433399675e-08,-8.265684069561652e-14,1.3355541157353539e-19,-3.075597681314948e-11,-2.39165796880626e-09,1.756264713044778e-08,1.098016900351166e-12,-1.1932666443726197e-13,0.9999999999978647,3.750744753228251e-13,-4.5038695578050394e-13,9.988684445384225e-15,-7.478566762511842e-14,169628.39254964367,2600.0000000016526,6.598594447529924e-16,5.919474875511173e-10,-2.6463315376661656e-16
100,946.1981734155138,453.43681830782447,8.014105021853145e-13,-8.38678621931667e-12,0.31694321824603217,19.718620518786206,1.6102829498499257e-09,-1.1179718596865686e-07,0.24425568184171975,9.74983411157792,0.0017995578745583685,0.09917308884321743,0.002704335205150325,0.6938871975593561,-3.3883443605457907e-11,1.3510139052087936e-09,0.669697927095318,88.7064095274583,-1.3855797888791524e-08,-1.7414076505875336e-06,73.71516278506344,95.59789473203394,3.811440011614684e-07,2.124736905669527e-06,-9.685497477376005e-15,-2.133844259641262e-14,3.374987155680749,295.1615801452057,1.421469024895959e-24,2.305805981078974e-22,-3.0132688277962074e-23,1.1367617168410815e-20,14.036838474142897,45.929835153831824,0.004939644214350993,2.070280688472812e-05,8.284312010775558e-06,1.1794015049229182e-06,0.0,1.5668593858266088e-06,-2.3955708781281993e-06,1.303424562468936e-12,9.877786186729298e-15,-5.525805004542056e-12,-3.766150764439239e-15,8.562561085596424e-07,2.7419464667031893e-08,1.3821635713449089e-12,-5.557634724399027e-13,-1.068182476885868e-14,3.0577512387752676e-12,5.728076201695779e-13,29.99999999999964,1.0668014821150988e-13,-5.519623433511294e-13,7.854777756032848e-13,8.17544738750395e-22,2.4999999799502657,3399.999999998541,-2.567567427349848e-14,-1.7988429449021053e-10,5.927867836316671e-14,1.332726810593749e-19,-3.52999937217453e-11,7.424595861366301e-09,-1.5976033586557323e-08,-4.01020414015864e-12,5.0745124803023476e-14,0.9999999999987111,-1.31849437595354e-13,-7.8563371195133e-14,-7.057622412783499e-15,3.950762512591173e-14,69498.70912701522,2599.9999999985657,3.957291341950844e-15,-4.428774882957273e-09,5.48236425558649e-16
200,791.2867987563081,614.6553443535776,-7.182088849038626e-13,2.5576260869665963e-11,0.0469458754236179,20.000543402992275,4.0133137253390423e-10,4.428361335015438e-08,0.21101426239012278,9.831334462446595,0.0012856951332207444,0.09875569441928997,0.0030179514271583122,0.6976110090775889,-1.605288792597129e-11,2.011742008273466e-09,0.8584374829421866,90.18377902666911,1.372542856719851e-08,-1.6313323360053686e-06,56.428746066669945,113.01329351787551,-5.132848691730576e-07,1.332658564087939e-06,1.0286873095340895e-14,-1.4339079059938628e-15,4.179399871968886,296.56031365056765,-3.2123838308831574e-24,-2.114431943601326e-22,1.5946090089396067e-22,-2.1787218163531588e-20,17.692806213291984,42.231957730830494,0.004938028967622258,3.931425741758105e-05,4.3907200807868263e-05,4.738219628889202e-06,0.0,1.0511316824924467e-05,-3.5545702290919434e-07,-8.068663371129333e-13,5.589148882286591e-15,8.199204944716987e-13,6.76044291779183e-16,-2.660605414190357e-06,1.911066523595049e-08,-1.9931433469698723e-12,8.430300668863698e-13,-3.774909537002602e-15,4.0175294918274384e-12,8.438684176205561e-13,30.0000000000005,9.74623727301848e-14,-6.52209766693573e-13,1.961129372451485e-13,-4.502405816138129e-22,2.4999999633537695,3399.999999997505,3.1115718681608524e-14,-2.4332326215864325e-08,1.0919799967857549e-13,-2.0516637833282622e-19,5.1183458402191595e-12,7.486266050969625e-10,-1.7177911076405996e-08,3.0497418345915475e-12,9.344351915892186e-14,0.9999999999980488,-4.001339761553643e-13,-3.627719634173701e-13,-2.4805455771795758e-15,1.4461835451348087e-13,50938.6842832486,2600.0000000033483,-1.658814482958866e-14,5.188532670087789e-10,1.6367806132128936e-15
300,696.9018556646872,692.8551395720198,-4.282002083946403e-13,9.219272108259384e-12,0.20985127126526668,19.989162833827802,4.803095679568133e-10,-5.990660051035575e-08,0.2525000478866026,9.74313126417878,0.0011631826203629676,0.09913804270197733,0.002733153134591227,0.6992215021114239,-1.3578276177644512e-11,-1.7769111417392164e-09,0.9038215681244461,88.92841562543595,8.753959439370502e-09,-1.759508756382489e-06,53.39260268004551,116.13732915688668,-4.8123341772839e-07,5.025652731942007e-08,5.718356716300204e-15,2.5715228564577508e-14,0.7446127100981237,298.21932169089206,2.0335030889659965e-24,-3.3367163097887707e-22,9.585895823393822e-23,1.1889866278839593e-20,20.414085945374588,39.672725666277906,0.004867295630125206,4.940218772164312e-05,5.6227237049396756e-05,3.8993401559594e-06,0.0,1.2865279007315003e-05,-3.3150798571021106e-07,3.345039992592246e-13,-2.131861972599376e-15,4.463523404622523e-12,2.6320018345938757e-16,-1.5422706034552192e-06,-4.903475880305425e-08,-4.118389163806884e-12,7.946724297428517e-13,1.3240929211710402e-14,3.525948721115542e-13,3.311951353254708e-13,30.000000000000128,-6.409214211942547e-13,-3.024439376201021e-13,1.7041385704738887e-13,1.2213306587800806e-21,2.5000000272462155,3400.000000004409,-8.705576568162276e-15,1.635865141905173e-08,3.477362312167638e-14,8.329735033911165e-20,-3.6718139936018105e-13,4.55128956405278e-10,1.9140743826780962e-08,-6.32540080424015e-12,9.152669927353632e-15,0.9999999999992458,5.127528245724086e-13,-1.520936418922874e-13,-1.6300864000668517e-15,6.448270297489685e-14,42403.81710331452,2599.999999997206,4.608831819381732e-15,1.3389443913035327e-09,-1.6266964193132877e-15
400,659.7529786238475,739.5178857577632,-8.522237410966025e-14,-2.593556160160288e-11,0.17881191352092926,19.8435318293683,8.692981385864462e-10,-1.515095753454686e-07,0.3026780241147279,9.619535807963603,0.001207840819599187,0.0981190244578127,0.003078806504391678,0.698189341168101,1.558975323450685e-11,1.861126705842084e-09,0.932645108358889,89.71767329229934,1.5316361265792082e-09,1.3535011239153214e-06,54.178741540920036,116.14929247200307,8.158473334761845e-07,1.025175888476558e-06,6.156567187322562e-15,3.8402100793061974e-14,2.5695140253617588,296.4661692475523,-2.714930450786944e-24,-5.634281718710353e-23,-9.240455049041871e-23,1.632943580429726e-20,21.737207208349254,38.03081189271613,0.00483192288291603,6.720073624025236e-05,7.871948943914274e-05,8.399999244681147e-06,0.0,1.785017172895685e-05,4.159257049489885e-06,3.5568815991488547e-13,2.409302668973196e-15,-6.734277879419034e-12,5.195909810380032e-15,-2.8798416648341173e-06,5.409187289510832e-09,-4.0683819309071916e-12,-1.6797155254767678e-13,-1.5454023613526615e-14,-3.90076609850687e-12,6.983695324966531e-13,30.000000000001044,7.295128603743834e-13,6.383661362161799e-13,3.116492817252625e-14,2.4567400559904636e-21,2.500000008627204,3399.9999999980696,5.6462862265158133e-14,-4.1797819383194115e-09,-1.8033041161150888e-13,-5.933879493548452e-20,9.581295233977641e-12,5.022189767534629e-09,-6.064702109966325e-09,4.032424878738971e-12,7.895393771176327e-14,1.0000000000021065,6.639099648602696e-13,-5.019640991634079e-13,7.153275220033978e-15,-6.632707725418383e-14,38606.546963019544,2600.0000000040077,-1.1116275704470007e-14,-8.033747997422185e-10,-2.2205596648901555e-15
500,633.2503625086354,765.7212846370203,7.455312681498229e-13,-1.5382988762729632e-11,0.05817522562513497,19.8308143732955,-1.247183005571585e-09,1.5906692829829584e-07,0.3577651552574613,9.699653275624353,0.0007028893911664626,0.0990666784259324,0.0016678050141468235,0.6915988403115894,-3.605792499224801e-11,1.6877070700597297e-10,0.45363589828303874,88.94389647909611,-9.168841925191099e-09,2.751763929704099e-07,55.69548100749762,114.05048707398086,2.75898430841592e-07,-1.9192432667908956e-07,1.1854628106792625e-14,1.2147695429168566e-14,3.5929208314751744,295.61050925653683,-4.123170106316336e-24,2.7803436448730945e-22,2.2278138776734327e-22,-2.490463936064458e-20,23.12416697152813,36.842051402287076,0.004768388797118624,7.648594301177558e-05,0.00012549627559435046,1.227905961032204e-05,0.0,2.324088800876554e-05,4.909255333445029e-06,-1.1302253543403546e-13,6.238418270296369e-15,5.834168897265783e-12,1.3848969245837128e-15,2.923344057579937e-06,-5.936530951323022e-08,2.7924376755656866e-12,-3.272189182971276e-14,9.659009789268065e-15,-1.9451628348871967e-12,3.174733786468271e-13,30.00000000000043,6.219969948647192e-13,6.589631353320558e-13,7.527041469610788e-13,-2.062723042462416e-21,2.500000013354054,3400.0000000035966,6.122991370096374e-14,2.5661599270646028e-08,-1.224132321335675e-13,-1.925873686883918e-19,2.8991870048189063e-11,4.89885803599774e-09,5.527970295578224e-09,3.698631640891425e-12,6.332525202255731e-14,1.000000000001719,1.0597101346515394e-12,-3.822746892820918e-13,7.890627359156383e-15,-9.528141551782952e-14,36088.88084515614,2599.999999996437,1.1529672793816914e-14,-4.1676768743011605e-10,1.32140883955541e-17
600,610.6586867404106,788.0852686809227,-7.449446996510812e-14,1.2636478339501251e-11,0.25426261340449247,19.8167458580859,-1.2159549357377466e-09,-7.849251502655431e-08,0.3595947894837593,9.629923081998353,0.0009558820558863817,0.09805892405830861,0.008768964565070357,0.69267473984157,-1.8888913831815683e-12,-9.607321383683151e-11,0.5363125712710911,89.22056028147064,-2.163270925802381e-09,9.464018216770822e-07,56.44389841469449,112.924570817244,1.118033345066575e-06,3.438265348297493e-06,-8.543281065521312e-15,3.711052213184309e-15,3.2295042424603513,297.51804455445523,-3.849430488780619e-24,-2.0497668761618352e-22,1.7911739448597072e-22,2.4384653711648664e-20,23.757295844373875,36.07944950990852,0.004744962053766217,8.959535129664198e-05,0.00013601123069159664,1.7154814981779137e-05,0.0,2.9323190152061845e-05,8.819713255514988e-06,-1.610908407300995e-12,-8.464605865735155e-15,-8.111998751519198e-12,-1.2807086582765347e-15,-8.784853481143304e-07,4.133130542682648e-08,3.786894905934867e-12,-1.0251918478257927e-13,4.71911119150927e-15,3.73559731432012e-12,-8.828180705061521e-13,29.999999999999854,7.528519709945635e-13,-2.0304718809759255e-13,6.211627196297026e-13,1.8670111890290608e-22,2.500000032124234,3399.9999999923843,4.497479809796917e-15,1.55665795107889e-09,2.071052372260932e-13,-1.0493752678185019e-19,-2.3472684738977377e-12,4.1422164916945044e-10,2.686544655966013e-08,4.1524366357618273e-13,1.1053920462878594e-13,0.9999999999993014,-1.4028026418668924e-12,-3.3035713299890925e-13,6.359947545980952e-16,-1.4807563982600908e-13,35057.215620937655,2600.0000000034124,-1.4627835002556204e-14,2.045133176660271e-09,2.4484237265107118e-15
700,599.5631450677396,794.0906769400978,3.993866702038495e-14,-3.039496848108439e-11,0.23893964584620736,19.820724323463555,1.5615703016828205e-10,1.801151496534349e-07,0.3884740680645159,9.661350850688812,0.001031633987722034,0.09827063119694496,0.008831414885711899,0.6945746868126712,-4.084240261556539e-11,-1.573986152615572e-09,0.49578753079288285,89.47639641379328,-2.015168033259327e-09,2.7265230836319917e-06,58.06627828572297,111.30391834050626,1.2135914373585947e-06,2.8192684997374362e-06,-5.266063070954541e-15,1.7401162656115213e-14,5.04501562258474,295.0588533611757,3.878983603343408e-24,2.6778316593394324e-22,4.7192012126560125e-23,-1.3970977119209896e-20,23.917726609128966,35.81663946245848,0.0046784511354481745,9.580423557723607e-05,0.00015460992193279307,2.1284544593958754e-05,0.0,2.9543290870499783e-05,1.4378169167372361e-05,1.6649327073933757e-12,6.7375759643991405e-15,-3.261908090073315e-13,-5.68823990138609e-15,-5.94474545208708e-07,-4.684034692498621e-08,3.783322093053298e-12,7.797084667817922e-13,-7.051697613671818e-15,-2.0695086754635994e-12,-1.0321672377021273e-13,30.00000000000032,3.5255226887350064e-14,-5.24067453088227e-13,1.0505943461562845e-13,-1.6764050104669238e-21,2.5000000271059917,3399.999999992158,5.133477978925421e-14,-1.7321856197445645e-08,1.19191107189355e-13,-7.255749145129625e-20,2.524145137616931e-12,2.298734285815291e-11,1.573454180941473e-08,2.935098267697072e-12,7.969014002955795e-14,0.9999999999980301,6.039509279401527e-13,3.523335376788947e-13,-8.427696323186865e-15,-2.70646135550683e-14,33238.505847425484,2599.999999996981,-7.487700185939918e-15,-2.4516560292935043e-09,1.4855424430995316e-16
800,590.0284107561163,808.0318651046077,-4.962941477730835e-13,-4.647213150876667e-12,0.18236674131272196,19.759600987775418,1.5061805089091728e-09,7.752340648528936e-08,0.3871088979997103,9.64549086789962,0.0018820343189091164,0.0981858049718963,0.0009391246158426832,0.6987167641955718,-4.166655929791004e-11,-1.5655127400823352e-09,0.7192128491985894,89.76444316766828,7.794200281271959e-09,3.7532487844630994e-06,59.813719094241044,109.7031354158818,-5.408901919656661e-08,3.824632692416764e-06,-2.3223805718360394e-15,-2.84489952437711e-14,3.744103410925152,294.68454455148424,-4.27454874529173e-24,-1.7661178132020472e-22,-8.018673772308638e-23,-1.3906090048244487e-20,24.611413761032054,35.4194003926439,0.004649355138522935,0.00010558447091526282,0.00018156053847890645,2.2140434243980473e-05,0.0,3.547219607270129e-05,1.6158841222169516e-05,1.4055528287636427e-12,5.947960762004979e-15,-3.406076305378164e-12,-5.765443810400729e-15,2.5381092287840843e-06,6.249923877515908e-08,4.2195798477591814e-12,-6.289548897609703e-13,1.5794209033973817e-15,-3.765932168832652e-12,4.572991236341752e-14,29.999999999998302,-4.668467856683276e-13,5.840460076270859e-13,-2.5634447254217347e-13,-1.9909010687404234e-21,2.499999980874758,3399.9999999931756,-4.7593183757002736e-14,2.9136106920794768e-08,1.48052126354302e-13,-2.0765012484366598e-19,4.315263188411285e-11,-1.6754204673095558e-09,3.133925800514617e-08,9.327656404197668e-13,9.175614650414672e-14,0.9999999999999412,-1.9728727583274048e-13,-1.147974547264707e-14,6.50046469193084e-15,9.44243552548795e-14,34155.8570501978,2600.000000002459,1.2001661274552715e-14,4.520591359563469e-09,7.7237572029365e-16
900,592.3289046833397,809.8470679438163,1.6948446132700435e-13,2.5104369408368e-11,0.15151310162022177,19.923849205895834,-9.219119027278775e-11,1.122606645801012e-07,0.3192661117648458,9.596647335652285,0.0019005410680295368,0.09841044892303419,7.287380529493077e-05,0.6971181798741564,-1.9067621467170964e-11,1.708263386634748e-10,0.8209948949999301,88.89228909937782,1.3791255723341e-08,3.60322759468406e-06,60.547592462391435,110.08019049569809,4.337542168831781e-07,1.6287003193447553e-06,9.705350592996445e-15,-6.70924421551515e-15,3.3971530814680326,296.42689444476514,4.944990259758549e-24,1.2091085240680825e-22,-1.2695967609753631e-22,-1.8043737141904057e-20,24.455245109057532,35.34718379237992,0.004570438315092498,0.00012228630777037664,0.00021355990827574763,2.7664228974031482e-05,0.0,3.942984222596095e-05,1.997695739082197e-05,4.453114333421246e-13,-1.249432380416652e-14,2.0758575945809542e-12,3.598948274072622e-15,3.455020297536858e-06,1.6491435470951988e-08,1.4254740137620362e-12,-1.1337227011583272e-15,6.672108414758166e-15,4.762031532842299e-12,5.7270317585713405e-15,30.000000000000956,-1.003888058580448e-12,5.19391706401864e-13,7.089259399458409e-13,2.298516338859059e-22,2.500000040524029,3400.0000000081136,-5.540479356890202e-14,-8.321880412727677e-09,-1.4722349737751414e-13,1.8983129393076676e-19,4.8642928088360964e-12,-4.6995040546678445e-09,1.5700464422309118e-08,3.82305949979251e-12,-7.785152682306196e-15,1.000000000002182,-1.3183403500024735e-12,-2.2056441672210819e-13,-5.09061610127477e-15,-9.331886406106197e-16,33062.4283200637,2600.0000000019777,-1.6545767713257134e-14,-3.849462590117886e-09,9.078732133400074e-16
