miliseconds,c,cer,cAMP,h,inh,V,n
2800,0.2998392435433594,259.9972370066832,1.0,0.047991285572175135,1.0,-56.70483803929549,3.446246770482479e-05
2900,0.2998386794343518,259.9970823289077,1.0,0.049616711579688194,1.0,-56.58935412353928,3.4721663604210606e-05
3000,0.2998375718859148,259.99705168945036,1.0,0.05045783085071653,1.0,-56.5736456699417,3.7099908925892354e-05
3100,0.29983411651192066,259.99696909744125,1.0,0.051723684004865454,1.0,-56.44839628024548,3.892928765878923e-05
3200,0.29983468231213206,259.9968532279036,1.0,0.05451448591708174,1.0,-56.22259712723458,4.150699497384861e-05
3300,0.2998330576737893,259.99677107629185,1.0,0.05538578792680895,1.0,-56.13647507433811,4.3471589136476526e-05
3400,0.2998342338708443,259.99660476384815,1.0,0.05682428798374362,1.0,-56.01449363518204,4.4525795935662754e-05
3500,0.2998326918249686,259.99658289441345,1.0,0.05830666883752261,1.0,-55.90189133337479,4.676131723065511e-05
3600,0.29983385779816485,259.99642078201174,1.0,0.059792396693090256,1.0,-55.78316457697242,4.739471240634694e-05
3700,0.2998327563949577,259.99638980855855,1.0,0.06160117387624059,1.0,-55.63171545798075,4.926248855563328e-05
3800,0.29983385594172185,259.9963075172247,1.0,0.06381214844151635,1.0,-55.59569896451444,5.2345206113981054e-05
3900,0.2998328515636183,259.99608553542384,1.0,0.065687409122013,1.0,-55.328586340437624,5.505523164597682e-05
4000,0.29983578565250585,259.99602665511503,1.0,0.06604892758944497,1.0,-55.23695852668684,5.572296636811098e-05
4100,0.29983723986920396,259.99588268759953,1.0,0.06798567035488551,1.0,-55.198804063011956,5.796394128524381e-05
4200,0.2998373264280484,259.9958416829742,1.0,0.06914778726958411,1.0,-55.079877861853035,5.994431941963852e-05
4300,0.29984247040853623,259.9957550041484,1.0,0.07266080726153612,1.0,-54.911894367782956,6.153898845154195e-05
4400,0.29984428393135004,259.99565380834986,1.0,0.0737891503103717,1.0,-54.70449740347363,6.365139508259162e-05
4500,0.2998467004234937,259.9955087097213,1.0,0.07403791387873367,1.0,-54.59445882601729,6.682621363660011e-05
4600,0.2998493034732605,259.99538014486257,1.0,0.07484013202002446,1.0,-54.54575731378652,6.901333417125733e-05
4700,0.2998502783988813,259.9953261041272,1.0,0.07820204116365223,1.0,-54.285559052467804,7.121749075657978e-05
4800,0.29985604425551987,259.9952943475256,1.0,0.08016113365981097,1.0,-54.256073653864014,7.43256895433719e-05
4900,0.29985904953059106,259.99513733812626,1.0,0.07985130667680702,1.0,-54.02432159782321,7.716970538329403e-05
5000,0.29986503383071805,259.99508281799257,1.0,0.08093376511278343,1.0,-53.89707823812877,7.913805848877644e-05
