miliseconds,c,cer,cAMP,h,inh,V,n
0,0.30000184768571875,260.0000155769105,1.0,-0.00038050127146685165,1.0,-60.05433504854596,-5.420583993061166e-09
100,0.29999283222167555,259.9998944068007,1.0,0.000604579861996321,1.0,-59.81173815259303,1.3813035989251588e-07
200,0.2999847377520817,259.99975729621633,1.0,0.003355290074585182,1.0,-59.70283811538515,1.3639053479640423e-06
300,0.29997244909109116,259.9997329049472,1.0,0.0046458176989903005,1.0,-59.648918742514944,3.97819196125477e-06
400,0.29996682886258064,259.9995700340216,1.0,0.006949890758851833,1.0,-59.639189955922795,4.063605587741803e-06
500,0.2999600098637184,259.9995661513266,1.0,0.00873363543540971,1.0,-59.52702135678144,5.2894445832740865e-06
600,0.2999493341786007,259.99939775211925,1.0,0.011461215567415918,1.0,-59.24219382314143,6.187968136900066e-06
700,0.29994113917092735,259.99935319319997,1.0,0.013377238059144887,1.0,-59.13041659579547,6.857047247854992e-06
800,0.29993714095692914,259.999181778997,1.0,0.014188697955693922,1.0,-59.02606885943785,8.187543369520692e-06
900,0.2999279267225988,259.99914366478214,1.0,0.014813384706129978,1.0,-58.9716280625303,1.0271931906261406e-05
1000,0.2999211412523216,259.999075613226,1.0,0.018333799607246147,1.0,-58.81318796212099,9.270438543071507e-06
1100,0.2999142072398814,259.9988611663476,1.0,0.01847810194070671,1.0,-58.82875063988926,1.0503952597724273e-05
1200,0.299910561744775,259.9987840177566,1.0,0.02165858529690276,1.0,-58.63386608283399,1.2687956381358457e-05
1300,0.2999046364495044,259.99869753931785,1.0,0.02187279101565204,1.0,-58.564256607643145,1.3745686162928862e-05
1400,0.2998999455856162,259.9985764907571,1.0,0.024417987472674926,1.0,-58.40735710338347,1.3801130676127929e-05
1500,0.29989233494411505,259.9985433881429,1.0,0.02739541120061295,1.0,-58.35914530150627,1.5504747394088458e-05
1600,0.29988503039017533,259.99844494651825,1.0,0.027199718342829114,1.0,-58.25324805421087,1.6377922524439597e-05
1700,0.2998827845334898,259.9983281494437,1.0,0.02848368647251716,1.0,-58.02873073498956,1.7632681216368315e-05
1800,0.29987778776948615,259.99816613121953,1.0,0.030435560976997653,1.0,-57.888121085524936,1.9740918801625566e-05
1900,0.299871472867715,259.99808374176877,1.0,0.03318856819395182,1.0,-57.80346290114212,2.0673921978746506e-05
2000,0.29986656866387496,259.99808330129474,1.0,0.03557657764429051,1.0,-57.76058746267636,2.3094229471938914e-05
2100,0.299865166472347,259.9979284424257,1.0,0.035602294857136806,1.0,-57.565021820944814,2.3722877033899414e-05
2200,0.2998582450709125,259.99782166267244,1.0,0.03894409064620043,1.0,-57.529644362174274,2.5866950549952948e-05
2300,0.29985528091101166,259.9977227806371,1.0,0.040201565450873375,1.0,-57.32216467789603,2.636020969163496e-05
2400,0.29985358433954606,259.99762867860136,1.0,0.04225345688091453,1.0,-57.33502356867981,2.824374066903063e-05
2500,0.29985045152121803,259.9975058051792,1.0,0.04328660246888831,1.0,-57.124782787403554,2.8657641850170923e-05
2600,0.2998477724386602,259.9974085362118,1.0,0.04426845619871604,1.0,-56.98813933869654,3.0376774016094926e-05
2700,0.29984461076061625,259.9972641118377,1.0,0.04568759316173148,1.0,-56.82439513287444,3.2013809890921586e-05
