miliseconds,MPFc,preMPFc,StgPc,Wee1c,Stgm,Xp,Stgc,Xm,MPFn,preMPFn,Wee1Pn,Wee1n,StgPn,Stgn,FZYa,IEa_1,N
0,0.9999361414351392,-0.00013239191412277814,0.7999407128238817,3.9054825530648915e-05,0.9999767216238558,5.77451064791469e-08,-4.204101026911824e-05,1.9973063484270016e-05,0.008491385360113301,-0.00019226181010419786,-0.0007407745385216774,-0.00033215783035244357,6.287029042633234e-05,0.00046686984965100165,-0.00034020961107274255,-2.3449479697706862e-05,1.0
100,0.9987202542960939,0.001338668780098609,0.7859867658485371,0.013961986297627715,0.999897914244465,-4.127549079092898e-08,0.01399689512700541,6.309192491537444e-05,0.019858791034544136,-0.0003783041037618852,0.004369978555454472,0.0006891671172401488,0.002968707599175363,0.001913147003907323,-0.000541708515031763,0.0035624232871498177,1.0
200,0.997096287063228,0.0029396419408769365,0.7821192710957231,0.01752583018844777,0.9995940026879749,-1.3228535754099868e-08,0.017845928241056287,8.43941490772374e-05,0.03835427686827539,0.00010727314808784712,0.0039142669492929286,0.0028924320479761425,0.00990054651803837,0.005049283613608564,-0.00010939886918746774,-0.0018631279314180852,1.0
300,0.9953689265753735,0.004616058377740773,0.7809621805259552,0.018832788751255103,0.9994250598344121,-3.5739964882654815e-08,0.019030615390640163,0.00013498886812861175,0.047210073304154616,-5.7604040451113975e-05,0.003590122381066689,0.004755588640408889,0.005784959419865355,0.008586508783688496,-0.0005374289452064069,-0.004463265242072763,1.0
400,0.9938905406288654,0.005960649039435242,0.7806093011558062,0.01921645053937233,0.9992182490025463,-2.6249681834119428e-08,0.01950756823582568,0.00017126926190722452,0.0505401832278386,0.00039547707450178396,0.006846475586802071,0.006818687323691912,0.015628860466049478,0.013825556342175126,0.00011157149615609693,0.0053262012779775264,1.0
500,0.9926217016912557,0.0071660834610015175,0.7804165695693398,0.019404179533836392,0.9991807283332578,-9.029510587423733e-09,0.019730522747909887,0.0002701236239800185,0.06902278759487246,0.0003687323021434829,0.008298662692175822,0.008879982676146312,0.011370678858815542,0.01827546374428879,0.0007041614373049514,-0.003054721893331004,1.0
600,0.9916035797997892,0.008225049099477808,0.7803307422976508,0.0195522196742092,0.9987241809387182,1.397144794238852e-07,0.01981894257785908,0.00029009233856192826,0.09546619273942561,0.0007700607775505746,0.008484752894117218,0.011709928924262505,0.014500218850849358,0.022593009427947935,0.001587690853427729,0.0027873775439634027,1.0
700,0.9908333753870604,0.009209316908749973,0.7801431745945699,0.01962192356002592,0.9987043307153548,1.4529748920235967e-07,0.019753802420245298,0.0003379912562725785,0.1118612672868061,0.0013822422023540895,0.0071831334794145475,0.013500999654200981,0.013248576678163376,0.0268827394634399,0.001480662725874055,0.0071345476858115636,1.0
800,0.990133673778022,0.010098325579338123,0.7799940862820928,0.019693378018907033,0.9984012886715281,1.228281047114703e-07,0.019821500256612983,0.00039454752282145944,0.10994066385368247,0.001482333026721261,0.008696743269423974,0.015506140484579692,0.022619842405544852,0.030376217274766762,0.0004122996217983697,-3.419129673888676e-05,1.0
900,0.9894748543159967,0.010441909846487801,0.7801365548296606,0.019760282260833165,0.9982041538821596,1.1155825232845857e-07,0.01992155562238103,0.0004472944189854997,0.12380287369109325,0.0013362262861701432,0.012433335454297402,0.017350878753289226,0.02072371542982443,0.03499286490756863,0.0014271627002472678,0.0019032734306939987,1.0
1000,0.9889818544697964,0.011207626329958089,0.7799464983426132,0.019527447476087183,0.997984383860457,2.9479451029558243e-07,0.019813414652437182,0.0004814419132165549,0.1550226518703272,0.002332011536382531,0.013468390963044818,0.019357230182480263,0.020733591468760533,0.03803285462950681,-0.0004914583326071517,0.008956495527787846,1.0
1100,0.9883866851549599,0.011380817639802008,0.7800553053811043,0.019591436072603226,0.9979048682631427,3.9137528919686196e-07,0.019857695105017663,0.0005205822437320706,0.1710621776424287,0.0026863564528666695,0.013603914513430636,0.021036805313183332,0.02949725188046321,0.041729770046319115,-0.0011090810681302285,0.006112366208230341,1.0
1200,0.9879281859801543,0.011769657755801915,0.7800929505483856,0.01957567774831754,0.9976708771990815,3.717997494518375e-07,0.01998796234823293,0.0006305396305533912,0.16642461875072617,0.0035312659356544623,0.015095044739280463,0.022487629514511515,0.030127494468008345,0.04565796199211537,0.0016903360204119445,0.012057204609777526,1.0
1300,0.9879526740750405,0.012268857149167823,0.7799927061078219,0.01968160964880225,0.9974888548422365,4.898903325222975e-07,0.019958695737565525,0.0006227220239741717,0.19624187765782372,0.003877139502617878,0.018524917705352657,0.024032171800040872,0.03767210480143093,0.04840049936634834,0.0013246783130990772,0.0024503217810491265,1.0
1400,0.9875270745582777,0.012473935640747605,0.7799153855172735,0.01976478175120396,0.9972397504706194,4.0991903695003983e-07,0.01989887416386939,0.0007308564622626732,0.2074726659396123,0.004637835453901229,0.01951977938279295,0.0251885843634103,0.0396256465809998,0.05034050269118711,-0.0009395204158465096,0.012231792433116522,1.0
1500,0.9873411215516072,0.012518662488284517,0.7800701998589052,0.01982166645550467,0.9970316052062149,5.360866458774989e-07,0.019899336112103566,0.0007274532120595132,0.22521046695582989,0.004887046343412301,0.02172888333643739,0.0264903128126611,0.03787088377863433,0.05414028150930319,-0.0004681508811931784,0.0060729826542412395,1.0
1600,0.9870026794792273,0.012955668645540395,0.7800373524032963,0.01972817560363375,0.9970587058433719,5.813446671789187e-07,0.020081330536079446,0.0007684061915340478,0.23017812502151036,0.005803847168544488,0.02288596595278239,0.02715366173790748,0.04362201698294998,0.054906264528434216,0.0018110547263369059,0.0069147466025734254,1.0
1700,0.9869768984071258,0.012976743260413676,0.7799175338580645,0.019751817963972837,0.9966306706170736,7.070287966587978e-07,0.020007235213740947,0.0008161163985924542,0.24404454532309808,0.006245086291288328,0.024478484744478713,0.02868648057054106,0.051329655969629344,0.05843497410996792,0.0002058028186977199,0.009280189998364545,1.0
1800,0.9867878776190953,0.013020423530648981,0.7800822445589733,0.019814514368230143,0.9966787134907469,8.58686486051658e-07,0.019960601906542433,0.0008883475325754181,0.26252803386310414,0.007043278044803759,0.029639658920966417,0.028934316235798268,0.05591677407076706,0.058503076534237065,0.0006250513398980841,0.011500404962879528,1.0
1900,0.9867758834378797,0.013363729437538554,0.779875361280689,0.0195930235931269,0.9962462205187845,8.464648105756846e-07,0.01999848463489544,0.0009717443095597094,0.275395671507371,0.008238047251733065,0.031182105865380713,0.029610898558433855,0.05911539471510977,0.06075178481809091,0.0007030236195334789,0.016069427011956766,1.0
2000,0.9867632676807223,0.013433407516439979,0.7801171361981878,0.019631482362906943,0.9962973800191914,1.0507338264102014e-06,0.019943404706345383,0.0009966636298464285,0.29724087452031106,0.00929452068782227,0.03181467741706667,0.0310437651291569,0.06403480975698213,0.06199709237180838,-0.0004376630178584589,0.01672705413564545,1.0
2100,0.9866027974548532,0.01355919047502165,0.7799128924174152,0.019662830395426732,0.9960935770195845,1.1715271452738615e-06,0.020006897237029357,0.0010593279308954173,0.29791954372315066,0.009726347349364544,0.037202873341168174,0.03130181476928062,0.06733145764424962,0.062360269835253106,0.0018850437902359052,0.01758365253869893,1.0
2200,0.9864869778189986,0.013585729437554846,0.7799468820445468,0.01982033350934985,0.9958555194561483,1.1163042726711805e-06,0.020055030976152428,0.0010779879443234774,0.31362454961902986,0.010816189315734963,0.03781331144287211,0.03177374197825282,0.07594828605074294,0.06319021458454788,0.002294356393142484,0.0273930136008274,1.0
2300,0.9866359862831995,0.013624544203289663,0.7798380126866744,0.019593663245773447,0.9956888102698125,1.2663521863755232e-06,0.0201146101842658,0.0011185429189729038,0.33091424967105526,0.01162160889015301,0.04189312105965601,0.031782193958003566,0.07637853501164744,0.06269098559826791,0.002131824193833237,0.02438842643277575,1.0
