miliseconds,MPFc,preMPFc,StgPc,Wee1c,Stgm,Xp,Stgc,Xm,MPFn,preMPFn,Wee1Pn,Wee1n,StgPn,Stgn,FZYa,IEa_1,N
0,0.9999727477904488,-3.5026073736660766e-05,0.8000996568687035,-0.0001136009893554363,1.0000358006708872,-4.2613188739884875e-09,-0.0001378391756512657,9.883700127497834e-06,0.0029049317318291944,0.00023296660937927852,-0.0006231015919292909,0.00010312898588119292,-0.0033842847378866836,-0.0008497887091998517,-0.00040414636120789083,0.0018764944671984247,1.0
100,0.9988800495493777,0.0013582325574185133,0.7861291292191688,0.01370101250575508,0.9998426552060746,-8.539306458700258e-08,0.013999956472756979,8.637884705615931e-05,0.01637357183903732,-0.00018354805971755063,0.002852436810369508,0.000523128059885352,0.00508478824843513,0.0013366595871939135,-0.001151227999127405,0.00531782094600805,1.0
200,0.9971015919032039,0.0028250129117139383,0.7823031772087101,0.017694998824462717,0.9995066757364,4.696860130816645e-08,0.01773282047895187,7.542334006748472e-05,0.020467423105688165,-0.00025375872755744385,0.0020924800274915887,0.002307871489468611,0.005560776769999625,0.00577547907109179,-0.0006662318972352324,0.00466961699924243,1.0
300,0.9954953501535677,0.004792979198188249,0.7810873710697938,0.018749113946203814,0.9993849234792305,-3.0345691573703756e-08,0.019120069292073466,0.0001816574183300282,0.045165987353086044,0.00025352099271659423,0.005390535768905679,0.004256745470356872,0.01400166655697355,0.00979998854221499,0.0006761423024560985,0.0025581000448753133,1.0
400,0.9938791275636086,0.006007043463412077,0.7803697261870859,0.019310830699325463,0.9992717911195211,1.3139961428028228e-07,0.01962892751160974,0.00019423691280142483,0.06625880989853973,0.0006697391788580004,0.00414839687177339,0.007321932876584862,0.01104622964308837,0.014355357378636429,-0.0014530100956305161,0.004045371154531242,1.0
500,0.9926985031716512,0.007471028916447235,0.780330909332798,0.019391124904483355,0.9989086392121306,4.608934081800849e-08,0.01967051282843164,0.00022208152198107135,0.08045117149932676,0.0003048567232872793,0.007020860906390884,0.008899556279722052,0.015109155022007097,0.01781209344475358,0.0011473672318509309,0.004373090069151519,1.0
600,0.991600821508533,0.008262612214099803,0.780208698012855,0.019568966774389154,0.9988139047648756,3.628534624620326e-08,0.01984961051902497,0.0003056692818153226,0.09486982636771703,0.0011250207392544706,0.008071455153001204,0.011622694057294972,0.019548980750293807,0.022721276432662866,0.0012246715994878759,-0.0022459586666275164,1.0
700,0.9908991346588548,0.009064254800805343,0.7801496828610338,0.019670084471172255,0.9987266738463428,1.1549109909145077e-07,0.019774303512809857,0.00035415536323268486,0.09482769591443864,0.0005182273988240302,0.00673329602705982,0.013504888938076826,0.021264833127512747,0.027707295263036846,0.0010554496354601424,-4.289473509759426e-05,1.0
800,0.9900725384214958,0.01005306436852016,0.7800078069635722,0.01970780776590747,0.9983451750997842,1.7632455723653905e-07,0.019934990385844176,0.00042352431712609583,0.12170689718466439,0.001530536677485379,0.010719749900817043,0.015952475957795063,0.020722118809156993,0.03132363659832519,0.0008205022033940994,0.0007842831003569482,1.0
900,0.9894328227904488,0.010643885169291477,0.7800509678880917,0.01954865863382801,0.9982247455695962,1.6218353861372054e-07,0.01990164138367924,0.0004182957989151693,0.14083617588200684,0.0021096240070333757,0.013116657250268,0.017303138400366787,0.025237713107701048,0.035672444191828724,-0.0008261367227767216,0.005936123841816851,1.0
1000,0.9887322298500077,0.0112003827130744,0.7801442600022087,0.019769556936827914,0.9981816884876917,2.7523284497562965e-07,0.019926527503744115,0.0005012995011005048,0.15076880159810108,0.002151239350179435,0.011833585786201788,0.019501468484124315,0.022482238337583435,0.0385782527951745,0.00022126209357193786,0.007933214641998448,1.0
