miliseconds,MPFc,preMPFc,StgPc,Wee1c,Stgm,Xp,Stgc,Xm,MPFn,preMPFn,Wee1Pn,Wee1n,StgPn,Stgn,FZYa,IEa_1,N
0,0.9999919530386031,5.9493576105874094e-05,0.7999983851034392,0.0001421628336728869,0.9998635892703938,-9.758304962460686e-09,-4.57159004367977e-05,-3.351045402091426e-06,0.0021492519544418554,-0.00036692112677556875,-0.00040997610073799227,0.0002661142386294376,-0.00042829166979239236,-0.00033351534742578047,0.001319936972078144,0.0012456403283582255,1.0
100,0.9987454616270454,0.0012448213614384591,0.7859930790298063,0.0138091076267411,0.9998947446115466,-2.0511870231064265e-08,0.013819940859060445,5.8420185475938854e-05,0.018449385160046346,-3.880648442964398e-05,0.0023308927434857562,0.0005478532734948231,0.006433549339860828,0.0019468474181254505,-0.0002457719057996301,-0.005239984198355705,1.0
200,0.9970713981426896,0.0031347529277228597,0.7823732207706385,0.01752680000848434,0.9997032866264408,-8.480965080427273e-08,0.017650560458916154,7.232627013865516e-05,0.032668009093693794,9.96606210923819e-05,0.004060039728602871,0.0023939776686328095,0.005172189993402125,0.005257687742853551,0.00012438000509955175,0.004670223313011819,1.0
300,0.9955191660613723,0.004774516162220226,0.7810515780896058,0.018807592849411508,0.9994442221348109,-9.708086475996747e-09,0.01891906214296322,0.0001263132887141782,0.03615829859192235,0.00018949619788559904,0.004107475679602023,0.004306591445236202,0.010910785871892476,0.009905342643709996,0.0014676039871460258,0.005155870627722326,1.0
400,0.9940843816656374,0.0062322444223063675,0.7804052752719106,0.019176233486389024,0.9991793756076773,5.10404086778262e-08,0.019633727058930493,0.00022649680302128702,0.056214094150177675,-0.0001418632411638988,0.003747094279740861,0.0068250443283464505,0.014521215801642642,0.013988529199616422,0.0008928339992293335,-0.0016753229418755556,1.0
500,0.9926235575484376,0.0074583606047892844,0.7802944994219766,0.019517745510448437,0.9991007418731835,1.1533762053015236e-08,0.01982874631067682,0.0002406326334199478,0.06971380506033333,0.0008902657934766597,0.006917752025242153,0.009498467253636962,0.016568303834792755,0.019017281132412786,0.0011722520548474757,-0.0018663852732499898,1.0
600,0.9914939616126381,0.008246870135919949,0.7801651077511997,0.019658808063000143,0.9988846768380417,2.216791351849185e-08,0.019759492387618077,0.0003317602781058573,0.07990092024185814,0.0005365331904303636,0.0056308923670266445,0.011632839869448889,0.01933133977460734,0.022316509752154715,0.0014292116299895665,-0.002224239789350136,1.0
700,0.9909312855793194,0.009184079540926387,0.7802062929151157,0.019682358913504328,0.9987777957355218,1.5513752198883336e-07,0.019950730725017293,0.00033295215785691804,0.10465509461649838,0.0007336847286418258,0.010437736455034307,0.013379986076238878,0.01911343796322902,0.02753673566147775,0.0010807654490616165,0.007259357776917779,1.0
800,0.9901790735824308,0.01009940484233005,0.7800508614185786,0.019732557884263747,0.9984778494099371,2.0214341946285302e-07,0.020016440870558882,0.0003885248610318707,0.11447759143065972,0.0011630805529921802,0.010579045394822203,0.015321741396431934,0.01575861293559248,0.030952955167408876,0.0009228300108707908,0.0053216082941730716,1.0
900,0.9895186074407549,0.010677755967958584,0.7801563459332622,0.019694610758925316,0.9982994829625852,2.961771426759125e-07,0.019902133497059406,0.0004856816554053348,0.12798186988548657,0.0015464001430094806,0.011071358957931888,0.017692789294460286,0.018511536471793856,0.034619881096734785,-0.00016832493371394264,0.004893113240269046,1.0
1000,0.9887463002574299,0.011049865076322433,0.7799604254227364,0.019738929170585617,0.9982346223087232,2.6097950176962323e-07,0.020015126591403098,0.0004775343265217889,0.14720385975095404,0.001957145665291747,0.010528742790241805,0.019135422065672338,0.02769891887659893,0.0392476569592708,-4.68993918444932e-05,0.002358867882966226,1.0
1100,0.988299794744469,0.011554265216680532,0.7799818959229519,0.01954032029046081,0.9979675063223482,3.3937701324419513e-07,0.020045627910707235,0.0005442187466563888,0.1659470043722814,0.0025227037305343807,0.012915023047148451,0.021069544926224777,0.02643538978051705,0.042065838957400244,0.0007632525628160536,0.009508072946777633,1.0
1200,0.988037898415767,0.011777099522435362,0.780035326784656,0.019542141194011316,0.9978355656765878,3.5598974081698536e-07,0.01992564878057668,0.0006005066313026616,0.17797333104834911,0.003293794556158883,0.014607645001434764,0.022103132029161615,0.03342267451262963,0.04537720329392764,-0.000503927314987799,0.009879195117253608,1.0
1300,0.9879046698423174,0.012235287749218353,0.7799603455959628,0.01956883624454696,0.997421468740232,3.2875990391381054e-07,0.020009202833668374,0.0006488473303070889,0.18315033070820266,0.003579866687727317,0.01940824589704278,0.023623562390466063,0.02962092410123239,0.04838792932427505,0.0013660546972931612,0.005407099953070271,1.0
1400,0.98761849790128,0.012571156556633677,0.7801571092961925,0.019817916935399395,0.9972019871667921,5.747949715044019e-07,0.020068773197305417,0.0006897972512876311,0.21037641596514492,0.004621956421159394,0.018115163354935536,0.025467185613658214,0.0343083346016177,0.051786466925561464,-0.0010864196765116908,0.009563587921775201,1.0
1500,0.987311931959304,0.012530813001435713,0.780080214169099,0.019587644890754388,0.997255782006898,6.011307829665503e-07,0.02005949832693077,0.0007684331233114,0.20903111031072716,0.0051201242701442535,0.020322613111472328,0.026733848968513326,0.037865775635829595,0.0540839186999042,-0.0003260317116144532,0.012425175549580163,1.0
