miliseconds,x1,x2
0,1.2069717163186218,2.004856725203449
100,0.9134996598909875,1.692102574607194
200,0.7046430926859402,1.5209588412519286
300,0.5586179832848754,1.4135728418038063
400,0.47398475959210096,1.3518481317870241
500,0.41505476556998905,1.3111976438475623
600,0.3930626895944224,1.2869638075881336
700,0.36657598915947676,1.2708698309820667
800,0.3636523133716747,1.2623599279576554
900,0.3563093093673682,1.2599978655261335
1000,0.3412398557824485,1.263192411289688
1100,0.3509598666315472,1.257315800283682
1200,0.3422357037553361,1.2538070859783366
1300,0.3451279026461468,1.2533383896891293
1400,0.347253527118177,1.2450935341230618
1500,0.34588051870449443,1.2436990805047825
1600,0.3434456050194773,1.246283713200896
1700,0.34899378219044835,1.2464476195623062
1800,0.34453728008696305,1.2379462916459534
1900,0.3377944463113506,1.2418534672701622
2000,0.3428963480923562,1.2387717208681661
2100,0.3463803134801981,1.2360571093986066
2200,0.3507059767307034,1.236493964983625
2300,0.3421421889288368,1.2401885185145212
2400,0.34612504300741465,1.2317979952837497
2500,0.34529021944354443,1.2383670220472447
2600,0.34815251874423836,1.2310274607166396
2700,0.34448384481904765,1.2401085466365434
2800,0.3487763354697303,1.2331882691689067
2900,0.34246750445368274,1.235647429223015
3000,0.3528949813465642,1.2341857222899868
3100,0.3409801921340839,1.232779680640422
3200,0.33973813738508485,1.2328483619730695
3300,0.3514766183123682,1.2308596303630432
3400,0.3485013109393956,1.223951579658258
3500,0.35028677765771005,1.23266915461786
3600,0.34286513825975334,1.2285231875317628
3700,0.3537836489805957,1.2227787611463192
3800,0.35210746285615246,1.2228131852183997
3900,0.3543320599321859,1.2293472742921263
4000,0.35013413214963196,1.2237227111513995
4100,0.3436857926339335,1.2290340486233657
4200,0.3497236833459892,1.2244961313834144
4300,0.34088863053973595,1.2279448866021037
4400,0.34928966572238357,1.219534580016357
4500,0.35093583400086137,1.2190161467178569
4600,0.35075554889926897,1.2290484642115151
4700,0.348590490629013,1.2273103145995408
4800,0.35222524577794667,1.222165283757587
4900,0.3525308127627972,1.218516626872173
5000,0.3449234558396079,1.2222063015424647
