milliseconds,A,C9,C9X,X,AC9X,AC9,C3,C3_star,C3_starX,C9_starX,C9_star,AC9_star,AC9_starX
0,20.006190475807674,20.14809826136026,-0.04961041131500266,40.0751263889062,-0.009752513147355115,0.038614704300724646,200.00124387725484,0.008061601663156493,0.0018763188500223748,3.829589700062557e-06,-1.3563753342718672e-05,5.043080000066426e-07,-5.477459690191073e-07
100,19.93616001714416,19.98611590844256,0.03922984227567468,39.89284523936113,-0.004795030531866874,0.023275592283258116,199.99586639855323,-0.010115564563320505,0.0026756026789972955,7.078430881047816e-07,-4.98838901172007e-05,-7.785144153714613e-06,4.292214296031197e-07
200,19.78949706692265,19.799550526639514,0.12317927967050998,39.73974726486028,0.0027843218426267507,0.15189278809903373,199.99903575185323,0.01520775694111359,-0.0017822509416208603,-1.1076983712532753e-06,-7.724432925678805e-05,-9.799240989139176e-06,4.3210747793033353e-07
300,19.725312005850796,19.61165564201173,0.2265844928086904,39.829053234017174,-4.246039997826559e-05,0.26141358819849664,200.0045819789629,0.00616279606476758,0.0020019385523192437,-3.0251770959977844e-06,4.26759088596823e-05,1.0745762544458078e-05,-3.2991885490816247e-07
400,19.644011684081228,19.500263402354733,0.3662939430012982,39.591574531618775,0.011700228007337738,0.2439071543500843,199.9943995410972,0.012149000460310951,-0.00113247735752326,3.8335036644217804e-06,-2.6646966995123957e-05,-1.1834316305312143e-05,-4.556159075410374e-07
500,19.603771459611863,19.3792756130398,0.36676609004043087,39.70289459429365,0.019323126109006585,0.3169587586411586,199.98896987827777,0.010479425992046792,0.002003954235138966,5.150249717226855e-07,8.652616569983228e-06,1.1546252131243244e-05,4.0438640612778673e-08
600,19.487638748190687,19.014378204493763,0.45565163835046996,39.5923528835106,0.002862696706628377,0.4647080653862906,199.9943409205051,0.013457034744158256,-0.0012028758616016546,4.239492874480774e-06,3.062584921509424e-05,4.885352874814042e-07,5.42307840940624e-07
700,19.413704402108316,18.954143801950618,0.4957453638961566,39.54201662121585,0.02674762481647144,0.5216307966965181,199.96322433307938,0.02169757036018722,0.0035535572187237008,3.867433419480081e-06,9.719403128313929e-05,5.409665673601811e-06,4.249081381259921e-07
800,19.332627129173158,18.70543898850834,0.62166543472312,39.38323455770522,0.023631770263773492,0.5413343772458218,199.95801747484055,0.023775403975634827,0.004103341948260869,-1.3490588558805094e-06,6.158565283505145e-05,-3.140506364323839e-06,-9.612730206438687e-08
900,19.33558712707713,18.633484562290132,0.7005696227734257,39.360735736525506,0.020801665539918555,0.694901652959293,199.95363951876203,0.035095846602181825,5.666885432704092e-05,2.679920298850111e-06,-8.276262812553567e-06,-7.940561370530082e-06,5.169433757439399e-07
