milliseconds,A,C9,C9X,X,AC9X,AC9,C3,C3_star,C3_starX,C9_starX,C9_star,AC9_star,AC9_starX
0,19.945849191937107,19.952301426045345,-0.07739925608844364,39.974679972285166,0.010609970985027698,0.035249439317615795,199.99204497208723,-0.00926535364678787,0.002619406944593183,-3.3543581228218125e-06,-7.836071603951857e-05,1.7589217187028792e-06,2.7629059804717613e-07
100,19.92624711484305,19.970544407781357,0.09892669663382817,40.00707757425187,0.011579153485597562,0.018537792853392195,200.00502566028683,0.008611166346656998,-0.00034776423158244677,-8.134332360903135e-07,-5.723666726791813e-05,-7.796898543872996e-06,-2.8687472245179335e-07
200,19.909932666668134,19.638345185802624,0.09641202369991517,39.825784120058465,0.014837784266778922,0.20661674820844705,200.00284722186427,0.01563196994283096,0.00019916875616685282,-3.3888685344636695e-06,-2.2433198591019826e-05,8.67549883709535e-06,5.491237364436073e-07
300,19.741807916085758,19.604578108853346,0.2676954505149225,39.849389897521256,-0.0063392071743118335,0.1716864413946562,199.98629688170112,0.008206471153285579,-0.0007513563740922206,1.5117539960970755e-06,-1.737220001277914e-05,-1.945333693793397e-06,2.501061713088749e-07
400,19.738874583544792,19.43168852591306,0.3193923588719643,39.660283378100196,-0.0030368763997870385,0.35508142571674967,199.9948329974547,0.01183971660508308,-0.0007051219692547947,2.0694698259306224e-06,4.3895973556081366e-05,7.081459339307259e-06,1.576774183867364e-08
500,19.64504569936037,19.385080736411172,0.3510940997819674,39.57864277169026,0.0022820292308845446,0.36571422789192554,199.99888954252228,0.029171818027617043,-0.001304241365455677,-3.429250651506095e-06,-6.62661972798342e-05,-3.927139340204703e-06,-3.348199055298243e-07
600,19.518661254989688,18.983719748171666,0.4025805297970085,39.475715815972286,0.01792841932358101,0.49197186735720455,199.9625608866326,0.016528164912910537,0.0031904173807764053,-1.9028265670478548e-06,8.39263875674833e-05,9.505310442781856e-06,-4.124788180565996e-07
700,19.54455100881915,18.8020108065068,0.4957112871565937,39.447849676602196,0.005526349194071878,0.5463686114956262,199.960342385228,0.018454802802122125,0.0024221708143408443,-1.6094129578146514e-06,-4.651259687393882e-05,1.1772264942505723e-05,5.122834557964815e-07
800,19.459069228047984,18.82013006426447,0.6291345730650383,39.39641056250139,0.010654336174057892,0.6014994041456848,199.9617695959044,0.04390419286477709,-0.0010466477605851942,1.887244149736671e-06,2.4405425295710976e-05,2.1809658660162694e-07,4.319461215016961e-07
900,19.29914923214069,18.764365679174258,0.642333832899215,39.31255658470429,0.010135924117729038,0.6522873348260214,199.97347710501566,0.029216368807234702,0.0031184649668705763,1.2586836712843639e-06,8.246678593128062e-06,1.7404853275692014e-06,5.654246641285341e-07
1000,19.288509511202857,18.609805296378582,0.6958124322448597,39.25749668236107,0.027885917964829435,0.7082274374473894,199.96141843932895,0.03995537700711168,-0.0005644309557858735,2.882504913030384e-06,9.359913592794006e-05,4.295463634113829e-06,1.694381405335328e-07
1100,19.242159115715758,18.418277116276574,0.8762534790224301,39.11734809804865,0.03010331312689289,0.7363024508969467,199.93480870148605,0.04193652185486538,0.0023807313460651484,-3.65238286828065e-07,2.5667586853095765e-05,9.845988167254342e-06,-3.4903443637582354e-07
1200,19.14090173018495,18.133297783860154,0.8659512318229882,38.96681110860188,0.04286368057287695,0.8287209472550591,199.9518595013415,0.04780275622713288,0.005016675637766702,7.236923467646373e-08,0.00012523480213309825,1.5008439082156844e-06,-5.459083153499161e-07
1300,19.089116334263803,18.09990655595029,0.8898403998570533,38.900021698596916,0.051449047093462735,0.9214235451125825,199.9302305854355,0.07443656016953193,0.004845598939895956,-5.071489511697897e-07,0.00012627320656008389,8.718989403138025e-06,4.457477127864986e-07
1400,19.00518377540104,17.9761567328806,0.9433524387253929,38.88899038966281,0.06043067388567165,0.9450635256609221,199.92170465548423,0.06489086004202214,0.005623360707478254,-1.2446613999253242e-06,0.00021520560814019445,8.367408199548061e-06,3.705477172318717e-07
1500,18.897719260842607,17.884522412164763,1.0530399776392547,38.87998936748407,0.07262609798740981,0.954702937161684,199.92625619729404,0.08060281964503886,0.007858012434925038,3.097646686824748e-06,0.00014500184611876526,1.0640594733115911e-05,4.0597163691735334e-07
1600,18.87185412991974,17.851593154113374,1.214823712212258,38.79973671533743,0.06582739967121637,1.0074388492672846,199.9077173969563,0.08691116064184333,0.003529042054932122,2.715717474617598e-06,0.00015580463529608134,4.322803643076939e-06,-1.752330737887287e-07
1700,18.905051614441604,17.685899171214007,1.1786345069455304,38.739686650498555,0.06439024663914004,1.051479839436537,199.88116437200367,0.10302518368732459,0.0051159586766769665,4.93350330341706e-07,0.00029868092061472877,1.1602455339475714e-05,6.574824675196113e-08
1800,18.813189809879216,17.40158011407102,1.225247194416864,38.721517667703814,0.07243627606775592,1.130577922710457,199.90192335506848,0.1043695816397171,0.008226923189400522,5.525642805241231e-06,0.0002882148415912075,8.937850635958535e-06,8.02954559993656e-07
