milliseconds,A,C9,C9X,X,AC9X,AC9,C3,C3_star,C3_starX,C9_starX,C9_star,AC9_star,AC9_starX
0,20.05540749424474,19.852457719434828,-0.04021510847954421,40.0382126728695,0.0033175530045955358,-0.009923796974161347,200.0020659496809,-0.009954582491877003,0.001716169741520118,-1.4314076943380408e-06,-6.873114320183818e-05,2.7083317570414905e-06,4.802133701744223e-07
100,19.928807617726534,19.89428860984775,0.01322312716704964,39.96845095203593,0.0060371281793323885,0.10208281102599082,200.00685150438483,0.01355877514772752,0.00291812067357924,-3.4344538798240597e-06,4.442648059033714e-05,8.619871642022552e-06,3.0962107501050836e-09
200,19.802694964308657,19.661801251669242,0.09612742725992279,39.89653460980736,-0.006543262796065205,0.17164647594516552,199.9923697099405,-0.00785257091417359,0.0011770215093114215,-7.886692097184194e-07,-3.992030188015397e-05,-6.341444371765122e-06,-2.8283661765797056e-07
300,19.746078147800652,19.52377368857735,0.3228107192704982,39.69625713156477,-0.00043512210288696547,0.2504149168722455,199.98834995826797,-0.00019197174700771,-0.00263031662775466,4.166001908160993e-06,-3.500988825535645e-05,1.1954479995698134e-05,2.1087800529288643e-07
400,19.694680911954386,19.405150462073287,0.3167332046762239,39.62598408805732,-0.0013367402739472992,0.26266612960161345,199.97173997955227,0.0019751917313889054,-0.0009382761680503248,2.4994549360100864e-06,8.209566439568466e-05,1.6369297203180081e-06,2.5540772940092886e-07
500,19.60773200104346,19.280998682522068,0.44404588983177534,39.68666086112134,-0.006143170368214476,0.37027101618424324,199.99260168710018,0.003878693943313305,-0.0012875494968544229,-9.147286422449897e-07,7.474193464812747e-06,9.968114990566235e-07,-4.922067646406878e-07
600,19.598702176064272,18.969093412521524,0.4920302629754227,39.619573530632636,-0.0013618459810924854,0.4823996542255232,199.971075031925,0.027818030588116428,-0.0008682574761991083,1.9066027697788428e-06,4.858763368267239e-05,-1.2468957342696107e-07,1.1103260940853554e-07
700,19.536942252800582,18.82135831347089,0.6075463292932939,39.4885331329347,0.0004342513715286881,0.4627916962855263,199.98495180019523,0.0188125963072371,0.0015325456927114617,4.7353362357123483e-07,-2.6957889799364974e-05,3.393838941850754e-06,-1.8519731586577015e-07
800,19.404601933126717,18.671433679029022,0.5654520020099884,39.311358841322836,0.02372588629796909,0.5786474319792871,199.978170428784,0.029954997143302128,0.0035736893616787305,-2.476977734093908e-06,-2.8913238073298853e-05,9.921560948284702e-06,-4.790773316005909e-07
900,19.35681599689985,18.740433792799,0.707609689690101,39.266469125935956,0.017813806672679414,0.6353810797505999,199.97557178383101,0.03541213797546231,-0.0008027970549910823,3.0181103013114014e-06,7.838956344074355e-06,-8.325463506983945e-06,-2.0941972256351077e-07
1000,19.26531701296792,18.358331283918414,0.7628662178007376,39.11991111032107,0.031085672368695704,0.7325749993949928,199.94131352856357,0.04182980463504777,0.0049061322878452725,1.913496638945008e-06,-1.0174071740593244e-05,-4.680393413798681e-06,1.0743138421617074e-07
1100,19.126662834716072,18.45048502832099,0.8047151436621027,39.12770894999673,0.0460469767922273,0.7672081077269661,199.94996042365105,0.05567242631513629,0.0033781350322938156,-1.477694440506069e-06,7.150888454164575e-05,-6.48883194632729e-07,-2.2862527136152616e-07
1200,19.18762651750994,18.35731464517679,0.8990171907308235,39.13121272932898,0.036305569944385746,0.8544558847694033,199.95189237565393,0.04982715367976072,0.003220050383044637,7.834600654279391e-07,0.00013351232762570477,1.0526776015791067e-05,-4.525523602604444e-07
1300,19.10430994001014,17.964118561917985,0.9914756378027353,38.89278943984883,0.03742665824811717,0.9282307013197534,199.93960501905138,0.0588213102464411,0.007133725739533357,-5.439806097805477e-08,4.7988873390161356e-05,4.601601813851254e-06,4.753062465728242e-07
1400,18.95600230817907,17.941254659134433,1.0062800980692268,38.96247547324216,0.03987691021662548,0.9230315031796554,199.91735410730345,0.07584412061571756,0.007048620011326773,3.6093911214245626e-06,9.527287598283456e-05,9.43916792585622e-06,4.2300633164691766e-07
1500,18.892696856686133,17.917179379318263,1.096375654706431,38.77233190672358,0.05320833830423412,1.0016182651335719,199.92268002384753,0.0853323183195103,0.005233338052542837,6.445968638844328e-06,9.35105783965527e-05,2.7495099159555143e-06,4.535293623268829e-08
1600,18.867406881215253,17.808979683004043,1.2321814800334443,38.874542006154535,0.06031778344982617,1.0232193823871494,199.8981152967789,0.07682316805714433,0.009562753887613254,2.4564026457965007e-06,0.0001527517491573054,3.855602371759582e-06,6.746626676123304e-07
1700,18.901152817755392,17.63617914188541,1.2369952180878985,38.66243509200396,0.08469043272492581,1.0516630543229115,199.88598429049762,0.1060633183300015,0.00831818161967743,8.056602360097074e-06,0.00025388920848312175,2.7884737376147185e-06,6.650768238101647e-07
1800,18.73858451349972,17.564602395708107,1.3216674721356754,38.5633510524243,0.07068713568055529,1.1498133941281574,199.87366376565083,0.10547945376951239,0.005846275718910085,2.427815887168873e-06,0.00024786952691625743,2.8113349602291554e-05,2.9665489323993205e-07
1900,18.71688123916689,17.53036180133502,1.372675561948009,38.637718171799385,0.08355866800613503,1.239646003157464,199.8705718057357,0.11556207360999673,0.009216619086142405,3.7441198405848473e-06,0.00023839497923906555,2.2784492020198778e-05,5.014429348849279e-07
2000,18.723857242254994,17.363014791060927,1.4183725802245122,38.58535098705329,0.09515091470482721,1.2440507470581441,199.87534802927968,0.11653986298500095,0.012354423136352682,5.265326965786248e-06,0.0003262357223482181,2.60610392976173e-05,6.726344452019005e-07
2100,18.539781605787088,17.29847128962323,1.504216862574558,38.45724830588906,0.1211552193210934,1.2720240372060203,199.84539780689676,0.13138165453319936,0.013225760960962578,1.0013605563634597e-05,0.0004476365203600856,3.321056554182157e-05,8.915472839333028e-07
2200,18.570979653110133,16.85220824132384,1.4665144472495106,38.40379403908585,0.12154702619712333,1.357523765737263,199.84138877497887,0.13165481330301623,0.01125563880393284,1.0404503362067738e-05,0.0004847559540291635,3.670221584617483e-05,5.86463528432549e-07
2300,18.457891870922438,16.9376617631303,1.6639365847224539,38.311699282719474,0.14073564870669467,1.4055392218643492,199.8250954535566,0.13969699277611422,0.016510509372001166,9.64636839902914e-06,0.00047055680104155705,4.884126574920757e-05,1.6282947800120447e-06
2400,18.40409981127877,16.878353555304763,1.647415135097097,38.27419867894657,0.13073276070556356,1.3817069158685273,199.8281188630459,0.14677765361454007,0.015911812781158708,1.6722762125999456e-05,0.0005561137798457804,4.254155503354271e-05,6.600951898829178e-07
2500,18.381723792212654,16.695950688321343,1.6371260918501829,38.08204415723113,0.1518820283844197,1.5277438940425692,199.8064765411592,0.17651652940945634,0.01811666470335059,1.889906161221164e-05,0.0006344643874633866,5.9144073721832954e-05,1.5593506141285536e-06
2600,18.330331644454922,16.40524471205431,1.6809509387294832,38.02627599059405,0.16327841558332887,1.5639463764792652,199.79365058050178,0.18937298428639973,0.02115362455919388,1.407780927599646e-05,0.0005655141674300976,5.391845786090131e-05,1.0750329077782311e-06
2700,18.225989150761116,16.41006391033979,1.8240614987266899,37.93982656298031,0.16538099400950032,1.5029519244257346,199.77502841688798,0.177703755419813,0.023738759337216617,2.4743591323973426e-05,0.000681685868577902,6.419366008354071e-05,2.5580200741066737e-06
2800,18.299749929079006,16.407822814535535,1.8465755785125317,38.00058561826545,0.16757183888290017,1.528901696797003,199.7610025288074,0.18553506565290162,0.028001233907669273,2.4483428282455144e-05,0.0007498250545941159,7.36977796135642e-05,2.2484322532677335e-06
2900,18.194726761610454,16.19871928702858,1.9127909535771683,37.79745419238273,0.20032311384418441,1.618367004228954,199.76787600373268,0.21195224592400438,0.02932266502958637,3.000595039317214e-05,0.0008024811508089687,8.377447012125052e-05,2.555028362615196e-06
3000,18.06628949427852,16.211724339764295,1.9639913924365322,37.81295051608764,0.2086849159178619,1.6564287774545043,199.73480277996038,0.2187376663590863,0.031765859651061386,2.4998619456963897e-05,0.0008538506793573915,9.594131751935594e-05,3.5312879204153593e-06
3100,18.05950557339156,16.09439718943017,2.0822887090446525,37.67892311600727,0.21506290725968638,1.7123464662987529,199.73278877388523,0.23153378415712503,0.03392291492406285,2.8725701636885487e-05,0.0008695750224831523,9.229670572613215e-05,3.2981977325055045e-06
3200,18.052969435212876,15.897715344635001,2.156711771291776,37.56615056569799,0.24126104877050153,1.7156020610025353,199.73821287296082,0.23410449731347843,0.035749656195199264,3.973385140197979e-05,0.0010519294765274825,0.0001128932553637297,4.36307514367683e-06
3300,18.07997319293354,15.958407561168347,2.202243038651993,37.59058108747453,0.23493952578262878,1.7757562462656715,199.69965497944955,0.2459707862801257,0.03832232634856738,4.18839029205263e-05,0.0011156652187467612,0.00011423602115452031,4.642658941179635e-06
3400,18.032631544173167,15.629597115356717,2.2275223552443464,37.58172577607017,0.2578223441331295,1.8526056192811025,199.71241375283296,0.25160281738224943,0.04257550086403468,4.2463412637970786e-05,0.0011736206072006882,0.0001174876604922717,4.650922334198023e-06
3500,17.884539416599896,15.543908322326349,2.194853860177172,37.4283939437641,0.26438597476234116,1.7885251923499397,199.69382860652905,0.2804157460182789,0.042458990000524305,5.1594058913431995e-05,0.0011993307342520285,0.00013995558078614087,5.864833222205738e-06
3600,17.915981394812153,15.587867614949404,2.2247404698065876,37.349178672374606,0.2871122627516373,1.8309993862351246,199.67459502549704,0.2795716215129224,0.04867254052374243,5.284921776019329e-05,0.0013438408012863058,0.00016169036455679695,6.253600481488226e-06
3700,17.797272542929175,15.337749051399829,2.354357239043229,37.37146087435928,0.29868400424084957,1.902490440585024,199.66798079815143,0.29940561417395006,0.050334321490452645,6.145601528975244e-05,0.0013126155111212972,0.00017074403911259735,6.380833855393893e-06
3800,17.860118517958835,15.262226453348854,2.482988407740102,37.26917875527572,0.3140757012436015,1.9552315908482283,199.62111933728124,0.30547039419815625,0.0550553643700957,6.271668487601349e-05,0.0014321546924489304,0.00018333145895586063,8.102230476815758e-06
3900,17.819844388757826,15.268412583980025,2.4303299940548997,37.2440043455114,0.2990715767842595,1.9213292713059504,199.61865010046014,0.33157096800247976,0.056857688014435435,6.867669034288716e-05,0.0015742680834384892,0.00020871103956705622,9.115528853206961e-06
4000,17.654014187530006,15.288928072890279,2.4340332026079454,37.114240901539816,0.33880372514260654,2.0070667768484607,199.60391036895265,0.32509959034739827,0.06302435146158726,7.678517192586216e-05,0.001607503015256057,0.00021540312882949354,9.420184094303666e-06
4100,17.607676182912098,15.125679243774512,2.5126633045904683,37.00524504290047,0.34258520672283743,2.0526687825886727,199.58659146872932,0.3321349225223057,0.062296594733405895,7.673199409305663e-05,0.0017288582867107688,0.00023428266616715572,1.0910123158234349e-05
4200,17.596242631527172,14.971162993298353,2.6219462606045894,36.89240142258187,0.3526402156847396,1.9896786372325292,199.56901354295883,0.35745405732883667,0.0672350702351964,8.654733179349532e-05,0.0017915944872926427,0.0002505359849327277,1.1327021404947598e-05
4300,17.644578266335348,15.044029711561427,2.7406769301438954,36.91823842649498,0.35929153207035186,2.038525901902765,199.5747016452173,0.35790985995973124,0.07278668893329387,9.038832076756956e-05,0.0019119938224653223,0.0002563825483729104,1.2367569258822882e-05
4400,17.501102017144607,14.749128271935044,2.78668473268491,36.835489696882476,0.3894323824136716,2.0852606489343763,199.56024495232847,0.3735063432241473,0.07707351100161869,9.988952528422762e-05,0.0019904441303046114,0.00028032371152190804,1.3589866096012073e-05
4500,17.44232019826102,14.721184416246373,2.7535025125339505,36.71624431426331,0.38078322438656703,2.103207220592049,199.51964220770122,0.3776657542722329,0.07948766863934756,0.00010399873177435345,0.002060074548677504,0.0003020400848250852,1.5838739686603618e-05
4600,17.548218912689563,14.663332287809489,2.7609692232387792,36.79706991144025,0.4118511483311259,2.105336987830311,199.52751441836008,0.3896261618669,0.0868643150453781,0.00011661854455129658,0.0022676038390533814,0.00032100098147740103,1.6525212495880794e-05
