milliseconds,x1,x2,x3,G,Ii,Ip
0,102.70876299190012,110.58662136228108,107.04195536817527,11894.693675832184,238.67834081423902,83.18742641361546
100,102.54596256235499,110.52047123556214,107.07100072106124,11886.38424265754,238.55971929439835,83.00103945482817
200,102.38298695455771,110.45358835257427,107.09932140273392,11878.100109908102,238.44027233691654,82.8153027914449
300,102.21983098383784,110.38593004033153,107.12687114637131,11869.84297760523,238.31995310419663,82.63025930800691
400,102.05650046746308,110.31748343908812,107.15362999287535,11861.613694890766,238.19874926014379,82.44592886799263
500,101.89300030482762,110.24825130598187,107.17959718799449,11853.412361923183,238.0766649102633,82.2623130083868
600,101.729348974995,110.17824472084499,107.20477066505647,11845.239327588555,237.95371624106764,82.0794167721549
700,101.56553618122574,110.10745790627368,107.22915204220848,11837.094379675955,237.82989465442782,81.8972369065916
800,101.40157252341481,110.03589811923308,107.25274114938736,11828.9776808403,237.70521035016833,81.71577525687768
900,101.23747725488845,109.96357854105356,107.2755376776956,11820.889526523039,237.57968185493962,81.53503517454331
1000,101.07323824686368,109.89049086805329,107.2975418217256,11812.829730608526,237.45329749773381,81.35501454826593
1100,100.90887359981421,109.81664823290306,107.31875404901098,11804.798546001904,237.32607537509057,81.17571566515025
1200,100.74439435460268,109.74205864622277,107.33917464473622,11796.796126969359,237.19802652547287,80.99713992027625
1300,100.57979051450903,109.66671485496282,107.35880335068696,11788.822333833772,237.06914095433342,80.81928605049771
1400,100.41508775427315,109.59063617067125,107.37764144967339,11780.877509037477,236.93944488006014,80.64215654297837
1500,100.25028604470229,109.51382257139039,107.39568894023695,11772.961652191107,236.80893827284217,80.4657513948903
1600,100.08537908506221,109.43626931795121,107.41294550756837,11765.074679257275,236.67761469853073,80.29006999586866
1700,99.9204113721984,109.35801145521737,107.42941471048962,11757.21715762886,236.54552076053082,80.11511521274659
1800,99.7553696948572,109.27903857825834,107.44509549237524,11749.38891884513,236.41264262214457,79.94088619435227
1900,99.59025388580176,109.19935055536165,107.45998783984979,11741.589960773596,236.2789801082179,79.76738292991105
2000,99.42506613117862,109.11894910829442,107.47409192775949,11733.82031129048,236.14453550839337,79.59460556027148
2100,99.25980861713435,109.03783595882383,107.4874079309506,11726.079998272004,236.00931111231358,79.42255422628212
2200,99.09448352981546,108.95601282871705,107.49993602426935,11718.369049594394,235.87330920962114,79.25122906879156
2300,98.92913055828888,108.87351312275358,107.51168118391571,11710.687939251337,235.73657292022813,79.08063019804526
2400,98.76373822754674,108.7903270215587,107.52264183575122,11703.036532612256,235.5990896605723,78.91075776603954
2500,98.59830746360794,108.70645518232544,107.53281799329285,11695.414842563476,235.4608603483671,78.74161191465129
2600,98.43284329993084,108.62190173227138,107.54221019591718,11687.82293085153,235.32189037318722,78.57319278240561
2700,98.26735076997376,108.53667079861407,107.55081898300072,11680.260859222948,235.18218512460737,78.40550050782761
2800,98.10183490719507,108.45076650857108,107.55864489392006,11672.728689424268,235.0417499922023,78.23853522944242
2900,97.93631445690407,108.36420700128421,107.565692285796,11665.2266157939,234.9006070499516,78.07229470168294
3000,97.77079073173755,108.27699260172216,107.57196066202934,11657.754664098502,234.75875715998185,77.90677971001696
3100,97.60526760120068,108.18912624767712,107.57745023792108,11650.312884829322,234.61620429558457,77.74199059534722
3200,97.43975121919264,108.10061321132744,107.58216186480834,11642.901350567416,234.47295520967245,77.57792730138675
3300,97.27424773961258,108.0114587648515,107.58609639402822,11635.52013389384,234.3290166551583,77.41458977184857
3400,97.10876331635967,107.92166818042767,107.58925467691779,11628.16930738965,234.1843953849549,77.25197795044572
3500,96.94330429328217,107.83125021240069,107.5916404557673,11620.848909014274,234.03910077846083,77.09008880771293
3600,96.77787679275697,107.74020955508003,107.59325410215732,11613.559017094263,233.8931391527209,76.92892278076512
3700,96.61248694152818,107.64855098283401,107.5940960541347,11606.299709160174,233.74651688516585,76.76848023836045
3800,96.44714091026965,107.55628007535682,107.59416741834134,11599.071054735567,233.5992409606578,76.6087608616457
3900,96.28184486965527,107.4634024123427,107.5934693014192,11591.873123344008,233.45131836405878,76.44976433176764
4000,96.11660499035892,107.36992357348586,107.5920028100102,11584.705984509057,233.30275608023084,76.29149032987301
4100,95.95142360292009,107.27584907398416,107.58977137118404,11577.56963055155,233.15355925783956,76.13393596003229
4200,95.78630705201466,107.18118449645425,107.58677598644074,11570.464134493217,233.00373496494768,75.97710102016323
4300,95.62126231207293,107.08593543408969,107.58301727674686,11563.389582016476,232.85329057074097,75.82098573080565
4400,95.45629518551935,106.99010746039983,107.57849657126158,11556.34603524154,232.70223288399953,75.66558952597771
4500,95.29141147477836,106.893706148894,107.5732151991441,11549.333556288624,232.55056871350354,75.51091183969761
4600,95.1266169822744,106.79673707308153,107.56717448955362,11542.352207277936,232.39830486803305,75.3569521059836
4700,94.96191362024292,106.69920520452938,107.56037772577832,11535.401981633868,232.24544593485743,75.20370771149327
4800,94.79730682480864,106.60111606006804,107.552826420978,11528.482935008238,232.0919985135796,75.05117789746564
4900,94.6328035104902,106.50247538528505,107.54452134568197,11521.595149159439,231.93797004804628,74.89936268320095
5000,94.46840907242193,106.40328869066833,107.53546403364044,11514.738679015452,231.78336711445272,74.74826128836543
