milliseconds,I,N,T
0,0.999999999999994,0.999999999999993,1.22
100,0.9535856951166499,0.8871044912347822,1.3743428318050388
200,0.9165596397795899,0.7772313321475555,1.524616223040355
300,0.8871269608518346,0.6727063928758638,1.6663511532292188
400,0.8638343528955426,0.5755662852997279,1.7958933596352618
500,0.8454977327779848,0.4873091301798928,1.9107078387488605
600,0.8311547171604251,0.4087870324874297,2.0094710469592933
700,0.8200257937032093,0.3402216280161869,2.0919732280968684
800,0.8114851103536422,0.2813138871149461,2.1588889040055173
900,0.8050341159878485,0.23139148878955879,2.211501633879783
1000,0.8002783382224249,0.1895573837277762,2.2514401734905136
1100,0.7969072730331456,0.1548175924489218,2.2804609751235705
1200,0.7946767600311547,0.12617454466887906,2.300293890918987
1300,0.7933941343019034,0.10268592944630521,2.3125478889993296
1400,0.792905988338729,0.08350253239813357,2.3186525103932967
1500,0.7930888763181531,0.06788096903178306,2.3198424671171862
1600,0.7938421309167079,0.05518495866861312,2.3171600086472233
1700,0.7950824397622129,0.04487938212350236,2.311468917126945
1800,0.7967399141654494,0.03651951402181848,2.303475686957976
1900,0.7987553690191876,0.029739179044103135,2.2937516362555455
2000,0.8010776220740073,0.02423893151907873,2.282754888166974
2100,0.803662325001759,0.019775039646306072,2.2708499156829043
2200,0.8064710897200883,0.016149695882830772,2.2583247001226665
2300,0.8094702984231057,0.013202965479867927,2.2454049873729507
2400,0.8126302622671215,0.010805611044209497,2.2322668407455786
2500,0.8159248410835183,0.008853191753959983,2.219046691514523
2600,0.8193309745717312,0.007261428830395578,2.2058492247656094
2700,0.8228282643679334,0.005962273594133454,2.192754044777441
2800,0.826398686508986,0.0049007439454198855,2.1798209492020706
2900,0.8300263142337538,0.00403240141970324,2.167094100867076
3000,0.8336970717318495,0.003321293422021532,2.154605402317566
3100,0.837398532866295,0.0027383040551685516,2.142377160738482
3200,0.8411197380890986,0.0022598290633556585,2.130424202474493
3300,0.8448510315617278,0.0018667126775716463,2.1187555470143025
3400,0.8485839194634567,0.0015433900166897598,2.1073757348989757
3500,0.8523109430671852,0.0012771984632904217,2.096285874976239
3600,0.8560255657593973,0.0010578258062367723,2.0854844673056308
3700,0.8597220727146333,0.0008768627959022439,2.0749680555029046
3800,0.8633954814862935,0.0007274443283463458,2.064731736583456
3900,0.8670414621974762,0.0006039595952429585,2.0547695612058985
4000,0.8706562663310535,0.0005018171327446552,2.0450748476675162
4100,0.874236663346386,0.0004172559695547646,2.0356404246736237
4200,0.8777798839420959,0.000347191783129608,2.026458820966309
4300,0.8812835694496126,0.00028909240065631635,2.0175224110983834
4400,0.884745726712348,0.00024087701958789033,2.0088235265551764
4500,0.8881646876589752,0.00020083379005286632,2.0003545406677574
4600,0.8915390732944102,0.00016755315374293616,1.9921079315589443
4700,0.8948677614773236,0.00013987333577155015,1.9840763286840006
4800,0.898149858092653,0.00011683579912657777,1.9762525463451466
4900,0.901384671365774,9.764911341999803e-05,1.968629606558996
5000,0.9045716888174933,8.165916645045266e-05,1.9612007543194792
