miliseconds,cyclin_D_Cdk4_6,transcription_factor_E2F_active,cyclin_E_Cdk2,cyclin_A_Cdk2,cyclin_B_Cdk1,Cdc20_active,E2F_total,Cdc20_total
0,0.7187519660071676,2.505752796170252,1.9816088692330271,2.6040214884724975,0.9952557972521976,0.4995920250455758,3.0,5.0
100,0.71838245875249,2.490143112559772,1.9414467553733508,2.641059422130581,1.0588441769799903,0.500574613312818,3.0,5.0
200,0.7096635436035631,2.5321296915709417,1.9333215853020933,2.6605529486189354,1.0980485878307449,0.49812936919896567,3.0,5.0
300,0.7008301426518629,2.5130437198390405,1.9028203397101018,2.6953222788469353,1.1238866362140716,0.5071172509930617,3.0,5.0
400,0.701766494900403,2.5357727580868437,1.8230698158320353,2.7381599466417836,1.1415906734446024,0.5372443528902545,3.0,5.0
500,0.6919280872270943,2.5436489735421364,1.844331806341703,2.7544004717632347,1.1790322255374193,0.5493305320383189,3.0,5.0
600,0.6901385336997821,2.626077060786962,1.7642656495179996,2.791690902236007,1.2465120109745091,0.5493672815333005,3.0,5.0
700,0.6850131981078222,2.6316773179592805,1.7423320368655906,2.8294880362104413,1.2788239505669403,0.5521583490295114,3.0,5.0
800,0.6794840471951279,2.57227874936894,1.7308582047884573,2.8678971221536234,1.336233304387705,0.5545717107159058,3.0,5.0
900,0.6678077643292292,2.5573782620500074,1.6695255325582958,2.8883680946872943,1.391485168760664,0.5857732873877859,3.0,5.0
1000,0.6622955627564955,2.553405638504795,1.617709841827137,2.9240757972727662,1.4219531748254903,0.5758660500537528,3.0,5.0
1100,0.6613303820202312,2.5592996970391533,1.5651987614312337,2.9459976524520735,1.499659897385463,0.6052916183534311,3.0,5.0
1200,0.6546190468562634,2.471628664734668,1.51731300200098,2.973757543648511,1.490020099277695,0.6130958770895009,3.0,5.0
1300,0.652942519346428,2.392638159355404,1.4544856092769347,3.011557065155977,1.5913364663571679,0.6309163154147112,3.0,5.0
1400,0.6417227103871421,2.4079601829571886,1.455291314502259,3.0268776229096503,1.626724004335448,0.6255648474051212,3.0,5.0
1500,0.6354807793451098,2.2947503592704277,1.3628199008262323,3.059255424128957,1.6871923138430722,0.6370561534468309,3.0,5.0
1600,0.6325932717953369,2.2956416153590955,1.3553711780266355,3.089163969534594,1.727571601265287,0.6565213980526257,3.0,5.0
1700,0.6320039578127106,2.2807757221604863,1.27766636409906,3.1127835950162037,1.777707855120583,0.6868469534513991,3.0,5.0
1800,0.620978065362862,2.206278935998837,1.2199078909636822,3.128979168436251,1.8212191321462237,0.7062746673174616,3.0,5.0
1900,0.6169624243263714,2.1295312353701226,1.1808409514727791,3.1561890227527205,1.8328697037183443,0.7123266806589492,3.0,5.0
2000,0.6131669228068283,1.9691802873966036,1.1375998099949376,3.169153881740522,1.9195015582320734,0.7193515180839467,3.0,5.0
2100,0.6057884346986068,1.928198773364049,1.0467210412404997,3.190239579487516,1.9247313056818043,0.7444306839985566,3.0,5.0
2200,0.6034848499920139,1.8742181873994501,0.9728487146916717,3.206129667937624,1.9598300400239452,0.7706641859354166,3.0,5.0
2300,0.5963471478265215,1.767020363587759,0.9322935466054851,3.2159344800457186,2.023409370492625,0.7722150601353656,3.0,5.0
2400,0.5952163478945082,1.6631962223751013,0.8695594712237789,3.2278706172203036,2.0559013752987267,0.794913208322135,3.0,5.0
2500,0.5849620307441231,1.4667345507073117,0.8167933450110977,3.230801805247541,2.1141343380309126,0.8353066713343419,3.0,5.0
2600,0.5850107205267205,1.3903389943655051,0.7573663595792677,3.2431710820809343,2.18590592268077,0.8461065552058638,3.0,5.0
2700,0.5771858426785623,1.2979436615439082,0.6609303718815764,3.252100912199184,2.218877684589267,0.8768547703589623,3.0,5.0
2800,0.573253561817138,1.1310995915409314,0.6070420841745463,3.237448793608033,2.2271869205238435,0.883152414501902,3.0,5.0
2900,0.5696178652605094,0.9871352102892205,0.5344464028513135,3.2342955752373297,2.313198573517297,0.8982799732531594,3.0,5.0
3000,0.5596835059260207,0.8919733406769343,0.4254391544164967,3.2446020441035213,2.3343988370260482,0.9254395745075432,3.0,5.0
3100,0.5573885684798525,0.7391238505186549,0.33434695420022637,3.2336937142573903,2.3507323250972516,0.9429977730873815,3.0,5.0
3200,0.5515409106737793,0.5680929002562224,0.25910751941760596,3.2134499319135537,2.4309374938160215,0.985621168416422,3.0,5.0
3300,0.5443133229938202,0.43384935044332373,0.2325963626686589,3.203212597069351,2.4717291619368615,1.0057941878718104,3.0,5.0
3400,0.5421101336563707,0.20533176801472502,0.16783936857273365,3.1750880138402526,2.5155403240345895,1.0135558235676942,3.0,5.0
3500,0.5418519453567312,0.14004152394697836,0.10309428173174164,3.1521229734016165,2.548202876433512,1.0461881214921502,3.0,5.0
3600,0.5337625400783789,-0.013309008937656828,0.05301269570334109,3.131181220984851,2.5410874303826048,1.0698082851530846,3.0,5.0
3700,0.526873021899079,0.016103135179286843,-0.006079950807938127,3.108959940323867,2.605546787967829,1.1003997586352607,3.0,5.0
3800,0.5225192153893472,0.003186648591661764,-0.007762518913621622,3.0802210288796696,2.641244922867293,1.1291428485296904,3.0,5.0
3900,0.5230550069497656,-0.03307945960982695,-0.011130454380233176,3.054522042810658,2.691814157619962,1.1433617191180152,3.0,5.0
4000,0.5174539891039294,-0.02281642902181478,-0.003182346429886608,3.0267467631830707,2.6916868993638636,1.162289322648781,3.0,5.0
4100,0.511608023722779,0.03824114384915118,-0.005646196279962587,2.995127999666949,2.7172145943899593,1.200748186940382,3.0,5.0
4200,0.5072042403095414,-0.04653823233482383,-0.01457709673478441,2.96956920689401,2.7645150226597734,1.2311506078966798,3.0,5.0
4300,0.5033621381050533,0.048465091354618496,-0.030917798315021082,2.937428751637508,2.8132570959627614,1.24832140455161,3.0,5.0
4400,0.4952873393227406,-0.044544470144180885,0.0341545283847649,2.9074251317629174,2.7896240548802576,1.28827399024051,3.0,5.0
4500,0.49307521154255307,-0.04386990172592264,-0.03420511776602361,2.8779741152847182,2.8505820903492407,1.3021649200107992,3.0,5.0
4600,0.48682192618444364,-0.024002443219429754,-0.011664661617522462,2.84235878199727,2.8359754228293976,1.3417827630607324,3.0,5.0
4700,0.48664126416462056,0.03310385933069846,-0.0026868386966192315,2.820255028068537,2.8589076045455846,1.373107362570373,3.0,5.0
4800,0.48249380976079137,-0.0369958656651917,0.025820311510843623,2.7926764432638853,2.8846920278073194,1.4050734121047277,3.0,5.0
4900,0.47222302556086865,-0.03002465747203247,0.00316364688375273,2.747449965990629,2.9505919299015404,1.410595485512927,3.0,5.0
5000,0.4708020336156111,0.016861287025976515,-0.002323911908091925,2.7248381195907965,2.9418374039206676,1.4564635078209822,3.0,5.0
