miliseconds,E3,PI3K_LY,E3H,E2,E23H,E23HP,Shc,E23HP_Shc,E23HP_ShcP,GS,E23HP_ShGS,E2_Per,PTEN_bpV,RasGDP,PI3Ka_PIP3,Raf,E23H_C,MEK,MEKP,PP2A,MEKP_PP2A,MEK_PP2A,Akt_PIP3_PP2A,MEKPP_PP2A,ERK,ERKP,E3H_C,PI3K,E23HP_PI3K,Akt_PIP3,PI3Ka,PI2,Akt_PI_P_PP2A,PTEN,PIP3,PTEN_PIP3,PTEN_PI,PTENP,PTENP_PTEN,Akt_PI_P,Akt,E23HP_PI3Ka,PTEN_PTEN,PI3Ka_PI,MEKPP,Akt_PI_PP,Akt_PI_PP_PP2A,Per,ShGS,E2Per,ERKPP,Rafa,RasGTP,ShcP,HRG
0,80.39047794436563,6.75440795148608e-26,-0.02894391729980069,99.9104146286359,0.15962072417696702,-0.23199101320721097,100.43506665080248,-0.06408002918512176,0.008640460197532573,100.05962129223957,-0.07044293097591078,0.0,3.671264360551078e-25,120.11055997785832,-0.014456923344956539,99.88035956318369,0.02095026289495576,10.144334020764433,-0.03896536285071163,9.865529366150987,-0.0019350207188571361,-0.002104791908453093,0.05080925146772414,0.000742193914755543,10.013928296824067,0.0577439126573697,-0.033264008142762334,199.39317526827986,0.23606877099527016,-1.326187851231478e-06,0.1722405194343388,302.09900443935766,-0.005175628563605727,42.83329009461832,-3.3768219414086075e-05,0.03466812882474555,0.03300740720635551,3.374867353870094,0.9553456897004051,-1.0953502989655535e-05,101.1234979942442,0.006065252423728587,0.955469972809335,0.026730849080560583,0.018912558041791854,1.0454268183387392,0.02715449139670253,0.0,-0.0010489592281385605,0.0,0.03180988414528414,-0.02613149896009904,0.04833288599170213,-1.3890343374204834,3000.2277416730976
100,18.62276893681745,1.608290965348734e-26,8.089675025408923,54.721483719015474,42.031247641806566,1.0775290390973695,99.93745928138823,0.14395439113480607,0.00701727807725199,100.0402758005685,0.07967572241128879,0.0,-1.8579004811161162e-25,119.92645495900048,0.06174912428087688,99.89662349641215,0.02604893106885553,9.980237296741995,0.02486279186198461,10.027953183895267,-0.0016750162481472394,-0.0001395971954321116,0.015475931657596129,-0.0054467538560266605,9.917685964684397,-0.06650060137318181,7.626899619142299,198.2196635969302,2.025529296432247,8.981696736557447e-07,0.5013890658046746,301.60845393156785,0.02484423215178406,42.72073650154859,2.527523946808227e-05,0.023766788291356138,0.2739608848281776,3.400418633329415,0.9548676030409854,-1.931079310511523e-06,99.5762823311448,0.04753962013952545,0.9559797944060321,0.10901994226728644,0.13279502969808177,-1.0504036725577175,-0.031054649721536567,0.0,-0.01385872123066124,0.0,0.006582669597164092,0.013422280843826469,-0.08137256443215576,-1.7479654921447823,2939.390715622492
200,6.391908328291865,1.2193795056276192e-25,10.134291036985541,46.28022453309054,46.474134718868626,2.4590495503943846,98.9141326406538,0.6076218998322773,0.03327958127756848,99.55650091686594,0.36206230932437666,0.0,-3.7333344798289636e-25,119.94528868218039,0.21247438986227019,100.03915409003554,0.08683949337453466,10.155688686435703,-0.021620504619282346,9.866461228179789,-0.0036009503166645734,-0.000639387553643487,0.029576289160725747,0.003526308894923253,10.132080528104066,-0.06087785437104915,10.042390031693513,194.18900772264638,4.059768037601637,4.7891816483711654e-05,1.3777204041050346,297.10289642603544,0.05122555225645195,42.95247850154893,1.3022078581450468e-05,0.05342000896544889,0.01319006148885771,3.389148716633944,0.9547308908714848,5.178610741056646e-05,98.57016070837922,0.0816166117078133,0.9543849182685059,0.27560532198775706,-0.06625254539481958,1.1803028424450592,0.08069051648839468,0.0,0.07706493618749073,0.0,0.0016938599736448516,-0.05287746820282865,0.07331154812175898,0.42587616579858467,2925.4285761852448
300,2.5311961720649165,-1.1516980188807252e-23,10.386743820207625,43.80653099002799,44.06874089470136,3.1427847528013335,97.8418543642977,1.1164681736706425,0.06366260147755001,98.95711234350341,0.7904548082192894,0.0,-1.2974437164330184e-25,119.84586586432594,0.4185634235926485,100.08121170970787,0.13021989799135836,10.062429387745189,0.039464168315004204,9.1795809693977,-0.0002696606196298078,-0.0018443574372925444,0.2660677598663027,-0.0036123750317445806,9.946435696537973,-0.02998051909574812,10.170889128028197,190.26488820191247,5.781451837316522,0.00012922261305823083,2.207437218819781,297.14196823882224,0.21571260938798673,42.393586710967746,7.156301568164277e-05,0.10562168990309519,-0.049432607913197174,3.4241035949483702,0.9534123104850211,0.00011957094978142889,98.0707645789577,0.13580295155006283,0.9536800846511595,0.5204934130941475,0.07929335041453858,-0.20144998925006247,0.23582065995722024,0.0,0.17366287765330307,0.0,0.03684326664087335,-0.05329171266433023,-0.01902309496249808,1.9785005175282269,2922.909618027206
400,2.1960824307224827,1.0957773475073196e-24,10.020440905725833,42.57909711613699,42.13381022961894,4.568799716191115,94.07496715792357,1.6717517175020187,0.1327094450625372,98.3685076447658,1.2487761047055392,0.0,1.241552066567265e-25,119.92563858492873,0.6288075559828653,99.92638343129795,0.23084243569459412,9.87003451760947,-0.0029527394057368623,8.55765816953843,0.0005346756404799315,-0.0013039343240318503,0.5351690406550915,-0.0007797066907053199,9.98872742545506,0.0328732335342299,9.871611937752238,187.36054159928858,8.003232464967462,0.0002061332274163965,2.5828290313772078,295.4314606771754,0.4429478916104755,42.56807564652521,1.7360215591919815e-05,0.16213154081217962,0.4296277491132058,3.4146722570881445,0.9533087913551332,0.0002127034513309538,97.06754306063904,0.17394609594588428,0.9544009730388107,0.6831312082815013,-0.022163840915668826,2.5955734741161685,0.4662597270636266,0.0,0.3332485056117198,0.0,-0.02952034270316555,-0.06640420497530553,-0.03363733794450316,2.443919356444917,2922.5706147578217
500,1.6143665444255508,3.4685519256291234e-25,9.570388614763672,41.24075788583476,39.305838326613305,5.1803394964805145,91.16816178624926,2.1539686247259944,0.17364111539741053,97.67548061358058,1.9137623306759939,0.0,5.949412434093784e-26,119.80708468188952,0.7599189224581023,99.9060747265877,0.3134999796767233,9.809751211894822,0.02150122481868448,7.417464622285391,0.0027898757829622114,0.0010354566313969208,0.9359219908550986,-0.0015728388153449554,9.992883181486066,0.05303448821065415,9.60215914098567,184.95451003956492,9.472589051227708,0.00030317506788326675,3.2221428559148326,295.0922349188109,0.7242346985535241,42.21583759346739,9.028369292593544e-05,0.28111155359307555,0.3588538941114456,3.462574360062544,0.9538161668266391,0.0003180945394027269,96.31199935318106,0.20990151818632521,0.9533677983038324,0.8290341241090826,-0.15617256485631195,2.646840965133123,0.7661043426266986,0.0,0.5209834263274608,0.0,0.041535845163714245,0.011061104791389671,0.2528133234842637,3.820244396006849,2921.7718609385506
600,1.8764331692239868,-8.331741790183449e-26,9.113297650577968,39.865922836904076,36.22989615561352,6.613707679611432,87.80976253187059,2.5291959688273185,0.22793657920508634,96.909240679248,2.453216446854562,0.0,-1.6071844145695833e-25,119.56787152211467,0.918222749642954,99.93086821144615,0.3774885324075035,9.96867162014251,0.007652421262540587,6.557119970075701,0.001381559299434847,0.00018685760872987555,1.4098852999592533,-0.0016345588976508574,9.92179856997441,0.0018845922955966347,9.177359601278111,182.65916826256634,11.311968646146912,0.0004076489030266988,3.675513460486914,290.88772368890875,0.984750646418102,41.8433982668101,0.00010193610777872465,0.3379686760906765,0.695071284714185,3.444768182215968,0.9517385218147614,0.0004310822137986155,92.48186871194035,0.2510409464121701,0.952793382917802,0.9604166791063496,0.1560763274739879,1.963058167269733,1.0944634974046021,0.0,0.6468367501714694,0.0,-0.040367199070911366,0.0476376219351275,0.27050006929451703,4.455942436331329,2922.0451344267885
700,2.089199661332954,-4.264517768887009e-26,8.538838367144043,38.72976981829383,34.233806512165124,7.348423196991363,85.1409645247545,2.9188634509118834,0.28667066953117876,96.16035401046388,2.8830768629639763,0.0,3.8850495236661884e-26,119.42858155730757,1.0418648905638097,99.86770094417021,0.4001493457610729,10.128295992046713,0.03221658163145814,5.452178213088005,-0.00045663610532830257,0.00011546082526883565,1.809937116584088,0.0036867397485095417,10.092584074882703,0.06622374844917546,8.656919789337207,180.5492835973759,12.442879783615476,0.0005313398211720481,4.29406011328011,288.1293930727857,1.3237226115064724,40.894576406471465,0.00012361488952580005,0.4038587634109349,0.9394260323681938,3.56788541237914,0.9520276283624403,0.0005360832413635013,92.65036787956737,0.275775058485986,0.9507107553838857,1.1045742205620948,0.04554759318949673,4.648722320183245,1.4035247906004247,0.0,0.7817113272642646,0.0,-0.062168811448844084,0.176848471230451,0.4498042524256911,6.607938781128822,2921.6729282968417
800,1.5932535799884568,6.083736499765001e-28,8.349875225480673,37.815040583745954,31.24332052302497,8.289903624508714,80.3393895025322,3.2245602519709142,0.32859877106224794,95.68740119527689,3.4946095667434878,0.0,-2.5873442659565014e-25,119.29671965951296,1.1403072236705665,99.77692504550453,0.4742876093776065,9.823257650714533,0.00515646612010149,4.4745785912121665,-0.0021390848019991076,0.0013344790825195602,2.273903478658821,0.00027337322324438623,9.958093454040087,-0.00735719542595653,8.289225249761838,177.7616749721371,14.526069355402218,0.0006272202095899633,4.856131958160207,286.83619645642847,1.5951542830738061,40.734903396926214,0.0001724557855665681,0.4943306753103592,1.510085587908285,3.5715000891367112,0.9505180705775881,0.0006161047662047148,89.84452783902339,0.3145870417873028,0.9508913408657963,1.2210699977029125,-0.10855441952947682,5.151328687689077,1.62152983110602,0.0,0.8961935723705513,0.0,0.024496200158127292,0.03199629844601376,0.7632795040062491,9.039129681953094,2921.3654628257823
900,1.3460599355779428,4.9924385250905914e-27,8.010054413247719,38.02470599035682,29.42284978526558,8.705670423347273,77.75870591739034,3.4255937289444534,0.3779519197407131,95.2028212459016,3.772112177545648,0.0,4.526400640148425e-25,118.92628625530286,1.2932446292010529,99.75685307146523,0.504023200770662,9.824603449921012,0.058444737625076876,3.751915468439908,0.001954917573622555,-0.0011360781689831083,2.5538657462993832,-0.0010900345474189165,10.05511568152044,0.047286872328876274,7.826620902344915,175.87864159438564,15.49413194945049,0.0007001039429860111,5.080160670930082,281.96533150518195,1.7494049046622557,39.96497554387053,0.0001565522782633444,0.6165136904053006,1.8834935443288257,3.637549842628786,0.9497914197446422,0.000721582401644802,87.64563597286275,0.33469092056124905,0.949448694365728,1.2756784329370359,0.09535217784735976,7.205598924445696,1.8640668984476156,0.0,0.9976150936120389,0.0,0.06306548173840709,0.14974407854581212,1.0855254999518542,13.280561339728964,2921.158904072659
