milliseconds,E3,PI3K_LY,E3H,E2,E23H,E23HP,Shc,E23HP_Shc,E23HP_ShcP,GS,E23HP_ShGS,E2_Per,PTEN_bpV,RasGDP,PI3Ka_PIP3,Raf,E23H_C,MEK,MEKP,PP2A,MEKP_PP2A,MEK_PP2A,Akt_PIP3_PP2A,MEKPP_PP2A,ERK,ERKP,E3H_C,PI3K,E23HP_PI3K,Akt_PIP3,PI3Ka,PI2,Akt_PI_P_PP2A,PTEN,PIP3,PTEN_PIP3,PTEN_PI,PTENP,PTENP_PTEN,Akt_PI_P,Akt,E23HP_PI3Ka,PTEN_PTEN,PI3Ka_PI,MEKPP,Akt_PI_PP,Akt_PI_PP_PP2A,Per,ShGS,E2Per,ERKPP,Rafa,RasGTP,ShcP,HRG
0,80.07215679052119,4.838782295080171e-26,0.05276605087828984,100.19525464825233,0.004289346110795352,0.04602882162310029,101.57775041195983,0.002770400180894086,-0.0020624027397345857,100.04887695415556,0.006503743390151429,0.0,-8.896400333944629e-26,119.89722871596021,0.01127668547534449,99.9456644936097,0.0028583005729573025,9.807479242263431,-0.01471325391741577,10.02471792793971,-0.0023037172932102285,0.00021586099234637392,-0.04066133886139237,-0.005584786374471992,10.124071043992558,-0.010383218286762226,-0.03240777942323178,199.82219430957682,0.10197182494850049,9.655908744748995e-06,-0.08698046952910811,299.03269494554337,-0.03121776932687141,42.6303330167404,-1.0731049441184183e-05,0.05003886127682887,0.03364112394054875,3.356952241507441,0.9553103232983531,-1.2393639923358854e-06,99.9355602567163,-0.001727510219652478,0.9552483856315508,-0.0019390498527301465,-0.2047452149701799,1.3051671756775727,0.028954747223855583,0.0,0.0036707947662595747,0.0,0.06583964903984947,0.0005855718029944074,0.014173703388489282,0.66656882416471,2999.904299340301
100,19.433220299608642,-2.0758421783472412e-26,8.21175686727984,55.20743636067225,42.062166754390994,1.2237164791027204,101.43301054814225,0.15851057382021821,0.003075658995497547,99.94319084277055,0.06577673591960209,0.0,-4.597962028941441e-25,119.9016339814607,0.021071298003503283,100.06848891685472,0.0372759240763964,9.797474402600981,0.01075263383912941,10.07878168687282,-0.0002905811020089806,0.0013018693002642089,0.04058864492822031,0.004093617883017187,9.884141088231214,-0.003771241017068277,7.575146669066959,197.0327174774145,1.5838478355981231,5.693603212539975e-06,0.5177220988724782,300.3082215880305,0.03327809513235408,42.384617300045164,-2.8226163799135023e-05,0.06055756461091575,-0.031315005648335614,3.455053266216141,0.9558112064619319,1.4141410654459221e-05,101.27958705578222,0.025797074188104927,0.9549426558668195,0.06507700757040416,-0.10364676209002624,0.20260183655426264,-0.020929823699160594,0.0,-0.0059273870675162765,0.0,0.03395973901135739,0.022123171512777384,0.003335189487645906,0.6217389410585024,2939.429442647435
200,5.785903387833001,1.465394057515664e-25,10.1530559220808,45.82858715524264,46.5708327881575,2.388265592781738,100.13261105034883,0.5859986677901774,0.01950719841808012,99.5428045309904,0.22586557447943054,0.0,-2.8928268787967244e-25,119.88471871788529,0.25201776528065484,99.96373943135512,0.11599035531093561,10.127139123588323,0.025107199884631275,9.668437859328133,-0.002371365058275244,0.0016895762143317985,0.0901412075617255,0.0022769111291812308,9.994121907648559,0.04906963516138234,10.100682514985463,194.03322273804673,4.310166225848947,4.900634570099921e-05,1.3345084672727188,298.00580241364366,0.03628160309153547,42.989589578362754,-2.4674538435772996e-06,0.05920826292151694,-0.23469604435667468,3.383753576945865,0.955280338519072,3.583168877071418e-05,99.2470545178203,0.08214027641075325,0.9558275563230703,0.28672404441588495,0.18915242697666587,-0.6954887801730302,0.08997125687324166,0.0,0.048092150704866304,0.0,0.005987261274292441,-0.08652811129084943,-0.0411787592399025,0.34704313136710124,2925.6718081085137
300,2.862714956709945,-1.1496073669497307e-23,10.284841746225165,43.44677934047212,44.39666376198361,3.000204373795601,97.15790497613128,1.1589765624191237,0.0695466009414706,99.13855099041426,0.7350978157450292,0.0,-1.406936661610541e-25,120.0806605650368,0.4239053573356088,100.0174261270873,0.1443216121995092,10.147021129372968,0.02459062568453613,9.213613389922456,0.002142534758282538,0.001392064313465136,0.27971714186168944,-0.0012600892943513454,9.918695050583892,0.020856993487412677,10.354841427162063,189.83662590325272,6.012214090267662,0.00012110748974303407,2.2370019934621213,297.842832441208,0.22416852746387547,42.650716406614976,1.8842186013020057e-05,0.036499623201663764,-0.09870984219599288,3.356099164395557,0.9545476165284036,0.00010493369793375436,99.45052863637042,0.14324261801177113,0.9534761531984446,0.5147197578231973,0.04953841348864715,-0.2892901322688671,0.2802002484330816,0.0,0.18103194243975534,0.0,0.046768340403321125,0.021287408123830762,0.09196050588280524,0.4721922587339751,2923.021652689796
400,1.9246695704452723,1.1057609574263393e-24,9.86468649368305,42.52979176537225,41.809030326216465,4.791018134683018,96.73243700629058,1.6654244848259376,0.11914204506697192,98.38053420806789,1.2441344062833655,0.0,-1.7956915968954468e-25,119.79343426349764,0.593726131970583,100.02104984291898,0.18888434597860934,10.03481040974489,-0.023830545360574888,8.474642536920317,-0.0006206378012518902,0.0014710530065076687,0.4913547001243734,-0.004669797413023419,9.98683564653702,-0.03552870523283425,9.875599649150224,187.88645396431772,8.564627301206292,0.000219906313489663,2.6087704713233677,294.0222434741705,0.41514042110762006,42.273728863745156,7.074519996327908e-05,0.15766890448605314,0.2829613630467029,3.4646491060746056,0.9535977418590715,0.00022368128933464358,95.96560486926818,0.171724051528758,0.9531861753335179,0.6980550987931917,-0.20649375508647863,0.58494508845305,0.468063541620356,0.0,0.3456256146577959,0.0,-0.04437103957628456,0.03441073193692759,0.19557280111930064,1.622256835099803,2922.1602072219343
500,2.538185378565543,2.8816516175096224e-25,9.557563523998514,40.59192585590284,39.07423402316706,5.729285030996209,92.58626389915949,2.207676853803589,0.1766669603321344,97.5520810767031,1.959471526910459,0.0,2.1656132758709635e-25,119.79926184503935,0.8100037569381425,99.9484032209001,0.2769835752847547,10.193946968241464,-0.017926789088598225,7.607167913896514,-0.0022065277004810722,-0.0002730270719387767,0.9758538787148766,0.0017493206764585204,10.015717392626206,-0.044492483092087455,9.470209255011028,184.7169848444432,10.291413903290932,0.0003269866813871015,3.324990540062666,294.67149684026725,0.7498665403726282,41.80127058730625,8.819425965982954e-05,0.25776012349677563,0.5225554770684383,3.4634344524874625,0.953806660041268,0.00032645136593835244,96.86754954499663,0.22491231197472525,0.953713506420075,0.8142557674788432,0.1952624862305516,2.441781188317808,0.7652332618400277,0.0,0.5074206685997729,0.0,0.017957875352209173,0.034352603612128774,0.2212493271782882,3.941584473066517,2922.4002114698364
600,1.914317722643941,9.541218387794557e-27,9.135840796062487,39.93767763161079,36.027467748511086,6.470734832951873,89.94614728774563,2.5399949429179363,0.23777690763491244,96.9567909113558,2.528883943785058,0.0,-1.039833154886771e-25,119.80955774094653,0.9508779593340804,99.96982601037105,0.33397262498325914,9.940646249219807,-0.021180406320969344,6.629489255274125,0.002705273373944325,-0.0010850624870702807,1.32318964111188,0.0012934269315888081,10.072107305654065,0.04240288347884012,9.140748636085384,182.61404513961384,11.02246471666686,0.0004244997909882149,3.9419655375039935,290.6936225671754,1.0147005932024247,41.30772263899612,8.597647205822184e-05,0.2914847204905959,0.4644713346137571,3.4504294419995403,0.9524008355953381,0.00043343435087710435,92.57971221746318,0.2463391706075403,0.9526750466578319,0.9723839575826294,0.08922780493701178,1.8787174111240184,1.1009077498316573,0.0,0.6509424991166717,0.0,0.052129061796513235,0.13713949696232858,0.31044195762036814,6.056624528947902,2922.2747282608425
700,2.1383696073380705,-5.213572957083506e-26,8.572212206444231,38.90306160804541,33.9218373898766,7.613936845400962,84.17946696993722,2.893827941682965,0.27941360905713797,96.35090350529813,2.871873885525995,0.0,-4.9011070865828035e-25,119.514436127117,1.0743328335448437,99.96317400900739,0.4244113102916855,9.804158918109593,0.04959558400556053,5.593353125727906,0.0037319853214723663,-0.0006692361306396958,1.83601933268519,-0.005084317954482493,10.066193631369021,-0.022911436001001872,8.576368626191806,180.35482507383097,12.980017494177968,0.0005352257407449416,4.1281922281606915,288.8489466976265,1.3144918057534671,41.518920444652004,0.00012158128509888637,0.511205994490454,1.2632520004879615,3.4981219750819643,0.9514908978834296,0.0005301229009304829,90.2413007916053,0.2790716407580809,0.9512776956469008,1.0990872859754015,0.1351471004643144,2.3417157948761345,1.4059098827375562,0.0,0.7649024030706472,0.0,-0.07472130160075503,0.03189280739626589,0.5192244602400315,9.090965092575631,2921.4615728092863
800,1.8804237914070645,-5.492272504935542e-27,8.194578198433899,37.81905260189098,31.328572133116882,8.07700369750139,82.70700057621833,3.1887188383848084,0.3301225479636626,95.62786823595152,3.490694626670864,0.0,-4.170497906681205e-25,119.13054856012602,1.151505958940087,99.97793367973954,0.4756611880909541,10.153564564267123,0.05388258086204405,4.577951081443684,0.0033785202889292983,0.00024372250066092194,2.2722344605335367,-0.005121533002291814,9.926501211522737,0.025020674220268192,8.343506593938596,178.04446787663724,14.232935691576953,0.0006100501032369973,4.909277829423598,285.90092726863713,1.526604632766068,40.404570636583045,0.00014176720809892795,0.5721170112407599,1.1835322795419219,3.4853756249952594,0.9510025853805448,0.0006324048940825612,90.4260374569426,0.3189849824868497,0.9499356491488844,1.1813008869111299,0.04319566099222373,6.436387067584735,1.6481749603926867,0.0,0.905404442588771,0.0,0.003155626959197504,0.026238868779417057,0.6280129923280001,10.54584984068988,2921.4703881017535
900,2.0449729559095235,1.19851714239659e-25,7.812320024303119,36.98973395244867,30.047457130719827,9.207586814842058,77.45713953624845,3.4569200491785033,0.3749581799796356,95.17332476818635,3.836094736064067,0.0,3.894406133800592e-25,118.94873170064005,1.2546608809095725,99.78197518546308,0.5666003825776396,10.076095709556272,0.03827170518108349,3.853337936648227,0.00043748562411091317,-0.0018767871290385906,2.574079809715792,-0.003692960455628022,9.981763467650405,0.001172009765009861,7.808101411809724,175.60421804593634,16.02815331259194,0.0007146865698498475,5.055971736524668,281.5225849330875,1.776260522815072,40.218222469823225,0.0001731790879162961,0.6211275371526664,1.9112984228624523,3.624434028550722,0.9493797387246513,0.0007078534985324791,87.30852424479178,0.34261138817452513,0.9498536369925465,1.3185808187617043,-0.08817950582760856,8.242298105697557,1.8594528392575356,0.0,0.9893207702416948,0.0,-0.035247627074841345,0.10994716639672504,1.1345895537021211,12.703825160196121,2922.2105238048002
