milliseconds,Susceptible,Exposed,Infected,Recovered,Deceased,Total_population
0,9979999.0,20000.0,1.0,0.0,0.0,10000000.0
100,9979971.625249533,19371.39996542994,652.6611186002408,4.11609393299774,0.19757250878389154,10000000.0
200,9979891.26271089,18815.515661628644,1276.2445010751283,16.199548100169423,0.7775783088081325,10000000.0
300,9979760.13404935,18327.779040706722,1874.4464222224872,35.9164959211079,1.7239918042131794,10000000.0
400,9979580.245732564,17903.98293500096,2449.7834555265244,62.96553140489985,3.022345507435194,10000000.0
500,9979353.40263636,17540.256330532193,3004.6057511246618,97.07565075080704,4.659631236038739,10000000.0
600,9979081.220788917,17233.041165268067,3541.1095121004805,138.00432606685277,6.624207651208933,10000000.0
700,9978765.140049418,16979.06927808702,4061.3493738707934,185.53559029023998,8.90570833393152,10000000.0
800,9978406.43553319,16775.341549907218,4567.249645047205,239.4783128380939,11.494959016228508,10000000.0
900,9978006.227400776,16619.10990476237,5060.614063551037,299.66472415102265,14.38390675924909,10000000.0
1000,9977565.491643773,16507.857568110867,5543.13645769335,365.94878857251,17.56554185148049,10000000.0
1100,9977085.066504465,16439.28693852393,6016.407464702893,438.20524075610757,21.033851556293175,10000000.0
1200,9976565.665475352,16411.295990076684,6481.927186557461,516.3276221558064,24.783725863478725,10000000.0
1300,9976007.878851432,16421.974636457093,6941.10750821865,600.2280571546412,28.810946743422804,10000000.0
1400,9975412.185126184,16469.583916182215,7395.2833191224745,689.8355329382613,33.11210558103657,10000000.0
1500,9974778.95459868,16552.54877192509,7845.716688660744,785.0953633020648,37.684577438499154,10000000.0
1600,9974108.454359032,16669.448374723706,8293.602339000538,885.968442032739,42.526485217571526,10000000.0
1700,9973400.856773186,16819.000409439686,8740.076213309589,992.4299657159203,47.63663835436423,10000000.0
1800,9972656.240774939,17000.05777859338,9186.217675144373,1104.4692474500155,53.0145238776008,10000000.0
1900,9971874.599283062,17211.59474040994,9633.05712187178,1222.0886017762182,58.66025288525853,10000000.0
2000,9971055.841664499,17452.701553370756,10081.57925874875,1345.302980331175,64.57454305589646,10000000.0
2100,9970199.797645396,17722.576647847833,10532.727627441738,1474.1393886636201,70.75869065585383,10000000.0
2200,9969306.22155822,18020.518209033045,10987.409441122272,1608.6362515539781,77.21454007459101,10000000.0
2300,9968374.793002434,18345.921879916226,11446.497315366629,1748.8433227926694,83.9444794940482,10000000.0
2400,9967405.122320626,18698.270244184674,11910.835169524922,1894.8208641878728,90.95140148101798,10000000.0
2500,9966396.750247028,19077.132204480447,12381.239133317928,2046.6397091396927,98.23870603870535,10000000.0
2600,9965349.152112989,19482.154622098482,12858.502359856098,2204.3806345995463,105.81027046077831,10000000.0
2700,9964261.738745194,19913.059540656654,13343.397035713475,2368.134235152626,113.67044328732614,10000000.0
2800,9963133.858091377,20369.64013829977,13836.67705007637,2538.000687261557,121.82403298855482,10000000.0
2900,9961964.797786638,20851.755169255408,14339.081384574516,2714.089369784978,130.27628974967902,10000000.0
3000,9960753.784696832,21359.328337323364,14851.335110817035,2896.5189456399635,139.03290939071834,10000000.0
3100,9959499.9877073,21892.342357756235,15374.15297281155,3085.4169486041237,148.10001353299805,10000000.0
3200,9958202.517162763,22450.83847444858,15908.240327057796,3280.9198814276683,157.4841543085282,10000000.0
3300,9956860.426526701,23034.912337756545,16454.295857271394,3483.172975454729,167.1923028218271,10000000.0
3400,9955472.712667894,23644.71213219202,17013.013192580715,3692.330159674673,177.2318476643844,10000000.0
3500,9954038.315946361,24280.43693285851,17585.082463390794,3908.5540623994116,187.61059499517185,10000000.0
3600,9952556.121165225,24942.333758862907,18171.192435137556,4132.015878605445,198.33676217306143,10000000.0
3700,9951024.956339486,25630.697923470765,18772.031173183732,4362.895576206075,209.41898765789168,10000000.0
3800,9949443.595850442,26345.86680186915,19388.289619399075,4601.381420127086,220.8663081661002,10000000.0
3900,9947810.756219724,27088.224602376093,20020.66033981446,4847.6706470313475,232.68819105750475,10000000.0
4000,9946125.098492073,27858.197311493575,20669.840570524502,5101.969108695523,244.89451721738516,10000000.0
4100,9944385.23157284,28656.246225832172,21336.535878406972,5364.490766149806,257.4955567751908,10000000.0
4200,9942589.699422067,29482.885228860676,22021.453569952297,5635.459712902943,270.50206621934143,10000000.0
4300,9940736.996928507,30338.65601604273,22725.3141857957,5915.107700054958,283.92516960263816,10000000.0
4400,9938825.559487998,31224.141732905835,23448.846550534556,6203.675790614987,297.77643794951956,10000000.0
4500,9936853.758786693,32139.971317441086,24192.786926303263,6501.415047294847,312.06792227015285,10000000.0
4600,9934819.91384691,33086.802371031285,24957.8869161927,6808.584795676155,326.8120701924557,10000000.0
4700,9932722.280294564,34065.334441875326,25744.90909850673,7125.454355969031,342.02180908651377,10000000.0
4800,9930559.052002514,35076.30521484694,26554.629451765748,7452.302796636704,357.7105342385621,10000000.0
4900,9928328.363576725,36120.48585969354,27387.839932369818,7789.41854123362,373.89208997921406,10000000.0
5000,9926028.283584485,37198.68762194583,28245.34745221488,8137.100516560385,390.5808247948988,10000000.0
