milliseconds,FeDuo,FeRBC,FeSpleen,FeLiver,Tf,Hepcidin,Fe2Tf,Fe1Tf,NTBI,FeRest,FeBM
3400,0.0014118987307164999,0.03826707701544931,0.0019571080300008078,0.0018641412485954389,1.359914548608158e-05,1.2179139205693846e-08,1.6198792833628285e-05,8.83489845836866e-06,4.253122605560465e-08,0.0002806020614544129,0.0034872985334798894
3500,0.001588505520411204,0.038295805312803424,0.0019848715797578355,0.001864785675240813,1.3688245330438215e-05,1.1920892945283839e-08,1.613388033138211e-05,8.84231271551708e-06,4.2372057578905864e-08,0.0002799811583987881,0.003457897763458316
3600,0.0016366091686210935,0.03831344348435887,0.002037203467106602,0.001849205712573069,1.3683152866909792e-05,1.1945963929679932e-08,1.610260263525885e-05,8.833838068001705e-06,4.207107886931943e-08,0.00027934840752068057,0.0034708148347768492
3700,0.0014781979203701205,0.038312029340269345,0.0019545768405985348,0.0018440329774256595,1.3723021855745836e-05,1.2236567820838701e-08,1.6071683347829432e-05,8.866632394460375e-06,4.160747417709169e-08,0.00027886150455440394,0.003452251193457274
3800,0.0012441960021492505,0.038335066595912744,0.0020036057435573926,0.0018374465022030584,1.3779092242986707e-05,1.2094644944343173e-08,1.5995467062683094e-05,8.870620105527985e-06,4.171260196512985e-08,0.0002785112805608124,0.003467712711682837
3900,0.0008865516978044709,0.03831932215970905,0.0019632568610617514,0.0018239762384425569,1.3799458430348252e-05,1.1740766591110172e-08,1.606064053790556e-05,8.876459486385493e-06,4.129796965718791e-08,0.0002782588546118389,0.0034627126070043424
4000,0.0010541276826921612,0.03833081402090838,0.0019017910736807908,0.001815232649569956,1.3801548601811574e-05,1.2174661691193876e-08,1.597138575804198e-05,8.883101679815612e-06,4.1595813736023774e-08,0.00027786840649528173,0.003437797083123414
4100,0.001041391008821297,0.03836973043941035,0.0019889523683622474,0.0018138721951394344,1.3911553277353773e-05,1.2109160375784692e-08,1.5869605408219884e-05,8.89944868724933e-06,4.1442617619429883e-08,0.00027765999003735676,0.0034337118632775977
4200,0.0007140398347725876,0.038362252880758584,0.0019255525159133187,0.0018031103020362236,1.3882755947044862e-05,1.174493799810756e-08,1.5906403095699374e-05,8.914048381690465e-06,4.126489819184599e-08,0.00027731150048809734,0.0034336547751637483
4300,0.0007052096876224325,0.03838871642895714,0.001972101803999435,0.0018070613371434755,1.390762874480482e-05,1.1472324180018565e-08,1.591153882074812e-05,8.904797778842079e-06,4.1198980056191945e-08,0.00027686336668053535,0.003436604852692849
4400,0.00046068049187969473,0.03838142745338898,0.0018676330118871933,0.001791156310207593,1.3931491071204692e-05,1.1744606190057255e-08,1.5841931302733895e-05,8.930605272670406e-06,4.066798854069263e-08,0.0002756902654481764,0.003442382023302055
4500,0.0008638402744240644,0.03840131949909726,0.0018980054870887189,0.0017842696177958692,1.4022027724921861e-05,1.148061668991441e-08,1.578956511384327e-05,8.930661348005056e-06,4.0733336220752866e-08,0.0002759560369418868,0.0034383869559348715
4600,0.0007899443024565731,0.038397909603266535,0.0019167528002379634,0.001782744093853127,1.3979888083037137e-05,1.1768987453580108e-08,1.5757488039492034e-05,8.94579333867096e-06,4.070680147612828e-08,0.000275275388023729,0.0034063906977387583
4700,0.0005035837973872393,0.038414583101854985,0.0018547755238830365,0.0017802278908075804,1.3993891703932604e-05,1.1705968416765587e-08,1.572681094639993e-05,8.952869484181633e-06,4.070014257508113e-08,0.00027430726723905413,0.0034136126085780576
4800,0.00012850580941298244,0.038426427222080166,0.0019022880684557313,0.0017623930617719332,1.4102337946491182e-05,1.1738505553174693e-08,1.5758652890211645e-05,8.94668719350433e-06,4.016647801902599e-08,0.0002742505681190377,0.0034051420066411008
4900,0.0004471892418123022,0.038434040056662254,0.0019301238683489257,0.0017643690639382197,1.4106056505708072e-05,1.1657083916908055e-08,1.5705191283797104e-05,8.959685617344364e-06,4.006161262966272e-08,0.0002736559640316099,0.003410538366415323
5000,0.0005851976571076367,0.03844286503643388,0.0019423216549653561,0.0017445057771608725,1.414869654582482e-05,1.1885546792426547e-08,1.561506282693623e-05,8.969923332504308e-06,3.989936937270401e-08,0.00027350970248652876,0.0033998884149312285
