milliseconds,FeDuo,FeRBC,FeSpleen,FeLiver,Tf,Hepcidin,Fe2Tf,Fe1Tf,NTBI,FeRest,FeBM
0,0.011458873276361577,0.03797062083965761,0.003991273860871296,0.002004262923577779,1.5782898720869787e-05,2.3255169908832815e-08,1.3493432066690717e-05,9.342817762572146e-06,3.307607916306616e-08,0.00028661805794154407,0.003031695938243347
100,0.011118608785319799,0.03798715157484497,0.003975279089099529,0.002007337983368286,1.5446117780536115e-05,2.2411568076504668e-08,1.3943124335351966e-05,9.342741480601163e-06,3.5050954511527544e-08,0.00028705726030319703,0.0030373530181918387
200,0.010715893774874178,0.03797414230543208,0.003866025003229923,0.0020040032726145957,1.4998955518187959e-05,2.117275154182491e-08,1.446697075930729e-05,9.229935632351771e-06,3.688177131336721e-08,0.0002868578411811069,0.0030533915274530846
300,0.010321513591843308,0.03797879609826072,0.003814352909126293,0.0020063052811192914,1.4574442760551097e-05,2.0906302138800793e-08,1.5017440723638074e-05,9.118462359842885e-06,3.8024367798366145e-08,0.00028664928466011345,0.003056748209198094
400,0.010379109937194684,0.037977991713506555,0.003662055586046864,0.002001511056444403,1.4329353056401674e-05,2.002318893569642e-08,1.5399442841658966e-05,9.04772780903974e-06,3.938195950574745e-08,0.00028646543686669334,0.00308488704970681
500,0.010108096159305519,0.03797816979035911,0.003597229009604566,0.0019916285984796296,1.4004578011754011e-05,1.9503677616092386e-08,1.5742868529238725e-05,8.952361287022267e-06,4.0432051628420845e-08,0.00028707372213722035,0.0031329163438778766
600,0.009480735814103358,0.037982690778075395,0.0035119911927963426,0.0019915206708551116,1.3776818356939378e-05,1.858883850587827e-08,1.598917784708174e-05,8.906720771057347e-06,4.170574302835349e-08,0.00028693646090149395,0.0031615395612719544
700,0.009066527607528092,0.03799160978261056,0.0033733700726746945,0.0019943036549666636,1.3714137502144475e-05,1.788407104201373e-08,1.6236703363279558e-05,8.85399446166923e-06,4.242238304310823e-08,0.0002872861428995588,0.0031870379736803614
800,0.00864240811536578,0.0379885834743388,0.003327507211452102,0.0019880464813905436,1.3515772034575653e-05,1.750350711003896e-08,1.6365206313119194e-05,8.819302038403643e-06,4.296249435721471e-08,0.0002873031506890712,0.003197489037589798
900,0.008430911692089007,0.037987019508935876,0.0032120730359636615,0.0019843883500940654,1.3478023628533997e-05,1.7468400567138798e-08,1.6515039745788302e-05,8.766896852808075e-06,4.3454880166945227e-08,0.00028648065847892843,0.0032321968121575297
1000,0.008115400450523717,0.03802245579542383,0.0030272019509054626,0.001989199562976123,1.3341560353181761e-05,1.7029255216775996e-08,1.664770125072428e-05,8.757247556770406e-06,4.351256392730759e-08,0.00028645570942974815,0.0032576100228177227
1100,0.007465190412477177,0.03802627636723188,0.0029676185291421103,0.0019947138246693367,1.3318841196570224e-05,1.6150262233588675e-08,1.6663464624601972e-05,8.741220309878904e-06,4.409018942939175e-08,0.0002863483972848591,0.003283588543976818
1200,0.007069154506650019,0.03801790990052552,0.002819007316288543,0.001986280333308888,1.3261134674847274e-05,1.575254049686055e-08,1.6733380440313303e-05,8.719860183065494e-06,4.4227105017354256e-08,0.0002862386498189262,0.0033123700645694256
1300,0.006699035027309577,0.03803265118150255,0.0028191133874790565,0.0019879445056846506,1.3204743924620808e-05,1.5438262544688143e-08,1.678862862552131e-05,8.717016812134995e-06,4.4303908980041996e-08,0.0002861383844562226,0.003335213873240521
1400,0.006616274127576132,0.03802619056900719,0.0026532932382549975,0.0019738948851835887,1.3186132317877558e-05,1.522620843541634e-08,1.6731879016626024e-05,8.692432961294747e-06,4.429785411567009e-08,0.0002868215161270881,0.0033548050905457716
1500,0.006204541516373945,0.03803709006545078,0.002623884451285967,0.0019731026147510574,1.3186541137750126e-05,1.4801510818974175e-08,1.678229286694309e-05,8.710912349348813e-06,4.454344640464536e-08,0.00028626044524169403,0.003383313418428939
1600,0.005822771622606895,0.03806030745031132,0.00251924158814114,0.001965977825419814,1.3177356057801142e-05,1.4860084714214557e-08,1.6867075402659536e-05,8.70622664030782e-06,4.474898534112987e-08,0.00028634451906291446,0.003387640589691967
1700,0.00516115572686999,0.038057909301535395,0.002484200271091737,0.0019735003631263684,1.320414794623371e-05,1.4751103669151604e-08,1.6757371047747773e-05,8.696141732675761e-06,4.446145923142135e-08,0.00028630233336122247,0.0034082346671983096
1800,0.005279175251202787,0.038069328006627996,0.0024038716129240077,0.001970062661883646,1.3215915478421728e-05,1.4000499700942247e-08,1.6869040779462917e-05,8.693017503751578e-06,4.4794250762189215e-08,0.00028538617546964006,0.0034262321562893165
1900,0.004954000411534149,0.038076029533064756,0.002467741063347269,0.0019629332888727925,1.3246466470834498e-05,1.4165519900990549e-08,1.6848571369000827e-05,8.686256064660842e-06,4.4728051745337505e-08,0.0002852405197092529,0.0034309444511926705
2000,0.004483287837453244,0.03810110280568698,0.0022996841514318113,0.001945836060946985,1.3197124848622642e-05,1.3636531340540351e-08,1.678905603933966e-05,8.684890579455928e-06,4.447268589027566e-08,0.00028521952369253294,0.0034576922054867626
2100,0.0038181572808900603,0.038115254821417074,0.002351919262530517,0.0019450578214513306,1.326026552021744e-05,1.3504699989246511e-08,1.670518037178646e-05,8.712956099562742e-06,4.437881961286843e-08,0.00028491151197767526,0.0034434573475740976
2200,0.0038054072185576505,0.038122590920251415,0.0022239799980824757,0.0019386873203459355,1.3224498915398303e-05,1.3536395971249346e-08,1.678037046021082e-05,8.704107418179891e-06,4.4112551881721466e-08,0.0002848809530306671,0.0034495136186711317
2300,0.0032519753185757433,0.03813337999625045,0.0022287462172228684,0.0019358115147263095,1.3221527035893356e-05,1.3444970526531735e-08,1.6740959477056263e-05,8.720235306267733e-06,4.4320788785793056e-08,0.0002847970239324301,0.0034584942098502686
2400,0.003020310336580195,0.03815687096923743,0.0021527191601498443,0.0019247683028407023,1.332597831437038e-05,1.2931453146733454e-08,1.6733861511302757e-05,8.714200731184382e-06,4.4001386764624015e-08,0.0002837709985681309,0.0034804337900657713
2500,0.003120390170511476,0.038156240315115296,0.0022052031841310656,0.001927992545340194,1.3313634637568713e-05,1.3382704503344101e-08,1.6682316687763053e-05,8.721439038810673e-06,4.388881898488954e-08,0.0002840690646635445,0.0034700334443739647
2600,0.0026658252977959512,0.038190819292011485,0.0022178055588293766,0.0019235319362553272,1.3310139640840491e-05,1.2742836822317235e-08,1.6669944718628358e-05,8.734064704857581e-06,4.374721877037637e-08,0.00028315789388664117,0.0034797668619860555
2700,0.0029812756465054735,0.038194235306722474,0.0021620107391218967,0.0019164376014670563,1.3352932993487788e-05,1.2985115868547348e-08,1.6530098639006945e-05,8.754949199036697e-06,4.3593639496902754e-08,0.0002835692008867338,0.0034874736641452905
2800,0.002284663560883561,0.038195647333346384,0.0020668701194482744,0.0019069108284853408,1.3416887117978504e-05,1.2475992933983309e-08,1.649233636354186e-05,8.77109683279991e-06,4.3592133335455855e-08,0.00028258083059548935,0.0034722446555627683
2900,0.0022984720129172603,0.03820279913945044,0.0021405035129866247,0.0019019397824881473,1.3459305896167064e-05,1.2885836454324122e-08,1.6446268478131486e-05,8.784021994691619e-06,4.3235554687669655e-08,0.0002827440032173952,0.0034833015991586488
3000,0.002033643734555742,0.03823199307457005,0.002059464771879771,0.0019002319471276648,1.3462245095179076e-05,1.2725167437489419e-08,1.6444481845454972e-05,8.772280440825398e-06,4.3068621717087414e-08,0.0002823728390004761,0.003488012433661195
3100,0.0018893173387190252,0.03824900951275602,0.0020032115870701216,0.0018880888140569185,1.3512384365625532e-05,1.2364286069453414e-08,1.6446819227924133e-05,8.803563381501033e-06,4.2744480662932695e-08,0.0002818728945823502,0.0034882112659367017
3200,0.0016141516059576286,0.038244098174955755,0.0020042282752992407,0.0018842903600093971,1.358812736413669e-05,1.2222828208264272e-08,1.638197288766436e-05,8.809914739662375e-06,4.2733578739421887e-08,0.0002811114443207114,0.0034753571760791
