milliseconds,FeDuo,FeRBC,FeSpleen,FeLiver,Tf,Hepcidin,Fe2Tf,Fe1Tf,NTBI,FeRest,FeBM
0,0.011584080552295019,0.03797318811183368,0.003961371972619975,0.001995690773188029,1.581920174890861e-05,2.3172546789349897e-08,1.3534840620777917e-05,9.343676167121778e-06,3.330977104659418e-08,0.0002865343161104918,0.003029160375966672
100,0.011104559462579055,0.03797963877249111,0.003935760880148493,0.0019946325181600844,1.5424377665162778e-05,2.192581974827037e-08,1.3885272765362197e-05,9.318731944220494e-06,3.469834801228573e-08,0.00028693311120476573,0.0030468834141154657
200,0.011188260521088378,0.03796467281063969,0.0038286784679637384,0.0020058932167630627,1.5046721763820998e-05,2.106245518031733e-08,1.4457808787956988e-05,9.238433128453593e-06,3.682494780368947e-08,0.00028706490226729236,0.0030529359785727186
300,0.010263906429869867,0.03799159201735691,0.003743615890149112,0.0020073720609520445,1.4590207767086475e-05,2.08120584569853e-08,1.496388645751833e-05,9.124002422494613e-06,3.80991578764296e-08,0.00028642972974722136,0.003080634337221358
400,0.010259765453983662,0.03799276388534691,0.003713362491874571,0.0020068008792314173,1.4269449791126106e-05,2.0216362400946467e-08,1.5300503038223658e-05,9.055519166602123e-06,3.9558889558108485e-08,0.0002868208347419898,0.0030826955350872786
500,0.00953871922190292,0.03797893641711117,0.0035431162455937014,0.0019978967443199007,1.3989454249909558e-05,1.9578221113545596e-08,1.574397317382379e-05,8.960352813905162e-06,4.0528912390041014e-08,0.00028646917426174796,0.003107863461879887
600,0.009101802523760121,0.037981219252533935,0.0035083967541931437,0.002004805682063334,1.380273438174824e-05,1.8880383514013124e-08,1.6008094964827292e-05,8.892651719608207e-06,4.13812496822179e-08,0.00028677529670211846,0.0031394961689568076
700,0.009205860975563293,0.03800315825527052,0.003323297914574672,0.001996400244506299,1.3672658896420103e-05,1.8507877294397544e-08,1.6181036967835707e-05,8.848698451936641e-06,4.2532269787560325e-08,0.0002870677440772097,0.003170391269194583
800,0.008744400271775548,0.03800935957548423,0.0033158872037148575,0.001989293622387319,1.350032798443059e-05,1.792266115672281e-08,1.6324141792428942e-05,8.809711231560623e-06,4.295349777289441e-08,0.00028714813839423843,0.003210514567788863
900,0.008299224170886191,0.03800728379670127,0.0032124364281232247,0.001994360689170962,1.3412704302555987e-05,1.726209177574636e-08,1.6520403300077837e-05,8.784030846158965e-06,4.355703379955447e-08,0.0002870181073119047,0.0032394254765341435
1000,0.00806993624969761,0.03800654708336904,0.0030007170048897006,0.0019919703155540673,1.3347295437043754e-05,1.6911100787149118e-08,1.654036709012048e-05,8.751559275112695e-06,4.3600245927494674e-08,0.00028694655064150185,0.0032524796664993435
1100,0.007779456812628376,0.03801483770124481,0.0029425545142785225,0.001991358695337523,1.3309386909416399e-05,1.6129916148121137e-08,1.6638182763442813e-05,8.72190213583161e-06,4.4176848737134343e-08,0.00028633100664798427,0.0033005460915113273
1200,0.00697766707142484,0.03801450728097135,0.0028397793832306588,0.001990332623644312,1.325274848087051e-05,1.6270296428588406e-08,1.6757756866253755e-05,8.727042577900227e-06,4.4112109966504076e-08,0.0002870194263655265,0.003309858779388713
1300,0.006889257241159808,0.038043458568296606,0.0028357514060620643,0.0019837389476500132,1.3248390592115901e-05,1.596024964504783e-08,1.669657727790768e-05,8.718727825014648e-06,4.420343240544521e-08,0.00028631226281861886,0.0033341311943498
1400,0.0064888967804422335,0.03805334299305897,0.0026931832900956186,0.0019723300159840873,1.3187423322662092e-05,1.5266384547279696e-08,1.679607547936295e-05,8.687039483438132e-06,4.430917946037005e-08,0.0002865863329128113,0.0033638718497281525
1500,0.006135019107005563,0.038045825679517954,0.0026365818809284494,0.001967201006032144,1.3233368893191845e-05,1.5374763757728673e-08,1.683069874181733e-05,8.698749967302887e-06,4.467932022791166e-08,0.00028590178378875056,0.003389213653204651
1600,0.005627330898871061,0.03804849713148155,0.0025972280831296894,0.001974521219977467,1.3190483109514084e-05,1.4527741491052366e-08,1.6877341754659604e-05,8.70174307374209e-06,4.4516948930669084e-08,0.00028579900539708614,0.003389020257476846
1700,0.005078109268829767,0.038075969025984834,0.002454333777887025,0.001970429465930253,1.323175591857659e-05,1.4371137813276609e-08,1.685425081296061e-05,8.707092179778259e-06,4.477619811227667e-08,0.00028633834566819044,0.0034058858938820534
1800,0.005328615074209869,0.03808203573401656,0.0024136568171069144,0.0019557142042759376,1.323228368905373e-05,1.407090640029743e-08,1.6753184737140225e-05,8.694600631218598e-06,4.479276965065803e-08,0.0002858056763118494,0.003421336859045069
