milliseconds,FeDuo,FeRBC,FeSpleen,FeLiver,Tf,Hepcidin,Fe2Tf,Fe1Tf,NTBI,FeRest,FeBM
0,0.011774098818918905,0.03796591280600606,0.003983103776673298,0.0020011809906352877,1.5852300645113443e-05,2.2779842211635015e-08,1.3493035858127163e-05,9.362064470366497e-06,3.3117297006104206e-08,0.0002866948482024039,0.0030511379973096183
100,0.011438146218839358,0.03798495907665981,0.003957580227720182,0.002003861554494068,1.5418717143509945e-05,2.237597202336114e-08,1.397844068102211e-05,9.313968851252428e-06,3.510663022322121e-08,0.00028697374505854274,0.003036776477601709
200,0.010758606454410834,0.037992945076905135,0.0038823802280588703,0.00200223755589443,1.5043349944913706e-05,2.144542096744434e-08,1.4408792562901217e-05,9.242875814540625e-06,3.645426595268282e-08,0.0002871265228960765,0.0030623424622124185
300,0.010814267447864642,0.03799546736421224,0.003770271869663856,0.0020045967143805864,1.4643548962182761e-05,2.0497157503694712e-08,1.4946105167305918e-05,9.143800849962792e-06,3.816041108906626e-08,0.0002870584470091048,0.003062580624004852
400,0.009904030941359651,0.03799204992490108,0.003682854473560498,0.002002571273745752,1.4239333778587858e-05,1.984151332327864e-08,1.5410730522205194e-05,9.027301203006386e-06,3.966150545938203e-08,0.00028677135180454313,0.003102073515357128
500,0.010148257996687988,0.03797631296547117,0.0036631360314254824,0.002000688742886442,1.4081525374758178e-05,1.907392096275384e-08,1.5713212985325194e-05,8.967515673891637e-06,4.0678535613531015e-08,0.00028698662495015356,0.0031341464788453522
600,0.009756756620318578,0.03799201680367232,0.0034296362444516506,0.001998117806452267,1.3832889064679787e-05,1.882874231086983e-08,1.6003736426150203e-05,8.904420510879112e-06,4.160873047354589e-08,0.00028699172073979977,0.0031561934427352424
700,0.009046569593329973,0.03800232852966026,0.0033927445480167904,0.0019890615686444717,1.3618683445508514e-05,1.8037469845633244e-08,1.6234601746234456e-05,8.847662065343694e-06,4.246595595177022e-08,0.00028715859110595946,0.003193879536083844
800,0.008743992880075708,0.03798272236556812,0.00329752673666766,0.0019954564679242597,1.3524281605701829e-05,1.7692578889550563e-08,1.631676051142963e-05,8.82648992366511e-06,4.28720668994134e-08,0.0002872632139950875,0.0032158187044287216
900,0.008547059013673565,0.037986642336165576,0.0031413790029668396,0.001998746969367283,1.3386459450634399e-05,1.7309743384785454e-08,1.6557858514199334e-05,8.780438216669275e-06,4.318344027496482e-08,0.0002869775237756361,0.0032508875555577964
1000,0.008162500224785351,0.03802285870857276,0.0030541851473478527,0.0019831664471226364,1.3359790234000066e-05,1.662139645979493e-08,1.6631635562819584e-05,8.748697294758072e-06,4.3631121689098424e-08,0.0002867961043350284,0.0032769564997311047
1100,0.007325351823776532,0.038004578201672946,0.0029539181593484895,0.001983846495817404,1.3246025882043128e-05,1.625387647408339e-08,1.667625962617269e-05,8.741850412679605e-06,4.406361825757437e-08,0.00028649803125539546,0.0032788695709921214
1200,0.006787217090574973,0.038019499868190816,0.002898906167130803,0.001977090293465624,1.326191614552462e-05,1.573773864644058e-08,1.6695477496713964e-05,8.716372607492865e-06,4.4155378632680495e-08,0.000286313924627171,0.0033240363869789405
1300,0.0068217621328744826,0.03801539140951014,0.0027233845805496094,0.001989470646133609,1.3278467316532063e-05,1.5828772642524273e-08,1.677095159826637e-05,8.716067616108795e-06,4.453915147723348e-08,0.00028620395438860646,0.0033311873622309195
1400,0.00604781037261619,0.03803022187575937,0.00270205896362307,0.001970573848875707,1.3253841830478604e-05,1.5294394335849286e-08,1.6750822553087428e-05,8.703683888836664e-06,4.449753135645432e-08,0.000286421021388938,0.003357324715283013
1500,0.00614521922195178,0.03804799648575091,0.002676125532371309,0.001968118505823138,1.315353226791098e-05,1.5160997754696372e-08,1.6827652352475014e-05,8.685165308692193e-06,4.446308449866288e-08,0.00028659833539918244,0.003380930050438439
1600,0.005644204958693649,0.038061956759869175,0.0025818426789504844,0.001976861413773298,1.3224417435105668e-05,1.4716190211916009e-08,1.6818351332684266e-05,8.688292215280767e-06,4.441163491449512e-08,0.0002860681620091295,0.00338247382892274
1700,0.005133930946572157,0.038055804249500044,0.0024902256093263992,0.0019619032663892697,1.3152307573575138e-05,1.430406329151749e-08,1.675701873928111e-05,8.682303603648021e-06,4.4687320139856725e-08,0.0002857504908768168,0.003421412312474112
1800,0.0046883980952884055,0.03806484005616242,0.0024938532989348164,0.0019643950511362895,1.3154028815090931e-05,1.4031420940886479e-08,1.676834986312813e-05,8.688281993869044e-06,4.451973229238661e-08,0.00028605360211949254,0.0034331150056466676
1900,0.004685259292171405,0.03809132457639803,0.002420325448619523,0.001956421484398967,1.3182048524593618e-05,1.3901295488643478e-08,1.6816295607075025e-05,8.708073082622926e-06,4.4652561847317906e-08,0.00028551838775691226,0.0034276722991488677
2000,0.004548031392145434,0.03810689732147762,0.002371054039957771,0.001949510480702584,1.3191475261634488e-05,1.3686465645892543e-08,1.6743020719149665e-05,8.699087644511236e-06,4.429654734851473e-08,0.0002849355033424878,0.003440044344417136
2100,0.003791429506061149,0.038125175765752466,0.0023533914662224814,0.0019461107435025304,1.3248847422609626e-05,1.3989490427862958e-08,1.6721397089764565e-05,8.712536913935435e-06,4.4515072651376934e-08,0.0002846821532606712,0.0034448567806319424
2200,0.0035729638643570037,0.03813977146978185,0.00226489638351804,0.001935303657027531,1.327083804069366e-05,1.369315583298889e-08,1.6741189283137285e-05,8.70821809067471e-06,4.409056558121939e-08,0.0002846162136265441,0.0034731435612380965
2300,0.003537449000086805,0.03814888583082851,0.002241342010273117,0.001929380996676401,1.321462292292988e-05,1.3432386000873552e-08,1.6785077597731073e-05,8.730224066781344e-06,4.3920851348431717e-08,0.00028452798466162846,0.003469985597982502
2400,0.0035277398345182256,0.03816058926413134,0.0022691464988442555,0.001938088557201485,1.3282975872683239e-05,1.3348759288696231e-08,1.674816111796832e-05,8.727624627870883e-06,4.379363317517082e-08,0.00028429039578165845,0.0034837507142898697
2500,0.0032090981008948303,0.03816047344950745,0.0022385017272817252,0.0019175924776963357,1.3359881850680009e-05,1.3375430545148715e-08,1.6588079373168738e-05,8.738389804626169e-06,4.379635153480031e-08,0.0002840688727281964,0.0034729698258871805
2600,0.002962028033096816,0.03818860934366357,0.002161881493001462,0.001925851198836646,1.3384623878530035e-05,1.3208493194380193e-08,1.661614431135835e-05,8.74037416900429e-06,4.352525321668468e-08,0.00028369456776781407,0.0034798678809910377
2700,0.0026438450961863507,0.038189463695786054,0.002098809333781242,0.0019118167008755082,1.334508580550953e-05,1.3028943396727945e-08,1.663197076947921e-05,8.743745888525844e-06,4.346722792615011e-08,0.0002834895926285123,0.0034763107720887955
2800,0.0024719614219269287,0.03820380869674076,0.002067328493033891,0.0019121328027991737,1.3433510914057394e-05,1.2655474421798498e-08,1.6577236665085526e-05,8.763161339953234e-06,4.3273567944674067e-08,0.0002829402088614715,0.0034736741531094183
2900,0.0026013323816753493,0.03822271620654028,0.002047093317460162,0.0018968526394138696,1.3411079862307086e-05,1.2661477048597766e-08,1.6474343168661546e-05,8.761418523559918e-06,4.319427891080703e-08,0.00028265729139793965,0.003493929358693288
