milliseconds,c,V,n,h
0,0.30002903345202153,-60.023863899984015,0.09974886247003524,0.09864140215037036
100,0.299963319780938,-60.036749774865015,0.1000706806859647,0.1023165757789059
200,0.2999065470324928,-60.04277060185885,0.09954334160416294,0.10382535997208892
300,0.2999078292324301,-60.10003380068,0.09922902495480322,0.10502023296923935
400,0.29985786179447665,-60.155059223459034,0.09882989522912058,0.10897266954589485
500,0.29977734750893115,-60.25028830457479,0.09909339828272189,0.11095386625923519
600,0.299797058952632,-60.319115088947,0.09836042648084953,0.1118421667552099
700,0.29971261237113345,-60.3785650691196,0.0982577831898761,0.11682626671884437
800,0.2997011880342206,-60.39630279888703,0.09843211773434472,0.11789562534665536
900,0.2996152703387025,-60.4703931756009,0.0981314276971921,0.11522589079738758
1000,0.29961325523948423,-60.5142288256652,0.09756256550156647,0.1195878173686051
1100,0.29964322948442906,-60.53839110947767,0.09759444301500347,0.1202972032507067
1200,0.2995848649793057,-60.63724772799233,0.09716570679046525,0.12384504369946941
1300,0.2995452069773118,-60.608846062161106,0.09728311057681487,0.1261926519229755
1400,0.299446264305477,-60.68131819970211,0.09700969875762028,0.13040671962300002
1500,0.29940059105873973,-60.80351215411193,0.09690502482237982,0.13044891941109285
1600,0.29945411774080977,-60.76046138670117,0.09643129180226503,0.13022296629523206
1700,0.2994179672614631,-60.805870408333085,0.09606046244893995,0.13647758875440483
1800,0.2992964260295486,-60.891004008920426,0.0961861861030346,0.13608219429366122
1900,0.2993398307458142,-60.96154360582126,0.09566829686901701,0.1403775012063213
2000,0.2992730512992917,-61.018316158265115,0.09539920055032662,0.13999491094778171
2100,0.29921453426149963,-61.01401060441975,0.0956404358170285,0.1406963546120207
2200,0.299200426816235,-61.11330548006786,0.09512076690976677,0.14338072369332744
2300,0.29915331984892507,-61.164091703884466,0.09492160073831792,0.1448472590297505
2400,0.29912211608515094,-61.10633311380203,0.09461683752054376,0.15107618835303976
2500,0.2991178336432913,-61.163124127918934,0.09470393989187087,0.1501164871874926
2600,0.29903875308323163,-61.29642192886122,0.09416646310761573,0.15222129031108178
2700,0.29899243221396327,-61.335328651591055,0.09396691498926782,0.15594328649747685
2800,0.29891999161320876,-61.39187967845183,0.0942105111821166,0.1583824466638782
2900,0.29893599059560505,-61.31914437040901,0.09377886765889322,0.1616440401686075
3000,0.2989164444442459,-61.41483408442917,0.09357690406526772,0.15797526633096481
3100,0.2988641671144607,-61.51132522210106,0.09351787926631518,0.16027285078344317
3200,0.29885570017887025,-61.480294341807166,0.0928810939511689,0.16460657780248042
3300,0.29875358371313904,-61.48462193287895,0.09256621323377373,0.1661138414827998
3400,0.298756821496936,-61.53938150684526,0.0924103331456188,0.16825373878630984
3500,0.29873878930922715,-61.60524854858198,0.09255741057816771,0.1725573257121074
3600,0.29863113597973623,-61.70346705401572,0.09237519385910273,0.1728768451910053
3700,0.29862726323837074,-61.755463633629404,0.0922814151466975,0.1768075977597882
3800,0.29858439966066996,-61.700765032149306,0.09211266962569484,0.17545749099791202
3900,0.2985046584289361,-61.78931801079108,0.09149165443853031,0.17740997291771657
4000,0.2985101023591154,-61.85656075381176,0.091435337599811,0.17906279135116804
4100,0.2984312289435801,-61.8850222511316,0.09123100742090885,0.18149270669598755
4200,0.29847847252866944,-61.96432851125953,0.09073296056037748,0.18773691095833242
4300,0.29839430864401134,-61.967452113141036,0.09066596226935256,0.1887787087535838
4400,0.29835792925403876,-62.054534282810124,0.09086849030870203,0.1918855428357852
4500,0.2982981670700468,-62.06803916479244,0.09023679040129896,0.19234715351208845
4600,0.29823353974718214,-62.041796219285224,0.09025686073920892,0.19139344868439173
4700,0.2982119138337366,-62.16177720930377,0.09008162554372078,0.1980069771296759
4800,0.29822598785675336,-62.215398025874556,0.0900629628794838,0.19643425172408066
4900,0.29818364617751875,-62.23121572093236,0.08969841124044385,0.19701569743468703
5000,0.2981046599866117,-62.28356174011051,0.0896876114331999,0.20324110401961143
