milliseconds,c,V,n,h
0,0.29999496475956505,-59.937769799264224,0.10019985170478328,0.09879799457033528
100,0.29998760101744315,-60.04611279135962,0.09982354717297579,0.10207155380508094
200,0.2998930708832356,-60.04036870441229,0.09937624342368513,0.1050037825620982
300,0.2998383848318804,-60.159965586941986,0.09949698331775697,0.1085104313305072
400,0.2998801305695565,-60.254357407417665,0.0989663970913111,0.11090751381182795
500,0.2998429482464662,-60.22538377902076,0.09868374898886911,0.10727201643531586
600,0.29978220719699705,-60.3010432977972,0.0988913835696717,0.11394290445953272
700,0.299732091867443,-60.3051863604787,0.09827187308043941,0.11327681684832011
800,0.2996688017685963,-60.381374004483476,0.09853000547077896,0.11829024530316952
900,0.2996590233714038,-60.425850008892674,0.0981293275205508,0.11553990128317697
1000,0.2996460800702357,-60.50534343811262,0.09775907103440165,0.1173471438288946
1100,0.2996483729224973,-60.57087067964788,0.0978482193063046,0.12112217036303859
1200,0.2995353062303741,-60.64406148586504,0.09736882835436265,0.12393202626885455
1300,0.2995449585794456,-60.60808281710554,0.09723728002839618,0.1263809996994604
1400,0.29951301132870584,-60.6666837225956,0.0966082263000964,0.12955014645003807
1500,0.2993973826054601,-60.78032468041581,0.09683460724494466,0.1322438699717313
1600,0.29938958821217215,-60.79799716729094,0.09623817778224336,0.13487170936891132
1700,0.29938288144976877,-60.88069596260523,0.09643733391650704,0.13457510487751692
1800,0.2993430213696618,-60.9141007197314,0.09589581026463981,0.1347178170979875
1900,0.29928081401720663,-60.90026196355164,0.09604541399139484,0.13891303528779916
2000,0.2993107976016075,-60.96714372754212,0.09560337753568764,0.1404429010684943
2100,0.299233016873703,-60.9746717392753,0.09561508938898575,0.13976233234954452
2200,0.2991512452110453,-60.99983471297794,0.0951267345658375,0.14629824924383072
2300,0.2991185245183239,-61.06960705085532,0.09512438193274764,0.14769696926367565
2400,0.2991229181565751,-61.172633107117555,0.09503257137935335,0.14911506974204478
2500,0.2990700319824789,-61.19985816185388,0.09469298769242804,0.15222056546233428
2600,0.2990448664573026,-61.22237545741811,0.09402625077183184,0.15478648028779754
2700,0.2989955583860844,-61.29043676095352,0.09431158469835393,0.157527280664109
2800,0.2990099476053583,-61.38458295078993,0.09372785501543787,0.15382276220401608
2900,0.2989716022449323,-61.38356514636619,0.09400438438818255,0.15635061358467686
3000,0.2988541518830671,-61.398969674350845,0.09347594338937115,0.15788741613890858
3100,0.29884949332755795,-61.48871473267672,0.09300271367320237,0.16258333413079618
3200,0.298773874417552,-61.448609867915366,0.09299376551887718,0.16643705062678443
3300,0.2987378843029005,-61.52734641517477,0.09256316274711486,0.1647377666469024
3400,0.29872605447496653,-61.54923702572686,0.09242567665426527,0.1700328556813954
3500,0.29864516428990434,-61.67950990862951,0.09217783246926058,0.17275737153102444
3600,0.29865154055992943,-61.62799450115035,0.09209743953961542,0.17155894098043817
3700,0.29857466583988296,-61.732550678184616,0.0919673709575543,0.17393764931390399
3800,0.298634027564607,-61.72650071696902,0.09151983383359445,0.17923765004552888
3900,0.2985052217655139,-61.75128221934395,0.09160438811264325,0.1803682816523691
4000,0.29845800775343356,-61.865280586888375,0.09152967292852926,0.18194661207843038
4100,0.29844998477158224,-61.89491433313704,0.09115661108872322,0.18052823124386239
4200,0.2983901260197561,-61.958860159628784,0.0909384101624711,0.1840127781971089
4300,0.298403154432343,-61.96064681604355,0.09105694948986755,0.18971393914875395
4400,0.29835849275818205,-61.95640218238065,0.09061049713720251,0.190089691586706
4500,0.2982895431375996,-62.038782830131105,0.09010071267612545,0.1904450553587726
4600,0.2983367551333639,-62.13785059195779,0.08993299956176008,0.1910941110251572
4700,0.29825782733990086,-62.16628306526524,0.09000589266208138,0.19779117492099565
4800,0.2982176269406062,-62.207642815269104,0.0895010519391512,0.19714311700158907
4900,0.2981794040261039,-62.22473331631746,0.08933627098967484,0.20147167658823967
5000,0.2980803796484828,-62.164624077763754,0.08922826944660425,0.2041179834522481
