milliseconds,c,V,n,h
0,0.3000398471023206,-60.008234343870484,0.09969736152921499,0.10035756475205576
100,0.2999999985993511,-60.006473223445134,0.09950975149622499,0.09984583510792137
200,0.29987785911718534,-60.136233221804524,0.09984798404041237,0.10345681023613867
300,0.2999268775958551,-60.088930982538564,0.09920967490442266,0.10362527793457392
400,0.2998153548082683,-60.253032525412635,0.09928069132088442,0.10534265843792204
500,0.29982092224538714,-60.21377324668832,0.09909460804194643,0.11047636100930563
600,0.29975220272938424,-60.363292193638195,0.09845059772219636,0.11412689579113955
700,0.29978765273567415,-60.34282269498796,0.09855076056512602,0.1117303044592706
800,0.29969619430924166,-60.389885229438825,0.09842078682244593,0.11770721476579239
900,0.2996622758903915,-60.41044184939945,0.09818887228915167,0.11924881572220418
1000,0.2995789837631045,-60.44684758956071,0.098078574893245,0.12063942484752635
1100,0.2995629087941969,-60.583789421579574,0.09762381376871697,0.11926653978544209
1200,0.29951543183171525,-60.65084463660926,0.09711178033633217,0.12322530743406314
1300,0.2995018186261376,-60.64155142145107,0.09683720060278107,0.12453627444134728
1400,0.2995184246372565,-60.67342080984967,0.09665371729207593,0.12760683383579802
1500,0.29947485980414923,-60.70228678372798,0.09698795114900352,0.13195251931832422
1600,0.2993987121178591,-60.84960414991027,0.09642439201941913,0.1349767275884953
1700,0.2993634919190223,-60.858000551010825,0.09621188126875281,0.13385153799215618
1800,0.2992812559915098,-60.912319136675364,0.09580470062477611,0.13914613691734154
1900,0.2993159252320277,-60.95989489711025,0.09580048239025767,0.13755280174116435
2000,0.2992112762520049,-60.971320566304776,0.09588224244672963,0.13859936254936553
2100,0.29926109129474915,-60.99276945464226,0.095101301250502,0.1418431666586306
2200,0.2992287305854747,-61.00546858341995,0.09524560777867791,0.1469194304904936
2300,0.2991333096294482,-61.04873843915076,0.09526943359884109,0.14666857200644254
2400,0.2991539847583538,-61.19382203164431,0.0947156887051635,0.14637579845888413
2500,0.29904644648647355,-61.136140316584466,0.09455902979115623,0.15145034047483538
2600,0.2990473794360009,-61.29653927386549,0.09451098122511932,0.15438804892017588
2700,0.29897664136232066,-61.325686822445846,0.09432792170549992,0.15614391040841705
2800,0.2990122026946585,-61.33268523158374,0.09408090992612476,0.1547881096606518
2900,0.29890299054813463,-61.31756563051064,0.09370098445458419,0.15924624987452377
3000,0.29887491500884544,-61.44264186587638,0.09337519307258028,0.16362381007416096
3100,0.2988163461447519,-61.41302737171126,0.09308930995473824,0.16117733343771481
3200,0.2988383486944488,-61.5248140635246,0.09336439099164329,0.16415774577384426
3300,0.2987290030868149,-61.575599888219735,0.09282787669597002,0.1648815592723643
3400,0.2987509253456771,-61.5885986759991,0.09276602698449163,0.16818664121251523
3500,0.29867226101598465,-61.64633193555753,0.09229780920105676,0.16880678414629788
3600,0.29868129371088364,-61.67863977656343,0.09203469873272094,0.171152438139636
3700,0.29861125081362117,-61.70049561302373,0.09174820384474401,0.17679020528527986
3800,0.2986223866882187,-61.77963356412892,0.09191742636312378,0.1788565529221591
3900,0.29852519495057867,-61.730695921680926,0.09161960849451521,0.18071455103972353
4000,0.2985406702657175,-61.77688144074967,0.091582686423569,0.1836416528577713
4100,0.2984687348059189,-61.9405183720824,0.09117526309661779,0.18547938118267784
4200,0.29839045018941723,-61.857010519468055,0.09092268730076963,0.18319206671144384
4300,0.29839456470376136,-61.96636458105086,0.09098489150271391,0.18976955256453312
4400,0.298388974632327,-61.96069498610961,0.09071491018650545,0.18671809040732898
4500,0.2983705422795112,-62.01657977612972,0.09071177148554939,0.19185070591759043
4600,0.2982385369905678,-62.08912177907462,0.09004073133406698,0.19237484088785695
4700,0.29823035569976775,-62.102879965709356,0.08995058708813615,0.19663873511003555
4800,0.29816143224685154,-62.1048610912008,0.08968139657175513,0.19481651845340556
4900,0.29819443795581085,-62.15078238773907,0.08946820450589993,0.20229188325263645
5000,0.29808033825263136,-62.17629333446719,0.08927675854046226,0.20290355836882498
