milliseconds,RasGTP_Golgi_GM,CAPRI_cyt,serca,PIP_PM,PI_PM,Shc_PM,CaCAPRI_PM_PM,RactCa,Shc_star_PM,EGFR_PM,PLC_act_PM,RasGTP_pal_cyt,PLC_PM,PIP2_PM,Activated_EGFR_PM,Ca,Ract,Rinh,RinhCa,IP3,RasGDP_Golgi_GM,Ca_RasGRP_GM_GM,DAG_GM_GM,RasGRP_DAG_GM,CaCAPRI_cyt,DAG_PM,RasGTP_depal_cyt,RasGDP_depal_cyt,RasGDP_pal_cyt,Ca_PLCe_cyt,Ras_CaPLCe_GM,Ca_ER,Sos_cyt,Grb2_cyt,PLCe_cyt,buffer_cyt,ca_buffer_cyt,SosGrb2_cyt,SGS_PM,RasGTP_PM,RasGDP_PM,RasGRP_cyt,CaRasGRP1_cyt
0,3.932260319528606e-10,30.100143793990544,45.0,2956.3993606598965,142949.84425623182,185.99873221852633,-6.289586711063167e-05,2.2333848323827503,-4.3193789748910424e-05,21.011095736966148,-0.001352400093523768,-1.936992740876923e-08,100.00143225204921,1071.9139549790484,0.012182791648358312,0.02197544819458468,9.030342641998757,7.8232033227587285,3.5211187382473206,0.4032943989462979,49.98633624935321,5.385868545470784e-07,-2.4682986821887543e-11,-6.464390456966455e-14,-9.751835145121066e-05,2002.0817382221005,6.905228250860894e-10,0.004639246239442846,-0.2527440077438186,0.0012074091052156801,-1.0939892386618001e-13,120400.1733752706,81.27286220475155,502.6699266496535,12.039637511554348,120.3845715588258,-0.013893370738592524,99.33163524372031,0.0006563967487525394,1.2282304602008615e-05,399.8934724786738,30.100195372210187,-0.00018999175062141968
100,1.0836439078947886e-11,30.09990148633313,45.0,2865.0811041019,142782.7594424459,186.0005082751237,-1.6933025768444177e-05,0.011272309827515875,2.1472962237527485e-05,20.97996440504501,0.0019154244829550039,-3.711179126521174e-08,100.00070443165895,1074.398249109376,0.01573760712683858,0.10820483640418518,11.333169129809912,7.8981788834286135,3.391831605658088,-1.729375157192911,50.01095917079329,-3.871599643226696e-07,-5.013632558632733e-11,5.738359568609804e-13,0.00018769339581120486,2002.8115331074046,-8.914675770680208e-10,0.006756131630433032,0.47997340732502425,-0.0003715400933285766,-3.1224708057344364e-13,120397.25420341303,81.27031139573509,502.6689394059926,12.039830483816283,120.33626729001223,0.05382209762092739,99.33137983374793,0.0012575152635882433,3.303734558812788e-07,399.4304839303618,30.100012194322773,5.9749838031809346e-05
200,1.2237693897988622e-10,30.099755802408236,45.0,3051.365630310453,142556.54137946977,186.00082874074567,-7.133552644574305e-06,0.0010369146833906773,7.28963467289162e-05,20.97265292011263,-7.557649897855126e-05,-9.310267727108182e-08,100.0016823533471,1074.6135774579466,0.017970086719802623,0.08272299573133839,11.331441531155251,7.873870247110048,3.4002247662205853,-0.9463427613448008,49.91451232868797,-2.3250343072822498e-07,-6.447078640735232e-11,1.589094684920427e-13,0.00012487098809058737,2002.389901008978,-1.0653194301152982e-09,0.011768224099703985,0.4198663498198434,0.00039977134389763155,2.9979002985607187e-13,120397.38255512084,81.2635993085793,502.66601654911693,12.038527259324296,120.30856030265798,0.08460638347747183,99.33769916534035,0.0001843625407510921,4.734667329294703e-06,398.91805128206596,30.100028711451767,0.00012598723112523748
300,3.0322018390998434e-11,30.09981506054444,45.0,3173.7005308378175,142650.1354272196,186.00114236079824,-2.9001619962224165e-05,-0.0026562891588580405,7.599752611814304e-05,20.959959006389834,0.0012244726029434988,-8.795656224536964e-08,99.99765671573746,1078.5826156659123,0.028657311768412512,0.14433142567608154,11.290003657371622,8.064460907005582,3.3229338741086996,-1.4041390906264493,49.681318297977676,8.054764738948662e-07,3.344437862451062e-11,-4.665340090189966e-13,-3.258597575104427e-05,1997.9463826181477,9.821482696121717e-10,0.013442842403138085,0.9888134535421329,0.0007919578684610503,3.6149064589423994e-13,120393.4671755293,81.25981697241119,502.66101219190557,12.039328291991762,120.2846802402815,0.10387981003826612,99.34087262526882,0.001277949260634644,1.7842408386166087e-05,399.09814200862775,30.099996883183312,9.407496328246392e-05
400,-4.1055545112521107e-10,30.099621735320138,45.0,3218.703112121721,142262.56357095033,185.99898658278227,4.8763846014846104e-05,-0.0012087957855529234,4.574502570569066e-05,20.964002862460028,-0.0005426703346479735,-2.0381294840296994e-08,99.99707236594224,1080.4985928043732,0.04588213823197553,0.13045665837655743,11.28791688231276,8.123140136805274,3.2119647891913705,-0.2768378460186199,49.347175480680356,3.3667344576382605e-07,6.595043203467425e-11,6.59648995918849e-13,5.016057910579635e-05,2001.257659277909,5.635788795330056e-10,0.0174669746881397,0.7377047150022624,0.003558383853817006,-1.2285065370147166e-13,120392.22522818958,81.25817544371013,502.66090881289574,12.036580200479865,120.30137502462851,0.1295516064869107,99.34185108482583,0.0007239166211869214,-8.094491952485157e-06,398.08717983744316,30.099822146875223,-4.1823356508894965e-06
500,2.4934909419662427e-10,30.09972272105956,45.0,3314.6961081987783,142166.01814360416,185.99924527949238,-8.053050632142604e-06,0.043018694095573,8.660346186661945e-05,20.93869026349868,-0.001020783811450815,-3.91356050878081e-08,99.99816994357417,1086.0235667744994,0.0702513831970456,0.17412230237299256,11.304822010288023,8.182539644460645,3.167571188142965,0.3655377339746935,49.354937581042016,3.4432705291221035e-08,-4.997077916709392e-11,4.673385870348008e-13,0.0003030869468287164,2002.2656928540257,-5.64201726183673e-10,0.02061236975488377,1.0769350847238517,0.00267996566437011,-3.6950694213876465e-14,120383.31013426417,81.2584423472612,502.65811239323347,12.036072651895326,120.27835989586865,0.14785147526155176,99.34157026911959,-0.0004189894900009385,-6.145108396592108e-06,398.39354251481643,30.099549046704713,0.00016900768816466955
600,7.670971994288404e-11,30.099511919415775,45.0,3745.8524250213345,142194.27523440451,185.99980198626778,3.9666632575896866e-05,0.039706145806008154,0.000125786775176352,20.934154837171896,0.0034362527196623595,-2.419375590800291e-09,99.99910357995762,1090.3984334795252,0.07494544083785819,0.1795555940517277,11.295699014759142,8.207686117416918,3.145374817640198,2.082724385657241,49.416151458079966,9.960644496316746e-07,5.863823515935976e-11,8.477474661746217e-13,0.00031343184536113323,2000.7947278436627,9.28213215836335e-10,0.033465912525145594,1.6095080223707918,0.0029672498540000186,2.054115947651441e-13,120382.36951617821,81.25580332411099,502.6503562619019,12.036442295973094,120.2178307618006,0.14410636624243794,99.3480795261724,0.0007909960271826808,1.7039864248426392e-05,397.92979250454385,30.09975536273355,0.00026915412358481016
700,4.108558216286701e-10,30.09969145470495,45.0,3643.5669917224795,142069.28742613044,185.99864266586323,6.24359836085999e-05,0.009666501679452499,0.00022893108173080862,20.884146792784797,0.0019997415060491754,7.01054561077479e-08,99.99830775877422,1090.0793638257185,0.0898640890075013,0.18505770670851873,11.322513157420575,8.28377128732089,2.958184073112301,-1.082174883853613,49.2873938001206,9.727034055132416e-07,-5.322684892800569e-11,5.475117731387149e-13,0.0003631838976100452,2004.5857399338634,3.9525380324024195e-10,0.03071401800744162,1.5559112210578392,0.0040079424425864185,-8.243742690189763e-14,120376.26776695333,81.24912470998342,502.6508971351644,12.035912219463746,120.20104853042008,0.18220473153133626,99.35082135486385,0.0017504548004309937,2.555359037991913e-06,397.33490830360535,30.09979251764383,0.0005809558398942992
800,1.377695929484009e-10,30.09958391999983,45.0,3909.4596937631304,141791.27541503735,185.99959976045207,5.8929684639860434e-05,0.04987065289992135,0.00019339688817205346,20.88242762433359,0.0014903170127434466,-1.7496156643800584e-08,99.99822670826546,1095.0118876778213,0.12719285018553705,0.22666146569614162,11.270191630316653,8.394887234885632,2.978409991446563,-0.5564719637649022,49.12424081346276,1.2321386829230484e-06,-1.9950339881629432e-11,-4.840475278167706e-13,0.0004702619669603547,2003.545730769845,-3.4510420056174494e-10,0.03969440008041331,1.8259384790248998,0.0042767519057866485,3.0286612433343085e-13,120373.6360053857,81.25125418654544,502.65154549621104,12.035727692565654,120.21199950748962,0.21500739682340642,99.349669683788,0.00016679188170986225,1.901994105844514e-05,397.15455240030786,30.099681821902,0.0004321521442573787
900,7.675560282252245e-10,30.099416933981743,45.0,4004.9967606572295,141751.20970457542,185.99822098632498,3.489273398481079e-05,0.05109834767682148,0.00023334236271335134,20.859153296570856,0.005361439196281648,9.500324840316195e-08,99.9969389577138,1100.5169182813497,0.1394854846816884,0.23177788868723168,11.29775828216911,8.453414604989963,2.8708925005635884,2.2530712878204437,48.82516053391147,8.186881558394441e-07,2.235439888573891e-11,-3.0179043688329674e-13,0.0005368237268357695,2006.206828209731,9.453627157967856e-11,0.045626695051230064,2.3691908300439075,0.006184125669669406,-2.2891700439024977e-13,120370.42082966346,81.24907482871285,502.6445240624939,12.035677632611034,120.19063924311759,0.2232267113612612,99.35420118717812,0.0010339961899396854,1.9428546328067703e-05,396.5274509453297,30.09939984909139,0.0004923159398231429
