milliseconds,Akt,RASSF1A,MST2,dMST2,aMST2,aMST2uRASSF1A,MST2uRASSF1A,iMST2,iRaf1uiMST2,aLATS1,LATS1,iRaf1,Raf1,aRaf1,ipRaf1,RasGDP,RasGTP,ERK,ppERK,pAkt
0,200.0,1.77,0.2,350.0,185.6,113.9,0.23,0.0,200.0,192.2,7.8,750.0,0.0,0.0,0.0,300.0,0.0,3000.0,0.0,0.0
100,199.72612451143019,1.7805708671036184,0.0002531607656332843,334.7142163070446,184.9304165075959,113.89113528131058,0.2282938515856422,0.02115286932821456,231.4303157153247,192.16562359391685,7.834376406083075,718.279074737473,0.05527331897028308,0.23533622820075897,3.1621160636927534e-11,293.789922049681,6.2100779503178725,2999.965777912271,0.03422208773564734,0.27387548856988725
200,199.07851590620467,1.8047261224422555,6.127974613768967e-05,314.85339075622824,182.15990504259665,113.86954559567324,0.22572828188441135,0.02227316104226131,273.9457051266001,192.04935104078663,7.950648959213291,675.0140015095366,0.11225313169831125,0.9280402312585833,9.07003521144179e-10,289.36748136392896,10.632518636069928,2999.7523374637867,0.24766253621935613,0.9214840937953992
300,198.16219905605405,1.8475437956940628,2.910133732983129e-05,296.1710346005291,177.64998070543493,113.82926560550072,0.22319059880515665,0.02337345100550945,315.8620913368582,191.84994968066545,8.150050319334467,632.0237982176765,0.16645706576146083,1.9476533743029811,5.401295367588127e-09,286.1878983794421,13.81210162055683,2999.295658784065,0.7043412159405101,1.8378009439461205
400,197.052020556077,1.9072382613202405,1.7477351735159484e-05,278.5972269947709,171.80105361090378,113.77208052231435,0.22068121636532864,0.024465619003962092,356.9172475645195,191.57465281868906,8.425347181310912,589.6651343803845,0.2188756350367482,3.1987424025702316,1.7489518241500874e-08,283.8867881448122,16.113211855186716,2998.6047973640216,1.395202635983376,2.9479794439231437
500,195.80124070930867,1.9828527790880082,1.1839606006325072e-05,262.06618851777995,164.9563534472579,113.69894726779651,0.21819995311538573,0.025560493054720895,396.89854996361066,191.2270656742789,8.77293432572106,548.2177313700806,0.2701597034921177,4.6135589217163755,4.110100495426672e-08,282.2137147480605,17.786285251938455,2997.7130903984357,2.286909601569331,4.1987592906915525
600,194.4481054162587,2.0739696466208857,8.622031061571426e-06,246.51602714511804,157.40965890493854,113.6102838142721,0.21574653910699498,0.026668877171639762,435.63557895224477,190.80840203677894,9.191597963221117,507.90011395860273,0.3207545180132728,6.1435524916796265,7.946011926989125e-08,280.99322387519345,19.006776124805658,2996.6573921646814,3.34260783532402,5.551894583741486
700,193.02023526811772,2.1805335954243574,6.584325558245099e-06,231.88858316736693,149.41065222710859,113.50614572276872,0.21332068180690678,0.027802539460898085,472.99490590979656,190.3182252815148,9.68177471848522,468.88037421898844,0.37097458641180586,7.7537451498788394,1.3492489450493295e-07,280.10084823018923,19.89915176980978,2995.4703725702516,4.529627429754987,6.979764731882525
800,191.53771909972428,2.3027249168640416,5.1973709045719835e-06,218.12908344322565,141.1698556012834,113.38635300138563,0.21092208175032248,0.02897523014171777,508.8757220016178,189.75498256462873,10.245017435371318,431.28445515639334,0.42104920912498844,9.418773423796148,2.0906827748534414e-07,279.44722974517026,20.552770254828623,2994.1786156502267,5.8213843497808755,8.462280900275951
900,190.0151908654937,2.440881285221309,4.202402838075699e-06,205.18602676908216,132.86192146413495,113.25056827631981,0.20855043845890567,0.03020366947311022,543.2066984110471,189.11633190929766,10.883668090702422,395.20192006231883,0.4711489522018534,11.120232271586813,3.028460480135796e-07,278.96789143252334,21.03210856747552,2992.8028060072893,7.197193992717639,9.984809134506541
1000,188.46334379088717,2.595435236500409,3.4598344845759863e-06,193.01096878525135,124.62902365532386,113.09835931096463,0.20620545253495073,0.03150872105615914,575.9429618297851,188.39940480854,11.600595191460066,360.69089500274447,0.5214032212947839,12.844739529411891,4.1676482794390675e-07,278.61604707145284,21.383952928545938,2991.3586826611454,8.641317338861523,11.536656209113064
1100,186.89000812956115,2.7668668586544167,2.888513903022322e-06,181.55833834682628,116.58401503550711,112.92924631468173,0.2038868266638226,0.03291683527766148,607.0632554057042,187.60100555124788,12.39899444875217,327.782274077488,0.5719117643381441,14.582558201447847,5.510225464996855e-07,278.3576126560475,21.64238734395133,2989.8580727167155,10.141927283290979,13.109991870439092
1200,185.3009242853474,2.9556674180627254,2.4383317469560814e-06,170.78526863828895,108.81350179637599,112.74273831582829,0.20159426610893488,0.03446195308326107,636.567163953695,186.71776377297937,13.282236227020642,296.483475172756,0.622752396759272,16.326607771174597,7.056158695593824e-07,278.1676962819973,21.832303718001587,2988.30979318326,11.690206816746148,14.699075714652908
1300,183.70030500612958,3.1623111319437123,2.0768534285240182e-06,160.6514368772668,101.38094205426798,112.53836138908873,0.19932747896752961,0.036188173993499106,664.4723050722963,185.74625382082627,14.253746179173723,266.78196337599684,0.6739863366002167,18.07174433468992,8.804174292067318e-07,278.0280826077308,21.971917392268004,2986.7203803089556,13.279619691049977,16.299694993870734
1400,182.09124846253172,3.3872339487756906,1.7821954217906272e-06,151.11884390961717,94.32978744906517,112.31567987548735,0.1970861757369436,0.03815371091397442,690.8116031873681,184.68308718950217,15.316912810497842,238.6485033421867,0.7256619238554428,19.814230471361967,1.0752285981802461e-06,277.92540490438586,22.0745950956129,2985.0946612377165,14.905338762289038,17.90875153746856
1500,180.47602036217694,3.6308199922668685,1.539049148608137e-06,142.15193392182567,87.68635306613997,112.07430993625671,0.19487007147640584,0.04043677852173902,715.630160764906,183.52495677878062,16.475043221219433,212.04065246886645,0.7778166326159779,21.551368843794773,1.289817620963761e-06,277.84990488395385,22.1500951160449,2983.436158700211,16.563841299794078,19.523979637823324
1600,178.85629706798431,3.893394812601195,1.3363883485745855e-06,133.71711204069348,81.46307323683601,111.81392630425599,0.1926788831428091,0.04314534067433505,738.9829508173167,182.26869025522032,17.73130974477974,186.90538281115658,0.8304787471112512,23.281186100477875,1.5239382957501945e-06,277.7943729356653,22.20562706433344,2981.7474537116354,18.25254628836967,21.14370293201595
1700,177.23331028315732,4.1752166079593565,1.16609795585771e-06,125.78278142779922,75.66105401783042,111.53427106125832,0.19051233078232202,0.04643314504476288,760.932165423389,180.91125847904578,19.088741520954255,163.1819303651526,0.8836671686736909,25.002235265440984,1.7773444851741087e-06,277.7535187447685,22.24648125523023,2980.0304124603167,19.969587539688913,22.766689716842926
1800,175.60796438576747,4.476485471785852,1.0219790892823404e-06,118.31924793558352,70.272603023436,111.23514439051108,0.18837013770308988,0.050527020754986454,781.5448585344504,179.44974394625316,20.550256053746867,140.80432344480928,0.9373898385489402,26.713426132396254,2.0497960875720163e-06,277.7234629855982,22.27653701440054,2978.286375730993,21.713624269012872,24.392035614232782
1900,173.9809260956495,4.797345398966517,8.993104986969096e-07,111.2985758037238,65.28355089111221,110.91640257077135,0.1862520302621548,0.05577846599547291,800.8908635351023,177.8813273179165,22.11867268208357,119.70361618905825,0.9916398269498198,28.413878107833618,2.3410569341151967e-06,277.70134984953955,22.298650150459043,2976.5163184971548,23.483681502851496,26.01907390435075
2000,172.3526864429274,5.137892058070137,7.943690918170503e-07,104.69448709455968,60.6751580928743,110.57795020408064,0.1841577378492025,0.0627636847421739,819.0409952969668,176.20324405303438,23.796755946965707,99.80983216714712,1.0463866322089785,30.10278325279128,2.650886633120635e-06,277.68507970464384,22.31492029535489,2974.720981206453,25.279018793552666,27.647313557072945
2100,170.72360736418773,5.498181627187604,7.042162535616297e-07,98.4822633320292,56.4257400453244,110.2197313799486,0.18208699286379929,0.07250379132663493,836.0654104222634,174.41273984641927,25.587260153580736,81.0537911983369,1.101557310214633,31.779238090164576,2.9790211650207063e-06,277.67310832925915,22.326891670739446,2972.9010031969196,27.09899680308491,29.27639263581256
2200,169.09395590135276,5.878239087513386,6.265260096109506e-07,92.63865240883435,52.511981306356304,109.84172138179765,0.18003953068893722,0.08698878714806317,852.0319635498156,172.50702658224324,27.492973417756744,63.369063532490856,1.156992262502337,33.441977330059146,3.3251325474080168e-06,277.6642997022839,22.335700297714812,2971.0570889437518,28.94291105625247,30.90604409864747
2300,167.46392928657409,6.2780653927459245,5.594893442716849e-07,87.14178172101533,48.90996279486064,109.44391951758833,0.17801508966572152,0.11070184572672037,867.0038367506398,170.48324299729418,29.516757002705848,46.695008789013485,1.2123257695369793,35.08882500207141,3.688738813863066e-06,277.65781810047383,22.342181899524988,2969.1902794371736,30.80972056283061,32.5360707134261
2400,165.8336733937725,6.697642946874523,5.018948569483419e-07,81.97107722776802,45.5959365518589,109.02634364205156,0.17601341107388238,0.1562307713428249,881.0333206662435,168.33842401059937,31.661575989400706,30.98487325465301,1.2665811834040952,36.7152208267336,4.0689666189213425e-06,277.65304877113283,22.346951228865905,2967.302540757793,32.69745924221224,34.166326606227706
2500,164.2032963755811,7.136938767815946,4.540309540914582e-07,77.1071851500374,42.54688224689215,108.5890269930545,0.17403423912950303,0.27653723648452627,894.1291485303353,166.06948120412784,33.93051879587217,16.246080851780086,1.3161237772296588,38.30864237694431,4.463711600692319e-06,277.6495393270819,22.350460672916746,2965.398510437549,34.60148956245584,35.79670362441912
2600,162.57287862813823,7.595905492209302,4.331394094666157e-07,72.53190027411262,39.74088403712652,108.13201718655809,0.17207732123252217,1.081453728586034,905.7397667451339,163.67319480289746,36.32680519710266,3.1289146411139512,1.3270405082892478,39.80427324175331,4.8637105607862066e-06,277.6469569369699,22.353043063028572,2963.4945825571913,36.50541744281257,37.42712137186188
2700,160.94248015368456,8.074480237311148,6.457966125591345e-07,68.22809764056967,37.157363486974695,107.65537734930594,0.17014241338276168,9.843699340376858,908.6472214830253,161.14621740678174,38.853782593218234,0.011367291845800539,1.0504787931876214,40.29092728656616,5.145376010339907e-06,277.6450567034734,22.354943296525025,2961.777329530053,38.22267046995283,39.05751984631546
2800,159.312145972586,8.572581733626894,8.902017910974217e-07,64.17966839514001,34.77720145496488,107.15918898795668,0.16822927841628316,20.55116073167282,908.9148818665091,158.4850880356455,41.51491196435454,0.005386010141484805,1.0335272502073105,40.04619960590232,5.2672407077294196e-06,277.6436584252624,22.356341574735925,2960.673980953972,39.32601904603295,40.687854027414005
2900,157.681910104916,9.090106122017296,1.0939556812304314e-06,60.37145952716095,32.582777529773324,106.64355620645325,0.1663376715293379,30.613582487574604,909.1808259563936,155.68625497259544,44.313745027404615,0.0035922149677931467,1.0251649972498966,39.790411509941514,5.321448201381843e-06,277.6426295058984,22.35737049409996,2960.0564962231506,39.943503776855266,42.31808989508394
3000,156.0517985014343,9.626921903090214,1.2638779944145323e-06,56.78921715534996,30.55795065222395,106.10861074690669,0.16446735000301638,40.07636547826406,909.4441701980264,152.74610522933125,47.25389477066886,0.0027169392762747446,1.0173271005237334,39.53578042986278,5.332312049703192e-06,277.64187237682154,22.358127623176685,2959.759508635956,40.24049136405049,43.948201498565695
