milliseconds,IkBalpha,NFkB,IkBalpha_NFkB,IkBbeta,IkBbeta_NFkB,IkBeps,IkBeps_NFkB,IKK_IkBalpha,IKK_IkBalpha_NFkB,IKK,IKK_IkBbeta,IKK_IkBbeta_NFkB,IKK_IkBeps,IKK_IkBeps_NFkB,NFkB_nuc,IkBalpha_nuc,IkBalpha_nuc_NFkB_nuc,IkBbeta_nuc,IkBbeta_nuc_NFkB_nuc,IkBeps_nuc,IkBalpha_transcript,IkBbeta_transcript,IkBeps_transcript,IkBeps_nuc_NFkB_nuc,fr_after_trigger
0,0.09963774588963938,0.09902733675026751,-0.00031621062152446436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0475016213913075e-05,-2.3700548186818854e-06,-2.3088045523726027e-05,0.0,0.0,0.0,-4.9750837983631565e-05,0.0,0.0,0.0,0.5
100,0.08098157232555561,0.04378427793558125,0.018862335537879877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03840518362702408,0.00014644518276881875,2.8696292244666968e-05,0.0,0.0,0.0,0.0006352413862415681,0.0,0.0,0.0,0.5
200,0.07383591238120422,0.019807562968268064,0.026005781969450432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05427588065061979,0.0002706933241542005,2.5771592016526836e-05,0.0,0.0,0.0,0.00039848976052535973,0.0,0.0,0.0,0.5
300,0.07107766871212254,0.008397138977091108,0.02879485687613415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0629291640271655,0.00034256427584517993,9.984205859589602e-05,0.0,0.0,0.0,0.00011075728765630661,0.0,0.0,0.0,0.5
400,0.0687699169388375,0.005768588840468852,0.02983947438878537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06532504924842833,0.0003858669710237065,0.00016106052405872703,0.0,0.0,0.0,0.0013711438267924089,0.0,0.0,0.0,0.5
500,0.06827933793291754,0.0027351981265923827,0.03056882837604024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06821610975864585,0.00042181982419309033,0.00022305201355074004,0.0,0.0,0.0,0.0019384890907923472,0.0,0.0,0.0,0.5
600,0.06787329099682478,0.0010259497565141909,0.031213760471662067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06841353881366123,0.0004721690799911573,0.0002710093512000118,0.0,0.0,0.0,0.0022674664143988122,0.0,0.0,0.0,0.5
700,0.06772978025073051,0.0012777035891490191,0.030869343855932374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06826179661473392,0.0004904308207748084,0.0003521152409162899,0.0,0.0,0.0,0.0028959199372647227,0.0,0.0,0.0,0.5
800,0.06768984835492058,-0.0005622589952489912,0.03156060140082559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06819766917312883,0.0005067576934199086,0.00039350866140957055,0.0,0.0,0.0,0.0032250129431053483,0.0,0.0,0.0,0.5
900,0.06763621270994373,-0.0007048930988607171,0.0315417439196396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06877045787766939,0.0005311471470386121,0.0004690966372074542,0.0,0.0,0.0,0.0028800807322204537,0.0,0.0,0.0,0.5
1000,0.0680570572486402,0.0016034015361124799,0.03079902505183051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07005425651764197,0.0005432608642349963,0.0005271447338225662,0.0,0.0,0.0,0.004047614368283847,0.0,0.0,0.0,0.5
1100,0.06774478216837844,-0.0007998704782362588,0.031041800376681708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06893885490127827,0.000542181708246778,0.0005935755557064973,0.0,0.0,0.0,0.004757010954237531,0.0,0.0,0.0,0.5
1200,0.06719588606196425,0.0011141783131677955,0.03153530791880107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06830741579935365,0.0005631941684222183,0.0007000055078145829,0.0,0.0,0.0,0.0045690716546236245,0.0,0.0,0.0,0.5
1300,0.06734337040752844,0.0002689444524321845,0.0315104839131738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06812554460179544,0.0005669629941873462,0.0007236537976834448,0.0,0.0,0.0,0.005733124117407523,0.0,0.0,0.0,0.5
1400,0.06740311814208436,-0.0013323382319441756,0.030938460686201884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06838206680394567,0.0005778209187763779,0.0007628844093216879,0.0,0.0,0.0,0.006108108545342963,0.0,0.0,0.0,0.5
1500,0.06796289140374183,-0.00039248902339628533,0.03125158217586612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06872645973823308,0.0005671042644990297,0.0008032414266695755,0.0,0.0,0.0,0.006362316978252308,0.0,0.0,0.0,0.5
1600,0.06743891196208787,0.0008078672843939577,0.03149945929122826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06886486673720696,0.0005814572491751295,0.0008997427233279707,0.0,0.0,0.0,0.006982256543726602,0.0,0.0,0.0,0.5
1700,0.06762847869364741,-0.0008051403409738885,0.031187534848670564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06823917404277796,0.0005767400135061999,0.0008990170042106066,0.0,0.0,0.0,0.007030131635788279,0.0,0.0,0.0,0.5
1800,0.06808467263086149,0.0011916749983912314,0.03155073522357131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06962141263577663,0.0005797662577383605,0.000955004880053299,0.0,0.0,0.0,0.007284083744151454,0.0,0.0,0.0,0.5
