miliseconds,x,y,S
0,-0.006996332193027556,0.9001076443019157,0.010331855761391203
100,0.005216097858951946,0.845928500669945,0.06836555646814338
200,0.005458716152426727,0.7808903060517169,0.13914447489396
300,0.002534126494964434,0.7370710822926135,0.19382669090391488
400,-0.0003000675810249269,0.6861015029384724,0.2523509923335682
500,0.0037945583438045143,0.6350016075257198,0.2797103406559202
600,0.0017583043116417647,0.5913596432072014,0.32242063304270835
700,0.0026422541819417877,0.5557888278744842,0.36510215390050926
800,0.010285892341228186,0.522730103722172,0.38780876624933724
900,0.01352902928211305,0.47747228590478147,0.4355456788421341
1000,0.0070354788291913835,0.44862756857285324,0.47980168521306565
1100,0.023573151811794424,0.41934160996064423,0.49282503897009433
1200,0.02347083875963355,0.39592182823813765,0.5353770726113182
1300,0.03420377841967327,0.3613722762439369,0.5764146123609981
1400,0.030234170533731123,0.33987234922855175,0.5998433023095753
1500,0.034078501535482114,0.3320204412143401,0.6366057665624755
1600,0.04778326908260803,0.3142423212412243,0.6715064978225856
1700,0.06367467416476862,0.28951997724585626,0.715869063550909
1800,0.08414681928614054,0.27582346779408873,0.7413613563270807
1900,0.092709275261038,0.2707755556627566,0.7727366760671388
2000,0.1157402902213862,0.26605410062608537,0.8009338697981603
2100,0.13676485454381423,0.25393095924713,0.848068337866798
2200,0.16301636861450372,0.25947792541844317,0.8674386588809971
2300,0.19093530793921076,0.25811659256678743,0.8891281285994426
2400,0.22472064537537098,0.26181402955995636,0.909385060506203
2500,0.253466522375225,0.2658434400185056,0.9503918012616637
2600,0.2857934646291812,0.26768541521257233,0.965302015381717
2700,0.32555752270467303,0.2824681549865932,0.9950203944519148
2800,0.35897457870020394,0.2997794182656318,0.9939970809166369
2900,0.3867210423096323,0.30819419004035614,0.9930789231219573
3000,0.4032033142462022,0.32472580891411695,1.0019485309876877
3100,0.43271061730057575,0.34412716445478275,1.0052623295544834
3200,0.4466998128439411,0.36331348521514156,1.0036755615882809
3300,0.4813115965232726,0.3898397292259721,0.9905381510472092
3400,0.49597444785571854,0.4031163243921614,0.9828629444469594
3500,0.4940052484229524,0.43665084542700516,0.9550057538836763
3600,0.5069577466399215,0.4421415275644432,0.9242141018202942
3700,0.5247760044178502,0.46150750920391437,0.916254031958804
3800,0.5147759633754705,0.4789445707234222,0.8847136127909621
3900,0.5098442464668067,0.505101357660359,0.8433945272578216
4000,0.5069644723502496,0.5218302382396707,0.8182815548891935
4100,0.49870804821442644,0.5241718081980228,0.79228322254452
4200,0.4894397442873347,0.5510699591232391,0.7696239089015713
4300,0.47441011110624115,0.5546191293817258,0.7452258503309497
4400,0.45865848410533144,0.5674297935472848,0.7382832313006298
4500,0.4402691225031725,0.5644863617913897,0.7238366221346545
4600,0.4238482923753618,0.5717704649331651,0.6925484256836449
4700,0.4117659380352054,0.5734280846737106,0.6784558326103407
4800,0.38104253894349654,0.5786803550248235,0.6774409707030247
4900,0.3682525363310973,0.5739015164316059,0.6617151799563077
5000,0.365614529749525,0.5582858287295276,0.6357209909848119
