miliseconds,Hsp90,HCom,HSF1,MisP,MCom,TriH,DiH,NatP,AggP,HSE,HSETriH,X,ROS,ATP,ADP
0,300406.8045295785,5900.494878443263,100.54027437890194,-5.4175079438198185e-06,193.2231969868457,-4.217916799427256e-11,6.384422368891428e-09,5999252.775374837,2.620110366105209e-12,0.9999999999980194,-1.1943747733052223e-12,0.06601677415316182,100.0,9997.610573763293,1003.0558679136437
100,298250.37628175813,6000.323076701927,-0.345251370384988,0.0008043510550310735,1593.2516778954432,9.026721892972907e-11,1.418885124974552e-07,5998320.188816491,-2.140421272481929e-12,1.0000000000022629,1.03919195179615e-12,0.10479843869819179,100.0,10689.793428358429,318.4536416526328
200,297329.42526893073,5999.5141001782085,0.2668694627009357,0.0008110579596465088,2428.060207165103,7.413336062776857e-11,1.0397253932730468e-07,5998067.528198956,-8.661900918959016e-12,0.9999999999998241,3.0263612629063714e-12,0.2593115702921645,100.0,10882.71587026395,107.66910628832497
300,296333.42861217156,6000.3114503753195,0.4916052458852353,0.0008110976074745292,3766.8727291515434,1.4224110608640739e-10,7.706106724893754e-08,5995771.269134832,-1.3269960253909593e-11,0.99999999999737,3.948832324433797e-12,0.2978529362016322,100.0,10938.156953594977,52.71918336373114
400,295370.13274525595,6000.130582352322,-0.2628439785072071,0.000816557590656842,4442.937741678058,1.4362064633805348e-10,6.623358850260079e-08,5995226.40703537,-1.3147269191028002e-11,0.999999999995739,1.226077691403458e-13,0.362212991106368,100.0,10955.492943065765,41.95020543035357
500,294588.1417161772,6000.053455868601,0.31135615362970875,0.0008108792059264424,6538.211969200599,1.8112498310148878e-10,3.0954146615798194e-08,5994295.09281987,-2.1866024002038076e-11,0.9999999999943464,5.767234469436505e-12,0.5167133241627829,100.0,10963.326518462332,40.84294915477226
600,292157.90215308283,5999.368106946667,-0.3968012036407431,0.0008175426736891517,6525.151088418247,2.082504344880931e-10,1.3941625334317331e-08,5992840.7262841305,-2.5181135236680045e-11,0.9999999999965852,5.581464407613518e-12,0.6611919904825497,100.0,10949.948625760922,42.78673324291952
700,291084.6306047803,5999.638612235075,0.04405081705059873,0.0008254092718602316,8651.806699356606,1.7847538711122004e-10,1.4846716533930644e-09,5992163.411406659,-2.597007831756267e-11,0.9999999999983319,3.6283687837988215e-12,0.7466616239932092,100.0,10946.89052438136,51.788705727537405
800,290072.68429359386,6000.511084586288,0.396814069974963,0.0008232484559288423,8866.953349987802,1.7044035782054802e-10,-2.357514163116711e-08,5990144.936654071,-3.228993715622826e-11,0.9999999999927237,2.909665619040534e-12,0.7887181450022644,100.0,10948.060057986051,49.4101240221183
900,289584.92084724427,6000.615530301982,0.5538801132147263,0.0008265035423730409,10014.872831968405,1.1093542871677498e-10,-3.96119263297713e-08,5990200.255014091,-3.7514021119892866e-11,0.9999999999960948,4.9166028479274605e-12,0.937363242328183,100.0,10951.104409731046,51.76681704127418
1000,288779.12606659444,6000.18894603566,-0.5229988166974077,0.0008326008277633947,11818.813187921854,1.2915485913881467e-10,-6.799581837317692e-08,5988556.801137728,-3.779661818740811e-11,0.9999999999939647,3.549209618858684e-12,1.0280956089901092,100.0,10940.80065960002,62.17846815279345
1100,286534.29039261804,6000.107145899893,0.1646077675584529,0.0008394521121969031,12204.08161214181,4.983112196712659e-11,-7.349726451037046e-08,5986525.686147787,-4.183261984500196e-11,0.9999999999920247,9.974646531607084e-12,1.056366804107181,100.0,10938.379454773316,68.05416267889468
1200,285313.8286097605,6000.219914339986,-0.5181879813311391,0.0008357044939566322,14687.764648006243,8.834086243785953e-12,-9.521986162925993e-08,5985737.7455679225,-4.929062466393237e-11,0.9999999999932357,5.305282465317992e-12,1.1361687937074143,100.0,10927.134455316047,72.77595227681554
1300,284372.92310993205,5999.697948360296,0.18295633945328915,0.0008463212710130048,15886.439422555733,-1.832023248935e-12,-1.0853948603658378e-07,5985540.98119394,-5.0233273295733057e-11,0.9999999999910114,6.565976786281985e-12,1.2786872554127733,100.0,10927.59394258453,68.13156096658011
1400,284288.54404671583,6000.232911535282,-0.12016661754146923,0.0008407178423883415,16732.35886049996,-2.8123130652503415e-11,-1.2931151699950942e-07,5983806.0842052335,-5.822638975789389e-11,0.9999999999924855,5.25990910409919e-12,1.3858274219787232,100.0,10930.444684694194,73.6087022529446
1500,282780.518168715,5999.863155960447,-0.11374677602773563,0.000849969640356746,16703.37576741201,-9.36368112745544e-11,-1.3632894482495822e-07,5982047.547879703,-6.282661266066784e-11,0.9999999999946432,9.396966172663341e-12,1.4733163180139972,100.0,10914.29274837127,75.97867932486326
1600,281324.57006279187,6000.49738001288,0.6597160260421258,0.0008503494904480433,18531.7089035193,-1.3209364377723195e-10,-1.528943305656776e-07,5980787.333525924,-6.71565311226628e-11,0.9999999999955632,7.05647866868384e-12,1.6451744068422385,100.0,10917.085804721406,82.59581654770558
1700,279951.0223186042,5999.638621354563,0.015039965520318983,0.0008502879225392762,19564.024245897213,-2.3810869513061125e-10,-1.6131490021376909e-07,5979767.736915941,-6.989690111877965e-11,0.9999999999935506,3.6644467190210294e-12,1.716593752281278,100.0,10911.234651043094,81.99554650911969
1800,279048.9629301743,5999.796355626241,-0.007072756798129021,0.0008525642710497741,20561.35992626245,-2.448437772420893e-10,-1.8032828605342285e-07,5978628.259445503,-7.258366650710618e-11,0.9999999999987117,4.650151211493218e-12,1.8265861759277915,100.0,10914.285793771636,93.87982138203648
1900,278134.41972377687,6000.18752401047,-0.39015098315214075,0.0008661642471631104,21890.266894926397,-3.4153579512381795e-10,-1.9728447561521717e-07,5978036.877284245,-7.721025093074368e-11,0.9999999999976258,-9.794976267060265e-13,1.920510633808777,100.0,10898.838136151457,97.68190120349541
2000,277545.1049421293,5999.470489588297,0.025478193616494484,0.0008634532174975381,23187.96052886331,-4.3917267093786973e-10,-2.067483621102836e-07,5976871.918882552,-8.379074616303162e-11,0.9999999999988308,1.7067808559468109e-12,1.9276494731034597,100.0,10895.242732466055,102.78760580190459
2100,276088.8379272307,6000.500348042347,0.4104436669261063,0.0008724296925214799,24203.066324759704,-4.6142762682567327e-10,-2.1499906715755592e-07,5975347.37866666,-8.77861664363246e-11,1.0000000000028009,-1.3954104228409672e-12,2.150230516940777,100.0,10895.198996273934,110.34355925885083
2200,274886.6442001602,6000.021660269344,0.16960778307548918,0.0008698770748065322,24856.709380160675,-5.189404138277885e-10,-2.2631816223107832e-07,5974723.257194133,-9.346157468512463e-11,1.0000000000071911,-7.477286182478862e-12,2.2123174010315974,100.0,10896.87189703485,104.24688671263384
2300,273023.58549003856,5999.567422471093,0.18321364822920444,0.0008686199051060135,26402.89030882823,-6.310683755104685e-10,-2.4366676975052783e-07,5973229.794655756,-9.785903423869777e-11,1.0000000000061842,-7.80042437606174e-12,2.3508885035677274,100.0,10893.770261135098,112.20860738079648
2400,273142.2359437519,6000.360576009132,-0.6551233414933522,0.0008783842444919915,27333.528227821655,-6.739074719529118e-10,-2.40639549773386e-07,5973501.19740433,-9.742877123766882e-11,1.0000000000093607,-1.4140216980734458e-11,2.3367825249475374,100.0,10880.518513848527,115.40063081428185
2500,271708.4355940303,5999.327594150927,0.020748732426930473,0.0008815122283172564,28117.364611463046,-7.549963172698255e-10,-2.607995660058821e-07,5971906.203160373,-1.0258047318961414e-10,1.0000000000124283,-1.6952616803804858e-11,2.5546709539123102,100.0,10879.216222646317,123.70796594734274
