milliseconds,CL_m,CL_p,P97_m,P97_p,P51_m,P51_p,EL_m,EL_p,PIF_m,PIF_p,hypocotyl,P
0,1.0096246009711918,1.0093601273896742,1.0008086992712244,1.009757569655634,1.0054284268748739,0.9946076827838303,1.0061083576565955,1.0028448868281532,1.0041583581111944,1.0014844933531144,0.9996651563526693,0.9884148673547417
100,0.9594738989698356,1.0484854655734186,0.9953284347729177,1.0610778628579687,0.9587410570261607,0.9790883195793777,0.9537303531873202,1.0609108831165104,0.9923576307152125,0.7157052444996113,1.0082321837522692,0.8992092909380234
200,0.9170980930583766,1.0905882072742892,0.974500674997158,1.1393622310804452,0.92981565652861,0.9609961084193515,0.9258705595166198,1.109898631733376,0.9658714417059326,0.5333043655238517,1.0176782831261335,0.8147350881633718
300,0.8866350689731144,1.1140372377987249,0.9642304122602534,1.2028381475450403,0.8813432162280921,0.9615469842814997,0.8795959865792999,1.1632901534342397,0.9598462495840714,0.4032544054209881,1.023650325468477,0.7366910879225949
400,0.849718729371589,1.1441203311594559,0.9458158017791335,1.2612363974817125,0.8533372863963119,0.9308351689623329,0.8426943306774762,1.2033097475480221,0.9413848580868728,0.3247136282336375,1.027909767330473,0.6784311282268919
500,0.8137445901269733,1.158648673131818,0.9282095983769464,1.3248660134531187,0.8180052178997281,0.9085726261083791,0.8057139727165709,1.2390030755072263,0.9356319779575095,0.2676576169172272,1.0306179163745481,0.6192238598450037
600,0.7807419303405796,1.1828180830990087,0.91441850835302,1.379720082191803,0.7841719501375592,0.9007531119367961,0.7801797446682408,1.275098193292893,0.9259183268907475,0.22419710768574314,1.03295461531206,0.5585294967037593
700,0.7639060350794238,1.188029191614643,0.8932577456917211,1.4182604391186246,0.7531578121577673,0.8782717279591438,0.738917145778611,1.303804871588074,0.9108689905086165,0.19681921459056795,1.0350353575339817,0.49337831380111496
800,0.7352870840057596,1.1983748340196412,0.8840263669011662,1.476105882013632,0.7202829445741743,0.8522823957724378,0.722794079189007,1.3232601243014983,0.8982898294740715,0.17770157822678226,1.0382010774178867,0.4575178824030067
900,0.6872474379364754,1.196527212468015,0.8744835086324488,1.5212573834859822,0.7013023146249685,0.8404839785768567,0.6825051345572446,1.3440448850794255,0.8779199117402952,0.16633855394900826,1.040184499167721,0.41235012248860436
1000,0.6560120560699899,1.2008647136462678,0.8573635420225508,1.556673669071674,0.6737326756524282,0.8193509396555688,0.6662938140338557,1.3646398931350148,0.8688143589925088,0.15093368518200148,1.0413971772945219,0.36155404231874483
1100,0.6269676630613574,1.1903770061390138,0.834454630521477,1.5963552859902161,0.651069582976172,0.7909758238318566,0.6370325887667688,1.372941345593988,0.8617678225548276,0.14806507741352018,1.044426567407446,0.3424496710591836
1200,0.59773607956013,1.1902679892683563,0.8113818556138896,1.6401375028837988,0.6299311822517,0.7696194963297452,0.6142019454708422,1.3853134328135535,0.8474738804328894,0.1509960133508623,1.0455130943012834,0.2902620479352058
1300,0.5763011791537798,1.1834420642156602,0.8077460810424959,1.6575951110726137,0.5992824879267727,0.7618336956006636,0.5816317526915198,1.3934133036565608,0.8377262985959805,0.13775288582874964,1.048743591849437,0.28311951541978003
1400,0.5668921565047418,1.161545851486415,0.7883365374944576,1.6912433432348073,0.5862312306249791,0.7282730529305612,0.5619556935842918,1.399644000707198,0.8266137515152348,0.13691530387404593,1.049103939220349,0.25596424415014535
1500,0.5263780517636915,1.1503702241151077,0.7737866922712506,1.7258409030993,0.5627972970740014,0.7070439731583251,0.5403068573801436,1.3990163808955793,0.8100343905513966,0.1287392225638128,1.0520529748824878,0.21779490582832411
1600,0.5136283065003151,1.1349654967932936,0.7550516762151006,1.7665202557346282,0.5510183977916077,0.6976431421590087,0.5253703180186601,1.4023445458265766,0.8006676244677252,0.12258518249033418,1.0539024352284991,0.19756729248966082
1700,0.4927661120406603,1.116888724670748,0.7329270120763589,1.7782838714354712,0.5329083854295193,0.6792045029970004,0.518856650701776,1.4036395929564345,0.7849809399661659,0.12998056936031419,1.053605737080268,0.17595864217233567
1800,0.47679081889830455,1.1046296773303543,0.72004399470346,1.8044888163334507,0.5185699217685201,0.662276061872324,0.5001361333783957,1.4005252829362247,0.7777687990471609,0.12119214278147904,1.0558441875454458,0.15646019771637296
1900,0.4484829530988937,1.0763363892210815,0.7118880428076949,1.8110228696374382,0.505602649458941,0.6455509688311232,0.481277008956168,1.3958890933128991,0.7768648177362784,0.12215387676625336,1.0580115640305499,0.1565256288441799
2000,0.4202055071420681,1.0545182622964429,0.6983582395734578,1.8370071928861713,0.49611663014930774,0.6322013647226387,0.47386674484010954,1.395780288693286,0.7586572816575325,0.12567324265196003,1.0593607374777776,0.14827890526310444
2100,0.4114168540827089,1.0439572778692718,0.6877056860998108,1.8629392592202803,0.4841561348947133,0.6074748878831813,0.4652944203816666,1.389304251429241,0.7477407714819145,0.12398135140033284,1.0592754262284318,0.13214238215487162
2200,0.3978717096767346,1.0126843791479425,0.6779147247741782,1.8605580665038153,0.47480030142235813,0.5944004122626714,0.4469843974558471,1.3749468366258037,0.7360758735735548,0.1269551431258755,1.0610012041918733,0.11488213132508417
2300,0.3846715243944496,0.9811061382671857,0.6535730688112636,1.886838794878191,0.4554299639973474,0.5829090783090093,0.4433477813056521,1.368480783951481,0.7310701591283393,0.11385261007043178,1.0633482212354222,0.0879132938904179
2400,0.35029379430130464,0.9533213213115735,0.6450166682043742,1.8941747904881112,0.44721558158146507,0.5642717037063584,0.42530828778767127,1.3660325370129065,0.7168137785105592,0.12338580185920674,1.0638611819963057,0.08602401529928957
2500,0.3357688083613994,0.9446210335186773,0.6454854668739158,1.8977932826898634,0.45005674049752437,0.5360647259742893,0.43101620384658235,1.355083654695292,0.7133692150985526,0.11017977083438864,1.0669287664729297,0.07687647502065656
2600,0.3335941972181988,0.9215270242143896,0.6333044200659393,1.9224418597171098,0.4374148669343113,0.5379199868302909,0.4222335897404269,1.3473116002462882,0.6950943390374283,0.10878241826505643,1.067915639573473,0.06211980987964182
2700,0.32173026305302793,0.8998134346224863,0.6174461310748283,1.9323826433319553,0.43396637898934254,0.5248981864452357,0.41834895014066953,1.3398573957618949,0.6853864617173528,0.11525955555522226,1.0692519398874747,0.0692015307397441
2800,0.30750195139699554,0.8688438309808408,0.6059597129987737,1.9335527370955528,0.4297562086007312,0.5106168413345796,0.41151116032133855,1.3270823584891087,0.6745013253780858,0.10803972323629643,1.0711020896980343,0.06463794914180053
2900,0.28240788604534167,0.8553091483896816,0.6043593591873809,1.9395000170227215,0.42607853396994605,0.49813606495153734,0.4076486875573858,1.3190177784990575,0.6768579602188342,0.10398630971758979,1.0730512529244607,0.056234287745686624
3000,0.26808552495073307,0.8159672274259052,0.5830800255308138,1.9337807668563627,0.43819055900103004,0.4929406675219603,0.40004299554021056,1.3053162947955486,0.6619253871595482,0.10943208531121806,1.0732098724291426,0.04632919912675584
3100,0.26500850167028417,0.7959599574072695,0.5757974482618746,1.928452628801304,0.4378159100201929,0.4800767618245088,0.4032007315808241,1.3044881780195803,0.6502394430266912,0.11263810280104752,1.0743113890629457,0.05212305303941771
3200,0.2639365380506637,0.7772937476913703,0.5732061601514143,1.9452086035999148,0.42797932946931283,0.46132780531360207,0.39635947506551705,1.291048624645149,0.6525210097468976,0.09723791423919594,1.0771102995493673,0.0469484341835114
3300,0.23690120422458852,0.7644001936891398,0.5602487968847556,1.9388382265510453,0.428687129376469,0.4516511767422658,0.4005461678979242,1.2872025291841371,0.6329574764306554,0.10734897722269396,1.0768119378374976,0.026401686510788232
3400,0.239614997578265,0.7325166910245886,0.5613860577682437,1.9449247586417153,0.441000055113913,0.4430098564740261,0.40462460948138584,1.273699893218691,0.6266981584119641,0.10286762699540591,1.0805452453314472,0.03783261877895478
3500,0.21574741843136633,0.7001733838521068,0.5493791484706526,1.9435313057257546,0.44472714318436163,0.44293858163457267,0.4134055583457101,1.2681906985621751,0.6184089608362816,0.0915788071490323,1.079634160336995,0.022676360944704266
3600,0.21764245062799037,0.6927991864314257,0.5474387480478438,1.9390707507804212,0.44882694729163114,0.4459694238164784,0.4154859542976278,1.266578778150284,0.6181161359902929,0.09465522841378483,1.082652969737517,0.03226560777790542
3700,0.19849878584727876,0.6556296102339461,0.53727136723439,1.9454798299466838,0.44774326297432737,0.42534044265185506,0.41527447243802185,1.2592810909064172,0.5999681518883937,0.09682875295218767,1.0846095061273107,0.03347917069037403
3800,0.18884173504965832,0.652940813901567,0.5376806397431521,1.9277234781364356,0.4557903069250214,0.4183265908737206,0.4255340786191469,1.2493006540465963,0.5910897396207863,0.09581444519228519,1.085649468897276,0.02885079885491388
3900,0.1844930250291439,0.6266263603848785,0.5206404423249311,1.9332564624675597,0.4607769223331877,0.4305967616928449,0.43117146968208137,1.2462257905568395,0.5833202637647732,0.0886058291700681,1.0869900826315844,0.027283721542905245
4000,0.19204362674718134,0.6166179829379803,0.5095304565634888,1.9283118182845633,0.4783694242784422,0.4199486992026523,0.4442686818823076,1.2443655162655203,0.5807633957378833,0.08731163733256918,1.0875121765783047,0.0257274982570962
4100,0.19142747665033152,0.5804092786415956,0.5075125793816511,1.9308502635994906,0.48890863185409084,0.42667156854101684,0.45802713092501257,1.2420000900702184,0.5755749234347161,0.08472577937660278,1.0886029624884885,0.025986176037514123
4200,0.175392703057073,0.5609168604780514,0.502508585301333,1.9186119448914436,0.49019063791895934,0.4144586502304725,0.4636977318990944,1.2456422687812487,0.5634744233302406,0.09187312806632776,1.0889644580356406,0.012183761050143946
4300,0.16328491992615335,0.5499658015705644,0.505508633378392,1.9224024411965437,0.5018457119604366,0.4230796746572717,0.4736816696661771,1.2426273311493943,0.5535912258974871,0.0974264735286174,1.0918735977091565,0.008756622611460149
4400,0.1660713902071981,0.5429689029407998,0.5004384229290572,1.91135048039606,0.5148479578167826,0.42611712218334424,0.47959845762864406,1.2421886255643686,0.5526462301723011,0.0801309010736219,1.0926299500900747,0.013417428147580495
4500,0.14680878705236047,0.5261090862886033,0.4909873665262817,1.8955192678558257,0.5276736593522797,0.42791814716778737,0.5004011705539955,1.241665869606195,0.5430514557316032,0.08107393802341305,1.0947831315514314,0.024064234930470607
4600,0.1482491980230667,0.4985335656609797,0.48667802330589394,1.9011828524729686,0.5502739985987832,0.4121670960009474,0.5060605832300791,1.2468710686426625,0.5360181280332281,0.08675827184158759,1.0964014953622785,0.015351607958953592
