miliseconds,CL_m,CL_p,P97_m,P97_p,P51_m,P51_p,EL_m,EL_p,PIF_m,PIF_p,hypocotyl,P
2400,0.3598260497309472,0.974206995054624,0.6544627318100159,1.8852826130686058,0.4493106121576414,0.5654594723456147,0.42293081956726297,1.3647804259868963,0.7157430456322642,0.1088076422407756,1.0652564671508338,0.09628248706057246
2500,0.34230452288990765,0.9402582429969135,0.6310760591340882,1.906956653645624,0.4549898620466943,0.5486496706920946,0.42066700623047326,1.3569868078762999,0.7028462541311439,0.1175685657544311,1.0672881857161607,0.08876694758774789
2600,0.3398223135388367,0.9235948962177309,0.6318917947331222,1.9133733173176501,0.438029666764459,0.5276041093476902,0.4152386760859643,1.3419332720675199,0.6940983574309902,0.12062233287881152,1.0684245942221828,0.08332160956585513
2700,0.3261857415775195,0.8927540480406699,0.6245462247291586,1.911653176278687,0.443871591961057,0.5210034829869844,0.4052230263355557,1.340585994461335,0.689454379370601,0.10720623779765591,1.0703885053414355,0.07264964196312541
2800,0.3031632602271363,0.8748859802039259,0.5993779311684577,1.9306350855631174,0.42733278927540014,0.5081807159334347,0.41176747174562894,1.326951774529515,0.6802658380965569,0.10551856821431917,1.070199728624227,0.06619576755358726
2900,0.28205668974560366,0.8493301159927349,0.5965155914765599,1.939889746207886,0.43424343185504655,0.5011129148209629,0.3994568279831417,1.3213399523784894,0.6686719633363024,0.10595053832746704,1.0724312730663266,0.06265717685989143
3000,0.2808982244323927,0.8271582025096816,0.5964343510638083,1.945551506019816,0.43638744333625706,0.491685666939889,0.40057714662205,1.3109874724447395,0.6559259489578249,0.11067208851789276,1.073086941805437,0.0393354870149278
3100,0.265869407267154,0.7870714012193364,0.5735487735766026,1.9472795727512284,0.42359815653104316,0.4678114483145497,0.4080946704316158,1.300973636175409,0.6577715734593343,0.11285931483671877,1.0750295418268414,0.034594562584641844
3200,0.2438654981534752,0.7795121517027884,0.5704238761490306,1.9476786438254317,0.43828507925681176,0.4655472929911233,0.4010619990889883,1.2931148315135659,0.6451988251471609,0.09792653822290034,1.0771137365471384,0.03524151553648143
3300,0.24865683648519865,0.7658553014530446,0.5663532832918846,1.9432586815652269,0.4289350201257029,0.45275003823876175,0.4039796700638069,1.2852927224071071,0.6394936023806014,0.09573250234624148,1.0791006877332199,0.033548220199324984
3400,0.22951360064734688,0.7304205629953915,0.5601498292209507,1.9293883287329208,0.43510146242081604,0.44684586321357467,0.4149095952250456,1.2742256385509494,0.6349572706725002,0.10024909632627464,1.0796456649968953,0.023593384049821926
3500,0.22745835510081922,0.7111207769402083,0.5417682665764942,1.9378670758285033,0.4379156554389612,0.448749614086032,0.4141292105955797,1.2651128590528464,0.6259839824539073,0.10329610678958567,1.0814635796640115,0.04129611262241227
3600,0.22181638919210375,0.6842529805524293,0.5396658244666442,1.9355896591578774,0.43893982135075477,0.444368413133417,0.4114291953821355,1.2653428252927674,0.6139475922055649,0.09524922779045325,1.082666011731032,0.023834920955812834
3700,0.21093682076864298,0.6688621774736729,0.5330110769589373,1.9332792051153644,0.44833948266718676,0.4251776694723493,0.42040727060916855,1.2559845611954674,0.6016465228491644,0.0994925811340984,1.0833966148323642,0.018175985692422666
3800,0.19936532003256474,0.6386163894345344,0.5375731531501656,1.9303166812549524,0.456514563157445,0.42104927832821615,0.4225691682228871,1.250773029649661,0.598005344864557,0.09748988104827452,1.0835505244436299,0.03351795228922921
3900,0.19278378870333923,0.6386334690849632,0.5194171687398762,1.93776955998984,0.47352059035017774,0.4159507226262348,0.4272527139858302,1.2484571667634545,0.5870367838933861,0.08611431116997688,1.08647120394391,0.007568453300452157
4000,0.1820590323498645,0.6187793081176641,0.5185028503399006,1.9428028153923849,0.4796447186086925,0.4158506382973624,0.44111116900151903,1.2449793290221665,0.5748438278720663,0.09765713278356032,1.0870519940767496,0.019654505054797995
4100,0.17980439883117597,0.5761904849540381,0.5117337392076161,1.9271560049478351,0.48679342387528013,0.42364082619576,0.44805443905089887,1.243572674867711,0.5686461943418422,0.09086263992842555,1.0892563939998792,0.023701348670794438
4200,0.18388679395500854,0.5639323448718253,0.5085628144588035,1.9224799731821813,0.49430271785869834,0.41340750612878574,0.46521257683559136,1.239524845019146,0.564156900077493,0.09368321459667073,1.0908754690131188,0.019776381433564402
4300,0.17955165755485497,0.5584947643268996,0.5025832253592258,1.9108674353476638,0.506651603450348,0.42402188188984347,0.4679643779904905,1.2443090660405158,0.5501704935000843,0.08765281666748509,1.092612045797844,0.020821831655691563
4400,0.16098677485196458,0.5380563176600627,0.49008600693371646,1.9240454777953306,0.5169556487154433,0.4213472787827356,0.4775003850498199,1.2392252034527924,0.5459690670921206,0.08126027747398368,1.0914930820310276,0.01770141491738416
4500,0.16503381981365448,0.5184550897783927,0.48170250743076115,1.894052225375259,0.5294518603929554,0.4100694466160874,0.5047054339790149,1.2427287241867877,0.5359549480363816,0.08639097150320174,1.0931313156485833,-0.0013352547231176154
4600,0.14594939018357564,0.5097583732682058,0.491887375834625,1.8985792859518529,0.5434037083894221,0.4172715500114488,0.5182935032693448,1.2500164390124577,0.5407758896807153,0.08351643476125659,1.0951386442685473,0.007045446058853766
4700,0.15136128975561586,0.4827158747724151,0.4789251621243424,1.8810514592319239,0.5547606951311478,0.42904755155326463,0.528149473125376,1.2543777037612835,0.5334958560055624,0.08247179860283123,1.0976200066179995,0.022042014713141878
4800,0.13577113744607475,0.46209494361375825,0.4799277658743642,1.8856109263620306,0.5836867342041565,0.4303373907419376,0.5326536444490819,1.2573110952493038,0.5194100981016889,0.09078542417324721,1.0966914629814168,0.014297804513159644
4900,0.134351752687402,0.443436001252852,0.4673339073728205,1.891234489040772,0.5859238368362185,0.4235921847106018,0.5555585252570593,1.2685368077521586,0.5183246306308408,0.08253065066709302,1.099769532913876,-0.0024782729418432094
5000,0.13961682197587727,0.43556297747751616,0.4554385062439467,1.8653538724567638,0.6109277813025296,0.4392344554815408,0.5638162631441133,1.2711844470378693,0.5003918396747008,0.0787165977067086,1.099331948107686,-0.004997759653229868
