miliseconds,CL_m,CL_p,P97_m,P97_p,P51_m,P51_p,EL_m,EL_p,PIF_m,PIF_p,hypocotyl,P
0,1.0120096654929505,0.9984865807432334,1.0083135108378742,0.9881928467616072,0.9941803318248262,1.003788070695191,0.9988799930581285,1.001853704803239,1.0008786401663166,1.0005636527724184,1.0002770217726265,0.9921292037350359
100,0.973268773550252,1.041985288194372,0.9824551479671234,1.0825064776304356,0.9627455457625079,0.9779686095412673,0.9601424115855272,1.0576112829548692,0.9880345936516961,0.7285688897221645,1.008981478862076,0.9007230614915803
200,0.9328435216612182,1.0853866190328423,0.9716504678239988,1.1320998868318588,0.9251685436029956,0.9743130173595816,0.9127311773644877,1.113481951559226,0.9742794677789668,0.5328119177584489,1.0172533895408085,0.8065891088172045
300,0.8901863053279345,1.11771456302945,0.9540962503281101,1.1902187042828167,0.8884524207398156,0.9611223615054983,0.8779671904723395,1.1572778865338322,0.9530748213031722,0.4021747252980171,1.0216200260165775,0.7421014279465606
400,0.8694412196636997,1.134518093271888,0.9547580155214863,1.2695462258368078,0.8525394141975614,0.9276557468269205,0.8495742835309301,1.199199349066606,0.9403726423404317,0.3235672022007467,1.0275904064666372,0.6743328657327511
500,0.8306622718134601,1.1586057833244436,0.9365908655460078,1.3092943376872737,0.8206254170680524,0.9158829218479327,0.8185438017668611,1.2421948173633062,0.9387740972746229,0.2676999347264133,1.0309265188588637,0.5951506561363158
600,0.7958465658918976,1.1754397854034198,0.9145868539272861,1.3759776174353124,0.7918349520953704,0.8955017383769425,0.7698570198412661,1.273367834945389,0.9182640295495185,0.22109407646148257,1.0341097243840693,0.5395321003633984
700,0.7540363009746032,1.1911964012096328,0.9072062672630229,1.4183411361299536,0.7628767001180762,0.8705488757849528,0.7376865291921391,1.299262894296439,0.9026549458614017,0.19799821500104606,1.0372003955425093,0.4990281601568895
800,0.7369534377144773,1.1890072899341022,0.8821043438368558,1.4820266547726855,0.7206799492295918,0.8620275545999412,0.7086150990311221,1.3240505064367252,0.9003511742271689,0.17171678713453797,1.0384949789530455,0.43729121377695834
900,0.6845724331206904,1.208029672832692,0.8664577320348198,1.5266179611190276,0.6954107205921215,0.8370209384449429,0.6940675157627996,1.3442547631824566,0.8795459608574278,0.16631076492570893,1.0407359445416842,0.419076909148434
1000,0.6695797529888847,1.1869425402017548,0.8578593072511732,1.5520258118238397,0.6757255809579268,0.823146508630862,0.6599480627715258,1.3589502116640648,0.8781487211644785,0.14829761492463894,1.0419527842616392,0.3746831503808018
1100,0.6245397685066085,1.188939685810125,0.8324700939919449,1.5972833408580325,0.6477995373901558,0.797722491134953,0.6396227651912123,1.3728762418118559,0.8578716623619784,0.14304622194465322,1.0447877443421203,0.3357730538431968
1200,0.6157388067583364,1.181757258655588,0.8256861233417522,1.628326625673393,0.6232448461849589,0.7840918615476153,0.6081142873736667,1.3867542756646078,0.848337283432677,0.1502057022731529,1.0460777293841403,0.297570937028214
1300,0.5760017092805229,1.1821867202806027,0.7976912971116381,1.660363413392341,0.610882175422736,0.7467387127104704,0.5880941912265626,1.3899770327082668,0.8376809412063437,0.13588024148036923,1.0480996882021585,0.2670886304923879
1400,0.5666077874554308,1.1528177285467187,0.7773628070915616,1.6903330595080464,0.5846546780686692,0.7383555798625188,0.5624968538435965,1.396549334397036,0.8304191375212008,0.12851260787901744,1.0488612115630969,0.23513743390594508
1500,0.5415657533177836,1.1390032570665332,0.7619868824667939,1.7191594615851247,0.5590378125063274,0.7079204445778432,0.5530253706310423,1.4007552575229212,0.8156295466979656,0.1266909715449469,1.0518036586129575,0.2154839010981563
1600,0.4988414106378452,1.1246920660874247,0.7572323976457812,1.7471807667358918,0.5557106598022286,0.6923954032334307,0.5227333056859611,1.3985966429968182,0.800179921683731,0.12744603918275085,1.0519558056175926,0.198166549964692
1700,0.4807450160284388,1.110679885147972,0.7382857217366536,1.7768782311363218,0.5325153304973446,0.6853222656141112,0.5140737226963078,1.3979780544504787,0.7883341196309192,0.1201297678307777,1.0537071235974562,0.19188001637761287
