milliseconds,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,species_16,species_17,species_18,species_19,species_20,species_21,species_22,species_23,species_24,species_25,species_26,species_27,species_28,species_29,species_30,species_1
0,328651.5209458452,492834.29755642335,21.478758218525027,-70.82532164611816,-0.007273139809931798,81.10658877723698,-1.0254258144483754,5785.630911306683,-3.258179089374401,-0.015673614207641812,869.3518399881648,-22.88909551630531,-24.52652209153002,131739.08211770188,5447.24412032566,0.02856600630098827,345117.1440930162,98183.80679174601,514535.69064052904,-0.004756665712018835,-2.979064167110768,271723.392312666,8143.130410903046,64728.26963899894,101262.86625827815,230078.19268421907,-114.2849157779331,181148.6727755004,151814.72724631766,116007185.6570186
100,328476.174097649,492671.60954149306,133224.77670216694,5355.411133524037,0.001289762005387078,8179.033813040297,-2.062543949701813,481520.2545371416,22.59603131432759,-0.008849392862682107,93742.46018076167,-14.864638386705705,-26.302429148255523,2872.6012904005042,45.735216647357944,-0.021378416973278993,345117.0870784715,2929.361087134892,19678.668466963885,-0.009296117572638457,-0.6907729236541864,271725.48219667026,169.56771927650163,2711.4204680788425,101234.76064834118,230078.04408530224,62316.275235581306,181148.03944590015,151780.68469836534,115206773.25073628
200,328102.7487333116,492285.2977780411,133324.25592903586,5392.5356125945,-0.005840786662827046,8051.951983871543,1.1077174936606067,509719.8173753693,17.683726588834684,0.01074998067393632,96762.92782980387,59.06626793544048,87.8010766952822,-115.2294602234376,18.00442579881263,-0.018777489897664066,345117.3471282844,594.9590992397883,4257.670627610289,-0.004091328385066732,7.3223804643351915,271720.74205600074,77.19947411585571,444.9428402253449,101196.47258780558,230078.37795830797,64883.52232487074,181148.9186904397,151757.3790611674,115175298.05500232
300,328041.751278019,492220.30751010403,133581.90928793122,5489.2631258644615,-0.005322478954001952,8117.869460286201,6.130282582031971,510630.5235045265,45.368704881574985,-0.0110385976032642,96634.01557768244,37.62012936580034,58.459624677234366,1152.6434413058507,-23.823092847389606,0.004063510581284077,345117.19104048586,-168.57704268282498,-1905.0101359365642,-0.0061596498796197795,8.562266479921908,271721.31545477995,79.57766798338159,452.8055897793204,101188.88483267163,230078.25666099653,64457.951290880825,181144.6189984203,151797.8902789905,115178516.04848425
400,328051.15409246733,492058.6037601534,132530.9067539458,5435.025381379012,-0.0006643078174067959,8084.635314824675,14.978704650647419,509555.6852768559,69.44201679772318,-0.0013028590165265344,99218.42264427723,94.54358757807563,142.98133421158158,1161.7103708182642,78.78540023977834,0.009851633312962616,345117.5855266518,834.061882274748,231.5555244578292,0.0011409994506096797,13.007888772666785,271716.33564877056,-74.90680574636171,654.4445100454114,101110.695148571,230078.00206727622,64562.02232514499,181145.20390705884,151709.81895431317,115186145.31062077
500,327665.35668700404,491385.6461285418,132263.48576516242,5417.520126060137,0.005611685099614986,8208.94912511873,23.803548302987085,508338.5734239701,44.96354407020053,0.012234378271480453,97817.90009574262,107.45528207879909,237.64747451454858,-404.1997342497058,35.73142956303269,0.029867762863010537,345116.9768155181,-1161.1499313973231,-4028.8833934821246,-0.004192163252426858,8.623443968506827,271717.1552598426,-53.33663205721679,-905.4150506063667,101148.68755639384,230078.1419479822,65734.4121545384,181142.0492751513,151686.06199930483,115188090.3053933
600,327461.3049857046,491549.02588795614,134441.24158713984,5450.721074644649,0.009936158375191845,8241.644468770359,17.962439354143324,512384.21569795726,84.83193359549101,0.0010675358579752894,97659.15596353775,101.45184862108906,278.9043829295024,-179.06343098542865,7.919366549570006,0.02401937969709314,345116.8802594859,-687.9527907073399,-6427.747968523766,-0.0036688467177421677,14.98487696370674,271712.2737741227,72.34008577186809,-260.8864649538737,101098.73985577126,230078.179437328,65068.45986264957,181141.23309023565,151617.2909394411,115186846.55765156
700,327385.9785516568,490773.7247797538,131938.19901441896,5476.7591654075795,0.003920504827978343,8157.339314728639,27.120693928789905,504801.77623110084,76.90190636735352,0.00480719398818137,98055.17932934563,106.48637135134092,213.3255058166177,774.7428118106342,11.568141207327564,0.06218879588804239,345117.3480996407,48.63750240868509,-2631.110927172824,0.012155893077658199,14.31287907675953,271709.3098137488,93.672347443499,130.5096112916655,101084.49581936009,230078.29318341965,65338.37610704325,181141.3330201782,151599.3716178262,115181170.48595051
800,327241.3308246531,490790.0739148163,133869.44516620302,5490.60249555834,0.004802592421778477,8342.914609777969,29.476537470103576,502963.06234444596,123.14290067973972,0.023492312089013298,99168.30859351579,177.30704306586279,376.7384771011587,1404.5392608163722,-18.04233479480739,0.03923297989683853,345117.0833244037,281.512427176404,4056.6981039215507,0.014818331901704179,23.56469866695162,271711.0236616882,47.177138906351075,764.0009052983423,101058.37804540417,230077.94082846332,66824.93472426478,181141.62699380977,151567.13978739156,115174165.77370094
900,327243.75235820486,490492.2931969832,133298.8568801462,5591.581648532071,0.001672475664424685,8322.756738168355,32.537097252755785,512755.1506550453,106.31840249802596,0.057784887834529425,100433.9849065327,176.2454420968115,334.8956580561403,-1453.3780572733265,9.800937575840566,0.07109884263160547,345117.1833679037,1190.1670640308448,1195.2758084772308,0.004448721290388,23.046507802066188,271708.78245230997,89.07671362465874,239.08343128120646,101021.50476252926,230077.83672064004,67086.59353853279,181140.21068347048,151564.62365750948,115188097.8193344
