milliseconds,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,species_16,species_17,species_18,species_19,species_20,species_21,species_22,species_23,species_24,species_25,species_26,species_27,species_28,species_29,species_30,species_1
0,328419.92629713385,492563.8530562772,564.6341796227812,36.45231595189117,-0.0040399232240457906,27.165603370646494,-2.2361813353867848,-5197.486614888586,9.185305573702612,-0.01720130147105928,-1387.7949338259518,-21.996320140289583,-39.41890977784282,134335.605092753,5487.502760688694,0.03629283506167803,345117.0971172201,96023.91211003804,511233.69784100336,-0.010188901604508048,-2.214382590725521,271722.77993608086,8048.989515380334,64766.08383162715,101223.14033356347,230078.26083529968,-925.4387723013792,181150.13652893004,151903.23465403653,115989932.35280663
100,328151.66563494405,492312.67216861923,132100.876522696,5383.7994790878165,-0.0041064294844072174,8117.215954591555,7.613308714283923,486744.78149948345,4.788630812357406,-0.017609483342819747,93487.68330159287,45.58088830928505,8.142615064865947,1540.5312793782202,8.195477845422829,-0.034095019278510316,345117.2079211896,3459.283415242983,18912.94682904744,-0.0009175159622513199,0.19291094707142586,271721.97623335937,9.498239914344836,2059.354372339461,101203.21006436988,230078.12610148883,63331.48781452985,181150.03125174635,151846.68375907707,115218792.55049315
200,328102.52027829597,492406.70150420244,131852.45933229555,5450.475034078557,-0.0035014297740100214,8175.280327520159,2.3402597775688134,510999.11871082895,44.33619767800762,0.024393066320439687,98905.24404593668,4.771833909463915,27.903415506823663,572.2618972671268,-57.25085790852207,-0.025441664463598416,345117.03330913215,-189.87290239109248,774.4765266842603,0.008669142386280948,6.653001344639952,271723.44137642666,83.86321415701744,-99.53339033645915,101156.93239316823,230078.28728652242,65228.82643839848,181146.0733640143,151738.6670070479,115172691.3683897
300,328004.9256495672,491879.85862921533,131441.34828412445,5488.241978920469,0.008101629977601107,8085.447388729326,5.646491797571274,514005.6079592815,31.366036361833494,-0.018925029059935573,97214.72767612166,71.47800377183194,84.33123403942797,1237.3085831467508,15.376807102618947,0.023528262598741762,345117.15658715187,-1193.764530946252,-5929.433267254519,-0.0044176874198485995,5.1081888121979375,271719.0915205284,21.06526629912841,-862.070866342538,101202.51349251902,230078.36589760732,65841.14778837895,181147.00233987073,151726.13235657752,115190834.66241342
400,327821.83775815245,491706.9369463268,134019.84481042862,5529.678675543019,0.008746803222947247,8128.986879683907,20.008242518943565,509449.2855091194,63.470800199841136,0.01878918293454119,97583.15391244997,74.74392732451902,90.63575998301056,234.739453721206,7.6367575803427545,0.02996974026581223,345117.5742568372,43.323210192206716,4703.446903386253,0.010496697666144401,8.816269459225412,271718.3413968635,-36.15864373399904,-241.51497957867966,101121.69289015501,230078.08977211974,65529.69827461004,181144.50397630568,151717.1445486031,115182608.96206047
500,327729.5942750542,491236.20906914765,133744.74012849896,5553.81643134442,0.0033811415223349113,8254.621191324528,16.49243534056487,513237.54319219507,81.7382769139248,0.020408456697455567,98815.1280760959,75.09482849092922,160.78763180569834,-933.0678005250422,-26.47369497169399,0.012160931480144289,345117.5022512071,-367.2768491812486,-2517.5355823571417,0.00431694808937531,12.609658269866411,271715.62946383323,-4.753127754816127,-538.344628752091,101127.47067532256,230077.9423665822,65794.85947651109,181142.59100099365,151690.98298467067,115182717.77252357
600,327292.52040410286,491178.36918892316,134344.48103917736,5440.915873424325,0.005317845667933003,8287.131250325714,20.75967264950279,503651.9110950246,98.31037877701665,-0.007820505665314512,97696.27665903566,95.38657288171115,287.3563961415992,372.60581970014874,-3.8016867936863026,0.011095658191749928,345116.82484526996,-1332.6841301082977,3759.00996057563,0.00577393611334202,13.499143841387614,271714.3060009542,79.04764065107972,-877.2777748641163,101064.81936506489,230077.99612116118,65106.130275212025,181142.9589347842,151611.60824295212,115175483.30358031
700,327224.2562736207,490775.2114884145,132792.0217949967,5568.610983062621,0.003192859635184512,8276.769810033784,26.595923306346116,506296.05086524197,74.24629736703214,0.0328951104588345,99273.34776910598,105.71944612616828,281.4072631514926,-654.2721159101964,-47.10761530558649,0.05018412754637676,345117.3759907852,-687.2987593531567,-3301.1149561789016,0.008842279579951269,15.617847868802212,271709.1271276175,-13.216135722168323,-469.7667658743205,101043.31262494065,230077.9194408692,66210.63436761762,181139.52788329282,151599.137335305,115183136.23135102
800,327102.48680406186,491074.40158839285,133777.56063739816,5442.472691903334,0.009264905003056817,8337.543225339634,27.136910597709633,507146.40245450346,86.17285696888021,0.04986944355482209,98634.64962746702,147.06256965554377,318.40223852997985,138.18472667140162,-52.7636375616864,-0.0045693214056843415,345117.11221541255,-1026.4048143699306,-120.90747907950714,0.008503959877730572,20.98179298614377,271710.97454055573,23.40157430554548,-634.7526415907738,101063.49371561714,230077.82252064956,65302.62778856886,181140.67326789323,151528.2125629791,115170173.50345549
900,327249.71916026843,490870.75280211354,131750.5480052612,5508.87417260122,0.001475870144912803,8341.467528382245,29.16697670477511,510147.0732070281,127.33083748178694,0.05665917458383452,99991.63895819605,186.6476134613686,400.10916826456054,-1549.4160434118473,-3.4110031129163216,0.01841241283881424,345117.0601968907,-350.3066019380855,-387.9500886436257,0.011343395927685315,24.113737566384312,271705.44090986904,74.58867909137463,-198.91793352340926,101008.74406577021,230077.82215285065,65603.49548287776,181139.49198043923,151480.71779473958,115190456.54410166
1000,326909.4531516859,490449.0819183344,132805.40540629902,5551.67309772719,0.005782307957080851,8321.42354402178,32.55662375491857,509824.8127114548,137.46579452876537,0.017105522124986165,99772.44618264766,214.81034500548486,440.5415453968758,1506.7868243045411,-63.765301778884485,0.05528692484485581,345116.8619392678,-478.6757371435757,-6916.73447110524,0.01242991794148319,29.089735607145172,271707.1557528576,35.29312226509015,-856.2987205050582,100985.36467708323,230077.76531789778,66377.12384602353,181136.66161898297,151432.46701708925,115189055.04729146
1100,326530.78701289336,490035.58741831937,133920.2545712482,5516.679341123747,0.00881006745128605,8378.698718040687,41.898710580232326,501599.12731139094,150.4855846385772,0.04714108888613394,98976.74459054756,189.4032317770084,451.53165700511835,568.4496055782292,-27.993835068028233,0.05999368939361,345116.7478035899,-514.9223089896378,5052.367203253558,0.014632805840385371,30.334004451548292,271704.1489147034,-80.63182175380669,-233.14872009483966,100969.86982042894,230078.00427070935,66152.53274793494,181134.58706339082,151438.17610436858,115188166.94957246
1200,326470.87615975284,489550.95037590223,133646.4568822964,5528.325703201076,0.015437970205677111,8379.040013692178,51.234295016443255,502914.5450373346,157.95644242106297,0.06839703180328713,99722.07777211146,256.1305243849044,449.71979366188833,1118.4414260231645,-7.4056559622921485,0.08780171387928634,345116.7091157677,-73.52134965214745,6674.059032211668,0.027103744008502694,32.22197312302135,271702.4782326243,-5.405150890644613,666.5787582092797,100937.69011801737,230077.9817107603,67627.19784372124,181135.55998628153,151357.76999857792,115185999.9007561
1300,326496.0344362651,489316.3258606516,134303.62942106687,5538.096224417497,0.008640022719136196,8360.900401002431,47.81295471731263,503513.53276748216,170.8029636704369,0.0683325469159632,101647.0049544923,234.97822999666022,458.888151364553,2085.6599458104356,-42.997833562141096,0.09009749867791192,345116.62345198594,-1009.4517214337205,863.5538815379482,0.024589121164127765,33.27476231755151,271698.37319595757,10.176584582786555,-894.9214376311627,100910.33156254567,230077.54059003483,66517.33867621921,181134.16698881873,151363.05573899622,115188180.91497776
1400,326339.6165711745,489040.67076568893,134671.83571014382,5528.8319631407385,0.024712980477249277,8291.853480899259,49.398007482788614,499061.9648059523,170.41401584815625,0.05270424358298465,101170.27636010575,259.13866021126074,503.22509957157064,-310.2606904242798,4.311087775126577,0.1398964886492431,345116.2515445015,840.4711472606218,6210.98474694903,0.032377772235754554,38.46111096717683,271699.1779696133,-12.799167175112505,-496.4767853377235,100863.383288347,230077.67814047346,66133.99365823246,181131.3559678976,151312.7611332856,115180600.51127087
1500,325920.96222249366,489198.9569218411,131242.09691239634,5528.324404479049,0.015805927429325815,8449.976357370897,60.44418968106384,508942.5692734603,215.86432771662544,0.09106899970839474,99540.25571907737,337.08283992204116,649.4709161296513,-1355.3150030955783,9.435926498600216,0.1621947455283377,345116.2356419614,762.0397426257069,-915.1635314320141,0.03683967196299111,34.988600645952815,271698.7917734927,-11.787846677609688,772.8566476114894,100860.67609911825,230077.56274560047,66710.78068134899,181129.67771234494,151306.08832262718,115174443.44942954
1600,325856.21611410746,488964.3970214535,131564.77356421595,5542.280159087546,0.018021236510933684,8426.764746612189,58.15549821396124,501553.15704058384,224.60119734358005,0.09620359050777849,100549.18293065572,343.73356786032446,625.896212318711,214.47836565522346,-15.17381204466596,0.15721684220708043,345116.08803625894,345.19412002660135,6231.905130767977,0.034132493844752254,40.356769043322245,271692.0486203184,-71.14026091559386,902.6263930623516,100819.55231379064,230077.6027279807,67478.89127847558,181128.73325695013,151300.07337204725,115187765.18588002
1700,325748.128189677,488952.1106227821,133993.61551628512,5538.958264190186,0.030241899899229707,8374.689058332078,60.29582533843129,497441.525695794,227.4396958911918,0.10767209434217416,101063.89090690472,360.81760324317383,640.9509764657023,-1213.714621810495,-34.401563478302556,0.17183518641738862,345115.9811228912,-984.0504620236235,6014.442016891512,0.03945371609544372,46.94441289579495,271691.85498612584,89.15047219028081,499.7141128028333,100841.76913250102,230077.2484925812,66938.39452296784,181128.1764349557,151237.9793140971,115170935.87619159
1800,325810.52872820967,488120.1409876039,132715.62576119578,5553.653723537553,0.023952387666060216,8418.470640519105,68.94870558796178,508128.1046344774,232.60059058597813,0.12875075488670867,101292.09829122963,355.68512145528877,790.5141354891367,-369.07003117797456,44.92430271671658,0.1365496393587909,345115.896439571,201.59164460312215,-1225.4098413447555,0.03449503916004443,44.63226242070565,271691.31746925396,57.152776482858044,-421.01300306535865,100799.8803198537,230077.0211621334,66950.73391539486,181126.47706699718,151134.80827034934,115174940.44906218
1900,325347.8018160156,488014.37380910997,132156.24742404438,5608.152421428358,0.03293093383305732,8513.26193803206,70.27406393055567,499264.5976832304,239.46677613907758,0.14433271292045288,100490.17840489703,367.74147947875616,780.1688317130036,-906.5195656092385,57.14737952308585,0.15531513930887153,345115.8895457552,687.2915281810106,-3468.782086952394,0.05337490093106048,50.01746391794781,271688.44501039875,-83.19536439812882,647.4504074967303,100750.29264167136,230077.3253071388,67361.85146182521,181124.44727494233,151094.11293630282,115180999.14849778
2000,325098.7589813657,488008.76019475254,133930.28717514963,5668.856247038469,0.04279293574065918,8403.59704093743,74.0873928817554,503867.1550221755,290.2738532150818,0.16620346437511158,102030.38292355296,423.7512895935614,875.9262532817587,310.30895321323817,-58.13044974948114,0.20985155232426278,345115.628782175,534.8689695459036,-2976.0798306610395,0.04825203613894114,49.21500446648775,271689.55536498205,8.561881465404078,-180.41535680409422,100719.07087485428,230077.19527253116,67893.81032360473,181123.60581054777,151056.53865066727,115173021.77545618
2100,325142.3028907967,488031.71680632787,131399.42936463465,5606.234811278113,0.03925122075338332,8473.446717412542,82.06195287831619,507251.9498886339,298.36155578175027,0.156269558064374,103513.29308736323,418.58017543364423,907.9858754032688,-810.1270758760787,-17.027644114334016,0.26864328675978105,345115.3921396517,-466.85270948379946,-1492.5783735565897,0.06141266420629975,51.611006589070634,271687.38047720696,-3.1956987062803712,771.3455153110706,100727.04183353012,230076.89635490492,68840.5812996521,181123.32571788726,151048.33697351915,115181242.47455771
2200,324818.1846523517,487838.9308055421,132127.06489327515,5678.753440325445,0.04794514346497509,8367.297859373984,89.39514858770913,499613.5828657997,298.1104638933212,0.15930014240551513,102126.30862309631,459.83914170826574,875.6651737405793,-219.26441675855028,-9.790638627293049,0.23181036260352,345115.40279900323,523.5185641218073,1451.517081043962,0.0599968085294032,53.72187787897042,271681.96473000414,122.66572512815995,231.5566301794203,100660.41433674342,230076.65676048165,69075.15755204715,181123.93763196046,151001.2076653259,115169344.49666813
2300,324735.4346761484,486996.090861063,131662.54001388254,5630.5419631102595,0.042563808078089856,8549.892355899996,87.62884438117253,506801.280217292,305.70027043121894,0.20601232312270076,103442.44550788941,468.97954153146605,931.2986337574091,-524.3035761981246,13.596010599425533,0.25195436805178295,345114.58035070036,476.2700204746189,-2325.6472316509116,0.07257814491495612,63.2983234495473,271679.6753051395,40.873127361395,345.90246322461576,100685.2347720573,230076.7479791472,68725.0180925574,181119.64224721695,150999.41216790452,115183842.29897347
