milliseconds,Ti,Tm,I,u
0,1.3,1.2,0.9,0.0
100,1.2414598018629324,1.0980794199280541,0.8678166016827279,0.0
200,1.1825240562447958,1.0119226200776745,0.8379457529917617,0.0
300,1.1247972854150632,0.9381380808791103,0.8101222617758734,0.0
400,1.0692374096806465,0.8742109128757484,0.7841197838863978,0.0
500,1.0163846072857752,0.8182417336130787,0.7597434579605146,0.0
600,0.9664984365165215,0.7687876367859107,0.7368251743033772,0.0
700,0.9196579754128698,0.7247375703024972,0.7152190290037264,0.0
800,0.875831778179775,0.6852207199152388,0.6947975972400077,0.0
900,0.8349182620721775,0.6495493212608915,0.675449245386972,0.0
1000,0.7967745099746807,0.6171745817057497,0.6570758057575943,0.0
1100,0.7612367598877509,0.5876526940524279,0.6395905987157201,0.0
1200,0.7281330816889069,0.5606207917440513,0.6229168376237956,0.0
1300,0.6972914750843308,0.5357791475987986,0.6069863108130269,0.0
1400,0.6685451130714268,0.5128774242694626,0.5917382554953051,0.0
1500,0.6417353279381317,0.4917044344593696,0.577118420181308,0.0
1600,0.6167131717108898,0.4720805678421581,0.5630783006557876,0.0
1700,0.5933401093968775,0.4538521360700211,0.5495745158318237,0.0
1800,0.5714882426577217,0.4368859891491809,0.5365681616855043,0.0
1900,0.5510399885970788,0.4210658493753461,0.5240243150189813,0.0
2000,0.5318874883312797,0.4062898606739482,0.5119116531375087,0.0
2100,0.5139319795205713,0.39246850596357025,0.5002021064160787,0.0
2200,0.4970832109281688,0.3795224508628807,0.4888704991701804,0.0
2300,0.4812587537064423,0.36738108848218487,0.47789426159860404,0.0
2400,0.46638334179424124,0.3559809378558793,0.4672531307815569,0.0
2500,0.45238817036564327,0.3452651764905377,0.45692895802258493,0.0
2600,0.4392103319159903,0.33518245224297505,0.44690546150659444,0.0
2700,0.4267921922555626,0.3256862963402416,0.4371680304748697,0.0
2800,0.41508099493978495,0.31673481213831767,0.42770358327989755,0.0
2900,0.4040283675898954,0.30828980927337196,0.41850035881785713,0.0
3000,0.39358989624018553,0.30031645616183916,0.40954776874488674,0.0
3100,0.3837248222416463,0.2927828999117642,0.4008362644497428,0.0
3200,0.3743956343819755,0.2856599499874154,0.39235720337896435,0.0
3300,0.36556774890614235,0.2789207267670247,0.3841027189887768,0.0
3400,0.35720928050137923,0.27254060502181787,0.3760656469785894,0.0
3500,0.34929078558513604,0.2664968808277926,0.368239415216792,0.0
3600,0.34178500529260475,0.26076860341260055,0.360617952613287,0.0
3700,0.33466675187990275,0.25533642445328875,0.3531956347956293,0.0
3800,0.32791268264788653,0.2501824367858737,0.34596720961945004,0.0
3900,0.3215011288509228,0.24529001304556222,0.3389277292734774,0.0
4000,0.315411982790789,0.24064374919486317,0.3320725232353712,0.0
4100,0.3096265532524498,0.2362293377322377,0.3253971475112953,0.0
4200,0.3041274281935034,0.23203346288966198,0.3188973408420421,0.0
4300,0.29889840854194427,0.22804374616024464,0.31256901188040276,0.0
4400,0.29392439500596484,0.224248650288027,0.30640820594162266,0.0
4500,0.2891912908345401,0.2206374056598998,0.3004110794484719,0.0
4600,0.28468594372984896,0.21719996294814445,0.2945738940012064,0.0
4700,0.28039606197779077,0.2139269348453598,0.28889299821416686,0.0
4800,0.2763101413266005,0.210809535626948,0.28336481318679296,0.0
4900,0.2724174196213475,0.20783955178499103,0.27798583189006904,0.0
5000,0.26870781767174134,0.2050092902453564,0.27275260905510984,0.0
