milliseconds,measIRp,IR,IRins,IRp,IRip,IRi,IRS,IRSip,X,Xp
0,1.0,0.08714674617518174,8.803505062523097,0.0017137499861801914,0.3571974465944627,0.7504369947073386,9.99244948124037,0.007550518759638864,9.386697978849234,0.6133020211507806
100,1.0,0.08714557324522028,8.805198804174868,0.001714079774261984,0.35555146454001463,0.7503900782518947,9.99248035853909,0.007519641460917925,9.382145044700506,0.6178549552995112
200,1.0,0.08714476757667483,8.806826025505602,0.001714396608881993,0.3539663468375578,0.7503484634575431,9.992510086451485,0.00748991354852251,9.37769367908354,0.622306320916477
300,1.0,0.08714429241668925,8.808389780779166,0.001714701084875066,0.35243964078909074,0.7503115849164392,9.992538714084578,0.007461285915429292,9.373341832647567,0.6266581673524505
400,1.0,0.08714411054708868,8.809893535888992,0.0017149938772262456,0.3509683496605451,0.7502790100124074,9.992566297736984,0.007433702263023939,9.369086699054611,0.6309133009454049
500,1.0,0.08714419218891654,8.81134031691082,0.001715275575254563,0.34954985095036367,0.7502503643609034,9.992592887070968,0.00740711292903898,9.364925742071922,0.6350742579280929
600,1.0,0.0871445110241216,8.812733091570545,0.0017155467569039402,0.3481815291937445,0.7502253214409458,9.992618531357417,0.007381468642588987,9.360856406656167,0.6391435933438497
700,1.0,0.08714504177905529,8.814074893326318,0.0017158080129124982,0.3468607042054044,0.7502035526625699,9.992643281300941,0.007356718699065199,9.356876011321381,0.6431239886786361
800,1.0,0.08714575764639863,8.815368422976338,0.0017160598692532037,0.34558506124370614,0.7501846982505631,9.992667181261542,0.007332818738462728,9.352982048462541,0.6470179515374742
900,1.0,0.08714663394024509,8.81661619406189,0.0017163028154304131,0.34435241389048515,0.750168455278208,9.99269027253563,0.007309727464375646,9.349172121149534,0.6508278788504819
1000,1.0,0.08714764807229049,8.817820596885117,0.0017165373169443529,0.3431606844414883,0.7501545332704203,9.992712594566253,0.007287405433751747,9.345443898552235,0.6545561014477812
1100,1.0,0.0871487796621188,8.818983765264031,0.001716763789347121,0.3420080095223137,0.7501426817484506,9.992734182503417,0.007265817496587239,9.341795194657672,0.6582048053423437
1200,1.0,0.08715001093893873,8.820107718500077,0.0017169826258829723,0.340892616606233,0.7501326713151294,9.992755069921726,0.007244930078277823,9.338223881859037,0.6617761181409796
1300,1.0,0.08715132588665388,8.821194300963011,0.0017171941857286551,0.3398128790383249,0.7501242999125429,9.992775287518594,0.007224712481409763,9.334727930895829,0.6652720691041872
