milliseconds,x,y,v
0,0.1,0.0,1.0
100,0.10693133380885467,0.002095976680053728,0.9513309500488863
200,0.11390661179104834,0.0043751743349787365,0.9052490834233898
300,0.12089866311887039,0.006823255026970204,0.8616454213722216
400,0.12788175216006006,0.009424560756901844,0.8204147873731253
500,0.1348318210096087,0.012162480936519941,0.7814555607898678
600,0.14172674151292827,0.01501987784042641,0.7446694635225031
700,0.14854642349118705,0.017979431744055998,0.7099613294757356
800,0.1552729035499681,0.02102396626128033,0.6772389309795908
900,0.1618903867975659,0.024136731310932833,0.6464128786197425
1000,0.16838524690646653,0.027301639261932176,0.617396544334753
1100,0.17474598989916718,0.030503440823682774,0.5901059976653751
1200,0.18096318582928336,0.03372788701933146,0.564459955583198
1300,0.18702937479225631,0.03696187341395729,0.5403797787015879
1400,0.19293895229860347,0.040193511352770356,0.5177894404325867
1500,0.19868804133536533,0.04341215244025152,0.49661551352580263
1600,0.20427435689642717,0.046608392528445806,0.47678716914765296
1700,0.20969706613231884,0.04977406739131027,0.45823618028369156
1800,0.21495664418769345,0.05290221888020402,0.44089691364228206
1900,0.22005473467948286,0.055987080373394324,0.42470632750079285
2000,0.2249940114744132,0.0590239586183928,0.4096039398576804
2100,0.2297780446561894,0.062009274701488995,0.39553183776765577
2200,0.23441117695408784,0.06494033902420986,0.38243457030823796
2300,0.23889840488859743,0.06781540320601394,0.3702592176306315
2400,0.24324526745609443,0.07063348917557949,0.35895531670874803
2500,0.24745776732388697,0.07339434821251802,0.34847476857208787
2600,0.25154223503348017,0.07609837354209253,0.3387718577467797
2700,0.2555053114367222,0.07874654168296985,0.32980314833742036
2800,0.25935381939689994,0.08134032796448627,0.32152745813862643
2900,0.263094743621997,0.08388166124851583,0.3139057797194499
3000,0.2667351614513021,0.08637285242554378,0.306901211342819
3100,0.27028217834609813,0.08881653354776523,0.3004789017582274
3200,0.2737429282160719,0.09121562326310986,0.2946059552874
3300,0.2771244927244635,0.09357325913319484,0.28925138421661634
3400,0.28043391604668066,0.09589278263907838,0.2843860223941628
3500,0.2836781569256398,0.09817768994373283,0.27998246316783704
3600,0.28686407774468886,0.10043160468584336,0.27601498556634974
3700,0.2899984455793249,0.10265826663691723,0.2724594828270531
3800,0.29308789642004845,0.10486148477622721,0.2692933932395268
3900,0.2961389603487056,0.10704514761788275,0.2664956295976086
4000,0.29915803545441966,0.10921318723026592,0.264046514174002
4100,0.3021514009092436,0.11136957907173965,0.26192771213522703
4200,0.30512522009390763,0.11351833716451569,0.2601221774936229
4300,0.30808553354859364,0.11566349317289674,0.25861408013840215
4400,0.31103828278991696,0.11780911572161967,0.2573887662821869
4500,0.3139893032109355,0.11995929009807864,0.25643268809887404
4600,0.3169443440390238,0.12211813320606286,0.2557333623551474
4700,0.3199090748321424,0.12428979135737589,0.25527931816865795
4800,0.3228890956972002,0.12647844243091483,0.2550600445156991
4900,0.32588995598590587,0.12868831133328534,0.2550659605928494
5000,0.3289171609416229,0.13092366725161728,0.25528835810158185
